t,pwm,gx,gy,gz
0.0003457239999988815,1498.0,-0.001953125,0.00390625,0.001953125
0.011274945999957708,1496.0,0.0,0.0,0.0
0.01362455000025875,1494.0,0.0,0.0,0.0
0.015177279999988968,1492.0,0.0,0.0,0.0
0.020186694000130956,1490.0,0.0,0.0,0.0
0.02519460900020931,1488.0,0.0,0.0,0.0
0.030231115000333375,1486.0,0.0,0.0,0.0
0.03518851100034226,1484.0,0.0,0.0,0.0
0.04027192500007004,1482.0,0.0,0.0,0.0
0.04521222800030955,1480.0,0.0,0.0,0.0
0.050190604999897914,1478.0,0.0,0.0,0.0
0.05518011200001638,1476.0,0.0,0.0,0.0
0.06019258100013758,1474.0,0.0,0.0,0.0
0.06518962500013004,1472.0,0.0,0.0,0.0
0.07018855800015444,1470.0,0.0,0.0,0.0
0.0751835089999986,1468.0,0.0,0.0,0.0
0.08019327500005602,1466.0,0.0,0.0,0.0
0.08515915199996016,1464.0,0.0,0.0,0.0
0.09014610300027925,1462.0,0.0,0.0,0.0
0.09514603500019803,1460.0,0.0,0.0,0.0
0.10014145000013741,1458.0,0.0,0.0,0.0
0.10515849300008995,1456.0,0.0,0.0,0.0
0.11017881499992654,1454.0,0.0,0.0,0.0
0.11521148900010303,1452.0,0.0,0.0,0.0
0.12024025500022617,1450.0,0.0,0.0,0.0
0.1251657239999986,1448.0,0.0,0.0,0.0
0.13015265600006387,1446.0,0.0,0.0,0.0
0.13515407100021548,1444.0,0.0,0.0,0.0
0.14018081800031723,1442.0,0.0,0.0,0.0
0.14517202800016094,1440.0,0.0,0.0,0.0
0.1501669980002589,1438.0,0.0,0.0,0.0
0.15517450500010455,1436.0,0.0,0.0,0.0
0.1601489190002212,1434.0,0.0,0.0,0.0
0.16515811099998245,1432.0,0.0,0.0,0.0
0.17019589500023358,1430.0,0.0,0.0,0.0
0.17525893900028677,1428.0,0.0,0.0,0.0
0.18016759400006777,1426.0,0.0,0.0,0.0
0.18516450800007078,1424.0,0.0,0.0,0.0
0.19017168100026538,1422.0,0.0,0.0,0.0
0.19516489200032083,1420.0,0.0,0.0,0.0
0.2001567500001329,1418.0,0.0,0.0,0.0
0.20516335000002073,1416.0,0.0,0.0,0.0
0.21016419000034148,1414.0,0.0,0.0,0.0
0.21515684399992097,1412.0,0.0,0.0,0.0
0.2201653330002955,1410.0,0.0,0.0,0.0
0.2251627840000765,1408.0,0.0,0.0,0.0
0.23016501300025993,1406.0,0.0,0.0,0.0
0.23518959400007589,1404.0,0.0,0.0,0.0
0.24016891500014026,1402.0,0.0,0.0,0.0
0.24516260700011117,1400.0,0.0,0.0,0.0
0.25016248400015684,1398.0,0.0,0.0,0.0
0.2551636570001392,1396.0,0.0,0.0,0.0
0.2601584050003112,1394.0,0.0,0.0,0.0
0.2652222450001318,1392.0,0.0,0.0,0.0
0.2701972520003437,1390.0,0.0,0.0,0.0
0.27518057299994325,1388.0,0.0,0.0,0.0
0.2801683940001567,1386.0,0.0,0.0,0.0
0.2851687719999063,1384.0,0.0,0.0,0.0
0.2901442410002346,1382.0,0.0,0.0,0.0
0.29514598900004785,1380.0,0.0,0.0,0.0
0.30014814300011494,1378.0,0.0,0.0,0.0
0.3051446500003294,1376.0,0.0,0.0,0.0
0.31014545300013197,1374.0,0.0,0.0,0.0
0.3151863860002777,1372.0,-0.009765625,-0.01171875,-0.0234375
0.32015470700025617,1370.0,-0.009765625,-0.01171875,-0.0234375
0.32515186199998425,1368.0,-0.009765625,-0.01171875,-0.0234375
0.3301452390001032,1366.0,-0.009765625,-0.01171875,-0.0234375
0.33514111600015895,1364.0,-0.009765625,-0.01171875,-0.0234375
0.3401423820000673,1362.0,-0.009765625,-0.01171875,-0.0234375
0.34514585200031433,1360.0,-0.009765625,-0.01171875,-0.0234375
0.3501411550000739,1358.0,-0.009765625,-0.01171875,-0.0234375
0.355139476000204,1356.0,-0.009765625,-0.01171875,-0.0234375
0.36014161299999614,1354.0,-0.009765625,-0.01171875,-0.0234375
0.3651438599999892,1352.0,0.0,-0.02734375,-0.029296875
0.37018640399992364,1350.0,0.0,-0.02734375,-0.029296875
0.3751441330000489,1348.0,0.0,-0.02734375,-0.029296875
0.3801409360003163,1346.0,0.0,-0.02734375,-0.029296875
0.38517286800015427,1344.0,0.0,-0.02734375,-0.029296875
0.3901686530002735,1342.0,0.0,-0.02734375,-0.029296875
0.395153326000127,1340.0,0.0,-0.02734375,-0.029296875
0.40014112900007603,1338.0,0.0,-0.02734375,-0.029296875
0.405142877000344,1336.0,0.0,-0.02734375,-0.029296875
0.4101401610000721,1334.0,0.0,-0.02734375,-0.029296875
0.4151702980002483,1332.0,0.005859375,-0.08984375,-0.03125
0.42016393399990193,1330.0,0.005859375,-0.08984375,-0.03125
0.4253328300001158,1328.0,0.005859375,-0.08984375,-0.03125
0.43028396599993357,1326.0,0.005859375,-0.08984375,-0.03125
0.4352868250002757,1324.0,0.005859375,-0.08984375,-0.03125
0.44026623900026607,1322.0,0.005859375,-0.08984375,-0.03125
0.4454001540002537,1320.0,0.005859375,-0.08984375,-0.03125
0.4502252709999084,1318.0,0.005859375,-0.08984375,-0.03125
0.4551551100003053,1316.0,0.005859375,-0.08984375,-0.03125
0.46014796899999055,1314.0,0.0,-0.158203125,-0.0078125
0.46518775300000925,1312.0,0.0,-0.158203125,-0.0078125
0.470154334000199,1310.0,0.0,-0.158203125,-0.0078125
0.47514576699995814,1308.0,0.0,-0.158203125,-0.0078125
0.48014460700005657,1306.0,0.0,-0.158203125,-0.0078125
0.4851611879998927,1304.0,0.0,-0.158203125,-0.0078125
0.49016934200017204,1302.0,0.0,-0.158203125,-0.0078125
0.4951631270000689,1300.0,0.0,-0.158203125,-0.0078125
0.5001610409999557,1298.0,0.0,-0.158203125,-0.0078125
0.5051834370001416,1296.0,0.0,-0.158203125,-0.0078125
0.5101695910002491,1294.0,0.005859375,-0.279296875,0.013671875
0.5151708020002843,1292.0,0.005859375,-0.279296875,0.013671875
0.5201642530000754,1290.0,0.005859375,-0.279296875,0.013671875
0.5251627040001949,1288.0,0.005859375,-0.279296875,0.013671875
0.5301576740002929,1286.0,0.005859375,-0.279296875,0.013671875
0.5351624400000219,1284.0,0.005859375,-0.279296875,0.013671875
0.5401678719999836,1282.0,0.005859375,-0.279296875,0.013671875
0.5451643790001981,1280.0,0.005859375,-0.279296875,0.013671875
0.5501590710000528,1278.0,0.005859375,-0.279296875,0.013671875
0.5551569849999396,1276.0,0.005859375,-0.279296875,0.013671875
0.5601635660000284,1274.0,0.00390625,-0.44140625,0.015625
0.5651772210003401,1272.0,0.00390625,-0.44140625,0.015625
0.5701951900000495,1270.0,0.00390625,-0.44140625,0.015625
0.5751892900002531,1268.0,0.00390625,-0.44140625,0.015625
0.5801765000001069,1266.0,0.00390625,-0.44140625,0.015625
0.5851758590001737,1264.0,0.00390625,-0.44140625,0.015625
0.5901551239999208,1262.0,0.00390625,-0.44140625,0.015625
0.595144650000293,1260.0,0.00390625,-0.44140625,0.015625
0.600143582000328,1258.0,0.00390625,-0.44140625,0.015625
0.6051466819999405,1256.0,0.00390625,-0.44140625,0.015625
0.6101460590002716,1254.0,0.0078125,-0.62890625,0.005859375
0.6151520650000748,1252.0,0.0078125,-0.62890625,0.005859375
0.6201458680002361,1250.0,0.0078125,-0.62890625,0.005859375
0.6251459489999434,1248.0,0.0078125,-0.62890625,0.005859375
0.6301460849999785,1246.0,0.0078125,-0.62890625,0.005859375
0.6351475179999397,1244.0,0.0078125,-0.62890625,0.005859375
0.6401675800002522,1242.0,0.0078125,-0.62890625,0.005859375
0.6451875500001734,1240.0,0.0078125,-0.62890625,0.005859375
0.6501517790002254,1238.0,0.0078125,-0.62890625,0.005859375
0.6551521750002394,1236.0,0.0078125,-0.62890625,0.005859375
0.6601478850002422,1234.0,0.00390625,-0.8984375,-0.013671875
0.6651543729999503,1232.0,0.00390625,-0.8984375,-0.013671875
0.6701456760001747,1230.0,0.00390625,-0.8984375,-0.013671875
0.6751434610000615,1228.0,0.00390625,-0.8984375,-0.013671875
0.6801473929999702,1226.0,0.00390625,-0.8984375,-0.013671875
0.6851465670001744,1224.0,0.00390625,-0.8984375,-0.013671875
0.6901438320001034,1222.0,0.00390625,-0.8984375,-0.013671875
0.6951441169999271,1220.0,0.00390625,-0.8984375,-0.013671875
0.7001426609999726,1218.0,0.00390625,-0.8984375,-0.013671875
0.7051483710001776,1216.0,0.00390625,-0.8984375,-0.013671875
0.7101458410002124,1214.0,0.0078125,-1.181640625,-0.015625
0.7151487549999729,1212.0,0.0078125,-1.181640625,-0.015625
0.7201442430000498,1210.0,0.0078125,-1.181640625,-0.015625
0.7251454160000321,1208.0,0.0078125,-1.181640625,-0.015625
0.7301472560002367,1206.0,0.0078125,-1.181640625,-0.015625
0.7351701709999361,1204.0,0.0078125,-1.181640625,-0.015625
0.7401479370000743,1202.0,0.0078125,-1.181640625,-0.015625
0.7451492949999192,1200.0,0.0078125,-1.181640625,-0.015625
0.7501461350002501,1200.0,0.0078125,-1.181640625,-0.015625
0.7551491230001375,1200.0,0.0078125,-1.181640625,-0.015625
0.7601473340000666,1200.0,-0.0390625,-1.3359375,-0.107421875
0.7651487480002288,1200.0,-0.0390625,-1.3359375,-0.107421875
