t,yaw,pitch,roll,ax,ay,az
5.802,-11.61,86.02,168.48,-0.1177,9.4733,-0.6570
5.812,-11.60,86.02,168.49,-0.1177,9.4733,-0.6570
5.822,-11.59,86.02,168.51,-0.1569,9.4733,-0.6570
5.832,-11.58,86.02,168.52,-0.1177,9.4733,-0.6570
5.842,-11.57,86.02,168.52,-0.1177,9.4733,-0.6570
5.859,-11.58,86.02,168.52,-0.1177,9.4733,-0.6570
5.862,-11.57,86.02,168.53,-0.1569,9.4340,-0.6963
5.872,-11.56,86.02,168.54,-0.1177,9.4635,-0.6963
5.882,-11.54,86.02,168.56,-0.1177,9.5125,-0.6570
5.892,-11.51,86.02,168.59,-0.1177,9.4733,-0.6570
5.902,-11.50,86.02,168.60,-0.1177,9.4733,-0.6570
5.915,-11.51,86.02,168.59,-0.1177,9.4733,-0.6570
5.922,-11.51,86.02,168.59,-0.1177,9.4733,-0.6570
5.932,-11.51,86.02,168.59,-0.1569,9.4733,-0.6570
5.942,-11.50,86.02,168.60,-0.1177,9.4733,-0.6570
5.952,-11.51,86.02,168.58,-0.1177,9.4635,-0.6963
5.962,-11.53,86.02,168.57,-0.1177,9.4733,-0.6178
5.972,-11.52,86.02,168.58,-0.1177,9.4733,-0.6570
5.982,-11.51,86.02,168.58,-0.1569,9.4733,-0.6570
5.992,-11.49,86.02,168.61,-0.1177,9.4733,-0.6570
6.002,-11.46,86.02,168.64,-0.1569,9.4733,-0.6570
6.012,-11.44,86.02,168.65,-0.1177,9.4242,-0.6570
6.022,-11.43,86.02,168.66,-0.1177,9.4733,-0.6570
6.032,-11.41,86.02,168.68,-0.1177,9.4733,-0.6570
6.042,-11.41,86.02,168.69,-0.1177,9.4635,-0.6963
6.052,-11.41,86.02,168.69,-0.1177,9.4733,-0.6570
6.062,-11.40,86.02,168.69,-0.1177,9.4733,-0.6570
6.072,-11.39,86.02,168.70,-0.1177,9.4733,-0.6570
6.082,-11.38,86.02,168.71,-0.1569,9.4733,-0.6570
6.092,-11.39,86.02,168.70,-0.1177,9.4733,-0.6570
6.102,-11.41,86.02,168.69,-0.1177,9.4733,-0.6570
6.112,-11.40,86.02,168.69,-0.1177,9.4733,-0.6570
6.122,-11.38,86.02,168.72,-0.1177,9.4733,-0.6570
6.132,-11.36,86.02,168.73,-0.1177,9.4733,-0.6570
6.142,-11.35,86.02,168.74,-0.1177,9.4733,-0.6570
6.152,-11.34,86.02,168.76,-0.0785,9.4242,-0.6570
6.162,-11.31,86.02,168.78,-0.1569,9.4242,-0.6570
6.172,-11.29,86.02,168.81,-0.1177,9.4242,-0.6178
6.182,-11.28,86.01,168.81,-0.1177,9.4733,-0.6570
6.192,-11.28,86.01,168.81,-0.1177,9.4635,-0.6963
6.202,-11.30,86.02,168.79,-0.1177,9.5125,-0.6570
6.212,-11.30,86.02,168.79,-0.1177,9.4733,-0.6570
6.222,-11.30,86.02,168.79,-0.1177,9.4733,-0.6570
6.232,-11.30,86.01,168.79,-0.1177,9.4635,-0.6963
6.242,-11.29,86.01,168.80,-0.1177,9.4635,-0.6963
6.252,-11.29,86.01,168.80,-0.1569,9.4733,-0.6570
6.262,-11.28,86.01,168.81,-0.1177,9.4733,-0.6570
6.272,-11.28,86.01,168.81,-0.1177,9.4733,-0.6570
6.282,-11.28,86.01,168.81,-0.1177,9.5125,-0.6178
6.292,-11.26,86.01,168.82,-0.1569,9.4733,-0.6570
6.302,-11.26,86.01,168.82,-0.1569,9.4635,-0.6963
6.312,-11.27,86.01,168.81,-0.1177,9.4733,-0.6570
6.322,-11.27,86.01,168.81,-0.1177,9.4733,-0.6570
6.332,-11.26,86.01,168.82,-0.1177,9.4733,-0.6570
6.342,-11.25,86.01,168.83,-0.1177,9.5125,-0.6570
6.352,-11.26,86.01,168.82,-0.1177,9.4733,-0.6570
6.362,-11.27,86.02,168.81,-0.1177,9.4635,-0.6963
6.372,-11.28,86.02,168.80,-0.1177,9.4635,-0.6963
6.382,-11.28,86.01,168.80,-0.1177,9.4242,-0.6570
6.392,-11.27,86.01,168.80,-0.1177,9.4733,-0.6570
6.402,-11.27,86.01,168.81,-0.1177,9.4733,-0.6570
6.412,-11.25,86.01,168.83,-0.1177,9.4733,-0.6570
6.422,-11.25,86.01,168.83,-0.1177,9.4733,-0.6570
6.432,-11.26,86.01,168.82,-0.1177,9.4733,-0.6570
6.442,-11.28,86.01,168.80,-0.1177,9.4733,-0.6570
6.452,-11.28,86.01,168.80,-0.1177,9.4635,-0.6963
6.462,-11.27,86.01,168.81,-0.1177,9.4635,-0.6963
6.472,-11.26,86.01,168.82,-0.1177,9.4733,-0.6570
6.482,-11.26,86.01,168.82,-0.1569,9.4635,-0.6963
6.492,-11.26,86.01,168.82,-0.1177,9.4733,-0.6570
6.502,-11.26,86.01,168.82,-0.1177,9.4733,-0.6570
6.512,-11.26,86.01,168.82,-0.1569,9.4733,-0.6570
6.522,-11.24,86.01,168.83,-0.1569,9.4635,-0.6963
6.532,-11.23,86.01,168.84,-0.1569,9.4733,-0.6570
6.542,-11.23,86.01,168.84,-0.1177,9.4733,-0.6570
6.552,-11.23,86.01,168.85,-0.1177,9.4635,-0.6963
6.562,-11.23,86.01,168.85,-0.1177,9.4733,-0.6570
6.572,-11.22,86.01,168.86,-0.1177,9.5125,-0.6570
6.582,-11.22,86.01,168.86,-0.1569,9.4733,-0.6570
6.592,-11.21,86.01,168.86,-0.1177,9.4242,-0.6570
6.602,-11.21,86.01,168.87,-0.1569,9.4635,-0.6963
6.612,-11.20,86.01,168.87,-0.1177,9.4733,-0.6570
6.622,-11.20,86.01,168.88,-0.1177,9.4733,-0.6570
6.632,-11.19,86.01,168.88,-0.1177,9.5125,-0.6570
6.642,-11.19,86.01,168.89,-0.0785,9.4635,-0.6963
6.652,-11.19,86.00,168.89,-0.1177,9.4635,-0.6963
6.662,-11.18,86.00,168.89,-0.1177,9.4733,-0.6570
6.672,-11.18,86.00,168.90,-0.1177,9.4733,-0.6570
6.682,-11.17,86.00,168.90,-0.1177,9.4242,-0.6570
6.692,-11.17,86.00,168.91,-0.1177,9.4733,-0.6570
6.702,-11.17,86.00,168.91,-0.1177,9.4733,-0.6178
6.712,-11.16,86.00,168.91,-0.1569,9.4733,-0.6570
6.722,-11.16,86.00,168.92,-0.1569,9.4733,-0.6570
6.732,-11.15,86.00,168.92,-0.1177,9.4733,-0.6570
6.742,-11.15,86.00,168.93,-0.1569,9.4733,-0.6570
6.752,-11.15,86.00,168.93,-0.1569,9.4733,-0.6570
6.762,-11.14,86.00,168.93,-0.1177,9.4733,-0.6570
6.772,-11.14,86.00,168.94,-0.1177,9.4733,-0.6570
6.782,-11.14,86.00,168.94,-0.1177,9.4733,-0.6570
6.792,-11.13,86.00,168.94,-0.1177,9.4733,-0.6570
6.802,-11.13,86.00,168.95,-0.1177,9.4733,-0.6570
6.812,-11.13,86.00,168.95,-0.1177,9.4733,-0.6570
6.822,-11.12,86.00,168.95,-0.1177,9.4733,-0.6570
6.832,-11.12,86.00,168.96,-0.0785,9.4733,-0.6570
6.842,-11.12,86.00,168.96,-0.1177,9.5027,-0.6963
6.852,-11.11,85.99,168.96,-0.1177,9.4733,-0.6570
6.862,-11.11,85.99,168.97,-0.1177,9.5125,-0.6570
6.872,-11.11,85.99,168.97,-0.1177,9.4733,-0.6178
6.882,-11.10,85.99,168.97,-0.1569,9.4733,-0.6570
6.892,-11.10,85.99,168.98,-0.1177,9.4733,-0.6570
6.902,-11.10,85.99,168.98,-0.1177,9.4733,-0.6570
6.912,-11.10,85.99,168.98,-0.1177,9.4733,-0.6570
6.922,-11.09,85.99,168.98,-0.1177,9.4635,-0.6963
6.932,-11.09,85.99,168.98,-0.1177,9.4733,-0.6570
6.942,-11.09,85.99,168.99,-0.1177,9.4635,-0.6963
6.952,-11.09,85.99,168.99,-0.1569,9.4733,-0.6570
6.962,-11.09,85.99,168.99,-0.1177,9.4733,-0.6570
6.972,-11.08,85.99,168.99,-0.1177,9.4733,-0.6570
6.982,-11.08,85.99,169.00,-0.1177,9.4733,-0.6570
6.992,-11.08,85.99,169.00,-0.1177,9.4733,-0.6570
7.002,-11.07,85.99,169.00,-0.1177,9.4733,-0.6570
7.012,-11.07,85.99,169.01,-0.1177,9.4733,-0.6178
7.022,-11.07,85.99,169.01,-0.1177,9.4733,-0.6570
7.032,-11.07,85.99,169.01,-0.1177,9.4242,-0.6570
7.042,-11.07,85.99,169.01,-0.1177,9.4733,-0.6570
7.052,-11.07,85.99,169.01,-0.1177,9.4733,-0.6178
7.062,-11.07,85.99,169.01,-0.1177,9.5125,-0.6570
7.072,-11.06,85.99,169.01,-0.1177,9.4733,-0.6570
7.082,-11.06,85.99,169.01,-0.1177,9.4733,-0.6570
7.092,-11.06,85.99,169.01,-0.1177,9.4733,-0.6570
7.102,-11.06,85.99,169.02,-0.1177,9.4242,-0.6570
7.112,-11.06,85.99,169.02,-0.1177,9.4242,-0.6570
7.122,-11.05,85.99,169.03,-0.1177,9.4733,-0.6570
7.132,-11.04,85.99,169.04,-0.1177,9.4733,-0.6178
7.142,-11.03,85.99,169.04,-0.1177,9.4733,-0.6570
7.152,-11.02,85.99,169.05,-0.1177,9.4733,-0.6570
7.162,-11.02,85.99,169.06,-0.1177,9.4733,-0.6570
7.172,-11.01,85.99,169.07,-0.1569,9.4733,-0.6570
7.182,-11.00,85.99,169.08,-0.1177,9.4242,-0.6570
7.192,-10.99,85.99,169.09,-0.1177,9.4733,-0.6570
7.202,-10.98,85.99,169.10,-0.1177,9.4242,-0.6570
7.212,-10.97,85.99,169.10,-0.1177,9.4733,-0.6570
7.222,-10.97,85.99,169.11,-0.1177,9.5125,-0.6570
7.232,-10.96,86.00,169.12,-0.1569,9.4733,-0.6570
7.242,-10.95,86.00,169.13,-0.1177,9.4733,-0.6570
7.252,-10.94,86.00,169.14,-0.1177,9.4733,-0.6570
7.262,-10.93,86.00,169.14,-0.1177,9.4635,-0.6963
7.272,-10.93,86.00,169.15,-0.1177,9.4733,-0.6570
7.282,-10.92,86.00,169.16,-0.1177,9.4635,-0.6963
7.292,-10.91,86.00,169.17,-0.1177,9.4733,-0.6570
7.302,-10.90,86.00,169.17,-0.1177,9.4635,-0.6963
7.312,-10.90,86.00,169.18,-0.1177,9.5125,-0.6570
7.322,-10.89,86.00,169.19,-0.1177,9.5027,-0.6963
7.332,-10.88,86.00,169.19,-0.1177,9.4733,-0.6570
7.342,-10.88,86.00,169.20,-0.1177,9.4733,-0.6570
7.352,-10.87,86.00,169.21,-0.1177,9.4733,-0.6178
7.362,-10.86,86.00,169.22,-0.1177,9.4733,-0.6570
7.372,-10.86,86.00,169.22,-0.1177,9.5125,-0.6570
7.382,-10.85,86.00,169.23,-0.1177,9.4733,-0.6570
7.392,-10.84,86.00,169.24,-0.1177,9.4733,-0.6570
7.402,-10.84,86.00,169.24,-0.1177,9.4733,-0.6570
7.412,-10.83,86.00,169.25,-0.1177,9.4733,-0.6570
7.422,-10.82,86.00,169.25,-0.1569,9.4733,-0.6570
7.432,-10.82,86.00,169.26,-0.1177,9.4733,-0.6570
7.442,-10.81,86.00,169.27,-0.0785,9.5027,-0.6963
7.452,-10.81,86.00,169.27,-0.1177,9.4733,-0.6570
7.461,-10.80,86.00,169.28,-0.1177,9.4733,-0.6570
7.472,-10.79,86.00,169.28,-0.1177,9.5125,-0.6570
7.481,-10.79,86.00,169.29,-0.1177,9.4733,-0.6570
7.491,-10.78,86.00,169.30,-0.1177,9.4733,-0.6570
7.502,-10.78,86.00,169.30,-0.1177,9.4635,-0.6963
7.511,-10.77,86.00,169.31,-0.1177,9.4733,-0.6570
7.521,-10.76,86.00,169.31,-0.1177,9.4635,-0.6963
7.531,-10.76,86.00,169.32,-0.1177,9.5125,-0.6570
7.541,-10.75,86.00,169.33,-0.1177,9.4635,-0.6963
7.551,-10.75,86.00,169.33,-0.1177,9.4733,-0.6570
7.561,-10.74,86.00,169.34,-0.1177,9.4733,-0.6570
7.571,-10.73,86.00,169.35,-0.1177,9.4733,-0.6570
7.581,-10.72,86.00,169.35,-0.1177,9.4733,-0.6570
7.591,-10.72,86.00,169.36,-0.1177,9.4635,-0.6963
7.601,-10.71,86.00,169.37,-0.1177,9.4635,-0.6963
7.611,-10.71,86.00,169.37,-0.1177,9.4733,-0.6570
7.621,-10.70,86.00,169.38,-0.1177,9.4733,-0.6570
7.631,-10.69,86.00,169.39,-0.1177,9.4635,-0.6963
7.641,-10.69,86.00,169.39,-0.1177,9.4733,-0.6570
7.651,-10.68,86.00,169.40,-0.1177,9.4635,-0.6963
7.661,-10.67,86.00,169.40,-0.1177,9.4733,-0.6570
7.671,-10.67,86.00,169.41,-0.1177,9.4733,-0.6570
7.681,-10.66,86.00,169.42,-0.1177,9.5125,-0.6570
7.691,-10.66,86.00,169.42,-0.1177,9.4733,-0.6570
7.701,-10.65,86.00,169.43,-0.1177,9.4733,-0.6570
7.711,-10.65,86.00,169.43,-0.1177,9.4733,-0.6570
7.721,-10.64,86.00,169.44,-0.1177,9.5125,-0.6570
7.731,-10.63,86.00,169.44,-0.1177,9.4635,-0.6963
7.741,-10.63,85.99,169.45,-0.1177,9.4635,-0.6963
7.751,-10.62,85.99,169.45,-0.1177,9.4733,-0.6570
7.761,-10.62,85.99,169.46,-0.1177,9.4635,-0.6963
7.771,-10.61,85.99,169.46,-0.1177,9.4733,-0.6570
7.781,-10.61,85.99,169.47,-0.1177,9.4733,-0.6570
7.791,-10.60,85.99,169.48,-0.1177,9.4635,-0.6963
7.801,-10.60,85.99,169.48,-0.1177,9.5027,-0.6963
7.811,-10.59,85.99,169.49,-0.1177,9.4733,-0.6570
7.821,-10.59,85.99,169.49,-0.1177,9.5125,-0.6570
7.831,-10.58,85.99,169.49,-0.1177,9.4733,-0.6570
7.841,-10.58,85.99,169.50,-0.1177,9.4733,-0.6570
7.851,-10.57,85.99,169.50,-0.1177,9.4733,-0.6570
7.861,-10.57,85.99,169.51,-0.1177,9.4733,-0.6570
7.871,-10.57,85.99,169.51,-0.1177,9.5027,-0.6963
7.881,-10.56,85.99,169.52,-0.1177,9.5027,-0.6963
7.891,-10.56,85.99,169.52,-0.1177,9.4733,-0.6570
7.901,-10.55,85.99,169.53,-0.1177,9.4733,-0.6570
7.911,-10.55,85.99,169.53,-0.1177,9.4733,-0.6178
7.921,-10.54,85.99,169.54,-0.0785,9.4733,-0.6570
7.931,-10.54,85.99,169.54,-0.1177,9.4733,-0.6570
7.941,-10.53,85.99,169.54,-0.1177,9.4635,-0.6963
7.951,-10.53,85.99,169.55,-0.0785,9.5027,-0.6963
7.961,-10.53,85.99,169.55,-0.0785,9.4733,-0.6178
7.971,-10.52,85.99,169.56,-0.1177,9.4635,-0.6963
7.981,-10.52,85.99,169.56,-0.1177,9.4242,-0.6570
7.991,-10.51,85.99,169.56,-0.0785,9.4733,-0.6570
8.001,-10.51,85.99,169.57,-0.1177,9.4635,-0.6963
8.011,-10.51,85.99,169.57,-0.1177,9.4733,-0.6570
8.021,-10.50,85.99,169.58,-0.1177,9.4733,-0.6570
8.031,-10.50,85.99,169.58,-0.1177,9.4733,-0.6570
8.041,-10.50,85.99,169.58,-0.1177,9.4635,-0.6963
8.051,-10.48,85.99,169.60,-0.1177,9.4635,-0.6963
8.061,-10.47,85.99,169.61,-0.1177,9.4733,-0.6570
8.071,-10.46,85.99,169.62,-0.1177,9.4733,-0.6570
8.081,-10.45,85.99,169.63,-0.1177,9.4733,-0.6570
8.091,-10.44,85.99,169.64,-0.1177,9.4733,-0.6570
8.101,-10.43,85.99,169.65,-0.1177,9.4635,-0.6963
8.111,-10.41,85.99,169.66,-0.1177,9.4733,-0.6570
8.121,-10.40,85.99,169.67,-0.1177,9.4733,-0.6570
8.131,-10.39,85.99,169.69,-0.1177,9.4733,-0.6570
8.141,-10.38,85.99,169.70,-0.1177,9.4733,-0.6570
8.151,-10.37,85.99,169.71,-0.1177,9.4635,-0.6963
8.161,-10.37,85.99,169.71,-0.0785,9.4733,-0.6570
8.171,-10.36,85.99,169.72,-0.1177,9.4733,-0.6570
8.181,-10.35,85.99,169.73,-0.0785,9.5125,-0.6570
8.191,-10.34,85.99,169.74,-0.1177,9.4733,-0.6570
8.201,-10.33,85.99,169.75,-0.1177,9.4733,-0.6178
8.211,-10.32,85.99,169.76,-0.1177,9.4733,-0.6570
8.221,-10.31,85.99,169.77,-0.1177,9.4733,-0.6570
8.231,-10.30,85.99,169.78,-0.1177,9.4733,-0.6570
8.241,-10.29,85.99,169.79,-0.1177,9.4635,-0.6963
8.251,-10.28,85.99,169.80,-0.0785,9.5125,-0.6570
8.261,-10.27,85.99,169.81,-0.1177,9.4635,-0.6963
8.271,-10.26,85.99,169.82,-0.1177,9.4733,-0.6570
8.281,-10.25,85.99,169.83,-0.1177,9.5125,-0.6570
8.291,-10.25,85.99,169.83,-0.1177,9.4733,-0.6570
8.301,-10.24,85.99,169.84,-0.1177,9.4733,-0.6570
8.311,-10.23,85.99,169.85,-0.0785,9.5027,-0.6963
8.321,-10.22,85.99,169.86,-0.1177,9.4733,-0.6570
8.331,-10.21,85.99,169.87,-0.1177,9.5027,-0.6963
8.341,-10.20,85.99,169.88,-0.1177,9.4733,-0.6570
8.351,-10.19,85.99,169.89,-0.1177,9.5125,-0.6570
8.361,-10.19,85.99,169.89,-0.1177,9.4635,-0.6963
8.371,-10.18,85.99,169.90,-0.1177,9.4733,-0.6570
8.381,-10.17,85.98,169.91,-0.1177,9.4733,-0.6570
8.391,-10.16,85.98,169.92,-0.1569,9.5125,-0.6570
8.401,-10.15,85.98,169.93,-0.0785,9.5125,-0.6570
8.411,-10.15,85.98,169.93,-0.1177,9.4733,-0.6570
8.421,-10.14,85.98,169.94,-0.1177,9.4733,-0.6570
8.431,-10.13,85.98,169.95,-0.0785,9.4733,-0.6570
8.441,-10.12,85.98,169.96,-0.1177,9.4635,-0.6963
8.451,-10.12,85.98,169.96,-0.1177,9.4733,-0.6570
8.461,-10.11,85.98,169.97,-0.0785,9.4635,-0.6963
8.471,-10.10,85.98,169.98,-0.1177,9.5027,-0.6963
8.481,-10.10,85.98,169.98,-0.1177,9.5125,-0.6570
8.491,-10.09,85.98,169.99,-0.1177,9.4635,-0.6963
8.501,-10.08,85.98,170.00,-0.1177,9.4733,-0.6570
8.511,-10.08,85.98,170.00,-0.1177,9.4635,-0.6963
8.521,-10.07,85.98,170.01,-0.1177,9.4635,-0.6963
8.531,-10.06,85.98,170.02,-0.1177,9.5125,-0.6570
8.541,-10.06,85.98,170.02,-0.0785,9.5027,-0.6963
8.551,-10.05,85.98,170.03,-0.1177,9.4733,-0.6570
8.561,-10.04,85.98,170.04,-0.1177,9.5027,-0.6963
8.571,-10.04,85.98,170.04,-0.1177,9.5125,-0.6570
8.581,-10.03,85.98,170.05,-0.1569,9.4635,-0.6963
8.591,-10.02,85.98,170.06,-0.1177,9.5125,-0.6570
8.601,-10.01,85.98,170.07,-0.1177,9.4733,-0.6570
8.611,-10.01,85.98,170.07,-0.1177,9.5125,-0.6570
8.621,-10.00,85.98,170.08,-0.1177,9.5125,-0.7257
8.631,-9.99,85.98,170.09,-0.0785,9.4733,-0.6570
8.641,-9.98,85.98,170.10,-0.1177,9.5027,-0.6963
8.651,-9.98,85.98,170.10,-0.1177,9.4635,-0.6963
8.661,-9.97,85.98,170.11,-0.1177,9.4635,-0.6963
8.671,-9.96,85.98,170.12,-0.1177,9.4733,-0.6570
8.681,-9.96,85.98,170.12,-0.1177,9.4733,-0.6570
8.691,-9.95,85.98,170.13,-0.1177,9.4733,-0.6570
8.701,-9.94,85.98,170.14,-0.1177,9.4635,-0.6963
8.711,-9.94,85.98,170.14,-0.1177,9.4733,-0.6570
8.721,-9.94,85.98,170.14,-0.1177,9.4635,-0.6963
8.731,-9.94,85.97,170.14,-0.1177,9.4733,-0.6570
8.741,-9.94,85.97,170.14,-0.1177,9.4733,-0.6570
8.751,-9.94,85.97,170.14,-0.1177,9.4635,-0.6963
8.761,-9.95,85.97,170.13,-0.1177,9.4733,-0.6570
8.771,-9.95,85.97,170.13,-0.1177,9.4733,-0.6570
8.781,-9.95,85.97,170.13,-0.1177,9.5027,-0.6963
8.791,-9.95,85.97,170.13,-0.1177,9.4733,-0.6570
8.801,-9.95,85.97,170.13,-0.1177,9.4635,-0.6963
8.811,-9.96,85.97,170.12,-0.1177,9.4733,-0.6570
8.821,-9.96,85.97,170.12,-0.1177,9.4733,-0.6570
8.831,-9.96,85.97,170.12,-0.1177,9.5125,-0.6570
8.841,-9.96,85.97,170.12,-0.1177,9.4733,-0.6570
8.851,-9.96,85.97,170.12,-0.1177,9.5125,-0.6570
8.861,-9.96,85.97,170.12,-0.1177,9.4635,-0.6963
8.871,-9.96,85.97,170.12,-0.1177,9.4733,-0.6570
8.881,-9.97,85.97,170.11,-0.1177,9.4733,-0.6570
8.891,-9.97,85.97,170.11,-0.1177,9.4733,-0.6178
8.901,-9.97,85.97,170.11,-0.0785,9.4733,-0.6570
8.911,-9.97,85.97,170.11,-0.0785,9.4733,-0.6570
8.921,-9.97,85.96,170.11,-0.1177,9.5125,-0.6570
8.931,-9.97,85.96,170.11,-0.1177,9.4733,-0.6570
8.941,-9.98,85.96,170.10,-0.1177,9.5125,-0.6570
8.951,-9.98,85.96,170.10,-0.1177,9.4733,-0.6570
8.961,-9.98,85.96,170.10,-0.1177,9.5125,-0.6570
8.971,-9.98,85.96,170.10,-0.1177,9.5125,-0.6570
8.981,-9.98,85.96,170.10,-0.0785,9.5125,-0.6570
8.991,-9.98,85.96,170.10,-0.0785,9.5027,-0.6963
9.001,-9.98,85.96,170.10,-0.1177,9.5125,-0.6570
9.011,-9.98,85.96,170.10,-0.1177,9.5027,-0.6963
9.021,-9.97,85.96,170.11,-0.1177,9.4733,-0.6570
9.031,-9.97,85.96,170.11,-0.1177,9.4733,-0.6570
9.041,-9.96,85.96,170.12,-0.1177,9.4733,-0.6570
9.051,-9.96,85.96,170.12,-0.1177,9.4733,-0.6570
9.061,-9.95,85.96,170.13,-0.0785,9.5027,-0.6963
9.071,-9.95,85.96,170.13,-0.1177,9.4733,-0.6570
9.081,-9.94,85.96,170.14,-0.0785,9.5027,-0.6963
9.091,-9.94,85.96,170.14,-0.1177,9.4733,-0.6570
9.101,-9.93,85.96,170.15,-0.1177,9.4733,-0.6570
9.111,-9.93,85.96,170.15,-0.1177,9.4635,-0.6963
9.121,-9.92,85.96,170.16,-0.1177,9.4635,-0.6963
9.131,-9.92,85.96,170.16,-0.1177,9.5125,-0.6570
9.141,-9.91,85.96,170.17,-0.1177,9.5125,-0.6570
9.151,-9.91,85.97,170.17,-0.1177,9.4733,-0.6570
9.161,-9.90,85.97,170.18,-0.1177,9.4733,-0.6570
9.171,-9.90,85.97,170.18,-0.1177,9.4733,-0.6570
9.181,-9.89,85.97,170.19,-0.0785,9.4635,-0.6963
9.191,-9.89,85.97,170.19,-0.1177,9.4635,-0.6963
9.201,-9.89,85.97,170.19,-0.1177,9.5027,-0.6963
9.211,-9.88,85.97,170.20,-0.1177,9.5125,-0.6570
9.221,-9.88,85.97,170.20,-0.1177,9.4635,-0.6963
9.231,-9.87,85.97,170.21,-0.1177,9.5027,-0.6963
9.241,-9.87,85.97,170.21,-0.0785,9.4733,-0.6178
9.251,-9.86,85.97,170.22,-0.1177,9.5125,-0.6570
9.261,-9.86,85.97,170.22,-0.1177,9.5027,-0.6963
9.271,-9.85,85.96,170.23,-0.0785,9.5125,-0.6570
9.281,-9.85,85.96,170.24,-0.1177,9.4733,-0.6570
9.291,-9.84,85.96,170.24,-0.1177,9.4733,-0.6570
9.301,-9.83,85.96,170.25,-0.1177,9.5027,-0.6963
9.311,-9.83,85.96,170.25,-0.1177,9.4635,-0.6963
9.321,-9.82,85.96,170.26,-0.0785,9.4733,-0.6570
9.331,-9.82,85.96,170.26,-0.1177,9.4733,-0.6570
9.341,-9.82,85.96,170.27,-0.1177,9.5125,-0.6570
9.351,-9.81,85.96,170.27,-0.1177,9.4635,-0.6963
9.361,-9.81,85.96,170.27,-0.1177,9.4733,-0.6570
9.371,-9.80,85.96,170.28,-0.0785,9.5125,-0.6570
9.381,-9.80,85.96,170.28,-0.1177,9.4635,-0.6963
9.391,-9.79,85.96,170.29,-0.1177,9.5125,-0.6570
9.401,-9.79,85.96,170.29,-0.1177,9.5125,-0.6570
9.411,-9.78,85.96,170.30,-0.0785,9.5125,-0.6570
9.421,-9.78,85.96,170.30,-0.1177,9.4635,-0.6963
9.431,-9.77,85.96,170.31,-0.1177,9.5027,-0.6963
9.441,-9.77,85.96,170.31,-0.1177,9.5027,-0.6963
9.451,-9.77,85.96,170.31,-0.1177,9.4733,-0.6570
9.461,-9.76,85.96,170.32,-0.1177,9.4635,-0.6963
9.471,-9.76,85.96,170.32,-0.0785,9.4733,-0.6570
9.481,-9.75,85.96,170.33,-0.1177,9.4635,-0.6963
9.491,-9.75,85.96,170.33,-0.1177,9.4733,-0.6570
9.501,-9.75,85.96,170.34,-0.0785,9.5027,-0.6963
9.511,-9.74,85.96,170.34,-0.0785,9.4635,-0.6963
9.521,-9.74,85.96,170.34,-0.1177,9.5027,-0.6963
9.531,-9.73,85.96,170.35,-0.1177,9.4635,-0.6963
9.541,-9.73,85.96,170.35,-0.0785,9.4733,-0.6570
9.551,-9.73,85.96,170.35,-0.1177,9.4733,-0.6570
9.561,-9.72,85.96,170.36,-0.1177,9.4733,-0.6570
9.571,-9.72,85.96,170.36,-0.1177,9.4733,-0.6570
9.581,-9.72,85.96,170.37,-0.1177,9.5125,-0.6570
9.591,-9.71,85.96,170.37,-0.1177,9.5125,-0.6570
9.601,-9.71,85.96,170.37,-0.1177,9.4733,-0.6570
9.611,-9.71,85.96,170.38,-0.1177,9.4733,-0.6570
9.621,-9.70,85.96,170.38,-0.1177,9.4733,-0.6570
9.631,-9.70,85.95,170.38,-0.0785,9.5027,-0.6963
9.641,-9.70,85.95,170.39,-0.1177,9.5125,-0.6570
9.651,-9.69,85.95,170.39,-0.1177,9.5027,-0.6963
9.661,-9.69,85.95,170.39,-0.1177,9.5027,-0.6963
9.671,-9.69,85.95,170.40,-0.1177,9.5125,-0.6570
9.681,-9.68,85.95,170.40,-0.1177,9.4733,-0.6570
9.691,-9.68,85.95,170.40,-0.1177,9.4733,-0.6570
9.701,-9.68,85.95,170.40,-0.0785,9.5125,-0.6570
9.711,-9.67,85.95,170.41,-0.1177,9.4733,-0.6570
9.721,-9.67,85.95,170.41,-0.1177,9.4733,-0.6570
9.731,-9.67,85.95,170.41,-0.0785,9.5125,-0.6178
9.741,-9.66,85.95,170.42,-0.1177,9.4733,-0.6570
9.751,-9.66,85.95,170.42,-0.1177,9.4733,-0.6570
9.761,-9.66,85.95,170.42,-0.1177,9.4733,-0.6570
9.771,-9.66,85.95,170.43,-0.1177,9.4733,-0.6570
9.781,-9.65,85.95,170.43,-0.1177,9.5027,-0.6963
9.791,-9.65,85.95,170.43,-0.1177,9.5027,-0.6963
9.801,-9.65,85.95,170.43,-0.1177,9.5027,-0.6963
9.811,-9.65,85.95,170.43,-0.0785,9.5125,-0.6570
9.821,-9.65,85.95,170.43,-0.1177,9.4733,-0.6570
9.831,-9.65,85.95,170.43,-0.1177,9.4733,-0.6570
9.841,-9.65,85.95,170.43,-0.0785,9.5027,-0.6963
9.851,-9.64,85.96,170.44,-0.1177,9.5125,-0.6570
9.861,-9.64,85.96,170.44,-0.1177,9.5027,-0.6963
9.871,-9.64,85.96,170.44,-0.0785,9.5125,-0.6570
9.881,-9.64,85.96,170.44,-0.1177,9.5125,-0.6570
9.891,-9.64,85.96,170.44,-0.1177,9.5125,-0.6570
9.901,-9.64,85.96,170.44,-0.1177,9.4733,-0.6570
