t,yaw,pitch,roll,ax,ay,az
9.911,-9.64,85.96,170.44,-0.1177,9.4733,-0.6570
9.921,-9.64,85.96,170.44,-0.1177,9.4733,-0.6570
9.931,-9.64,85.96,170.45,-0.1177,9.5125,-0.6570
9.941,-9.63,85.96,170.45,-0.1177,9.4733,-0.6570
9.951,-9.63,85.96,170.45,-0.1177,9.5125,-0.6570
9.961,-9.63,85.96,170.45,-0.0785,9.4635,-0.6963
9.971,-9.63,85.96,170.45,-0.1177,9.4635,-0.6963
9.981,-9.63,85.96,170.45,-0.1177,9.4733,-0.6570
9.991,-9.63,85.96,170.45,-0.1177,9.5125,-0.6570
10.001,-9.63,85.96,170.45,-0.1177,9.4733,-0.6570
10.011,-9.63,85.96,170.45,-0.1177,9.4733,-0.6570
10.021,-9.63,85.96,170.46,-0.1177,9.5125,-0.6570
10.031,-9.62,85.96,170.46,-0.0785,9.5027,-0.6963
10.041,-9.62,85.96,170.46,-0.1177,9.5027,-0.6963
10.051,-9.62,85.96,170.46,-0.1177,9.5125,-0.6570
10.061,-9.62,85.96,170.46,-0.1177,9.4733,-0.6570
10.071,-9.62,85.96,170.46,-0.1177,9.5027,-0.6963
10.081,-9.62,85.96,170.46,-0.0785,9.5125,-0.6570
10.091,-9.62,85.96,170.46,-0.1177,9.5125,-0.6570
10.101,-9.62,85.96,170.46,-0.1177,9.5027,-0.6963
10.111,-9.62,85.96,170.46,-0.1177,9.5125,-0.7257
10.121,-9.62,85.96,170.47,-0.1177,9.4733,-0.6570
10.131,-9.61,85.96,170.47,-0.1177,9.5027,-0.6963
10.141,-9.61,85.96,170.47,-0.0785,9.4635,-0.6963
10.151,-9.61,85.96,170.47,-0.1177,9.4733,-0.6570
10.161,-9.61,85.96,170.47,-0.1177,9.5125,-0.6570
10.171,-9.61,85.96,170.47,-0.1177,9.5125,-0.6570
10.181,-9.60,85.96,170.48,-0.1177,9.5027,-0.6963
10.191,-9.60,85.96,170.48,-0.1177,9.5125,-0.6570
10.201,-9.60,85.96,170.48,-0.0785,9.4635,-0.6963
10.211,-9.60,85.96,170.48,-0.0785,9.5125,-0.6178
10.221,-9.60,85.96,170.49,-0.0785,9.5027,-0.6963
10.231,-9.59,85.96,170.49,-0.1177,9.5027,-0.6963
10.241,-9.59,85.96,170.49,-0.1177,9.5125,-0.6570
10.251,-9.59,85.96,170.49,-0.1177,9.5125,-0.6570
10.261,-9.59,85.96,170.49,-0.1177,9.5125,-0.6570
10.271,-9.59,85.96,170.50,-0.1177,9.4635,-0.6963
10.281,-9.58,85.96,170.50,-0.0785,9.4733,-0.6570
10.291,-9.58,85.96,170.50,-0.1177,9.4733,-0.6570
10.301,-9.58,85.96,170.50,-0.1177,9.4733,-0.6570
10.311,-9.58,85.96,170.50,-0.1177,9.4733,-0.6570
10.321,-9.58,85.96,170.50,-0.1177,9.5125,-0.6570
10.331,-9.57,85.96,170.51,-0.1177,9.5125,-0.6570
10.341,-9.57,85.96,170.51,-0.0785,9.5027,-0.6963
10.351,-9.57,85.96,170.51,-0.1177,9.5125,-0.6570
10.361,-9.57,85.96,170.51,-0.0785,9.4733,-0.6570
10.371,-9.57,85.96,170.51,-0.0785,9.4733,-0.6570
10.381,-9.57,85.96,170.52,-0.0785,9.5027,-0.6963
10.391,-9.56,85.96,170.52,-0.1177,9.5027,-0.6963
10.401,-9.56,85.96,170.52,-0.0785,9.4733,-0.6570
10.411,-9.56,85.96,170.52,-0.1177,9.5125,-0.6570
10.421,-9.56,85.96,170.52,-0.1177,9.5027,-0.6963
10.431,-9.56,85.96,170.52,-0.1177,9.4635,-0.6963
10.441,-9.56,85.96,170.52,-0.1177,9.5125,-0.6570
10.451,-9.55,85.96,170.53,-0.1177,9.5027,-0.6963
10.461,-9.55,85.96,170.53,-0.1177,9.4733,-0.6570
10.471,-9.55,85.96,170.53,-0.1177,9.4635,-0.6963
10.481,-9.55,85.96,170.53,-0.1177,9.5125,-0.6570
10.491,-9.55,85.96,170.53,-0.1177,9.5125,-0.6570
10.501,-9.55,85.96,170.53,-0.1177,9.5125,-0.6570
10.511,-9.55,85.96,170.54,-0.0785,9.4635,-0.6963
10.521,-9.54,85.96,170.54,-0.1177,9.5027,-0.6963
10.531,-9.54,85.96,170.54,-0.0785,9.4733,-0.6570
10.541,-9.54,85.95,170.54,-0.1177,9.4733,-0.6570
10.551,-9.54,85.95,170.54,-0.1177,9.5027,-0.6963
10.561,-9.54,85.95,170.54,-0.0785,9.5125,-0.6570
10.571,-9.54,85.95,170.54,-0.1177,9.4635,-0.6963
10.581,-9.54,85.95,170.54,-0.1177,9.5125,-0.6570
10.591,-9.54,85.95,170.55,-0.1177,9.4635,-0.6963
10.601,-9.53,85.95,170.55,-0.0785,9.4733,-0.6570
10.611,-9.53,85.95,170.55,-0.1177,9.5027,-0.6963
10.621,-9.53,85.95,170.55,-0.1177,9.5125,-0.6570
10.631,-9.53,85.95,170.55,-0.1569,9.5125,-0.6570
10.641,-9.53,85.95,170.55,-0.1177,9.5027,-0.6963
10.651,-9.53,85.95,170.55,-0.1177,9.5125,-0.6570
10.661,-9.53,85.95,170.55,-0.1177,9.5125,-0.6570
10.671,-9.53,85.95,170.56,-0.1177,9.4733,-0.6570
10.681,-9.52,85.95,170.56,-0.1177,9.5125,-0.6570
10.691,-9.52,85.95,170.56,-0.0785,9.4733,-0.6570
10.701,-9.52,85.95,170.56,-0.1177,9.5125,-0.6570
10.711,-9.52,85.95,170.56,-0.1177,9.5125,-0.6570
10.720,-9.52,85.95,170.56,-0.1177,9.5027,-0.6963
10.731,-9.52,85.95,170.56,-0.1177,9.4635,-0.6963
10.740,-9.52,85.95,170.56,-0.1177,9.4733,-0.6570
10.750,-9.52,85.95,170.56,-0.1177,9.5125,-0.6570
10.760,-9.52,85.95,170.57,-0.1177,9.5027,-0.6963
10.770,-9.51,85.95,170.57,-0.1177,9.5125,-0.6570
10.780,-9.51,85.95,170.57,-0.0785,9.5125,-0.6570
10.790,-9.51,85.95,170.57,-0.1177,9.5125,-0.6570
10.800,-9.51,85.95,170.57,-0.1177,9.5125,-0.6570
10.810,-9.51,85.95,170.57,-0.1177,9.5125,-0.6570
10.820,-9.51,85.95,170.57,-0.1177,9.5125,-0.6570
10.830,-9.51,85.95,170.57,-0.1177,9.5125,-0.6570
10.840,-9.51,85.95,170.57,-0.0785,9.5125,-0.6570
10.850,-9.51,85.95,170.57,-0.0785,9.4733,-0.6570
10.860,-9.51,85.95,170.57,-0.0785,9.5125,-0.6570
10.870,-9.51,85.95,170.57,-0.1177,9.5125,-0.6570
10.880,-9.51,85.95,170.57,-0.1177,9.5125,-0.6570
10.890,-9.51,85.95,170.57,-0.1177,9.5125,-0.6570
10.900,-9.52,85.95,170.57,-0.0785,9.5125,-0.6570
10.910,-9.53,85.95,170.55,-0.1177,9.5125,-0.6570
10.920,-9.53,85.95,170.55,-0.1177,9.4733,-0.6570
10.930,-9.53,85.95,170.55,-0.0785,9.4635,-0.6963
10.940,-9.55,85.95,170.53,-0.1177,9.4733,-0.6570
10.950,-9.55,85.95,170.53,-0.0785,9.4733,-0.6570
10.960,-9.54,85.95,170.54,-0.1177,9.4635,-0.6963
10.970,-9.53,85.95,170.55,-0.1177,9.4733,-0.6570
10.980,-9.52,85.95,170.56,-0.1177,9.4635,-0.6963
10.990,-9.49,85.95,170.59,-0.1177,9.5027,-0.6963
11.000,-9.48,85.95,170.60,-0.1177,9.5125,-0.6570
11.010,-9.49,85.95,170.59,-0.0785,9.5027,-0.6963
11.020,-9.50,85.95,170.58,-0.0785,9.5125,-0.6570
11.030,-9.50,85.95,170.58,-0.1177,9.5125,-0.6570
11.040,-9.50,85.95,170.58,-0.1177,9.5027,-0.6963
11.050,-9.51,85.96,170.57,-0.1177,9.5125,-0.6570
11.060,-9.52,85.96,170.56,-0.0785,9.5027,-0.6963
11.070,-9.52,85.95,170.56,-0.1177,9.5125,-0.6570
11.080,-9.51,85.95,170.57,-0.1177,9.5125,-0.6570
11.090,-9.52,85.95,170.56,-0.1177,9.5125,-0.6570
11.100,-9.52,85.95,170.56,-0.1177,9.5027,-0.6963
11.110,-9.50,85.95,170.58,-0.1177,9.4733,-0.6570
11.120,-9.49,85.95,170.59,-0.1177,9.5125,-0.6570
11.130,-9.48,85.95,170.60,-0.1177,9.4733,-0.6570
11.140,-9.48,85.95,170.60,-0.0785,9.4635,-0.6963
11.150,-9.49,85.95,170.59,-0.1177,9.5027,-0.6963
11.160,-9.50,85.95,170.58,-0.1177,9.5125,-0.6570
11.170,-9.52,85.96,170.56,-0.0785,9.5125,-0.6570
11.181,-9.51,85.96,170.57,-0.0785,9.5125,-0.6570
11.190,-9.51,85.96,170.58,-0.1177,9.4733,-0.6570
11.200,-9.51,85.96,170.57,-0.1177,9.4635,-0.6963
11.210,-9.52,85.96,170.57,-0.1177,9.4733,-0.6570
11.220,-9.53,85.96,170.56,-0.1177,9.4635,-0.6963
11.230,-9.53,85.96,170.56,-0.1177,9.5027,-0.6963
11.240,-9.52,85.96,170.56,-0.1177,9.5125,-0.6570
11.250,-9.52,85.96,170.56,-0.0785,9.5125,-0.6570
11.260,-9.53,85.96,170.56,-0.1177,9.4635,-0.6963
11.270,-9.52,85.96,170.57,-0.1177,9.5125,-0.6570
11.280,-9.51,85.96,170.58,-0.1177,9.4733,-0.6570
11.290,-9.52,85.96,170.57,-0.1177,9.4733,-0.6570
11.300,-9.53,85.96,170.56,-0.1177,9.4733,-0.6570
11.310,-9.54,85.96,170.55,-0.1177,9.5125,-0.6570
11.320,-9.54,85.95,170.55,-0.0785,9.4635,-0.6963
11.330,-9.54,85.95,170.54,-0.1177,9.4733,-0.6570
11.340,-9.55,85.95,170.53,-0.1177,9.5027,-0.6963
11.350,-9.56,85.95,170.52,-0.1177,9.5125,-0.6570
11.360,-9.57,85.95,170.52,-0.1177,9.4635,-0.6963
11.370,-9.57,85.96,170.52,-0.1177,9.4733,-0.6570
11.380,-9.56,85.96,170.53,-0.1177,9.5125,-0.6570
11.390,-9.56,85.96,170.54,-0.1177,9.4733,-0.6570
11.400,-9.56,85.96,170.53,-0.1177,9.5125,-0.6570
11.410,-9.56,85.96,170.53,-0.1177,9.5027,-0.6963
11.420,-9.58,85.96,170.52,-0.1177,9.5125,-0.6178
11.430,-9.59,85.97,170.50,-0.1177,9.4635,-0.6963
11.440,-9.59,85.96,170.50,-0.1177,9.4733,-0.6570
11.450,-9.60,85.96,170.50,-0.1177,9.4733,-0.6570
11.460,-9.63,85.97,170.47,-0.1177,9.4733,-0.6570
11.470,-9.64,85.97,170.46,-0.1177,9.4733,-0.6570
11.480,-9.65,85.97,170.44,-0.1177,9.5027,-0.6963
11.490,-9.66,85.97,170.44,-0.1177,9.5125,-0.6570
11.500,-9.65,85.97,170.45,-0.1177,9.5027,-0.6963
11.510,-9.65,85.97,170.45,-0.0785,9.5125,-0.6570
11.520,-9.66,85.97,170.44,-0.1177,9.5125,-0.6570
11.530,-9.66,85.97,170.44,-0.0785,9.5125,-0.6570
11.540,-9.67,85.97,170.43,-0.1569,9.5027,-0.6963
11.550,-9.67,85.97,170.44,-0.1177,9.5125,-0.6570
11.560,-9.65,85.97,170.45,-0.1177,9.5125,-0.6570
11.570,-9.63,85.97,170.47,-0.1177,9.5027,-0.6963
11.580,-9.61,85.97,170.49,-0.1177,9.5125,-0.6178
11.590,-9.60,85.97,170.50,-0.1177,9.5125,-0.6570
11.600,-9.61,85.97,170.49,-0.1177,9.5125,-0.6570
11.610,-9.61,85.97,170.49,-0.1569,9.5125,-0.6570
11.620,-9.60,85.97,170.50,-0.1177,9.5125,-0.6570
11.630,-9.62,85.97,170.49,-0.0785,9.4733,-0.6570
11.640,-9.64,85.97,170.46,-0.0785,9.5125,-0.6570
11.650,-9.65,85.97,170.45,-0.1177,9.5125,-0.6570
11.660,-9.66,85.97,170.44,-0.1177,9.4733,-0.6570
11.670,-9.66,85.97,170.44,-0.1177,9.5125,-0.6570
11.680,-9.67,85.97,170.43,-0.0785,9.4733,-0.6570
11.690,-9.69,85.97,170.42,-0.0785,9.4733,-0.6570
11.700,-9.70,85.97,170.40,-0.0785,9.5027,-0.6963
11.710,-9.69,85.97,170.41,-0.0785,9.4733,-0.6570
11.720,-9.68,85.97,170.42,-0.0785,9.4635,-0.6963
11.730,-9.68,85.97,170.43,-0.0785,9.4635,-0.6963
11.740,-9.67,85.97,170.43,-0.0785,9.5125,-0.6570
11.750,-9.67,85.97,170.43,-0.0785,9.5027,-0.6963
11.760,-9.66,85.96,170.45,-0.0785,9.4635,-0.6963
11.770,-9.65,85.97,170.45,-0.0785,9.5027,-0.6963
11.780,-9.67,85.97,170.43,-0.0785,9.4733,-0.6570
11.790,-9.69,85.97,170.42,-0.1177,9.5125,-0.6570
11.800,-9.68,85.97,170.43,-0.0785,9.5125,-0.6570
11.810,-9.68,85.97,170.42,-0.0785,9.5027,-0.6963
11.820,-9.69,85.97,170.42,-0.1177,9.5125,-0.6570
11.830,-9.68,85.97,170.42,-0.1177,9.4733,-0.6570
11.840,-9.68,85.97,170.43,-0.0785,9.5027,-0.6963
11.850,-9.68,85.97,170.42,-0.0785,9.5027,-0.6963
11.860,-9.69,85.97,170.41,-0.0785,9.5027,-0.6963
11.870,-9.70,85.97,170.40,-0.0785,9.4635,-0.6963
11.880,-9.70,85.97,170.40,-0.0785,9.5027,-0.6963
11.890,-9.69,85.97,170.41,-0.0785,9.5125,-0.6570
11.900,-9.69,85.97,170.41,-0.1177,9.4635,-0.6963
11.910,-9.67,85.97,170.43,-0.0785,9.5027,-0.6963
11.920,-9.65,85.97,170.46,-0.1177,9.5027,-0.6963
11.930,-9.63,85.97,170.48,-0.0785,9.4635,-0.6963
11.940,-9.61,85.97,170.49,-0.0785,9.5027,-0.6963
11.950,-9.59,85.97,170.51,-0.0785,9.5125,-0.6570
11.960,-9.57,85.97,170.53,-0.0785,9.4733,-0.6570
11.970,-9.55,85.97,170.55,-0.1177,9.5125,-0.6570
11.980,-9.54,85.97,170.57,-0.1177,9.4733,-0.6178
11.990,-9.52,85.97,170.58,-0.0785,9.5125,-0.6570
12.000,-9.50,85.97,170.60,-0.1177,9.5125,-0.6570
12.010,-9.48,85.97,170.62,-0.1177,9.5125,-0.6570
12.020,-9.47,85.97,170.64,-0.0785,9.5125,-0.6570
12.030,-9.45,85.97,170.65,-0.1177,9.5027,-0.6963
12.040,-9.43,85.97,170.67,-0.0785,9.4733,-0.6570
12.050,-9.42,85.97,170.69,-0.1177,9.5125,-0.6570
12.060,-9.40,85.97,170.70,-0.1177,9.5125,-0.6570
12.070,-9.39,85.97,170.72,-0.1177,9.5027,-0.6963
12.080,-9.37,85.97,170.73,-0.0785,9.5125,-0.6570
12.090,-9.35,85.97,170.75,-0.1177,9.4733,-0.6570
12.100,-9.34,85.97,170.76,-0.1177,9.5027,-0.6963
12.110,-9.32,85.97,170.78,-0.1177,9.5027,-0.6963
12.120,-9.31,85.97,170.79,-0.1177,9.4635,-0.6963
12.130,-9.29,85.97,170.81,-0.1177,9.5027,-0.6963
12.140,-9.28,85.97,170.82,-0.1177,9.4635,-0.6963
12.150,-9.27,85.97,170.83,-0.0785,9.4733,-0.6570
12.160,-9.27,85.97,170.83,-0.1177,9.5125,-0.6570
12.170,-9.26,85.97,170.84,-0.0785,9.4635,-0.6963
12.180,-9.26,85.97,170.85,-0.0785,9.5125,-0.6570
12.190,-9.25,85.97,170.85,-0.0785,9.4733,-0.6570
12.200,-9.25,85.97,170.86,-0.1177,9.4635,-0.6963
12.210,-9.24,85.97,170.86,-0.0785,9.5125,-0.6570
12.220,-9.23,85.97,170.87,-0.1177,9.4733,-0.6178
12.230,-9.23,85.97,170.87,-0.0785,9.5027,-0.6963
12.240,-9.22,85.97,170.88,-0.0785,9.4733,-0.6570
12.250,-9.22,85.97,170.89,-0.0785,9.5125,-0.6570
12.260,-9.21,85.96,170.89,-0.0785,9.5125,-0.6570
12.270,-9.21,85.96,170.90,-0.1177,9.4635,-0.6963
12.280,-9.20,85.96,170.90,-0.1177,9.5125,-0.6570
12.290,-9.20,85.96,170.91,-0.1177,9.4733,-0.6570
12.300,-9.19,85.96,170.91,-0.1177,9.4733,-0.6570
12.310,-9.19,85.96,170.92,-0.0785,9.5125,-0.6570
12.320,-9.18,85.96,170.92,-0.1177,9.5027,-0.6963
12.330,-9.18,85.96,170.93,-0.1177,9.4733,-0.6570
12.340,-9.17,85.96,170.93,-0.1177,9.4635,-0.6963
12.350,-9.17,85.96,170.93,-0.1177,9.4733,-0.6570
12.360,-9.16,85.96,170.94,-0.0785,9.5027,-0.6963
12.370,-9.16,85.96,170.94,-0.0785,9.5125,-0.6570
12.380,-9.15,85.96,170.95,-0.1177,9.5027,-0.6963
12.390,-9.15,85.96,170.95,-0.1177,9.5027,-0.6963
12.400,-9.15,85.96,170.96,-0.0785,9.4733,-0.6570
12.410,-9.14,85.96,170.96,-0.1177,9.4733,-0.6570
12.420,-9.14,85.96,170.97,-0.1177,9.4733,-0.6570
12.430,-9.13,85.96,170.97,-0.0785,9.4733,-0.6570
12.440,-9.13,85.96,170.97,-0.1177,9.4733,-0.6570
12.450,-9.12,85.96,170.98,-0.1177,9.5125,-0.6570
12.460,-9.12,85.96,170.98,-0.1177,9.4733,-0.6570
12.470,-9.12,85.96,170.99,-0.1177,9.4733,-0.6570
12.480,-9.11,85.96,170.99,-0.0785,9.5125,-0.6570
12.490,-9.11,85.96,170.99,-0.1177,9.5027,-0.6963
12.500,-9.10,85.96,171.00,-0.0785,9.4635,-0.6963
12.510,-9.10,85.96,171.00,-0.1177,9.5125,-0.6178
12.520,-9.10,85.96,171.01,-0.1177,9.4733,-0.6570
12.530,-9.09,85.96,171.01,-0.0785,9.4635,-0.6963
12.540,-9.09,85.96,171.01,-0.0785,9.5027,-0.6963
12.550,-9.09,85.96,171.02,-0.1177,9.4733,-0.6570
12.560,-9.08,85.96,171.02,-0.0785,9.4733,-0.6570
12.570,-9.08,85.96,171.02,-0.0785,9.4733,-0.6570
12.580,-9.08,85.96,171.03,-0.0785,9.5125,-0.6570
12.590,-9.07,85.96,171.03,-0.0785,9.4733,-0.6570
12.600,-9.07,85.96,171.03,-0.1177,9.5027,-0.6963
12.610,-9.07,85.96,171.03,-0.0785,9.4733,-0.6570
12.620,-9.07,85.96,171.04,-0.0785,9.5027,-0.6963
12.630,-9.07,85.96,171.04,-0.0785,9.5027,-0.6963
12.640,-9.06,85.96,171.04,-0.0785,9.4733,-0.6570
12.650,-9.06,85.96,171.04,-0.1177,9.5125,-0.6570
12.660,-9.06,85.96,171.04,-0.0785,9.4733,-0.6570
12.670,-9.06,85.96,171.05,-0.1177,9.5125,-0.6570
12.680,-9.06,85.96,171.05,-0.0785,9.5125,-0.6570
12.690,-9.05,85.96,171.06,-0.0785,9.5125,-0.6570
12.700,-9.04,85.96,171.07,-0.0785,9.5125,-0.6570
12.710,-9.03,85.96,171.08,-0.1177,9.4733,-0.6570
12.720,-9.02,85.97,171.09,-0.1177,9.4635,-0.6963
12.730,-9.01,85.97,171.10,-0.1177,9.5125,-0.6570
12.740,-9.00,85.97,171.11,-0.1177,9.5027,-0.6963
12.750,-8.99,85.97,171.12,-0.0785,9.5027,-0.6963
12.760,-8.98,85.97,171.13,-0.1177,9.5125,-0.6570
12.770,-8.97,85.97,171.13,-0.0785,9.4733,-0.6178
12.780,-8.96,85.97,171.14,-0.0785,9.5125,-0.6570
12.790,-8.95,85.97,171.15,-0.0785,9.4733,-0.6570
12.800,-8.94,85.97,171.16,-0.0785,9.4733,-0.6570
12.810,-8.93,85.97,171.17,-0.1177,9.5125,-0.6570
12.820,-8.92,85.97,171.18,-0.0785,9.5027,-0.6963
12.830,-8.92,85.97,171.19,-0.0785,9.4733,-0.6570
12.840,-8.91,85.97,171.20,-0.1177,9.5027,-0.6963
12.850,-8.90,85.97,171.20,-0.1177,9.5125,-0.6570
12.860,-8.89,85.97,171.21,-0.0785,9.5125,-0.6570
12.870,-8.88,85.97,171.22,-0.0785,9.4733,-0.6570
12.880,-8.88,85.97,171.23,-0.0785,9.5125,-0.6570
12.890,-8.87,85.97,171.24,-0.0785,9.5125,-0.6570
12.900,-8.86,85.97,171.24,-0.0785,9.5027,-0.6963
12.910,-8.85,85.97,171.25,-0.0785,9.4733,-0.6570
12.920,-8.84,85.97,171.26,-0.0785,9.5125,-0.6570
12.930,-8.84,85.97,171.27,-0.1177,9.4733,-0.6570
12.940,-8.83,85.97,171.28,-0.1177,9.5125,-0.6570
12.950,-8.82,85.97,171.28,-0.0785,9.4635,-0.6963
12.960,-8.81,85.97,171.29,-0.1177,9.5125,-0.6570
12.970,-8.81,85.98,171.30,-0.0785,9.4733,-0.6570
12.980,-8.80,85.98,171.30,-0.1177,9.5027,-0.6963
12.990,-8.79,85.98,171.31,-0.0785,9.5125,-0.6570
13.000,-8.79,85.98,171.32,-0.1177,9.5027,-0.6963
13.010,-8.78,85.98,171.33,-0.0785,9.5125,-0.6570
13.020,-8.77,85.98,171.33,-0.0785,9.5125,-0.6570
13.030,-8.77,85.98,171.34,-0.0785,9.5125,-0.6570
13.040,-8.76,85.98,171.35,-0.1177,9.4733,-0.6570
13.050,-8.75,85.98,171.35,-0.1177,9.4635,-0.6963
13.060,-8.75,85.98,171.36,-0.0785,9.5125,-0.6570
13.070,-8.74,85.98,171.36,-0.0785,9.5125,-0.6570
13.080,-8.73,85.98,171.37,-0.0785,9.5125,-0.6570
13.090,-8.73,85.98,171.38,-0.1177,9.4733,-0.6570
13.100,-8.72,85.98,171.38,-0.1177,9.5125,-0.6570
13.110,-8.72,85.98,171.39,-0.0785,9.5125,-0.6570
13.120,-8.71,85.98,171.40,-0.0785,9.5125,-0.6570
13.130,-8.70,85.98,171.40,-0.0785,9.4733,-0.6570
13.140,-8.70,85.98,171.41,-0.1177,9.4733,-0.6570
13.150,-8.69,85.98,171.41,-0.0785,9.5125,-0.6570
13.160,-8.69,85.98,171.42,-0.1177,9.4733,-0.6570
13.170,-8.68,85.98,171.42,-0.0785,9.4733,-0.6570
13.180,-8.68,85.98,171.43,-0.0785,9.5027,-0.6963
13.190,-8.67,85.98,171.43,-0.0785,9.4733,-0.6570
13.200,-8.66,85.98,171.44,-0.0785,9.5027,-0.6963
13.210,-8.66,85.98,171.45,-0.1177,9.5125,-0.6570
13.220,-8.65,85.98,171.45,-0.1177,9.5125,-0.6570
13.230,-8.65,85.98,171.46,-0.0785,9.5125,-0.6570
13.240,-8.64,85.98,171.46,-0.1177,9.5125,-0.6570
13.250,-8.64,85.98,171.47,-0.0785,9.4635,-0.6963
13.260,-8.63,85.98,171.47,-0.0785,9.5125,-0.6570
13.270,-8.63,85.98,171.48,-0.1177,9.5125,-0.6570
13.280,-8.62,85.98,171.48,-0.1177,9.5517,-0.6570
13.290,-8.62,85.98,171.49,-0.1177,9.4635,-0.6963
13.300,-8.61,85.98,171.49,-0.0785,9.4635,-0.6963
13.310,-8.61,85.98,171.50,-0.0785,9.5125,-0.6570
13.320,-8.60,85.98,171.50,-0.0785,9.5125,-0.6570
13.330,-8.60,85.98,171.50,-0.0785,9.4733,-0.6178
13.340,-8.60,85.99,171.51,-0.0785,9.5125,-0.6570
13.350,-8.59,85.99,171.51,-0.1177,9.5125,-0.6570
13.360,-8.59,85.99,171.52,-0.0785,9.4733,-0.6570
13.370,-8.58,85.99,171.52,-0.0785,9.5125,-0.6570
13.380,-8.58,85.99,171.53,-0.0785,9.5125,-0.6570
13.390,-8.57,85.99,171.53,-0.1177,9.4733,-0.6570
13.400,-8.57,85.99,171.54,-0.0785,9.5125,-0.6570
13.410,-8.57,85.99,171.54,-0.1177,9.5125,-0.6570
13.420,-8.56,85.99,171.54,-0.0785,9.5125,-0.6570
13.430,-8.56,85.99,171.55,-0.0785,9.5125,-0.6178
13.440,-8.55,85.99,171.55,-0.1177,9.5125,-0.6570
13.450,-8.55,85.99,171.56,-0.0785,9.5125,-0.6178
13.460,-8.55,85.99,171.56,-0.1177,9.4733,-0.6570
13.470,-8.54,85.99,171.56,-0.1177,9.5125,-0.6570
13.480,-8.54,85.99,171.57,-0.1177,9.5027,-0.6963
13.490,-8.54,85.99,171.57,-0.0785,9.5125,-0.6570
13.500,-8.53,85.99,171.57,-0.1177,9.5027,-0.6963
13.510,-8.53,85.99,171.57,-0.0785,9.5125,-0.6570
13.520,-8.53,85.99,171.58,-0.0785,9.5125,-0.6570
13.530,-8.53,85.99,171.58,-0.0785,9.4733,-0.6570
13.540,-8.52,85.99,171.58,-0.0785,9.5027,-0.6963
13.550,-8.52,85.99,171.58,-0.0785,9.5125,-0.6570
13.560,-8.52,85.99,171.59,-0.0785,9.5125,-0.6570
13.570,-8.52,86.00,171.59,-0.0785,9.4733,-0.6570
13.580,-8.51,86.00,171.59,-0.0785,9.5125,-0.6570
13.590,-8.51,86.00,171.59,-0.1177,9.5125,-0.6570
13.600,-8.51,86.00,171.59,-0.1177,9.5027,-0.6963
13.610,-8.51,86.00,171.60,-0.0785,9.5125,-0.6178
13.620,-8.51,86.00,171.60,-0.0785,9.5027,-0.6963
13.630,-8.50,86.00,171.60,-0.0785,9.5125,-0.6570
13.640,-8.50,86.00,171.61,-0.0785,9.5125,-0.6570
13.650,-8.50,86.00,171.61,-0.0785,9.5125,-0.6570
13.660,-8.49,86.00,171.61,-0.0785,9.5125,-0.6570
13.670,-8.49,86.00,171.62,-0.1177,9.5125,-0.6178
13.680,-8.49,86.00,171.62,-0.0785,9.4635,-0.6963
13.690,-8.49,86.00,171.62,-0.0785,9.5125,-0.6570
13.700,-8.48,86.00,171.62,-0.0785,9.4733,-0.6570
13.710,-8.48,86.00,171.62,-0.0785,9.4733,-0.6570
13.720,-8.48,86.00,171.63,-0.0785,9.5125,-0.6570
13.730,-8.47,86.00,171.64,-0.1177,9.5125,-0.6570
13.740,-8.46,86.00,171.65,-0.0785,9.5027,-0.6963
13.750,-8.45,86.00,171.66,-0.0785,9.5125,-0.6178
13.760,-8.44,86.00,171.67,-0.0785,9.4733,-0.6570
13.769,-8.43,86.01,171.67,-0.0785,9.5125,-0.6570
13.780,-8.42,86.01,171.68,-0.1177,9.5027,-0.6963
13.790,-8.41,86.01,171.69,-0.0785,9.4733,-0.6178
13.799,-8.40,86.01,171.70,-0.0785,9.5125,-0.6570
13.810,-8.39,86.01,171.71,-0.0785,9.4733,-0.6570
13.820,-8.38,86.01,171.72,-0.0785,9.5125,-0.6570
13.829,-8.37,86.01,171.73,-0.1177,9.5027,-0.6963
13.839,-8.37,86.01,171.74,-0.0785,9.4733,-0.6570
13.849,-8.36,86.01,171.75,-0.0785,9.4733,-0.6178
13.859,-8.35,86.01,171.76,-0.0785,9.5125,-0.6570
13.869,-8.34,86.01,171.77,-0.0785,9.5125,-0.6570
13.879,-8.33,86.01,171.77,-0.0785,9.5125,-0.6570
13.889,-8.32,86.01,171.78,-0.0785,9.5125,-0.6570
13.899,-8.32,86.01,171.79,-0.1177,9.5027,-0.6963
13.909,-8.31,86.01,171.80,-0.0785,9.5125,-0.6570
13.919,-8.30,86.01,171.81,-0.0785,9.5027,-0.6963
13.929,-8.29,86.02,171.81,-0.0785,9.4733,-0.6570
13.939,-8.28,86.02,171.82,-0.0785,9.4733,-0.6570
13.949,-8.28,86.02,171.83,-0.1177,9.4733,-0.6178
13.959,-8.27,86.02,171.84,-0.1177,9.5125,-0.6178
13.969,-8.26,86.02,171.85,-0.0785,9.5125,-0.6570
13.979,-8.25,86.02,171.85,-0.1177,9.5027,-0.6963
13.989,-8.25,86.02,171.86,-0.0785,9.5125,-0.6570
13.999,-8.24,86.02,171.87,-0.0785,9.5125,-0.6570
14.009,-8.23,86.02,171.88,-0.0785,9.4733,-0.6570
