t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0316,-0.0000,0.0028,0.1119,-20.00,78.89,58.89,-19.9684,-0.3994,-0.222910,-0.221871,-0.000666,-0.000373,0.000000,1550,11.1373
0.0201,2,-0.0316,-0.0000,0.0028,0.1119,-20.00,78.89,58.89,-19.9684,-0.7987,-0.223576,-0.221871,-0.001331,-0.000373,0.000000,1600,11.1373
0.0402,3,-0.0315,-0.0000,0.0092,0.1119,-20.00,78.89,58.89,-19.9685,-1.1981,-0.224242,-0.221872,-0.001997,-0.000373,0.000000,1609,11.1373
0.0602,4,-0.0315,-0.0000,0.0092,0.1119,-20.00,78.89,58.89,-19.9685,-1.5975,-0.224907,-0.221872,-0.002662,-0.000373,0.000000,1609,11.1373
0.0803,5,-0.0315,-0.0000,0.0092,0.1119,-20.00,78.89,58.89,-19.9685,-1.9968,-0.225573,-0.221872,-0.003328,-0.000373,0.000000,1609,11.1373
0.1004,6,-0.0315,-0.0000,0.0092,0.1119,-20.00,78.89,58.89,-19.9685,-2.3962,-0.226239,-0.221872,-0.003994,-0.000373,0.000000,1609,11.1373
0.1205,7,-0.0315,-0.0000,0.0092,0.1119,-20.00,78.89,58.89,-19.9685,-2.7956,-0.226904,-0.221872,-0.004659,-0.000373,0.000000,1610,11.1373
0.1405,8,-0.0316,-0.0000,0.0021,-0.2238,-20.00,78.89,58.89,-19.9684,-3.1950,-0.226450,-0.221871,-0.005325,0.000746,0.000000,1609,11.1373
0.1606,9,-0.0316,-0.0000,0.0021,-0.2238,-20.00,78.89,58.89,-19.9684,-3.5943,-0.227116,-0.221871,-0.005991,0.000746,0.000000,1610,11.1373
0.1807,10,-0.0386,-0.0000,0.0093,-0.2238,-20.00,78.89,58.89,-19.9614,-3.9935,-0.227703,-0.221793,-0.006656,0.000746,0.000000,1610,11.1444
0.2007,11,-0.0386,-0.0000,0.0093,0.2238,-20.00,78.89,58.89,-19.9614,-4.3928,-0.229860,-0.221793,-0.007321,-0.000746,0.000000,1611,11.1444
0.2208,12,-0.0386,-0.0000,0.0093,0.2238,-20.00,78.89,58.89,-19.9614,-4.7920,-0.230526,-0.221793,-0.007987,-0.000746,0.000000,1611,11.1444
0.2409,13,-0.0599,-0.1800,0.0151,-0.5595,-20.00,78.89,58.89,-19.9401,-5.1908,-0.228343,-0.221557,-0.008651,0.001865,0.000000,1610,11.1656
0.2610,14,-0.0599,-0.1800,0.0151,-0.5595,-20.00,78.89,58.89,-19.9401,-5.5896,-0.229008,-0.221557,-0.009316,0.001865,0.000000,1610,11.1656
0.2811,15,-0.1159,-0.1800,0.0141,-0.5595,-20.00,78.89,58.89,-19.8841,-5.9873,-0.229048,-0.220934,-0.009979,0.001865,0.000000,1610,11.2217
0.3011,16,-0.1159,-0.1800,0.0141,-2.1262,-20.00,78.89,58.89,-19.8841,-6.3850,-0.224488,-0.220934,-0.010642,0.007087,0.000000,1609,11.2217
0.3212,17,-0.1159,-0.3600,0.0141,-2.1262,-20.00,78.89,58.89,-19.8841,-6.7827,-0.225151,-0.220934,-0.011304,0.007087,0.000000,1609,11.2217
0.3413,18,-0.3126,-0.5400,0.0154,-6.9382,-20.00,78.89,58.89,-19.6874,-7.1764,-0.207583,-0.218749,-0.011961,0.023127,0.000000,1602,11.4183
0.3614,19,-0.3126,-0.7200,0.0154,-6.9382,-20.00,78.89,58.89,-19.6874,-7.5701,-0.208239,-0.218749,-0.012617,0.023127,0.000000,1603,11.4183
