t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0490,-0.0000,-0.0000,90.00,90.0490,0.740054,0.100054,0.000000,0.640000,1197,88.6900
0.0201,2,-0.0490,-0.0000,-0.0000,90.00,90.0490,0.740054,0.100054,0.000000,0.640000,1197,88.6900
0.0402,3,-0.0490,-0.0000,-0.0000,90.00,90.0490,0.740054,0.100054,0.000000,0.640000,1197,88.6900
0.0603,4,0.1541,-0.0000,-0.0000,90.00,89.8459,0.739829,0.099829,0.000000,0.640000,1197,88.4869
0.0803,5,0.1541,-0.0000,-0.0000,90.00,89.8459,0.739829,0.099829,0.000000,0.640000,1197,88.4869
0.1004,6,0.1541,-0.0000,-0.0000,90.00,89.8459,0.739829,0.099829,0.000000,0.640000,1197,88.4869
0.1205,7,-0.0439,-0.0000,-0.0000,90.00,90.0439,0.740049,0.100049,0.000000,0.640000,1197,88.6850
0.1406,8,-0.0439,-0.0000,-0.0000,90.00,90.0439,0.740049,0.100049,0.000000,0.640000,1197,88.6850
0.1607,9,-0.0439,-0.0000,-0.0000,90.00,90.0439,0.740049,0.100049,0.000000,0.640000,1197,88.6850
0.1807,10,-0.0439,-0.0000,-0.0000,90.00,90.0439,0.740049,0.100049,0.000000,0.640000,1197,88.6850
0.2008,11,-0.0439,-0.0000,-0.0000,90.00,90.0439,0.740049,0.100049,0.000000,0.640000,1197,88.6850
0.2209,12,-0.0439,0.1800,-0.0000,90.00,90.0439,0.740049,0.100049,0.000000,0.640000,1197,88.6850
0.2410,13,-0.0439,0.1800,-0.0000,90.00,90.0439,0.740049,0.100049,0.000000,0.640000,1197,88.6850
0.2611,14,-0.0687,0.1800,-0.0000,90.00,90.0687,0.740076,0.100076,0.000000,0.640000,1197,88.7098
0.2811,15,-0.0687,0.1800,2.9096,90.00,90.0687,0.736844,0.100076,-0.003233,0.640000,1198,88.7098
0.3012,16,-0.0687,0.3600,2.9096,90.00,90.0687,0.736844,0.100076,-0.003233,0.640000,1198,88.7098
0.3213,17,-0.1679,0.7200,10.5191,90.00,90.1679,0.728499,0.100187,-0.011688,0.640000,1201,88.8090
