t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.0643,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1480
0.0056,2,-0.0000,0.0000,0.0643,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1460
0.0107,3,-0.0000,0.0000,0.0643,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1440
0.0157,4,-0.0000,0.0000,0.0643,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1420
0.0208,5,-0.0000,0.0000,0.0643,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1400
0.0259,6,-0.0000,0.0000,0.0643,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1380
0.0310,7,-0.0000,0.0000,0.0542,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1360
0.0360,8,-0.0000,0.0000,0.0542,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1340
0.0411,9,-0.0000,0.0000,0.0542,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1320
0.0462,10,-0.0000,0.0000,0.0542,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1300
0.0512,11,-0.0000,0.0000,0.0542,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1280
0.0563,12,-0.0000,0.0000,0.0542,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1260
0.0614,13,-0.0000,0.0000,0.0542,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1240
0.0664,14,-0.0000,0.0000,0.0542,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1231
0.0715,15,-0.0000,0.0000,0.0542,70.00,82.47,152.47,70.0000,0.0000,0.650000,0.777778,0.000583,-0.000000,0.115558,1231
