t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0000,-0.0000,-0.0000,30.00,30.0000,0.500000,0.033333,0.000000,0.550000,1287,-82.0752
0.0201,2,-0.0000,-0.0000,-0.0000,30.00,30.0000,0.500000,0.033333,0.000000,0.550000,1287,-82.0752
0.0402,3,-0.0000,-0.0000,-0.0000,30.00,30.0000,0.500000,0.033333,0.000000,0.550000,1287,-82.0752
0.0602,4,-0.0000,-0.0000,-0.0000,30.00,30.0000,0.500000,0.033333,0.000000,0.550000,1287,-82.0339
0.0803,5,-0.0000,-0.0000,-0.0000,30.00,30.0000,0.500000,0.033333,0.000000,0.550000,1287,-82.0339
0.1004,6,-0.0000,-0.0000,-0.0000,30.00,30.0000,0.500000,0.033333,0.000000,0.550000,1287,-82.0339
0.1205,7,-0.0000,-0.0000,-0.0000,30.00,30.0000,0.500000,0.033333,0.000000,0.550000,1287,-82.0339
0.1405,8,-0.0000,-0.0000,-0.0000,30.00,30.0000,0.500000,0.033333,0.000000,0.550000,1287,-82.0430
0.1606,9,-0.0000,-0.0000,-0.2238,30.00,30.0000,0.500000,0.033333,0.000746,0.550000,1287,-82.0430
0.1807,10,-0.0000,-0.0000,-0.2238,30.00,30.0000,0.500000,0.033333,0.000746,0.550000,1287,-82.0430
0.2008,11,-0.0000,-0.0000,-0.1119,30.00,30.0000,0.500000,0.033333,0.000373,0.550000,1287,-82.0697
0.2209,12,-0.0000,-0.0000,-0.1119,30.00,30.0000,0.500000,0.033333,0.000373,0.550000,1287,-82.0697
0.2409,13,-0.0000,-0.0000,-0.1119,30.00,30.0000,0.500000,0.033333,0.000373,0.550000,1287,-82.0859
0.2610,14,-0.0000,-0.0000,-0.1119,30.00,30.0000,0.500000,0.033333,0.000373,0.550000,1287,-82.0859
0.2811,15,-0.0000,-0.0000,-0.1119,30.00,30.0000,0.500000,0.033333,0.000373,0.550000,1287,-82.0859
0.3012,16,-0.0000,-0.0000,-1.0072,30.00,30.0000,0.500000,0.033333,0.003357,0.550000,1287,-82.0715
0.3213,17,-0.0000,-0.0000,-1.0072,30.00,30.0000,0.500000,0.033333,0.003357,0.550000,1287,-82.0715
0.3413,18,-0.0000,-0.0000,-1.0072,30.00,30.0000,0.500000,0.033333,0.003357,0.550000,1287,-82.0966
0.3615,19,-0.0000,0.1800,-2.4619,30.00,30.0000,0.500000,0.033333,0.008206,0.550000,1287,-82.0966
0.3816,20,0.1800,0.1800,-2.4619,30.00,29.8200,0.500000,0.033133,0.008206,0.550000,1287,-82.0966
0.4017,21,0.1800,0.3600,-5.2596,30.00,29.8200,0.500000,0.033133,0.017532,0.550000,1287,-82.1008
0.4218,22,0.3600,0.3600,-5.2596,30.00,29.6400,0.500000,0.032933,0.017532,0.550000,1287,-82.1008
0.4419,23,0.5400,0.5400,-5.2596,30.00,29.4600,0.500000,0.032733,0.017532,0.550000,1287,-82.3442
0.4619,24,0.7200,0.9000,-9.4001,30.00,29.2800,0.500000,0.032533,0.031334,0.550000,1287,-82.3442
0.4820,25,1.0800,1.0800,-9.4001,30.00,28.9200,0.500000,0.032133,0.031334,0.550000,1287,-82.3442
0.5021,26,1.2600,1.4400,-13.5406,30.00,28.7400,0.500000,0.031933,0.045135,0.550000,1287,-82.8454
0.5222,27,1.6200,1.6200,-13.5406,30.00,28.3800,0.500000,0.031533,0.045135,0.550000,1287,-82.8454
0.5423,28,1.9800,2.1600,-13.5406,30.00,28.0200,0.500000,0.031133,0.045135,0.550000,1287,-83.5109
0.5623,29,2.5200,2.5200,-20.0311,30.00,27.4800,0.500000,0.030533,0.066770,0.550000,1287,-83.5109
0.5824,30,2.8800,2.8800,-20.0311,30.00,27.1200,0.500000,0.030133,0.066770,0.550000,1287,-83.5109
0.6025,31,3.4200,3.6000,-23.8359,30.00,26.5800,0.500000,0.029533,0.079453,0.550000,1287,-84.3871
0.6226,32,3.9600,3.9600,-23.8359,30.00,26.0400,0.500000,0.028933,0.079453,0.550000,1287,-84.3871
0.6426,33,4.5000,4.5000,-23.8359,30.00,25.5000,0.500000,0.028333,0.079453,0.550000,1287,-85.2937
0.6627,34,5.0400,5.2200,-27.9765,30.00,24.9600,0.500000,0.027733,0.093255,0.550000,1287,-85.2937
0.6828,35,5.5800,5.5800,-27.9765,30.00,24.4200,0.500000,0.027133,0.093255,0.550000,1287,-85.2937
0.7029,36,6.1200,6.3000,-29.4312,30.00,23.8800,0.500000,0.026533,0.098104,0.550000,1287,-86.1193
0.7229,37,6.8400,6.8400,-29.4312,30.00,23.1600,0.500000,0.025733,0.098104,0.550000,1287,-86.1193
0.7430,38,7.3800,7.5600,-29.4312,30.00,22.6200,0.500000,0.025133,0.098104,0.550000,1287,-86.3957
0.7631,39,8.1000,8.1000,-29.6550,30.00,21.9000,0.500000,0.024333,0.098850,0.550000,1287,-86.3957
