t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,1,-0.0000,0.0000,-0.0000,-0.0224,0.0125,90.00,83.22,90.0000,0.4500,0.101500,0.100000,0.001500,-0.000000,0.000000,1498
0.0082,2,enc,1,0,-0.0000,0.0000,-0.0000,-0.0224,0.0125,90.00,83.22,90.0000,0.9000,0.103000,0.100000,0.003000,-0.000000,0.000000,1496
0.0133,3,enc,1,1,-0.0000,0.0000,-0.0000,-0.022,0.0565,90.00,83.22,90.0000,1.3500,0.104500,0.100000,0.004500,-0.000000,0.000000,1494
0.0183,4,enc,1,0,-0.0000,0.0000,-0.0000,-0.022,0.0565,90.00,83.22,90.0000,1.8000,0.106000,0.100000,0.006000,-0.000000,0.000000,1492
0.0234,5,enc,1,1,-0.0000,0.0000,-0.0000,-0.0224,0.0125,90.00,83.22,90.0000,2.2500,0.107500,0.100000,0.007500,-0.000000,0.000000,1490
0.0285,6,enc,1,0,-0.0000,0.0000,-0.0000,-0.0224,0.0125,90.00,83.22,90.0000,2.7000,0.109000,0.100000,0.009000,-0.000000,0.000000,1488
0.0335,7,enc,1,0,-0.0000,0.0000,-0.0000,-0.0224,0.0125,90.00,83.22,90.0000,3.1500,0.110500,0.100000,0.010500,-0.000000,0.000000,1486
0.0386,8,enc,1,0,-0.0000,0.0000,-0.0000,-0.0224,0.0125,90.00,83.22,90.0000,3.6000,0.112000,0.100000,0.012000,-0.000000,0.000000,1484
0.0437,9,enc,1,0,-0.0000,0.0000,-0.0000,-0.0224,0.0125,90.00,83.22,90.0000,4.0500,0.113500,0.100000,0.013500,-0.000000,0.000000,1482
0.0487,10,enc,1,1,-0.0000,0.0000,-0.0000,-0.0227,-0.0266,90.00,83.22,90.0000,4.5000,0.115000,0.100000,0.015000,-0.000000,0.000000,1480
0.0538,11,enc,1,0,-0.0000,0.0000,-0.0000,-0.0227,-0.0266,90.00,83.22,90.0000,4.9500,0.116500,0.100000,0.016500,-0.000000,0.000000,1478
0.0589,12,enc,1,0,-0.0000,0.0000,-0.0000,-0.0227,-0.0266,90.00,83.22,90.0000,5.4000,0.118000,0.100000,0.018000,-0.000000,0.000000,1476
0.0640,13,enc,1,0,-0.0000,0.0000,-0.0000,-0.0227,-0.0266,90.00,83.22,90.0000,5.8500,0.119500,0.100000,0.019500,-0.000000,0.000000,1474
0.0690,14,enc,1,0,-0.0000,0.0000,-0.0000,-0.0227,-0.0266,90.00,83.22,90.0000,6.3000,0.121000,0.100000,0.021000,-0.000000,0.000000,1472
0.0741,15,enc,1,1,-0.0000,0.0000,-0.0000,-0.0672,-0.0263,90.00,83.22,90.0000,6.7500,0.122500,0.100000,0.022500,-0.000000,0.000000,1470
0.0792,16,enc,1,1,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,7.2000,0.124000,0.100000,0.024000,-0.000000,0.000000,1468
0.0842,17,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,7.6500,0.125500,0.100000,0.025500,-0.000000,0.000000,1466
0.0893,18,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,8.1000,0.127000,0.100000,0.027000,-0.000000,0.000000,1464
0.0944,19,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,8.5500,0.128500,0.100000,0.028500,-0.000000,0.000000,1462
0.0995,20,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,9.0000,0.130000,0.100000,0.030000,-0.000000,0.000000,1460
0.1045,21,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,9.4500,0.131500,0.100000,0.031500,-0.000000,0.000000,1458
0.1096,22,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,9.9000,0.133000,0.100000,0.033000,-0.000000,0.000000,1456
0.1147,23,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,10.3500,0.134500,0.100000,0.034500,-0.000000,0.000000,1454
0.1198,24,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,10.8000,0.136000,0.100000,0.036000,-0.000000,0.000000,1452
0.1248,25,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,11.2500,0.137500,0.100000,0.037500,-0.000000,0.000000,1450
0.1299,26,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,11.7000,0.139000,0.100000,0.039000,-0.000000,0.000000,1448
0.1350,27,enc,1,1,-0.0000,0.0000,-0.0000,-0.0683,-0.1535,90.00,83.22,90.0000,12.1500,0.140500,0.100000,0.040500,-0.000000,0.000000,1446
0.1401,28,enc,1,0,-0.0000,0.0000,-0.0000,-0.0683,-0.1535,90.00,83.22,90.0000,12.6000,0.142000,0.100000,0.042000,-0.000000,0.000000,1444
0.1451,29,enc,1,1,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,13.0500,0.143500,0.100000,0.043500,-0.000000,0.000000,1442
0.1502,30,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,13.5000,0.145000,0.100000,0.045000,-0.000000,0.000000,1440
0.1553,31,enc,1,0,-0.0000,0.0000,-0.0000,-0.0679,-0.1094,90.00,83.22,90.0000,13.9500,0.146500,0.100000,0.046500,-0.000000,0.000000,1438
0.1603,32,enc,1,1,-0.0000,0.0000,-0.0000,-0.0283,-0.0975,90.00,83.22,90.0000,14.4000,0.148000,0.100000,0.048000,-0.000000,0.000000,1436
0.1654,33,enc,1,0,-0.0000,0.0000,-0.0000,-0.0283,-0.0975,90.00,83.22,90.0000,14.8500,0.149500,0.100000,0.049500,-0.000000,0.000000,1434
0.1705,34,enc,1,1,-0.0000,0.0000,-0.0000,-0.0286,-0.1416,90.00,83.22,90.0000,15.3000,0.151000,0.100000,0.051000,-0.000000,0.000000,1432
0.1756,35,enc,1,0,-0.0000,0.0000,-0.0000,-0.0286,-0.1416,90.00,83.22,90.0000,15.7500,0.152500,0.100000,0.052500,-0.000000,0.000000,1430
0.1806,36,enc,1,0,-0.0000,0.0000,-0.0000,-0.0286,-0.1416,90.00,83.22,90.0000,16.2000,0.154000,0.100000,0.054000,-0.000000,0.000000,1428
0.1857,37,enc,1,0,-0.0000,0.0000,-0.0000,-0.0286,-0.1416,90.00,83.22,90.0000,16.6500,0.155500,0.100000,0.055500,-0.000000,0.000000,1426
0.1908,38,enc,1,1,-0.0000,0.0000,-0.0000,-0.0283,-0.0975,90.00,83.22,90.0000,17.1000,0.157000,0.100000,0.057000,-0.000000,0.000000,1424
0.1958,39,enc,1,1,-0.0000,0.0000,-0.0000,-0.0289,-0.1808,90.00,83.22,90.0000,17.5500,0.158500,0.100000,0.058500,-0.000000,0.000000,1422
0.2009,40,enc,1,0,-0.0000,0.0000,-0.0000,-0.0289,-0.1808,90.00,83.22,90.0000,18.0000,0.160000,0.100000,0.060000,-0.000000,0.000000,1420
0.2060,41,enc,1,0,-0.0000,0.0000,-0.0000,-0.0289,-0.1808,90.00,83.22,90.0000,18.4500,0.161500,0.100000,0.061500,-0.000000,0.000000,1418
0.2111,42,enc,1,1,-0.0000,0.0000,-0.0000,-0.0735,-0.1805,90.00,83.22,90.0000,18.9000,0.163000,0.100000,0.063000,-0.000000,0.000000,1416
0.2161,43,enc,1,0,-0.0000,0.0000,-0.0000,-0.0735,-0.1805,90.00,83.22,90.0000,19.3500,0.164500,0.100000,0.064500,-0.000000,0.000000,1414
0.2212,44,enc,1,0,-0.0000,0.0000,-0.0000,-0.0735,-0.1805,90.00,83.22,90.0000,19.8000,0.166000,0.100000,0.066000,-0.000000,0.000000,1412
0.2263,45,enc,1,0,-0.0000,0.0000,-0.0000,-0.0735,-0.1805,90.00,83.22,90.0000,20.2500,0.167500,0.100000,0.067500,-0.000000,0.000000,1412
0.2313,46,enc,1,0,-0.0000,0.0000,-0.0000,-0.0735,-0.1805,90.00,83.22,90.0000,20.7000,0.169000,0.100000,0.069000,-0.000000,0.000000,1411
0.2364,47,enc,1,0,-0.0000,0.0000,-0.0000,-0.0735,-0.1805,90.00,83.22,90.0000,21.1500,0.170500,0.100000,0.070500,-0.000000,0.000000,1411
0.2415,48,enc,1,0,-0.0000,0.0000,-0.0000,-0.0735,-0.1805,90.00,83.22,90.0000,21.6000,0.172000,0.100000,0.072000,-0.000000,0.000000,1410
0.2466,49,enc,1,0,-0.0000,0.0000,-0.0000,-0.0735,-0.1805,90.00,83.22,90.0000,22.0500,0.173500,0.100000,0.073500,-0.000000,0.000000,1409
0.2516,50,enc,1,1,-0.0000,0.0000,-0.0000,-0.0739,-0.2246,90.00,83.22,90.0000,22.5000,0.175000,0.100000,0.075000,-0.000000,0.000000,1409
0.2567,51,enc,1,1,-0.0000,0.0000,-0.0000,-0.0738,-0.2197,90.00,83.22,90.0000,22.9500,0.176500,0.100000,0.076500,-0.000000,0.000000,1408
0.2618,52,enc,1,1,-0.0000,0.0000,-0.0000,-0.0742,-0.2639,90.00,83.22,90.0000,23.4000,0.178000,0.100000,0.078000,-0.000000,0.000000,1408
0.2668,53,enc,1,1,-0.0000,0.0000,-0.0000,-0.0738,-0.2197,90.00,83.22,90.0000,23.8500,0.179500,0.100000,0.079500,-0.000000,0.000000,1407
