t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0166,-0.0000,-0.0000,90.00,90.0166,0.730018,0.100018,0.000000,0.630000,1201,88.6785
0.0201,2,-0.0166,-0.0000,-0.0000,90.00,90.0166,0.730018,0.100018,0.000000,0.630000,1201,88.6785
0.0402,3,-0.0166,-0.0000,-0.0000,90.00,90.0166,0.730018,0.100018,0.000000,0.630000,1201,88.6785
0.0603,4,-0.0166,-0.0000,-0.0000,90.00,90.0166,0.730018,0.100018,0.000000,0.630000,1201,88.6785
0.0804,5,-0.0166,-0.0000,-0.0000,90.00,90.0166,0.730018,0.100018,0.000000,0.630000,1201,88.6785
0.1005,6,-0.0166,-0.0000,-0.0000,90.00,90.0166,0.730018,0.100018,0.000000,0.630000,1201,88.6785
0.1206,7,-0.0166,-0.0000,-0.0000,90.00,90.0166,0.730018,0.100018,0.000000,0.630000,1201,88.6785
0.1407,8,-0.0166,-0.0000,-0.0000,90.00,90.0166,0.730018,0.100018,0.000000,0.630000,1201,88.6785
0.1608,9,-0.0165,-0.0000,0.1119,90.00,90.0165,0.729894,0.100018,-0.000124,0.630000,1201,88.6784
0.1809,10,-0.0165,-0.0000,0.1119,90.00,90.0165,0.729894,0.100018,-0.000124,0.630000,1201,88.6784
0.2010,11,-0.0215,-0.0000,0.1119,90.00,90.0215,0.729900,0.100024,-0.000124,0.630000,1201,88.6834
0.2211,12,-0.0215,0.1800,0.8952,90.00,90.0215,0.729029,0.100024,-0.000995,0.630000,1201,88.6834
0.2412,13,-0.0215,0.1800,0.8952,90.00,90.0215,0.729029,0.100024,-0.000995,0.630000,1201,88.6834
0.2614,14,-0.0464,0.1800,1.7905,90.00,90.0464,0.728062,0.100052,-0.001989,0.630000,1201,88.7083
0.2815,15,-0.0464,0.3600,1.7905,90.00,90.0464,0.728062,0.100052,-0.001989,0.630000,1201,88.7083
0.3015,16,-0.3988,0.5400,1.7905,90.00,90.3988,0.728454,0.100443,-0.001989,0.630000,1201,89.0607
0.3216,17,-0.3988,0.9000,8.5048,90.00,90.3988,0.720993,0.100443,-0.009450,0.630000,1204,89.0607
0.3417,18,-0.3988,1.4400,8.5048,90.00,90.3988,0.720993,0.100443,-0.009450,0.630000,1204,89.0607
0.3618,19,-1.3381,2.7000,40.5099,90.00,91.3381,0.686476,0.101487,-0.045011,0.630000,1217,90.0000
0.3820,20,-1.3381,3.7800,40.5099,90.00,91.3381,0.686476,0.101487,-0.045011,0.630000,1217,90.0000
0.4021,21,1.4265,5.5800,107.3177,90.00,88.5735,0.609173,0.098415,-0.119242,0.630000,1246,87.2354
0.4222,22,1.4265,7.7400,107.3177,90.00,88.5735,0.609173,0.098415,-0.119242,0.630000,1246,87.2354
0.4423,23,1.4265,9.9000,107.3177,90.00,88.5735,0.609173,0.098415,-0.119242,0.630000,1246,87.2354
0.4623,24,7.8515,12.9600,169.3135,90.00,82.1485,0.533150,0.091276,-0.188126,0.630000,1275,80.8104
0.4824,25,7.8515,14.5800,169.3135,90.00,82.1485,0.533150,0.091276,-0.188126,0.630000,1275,80.8104
0.5025,26,17.0672,17.6400,215.9782,90.00,72.9328,0.471061,0.081036,-0.239976,0.630000,1298,71.5947
0.5226,27,17.0672,20.3400,215.9782,90.00,72.9328,0.471061,0.081036,-0.239976,0.630000,1298,71.5947
0.5427,28,17.0672,22.6800,215.9782,90.00,72.9328,0.471061,0.081036,-0.239976,0.630000,1298,71.5947
0.5628,29,28.2525,25.5600,236.4570,90.00,61.7475,0.435878,0.068608,-0.262730,0.630000,1311,60.4094
0.5829,30,28.2525,27.7200,236.4570,90.00,61.7475,0.435878,0.068608,-0.262730,0.630000,1311,60.4094
0.6030,31,40.0866,31.1400,240.0380,90.00,49.9134,0.418751,0.055459,-0.266709,0.630000,1317,48.5753
0.6231,32,40.0866,33.1200,240.0380,90.00,49.9134,0.418751,0.055459,-0.266709,0.630000,1317,48.5753
0.6432,33,40.0866,35.6400,240.0380,90.00,49.9134,0.418751,0.055459,-0.266709,0.630000,1317,48.5753
0.6633,34,51.6022,38.1600,213.2925,90.00,38.3978,0.435673,0.042664,-0.236992,0.630000,1311,37.0597
0.6834,35,51.6022,39.9600,213.2925,90.00,38.3978,0.435673,0.042664,-0.236992,0.630000,1311,37.0597
0.7035,36,61.6605,43.5600,176.9231,90.00,28.3395,0.464907,0.031488,-0.196581,0.630000,1300,27.0015
0.7236,37,61.6605,45.3600,176.9231,90.00,28.3395,0.464907,0.031488,-0.196581,0.630000,1300,27.0015
0.7437,38,61.6605,46.9800,176.9231,90.00,28.3395,0.464907,0.031488,-0.196581,0.630000,1300,18.7157
0.7639,39,69.9462,49.5000,137.7561,90.00,20.0538,0.499220,0.022282,-0.153062,0.630000,1287,18.7157
0.7840,40,69.9462,51.4800,137.7561,90.00,20.0538,0.499220,0.022282,-0.153062,0.630000,1287,18.7157
0.8041,41,76.2721,54.0000,97.5819,90.00,13.7279,0.536829,0.015253,-0.108424,0.630000,1273,12.3898
0.8241,42,76.2721,55.0800,97.5819,90.00,13.7279,0.536829,0.015253,-0.108424,0.630000,1273,12.3898
0.8442,43,80.5697,56.7000,97.5819,90.00,9.4303,0.532054,0.010478,-0.108424,0.630000,1275,8.0922
0.8643,44,80.5697,57.7800,55.1696,90.00,9.4303,0.579179,0.010478,-0.061300,0.630000,1257,8.0922
0.8844,45,80.5697,58.5000,55.1696,90.00,9.4303,0.579179,0.010478,-0.061300,0.630000,1257,8.0922
0.9045,46,82.9105,59.2200,36.3694,90.00,7.0895,0.597467,0.007877,-0.040410,0.630000,1250,5.7514
0.9246,47,82.9105,59.5800,36.3694,90.00,7.0895,0.597467,0.007877,-0.040410,0.630000,1250,5.7514
0.9447,48,84.1286,59.7600,36.3694,90.00,5.8714,0.596113,0.006524,-0.040410,0.630000,1251,4.5333
0.9648,49,84.1286,59.7600,8.1691,90.00,5.8714,0.627447,0.006524,-0.009077,0.630000,1239,4.5333
0.9849,50,84.1286,59.7600,8.1691,90.00,5.8714,0.627447,0.006524,-0.009077,0.630000,1239,4.5333
1.0050,51,84.2405,59.4000,-9.2882,90.00,5.7595,0.646720,0.006399,0.010320,0.630000,1232,4.4214
1.0251,52,84.2405,59.2200,-9.2882,90.00,5.7595,0.646720,0.006399,0.010320,0.630000,1232,4.4214
