t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,1,-0.0000,0.0000,-0.0000,0.0574,0.3582,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1498
0.0142,2,enc,1,0,-0.0000,0.0000,-0.0000,0.0574,0.3582,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1496
0.0193,3,enc,1,0,-0.0000,0.0000,-0.0000,0.0574,0.3582,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1494
0.0244,4,enc,1,1,-0.0000,0.0000,-0.0000,0.033,0.3174,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1492
0.0295,5,enc,1,0,-0.0000,0.0000,-0.0000,0.033,0.3174,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1490
0.0346,6,enc,1,1,-0.0000,0.0000,-0.0000,0.0603,0.3186,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1488
0.0397,7,enc,1,0,-0.0000,0.0000,-0.0000,0.0603,0.3186,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1486
0.0448,8,enc,1,0,-0.0000,0.0000,-0.0000,0.0603,0.3186,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1484
0.0499,9,enc,1,1,-0.0000,0.0000,-0.0000,0.0616,0.3014,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1482
0.0550,10,enc,1,1,-0.0000,0.0000,-0.0000,0.0343,0.3002,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1480
0.0601,11,enc,1,1,-0.0000,0.0000,-0.0000,0.0576,0.2697,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1478
0.0652,12,enc,1,0,-0.0000,0.0000,-0.0000,0.0576,0.2697,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1476
0.0703,13,enc,1,1,-0.0000,0.0000,-0.0000,0.0343,0.3002,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1474
0.0754,14,enc,1,0,-0.0000,0.0000,-0.0000,0.0343,0.3002,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1472
0.0805,15,enc,1,0,-0.0000,0.0000,-0.0000,0.0343,0.3002,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1470
0.0856,16,enc,1,1,-0.0000,0.0000,-0.0000,0.0576,0.2697,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1468
0.0907,17,enc,1,0,-0.0000,0.0000,-0.0000,0.0576,0.2697,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1466
0.0958,18,enc,1,0,-0.0000,0.0000,-0.0000,0.0576,0.2697,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1464
0.1009,19,enc,1,0,-0.0000,0.0000,-0.0000,0.0576,0.2697,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1462
0.1061,20,enc,1,0,-0.0000,0.0000,-0.0000,0.0576,0.2697,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1460
0.1111,21,enc,1,0,-0.0000,0.0000,-0.0000,0.0576,0.2697,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1458
0.1162,22,enc,1,0,-0.0000,0.0000,-0.0000,0.0576,0.2697,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1456
0.1213,23,enc,1,1,-0.0000,0.0000,-0.0000,0.0605,0.2303,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1454
0.1264,24,enc,1,1,-0.0000,0.0000,-0.0000,0.0592,0.2475,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1452
0.1315,25,enc,1,0,-0.0000,0.0000,-0.0000,0.0592,0.2475,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1450
0.1366,26,enc,1,1,-0.0000,0.0000,-0.0000,0.062,0.208,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1448
0.1417,27,enc,1,0,-0.0000,0.0000,-0.0000,0.062,0.208,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1446
0.1467,28,enc,1,1,-0.0000,0.0000,-0.0000,0.0347,0.2067,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1444
0.1518,29,enc,1,1,-0.0000,0.0000,-0.0000,0.058,0.1763,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1442
0.1569,30,enc,1,0,-0.0000,0.0000,-0.0000,0.058,0.1763,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1440
0.1620,31,enc,1,0,-0.0000,0.0000,-0.0000,0.058,0.1763,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1438
0.1671,32,enc,1,0,-0.0000,0.0000,-0.0000,0.058,0.1763,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1436
0.1722,33,enc,1,1,-0.0000,0.0000,-0.0000,0.0596,0.154,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1434
0.1772,34,enc,1,0,-0.0000,0.0000,-0.0000,0.0596,0.154,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1432
0.1823,35,enc,1,0,-0.0000,0.0000,-0.0000,0.0596,0.154,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1430
0.1874,36,enc,1,0,-0.0000,0.0000,-0.0000,0.0596,0.154,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1428
0.1924,37,enc,1,0,-0.0000,0.0000,-0.0000,0.0596,0.154,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1426
0.1975,38,enc,1,1,-0.0000,0.0000,-0.0000,0.0322,0.1527,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1424
0.2026,39,enc,1,1,-0.0000,0.0000,-0.0000,0.0569,0.105,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1422
0.2077,40,enc,1,1,-0.0000,0.0000,-0.0000,0.0584,0.0828,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1420
0.2127,41,enc,1,0,-0.0000,0.0000,-0.0000,0.0584,0.0828,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1418
0.2178,42,enc,1,0,-0.0000,0.0000,-0.0000,0.0584,0.0828,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1416
0.2229,43,enc,1,0,-0.0000,0.0000,-0.0000,0.0584,0.0828,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1414
0.2280,44,enc,1,0,-0.0000,0.0000,-0.0000,0.0584,0.0828,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1412
0.2330,45,enc,1,1,-0.0000,0.0000,-0.0000,0.0311,0.0815,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1410
0.2381,46,enc,1,0,-0.0000,0.0000,-0.0000,0.0311,0.0815,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1408
0.2432,47,enc,1,1,-0.0000,0.0000,-0.0000,0.0544,0.0509,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1406
0.2482,48,enc,1,0,-0.0000,0.0000,-0.0000,0.0544,0.0509,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1404
0.2533,49,enc,1,0,-0.0000,0.0000,-0.0000,0.0544,0.0509,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1402
0.2584,50,enc,1,1,-0.0000,0.0000,-0.0000,0.0557,0.0338,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1400
0.2635,51,enc,1,0,-0.0000,0.0000,-0.0000,0.0557,0.0338,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1398
0.2685,52,enc,1,0,-0.0000,0.0000,-0.0000,0.0557,0.0338,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1396
0.2736,53,enc,1,0,-0.0000,0.0000,-0.0000,0.0557,0.0338,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1394
0.2787,54,enc,1,0,-0.0000,0.0000,-0.0000,0.0557,0.0338,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1392
0.2838,55,enc,1,1,-0.0000,0.0000,-0.0000,0.0571,0.0166,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1390
0.2889,56,enc,1,0,-0.0000,0.0000,-0.0000,0.0571,0.0166,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1388
0.2939,57,enc,1,0,-0.0000,0.0000,-0.0000,0.0571,0.0166,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1386
0.2990,58,enc,1,0,-0.0000,0.0000,-0.0000,0.0571,0.0166,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1384
0.3041,59,enc,1,1,-0.0000,0.0000,-0.0000,0.0586,-0.0056,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1382
0.3091,60,enc,1,1,-0.0000,0.0000,-0.0000,0.06,-0.0227,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1380
0.3142,61,enc,1,0,-0.0000,0.0000,-0.0000,0.06,-0.0227,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1378
0.3193,62,enc,1,1,-0.0000,0.0000,-0.0000,0.0586,-0.0056,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1376
0.3243,63,enc,1,1,-0.0000,0.0000,-0.0000,0.06,-0.0227,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1374
0.3294,64,enc,1,0,-0.0000,0.0000,-0.0000,0.06,-0.0227,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1372
0.3345,65,enc,1,0,-0.0000,0.0000,-0.0000,0.06,-0.0227,20.00,78.83,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.839931,1370
