t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0102,2,imu,1,0.0106,-0.0000,-0.0000,0.0106,0.0243,90.00,85.37,89.9894,0.0000,0.550000,0.799906,0.003046,0.000000,0.000000,1480
0.1342,26,imu,1,-0.0403,-0.0000,-0.0000,-0.0403,0.0394,90.00,85.37,90.0403,0.0000,0.550000,0.800358,0.037217,0.000000,0.000000,1460
0.1797,35,imu,1,0.0106,-0.0000,-0.0000,0.0106,0.0243,90.00,85.37,89.9894,0.0000,0.550000,0.799906,0.013673,0.000000,0.000000,1440
0.3632,71,imu,1,-0.0403,-0.0000,-0.0000,-0.0403,0.0394,90.00,85.37,90.0403,0.0000,0.550000,0.800358,0.055049,0.000000,0.000000,1420
0.3986,78,imu,1,0.0148,-0.0000,-0.0000,0.0148,-0.0364,90.00,85.37,89.9852,0.0000,0.550000,0.799869,0.010636,0.000000,0.000000,1400
0.4037,79,imu,1,0.0444,-0.0000,-0.0000,0.0444,-0.1194,90.00,85.37,89.9556,0.0000,0.550000,0.799605,0.001518,0.000000,0.000000,1380
0.4088,80,imu,1,0.0122,0.1119,-0.0000,0.0122,-0.1431,90.00,85.37,89.9878,0.0000,0.550000,0.799892,0.001527,-0.000622,0.000000,1360
0.4138,81,imu,1,0.0444,0.6714,-0.0000,0.0444,-0.1194,90.00,85.37,89.9556,0.0000,0.550000,0.799605,0.001519,-0.003730,0.000000,1340
0.4240,83,imu,1,-0.0060,0.4476,-0.0000,-0.006,-0.1043,90.00,85.37,90.0060,0.0000,0.550000,0.800054,0.003044,-0.002487,0.000000,1320
0.4291,84,imu,1,0.0164,0.5595,-0.0000,0.0164,-0.2035,90.00,85.37,89.9836,0.0000,0.550000,0.799854,0.001530,-0.003108,0.000000,1300
0.4341,85,imu,1,0.0486,0.6714,-0.0000,0.0486,-0.1797,90.00,85.37,89.9514,0.0000,0.550000,0.799568,0.001518,-0.003730,0.000000,1280
0.4392,86,imu,1,-0.0018,0.2238,-0.0000,-0.0018,-0.1646,90.00,85.37,90.0018,0.0000,0.550000,0.800016,0.001520,-0.001243,0.000000,1268
0.4443,87,imu,1,0.0206,0.8952,-0.0000,0.0206,-0.2636,90.00,85.37,89.9794,0.0000,0.550000,0.799817,0.001533,-0.004974,0.000000,1268
0.4547,89,imu,1,0.0248,0.8952,-0.0000,0.0248,-0.2997,90.00,85.37,89.9752,0.0000,0.550000,0.799779,0.003126,-0.004974,0.000000,1268
0.4675,91,imu,1,0.0109,1.3429,-0.0000,0.0109,-0.3442,90.00,85.37,89.9891,0.0000,0.550000,0.799903,0.003832,-0.007460,0.000000,1268
0.4777,93,imu,1,0.0220,2.6857,-0.0000,0.022,-0.3571,90.00,85.37,89.9780,0.0000,0.550000,0.799804,0.003042,-0.014921,0.000000,1268
0.4878,95,imu,1,0.0831,2.0143,-0.0000,0.0831,-0.3849,90.00,85.37,89.9169,0.0000,0.550000,0.799261,0.003042,-0.011191,0.000000,1268
0.4980,97,imu,1,0.0912,3.8048,0.1800,0.0912,-0.4713,90.00,85.37,89.9088,0.0000,0.550000,0.799189,0.003040,-0.021138,0.000000,1268
0.5081,99,imu,1,0.1268,6.3786,0.1800,0.1268,-0.4753,90.00,85.37,89.8732,0.0000,0.550000,0.798873,0.003038,-0.035437,0.000000,1268
0.5182,101,imu,1,0.2174,5.9310,0.1800,0.2174,-0.6696,90.00,85.37,89.7826,0.0000,0.550000,0.798067,0.003024,-0.032950,0.000000,1268
0.5233,102,imu,1,0.2940,5.9310,0.1800,0.294,-0.6597,90.00,85.37,89.7060,0.0000,0.550000,0.797387,0.001514,-0.032950,0.000000,1268
0.5283,103,imu,1,0.2743,8.2810,0.3600,0.2743,-0.6618,90.00,85.37,89.7257,0.0000,0.550000,0.797562,0.001519,-0.046006,0.000000,1268
0.5334,104,imu,1,0.3547,9.2882,0.3600,0.3547,-0.7375,90.00,85.37,89.6453,0.0000,0.550000,0.796847,0.001513,-0.051601,0.000000,1268
0.5386,105,imu,1,0.3902,10.6311,0.3600,0.3902,-0.6982,90.00,85.37,89.6098,0.0000,0.550000,0.796531,0.001541,-0.059061,0.000000,1268
0.5436,106,imu,1,0.4464,10.4072,0.5400,0.4464,-0.7494,90.00,85.37,89.5536,0.0000,0.550000,0.796032,0.001516,-0.057818,0.000000,1268
0.5487,107,imu,1,0.5144,13.8763,0.5400,0.5144,-0.7514,90.00,85.37,89.4856,0.0000,0.550000,0.795428,0.001515,-0.077091,0.000000,1268
0.5538,108,imu,1,0.5808,15.5549,0.5400,0.5808,-0.8091,90.00,85.37,89.4192,0.0000,0.550000,0.794837,0.001518,-0.086416,0.000000,1268
0.5589,109,imu,1,0.6229,11.4144,0.7200,0.6229,-0.7271,90.00,85.37,89.3771,0.0000,0.550000,0.794463,0.001512,-0.063413,0.000000,1268
0.5640,110,imu,1,0.6700,15.2192,0.7200,0.67,-0.6488,90.00,85.37,89.3300,0.0000,0.550000,0.794044,0.001515,-0.084551,0.000000,1268
0.5772,112,imu,1,0.9283,19.5835,1.0800,0.9283,-0.629,90.00,85.37,89.0717,0.0000,0.550000,0.791749,0.003921,-0.108797,0.000000,1268
0.5873,114,imu,1,1.1279,16.6740,1.2600,1.1279,-0.5873,90.00,85.37,88.8721,0.0000,0.550000,0.789974,0.003005,-0.092633,0.000000,1268
0.5975,116,imu,1,1.3542,26.9693,1.4400,1.3542,-0.6422,90.00,85.37,88.6458,0.0000,0.550000,0.787963,0.002993,-0.149829,0.000000,1268
0.6076,118,imu,1,1.5061,23.7240,1.8000,1.5061,-0.7386,90.00,85.37,88.4939,0.0000,0.550000,0.786613,0.002991,-0.131800,0.000000,1268
