t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,0,-0.0000,0.0000,-0.0000,-0.0388,0.1224,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1480
0.0090,2,enc,0,-0.0000,0.0000,-0.0000,-0.0388,0.1224,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1460
0.0141,3,enc,0,-0.0000,0.0000,-0.0000,-0.0388,0.1224,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1440
0.0191,4,enc,0,-0.0000,0.0000,-0.0000,-0.0388,0.1224,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1420
0.0242,5,enc,0,-0.0000,0.0000,-0.0000,-0.0388,0.1224,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1400
0.0293,6,enc,1,-0.0000,0.0000,-0.0000,-0.0302,0.1615,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1380
0.0344,7,enc,1,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1360
0.0395,8,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1340
0.0445,9,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1320
0.0496,10,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1300
0.0547,11,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1280
0.0597,12,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1260
0.0648,13,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.0699,14,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.0750,15,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.0819,16,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.0870,17,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.0921,18,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.0972,19,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1023,20,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1073,21,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1124,22,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1175,23,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1226,24,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1276,25,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1327,26,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1378,27,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1428,28,enc,0,-0.0000,0.0000,-0.0000,0.0057,0.2116,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1479,29,enc,1,-0.0000,0.0000,-0.0000,-0.0029,0.1725,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1530,30,enc,0,-0.0000,0.0000,-0.0000,-0.0029,0.1725,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1581,31,enc,0,-0.0000,0.0000,-0.0000,-0.0029,0.1725,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1632,32,enc,0,-0.0000,0.0000,-0.0000,-0.0029,0.1725,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1682,33,enc,1,-0.0000,0.0000,-0.0000,0.0008,0.2163,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1733,34,enc,0,-0.0000,0.0000,-0.0000,0.0008,0.2163,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1784,35,enc,0,-0.0000,0.0000,-0.0000,0.0008,0.2163,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1835,36,enc,0,-0.0000,0.0000,-0.0000,0.0008,0.2163,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1886,37,enc,1,-0.0000,0.0000,-0.0000,0.0127,0.1993,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1936,38,enc,0,-0.0000,0.0000,-0.0000,0.0127,0.1993,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.1987,39,enc,0,-0.0000,0.0000,-0.0000,0.0127,0.1993,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.2038,40,enc,1,-0.0000,0.0000,-0.0000,0.0246,0.1824,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.2089,41,enc,0,-0.0000,0.0000,-0.0000,0.0246,0.1824,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.2139,42,enc,0,-0.0000,0.0000,-0.0000,0.0246,0.1824,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.2190,43,enc,0,-0.0000,0.0000,-0.0000,0.0246,0.1824,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
0.2241,44,enc,0,-0.0000,0.0000,-0.0000,0.0246,0.1824,20.00,82.01,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195622,1250
