t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,-0.1469,-0.5362,20.00,82.18,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.830861,1498
0.0083,2,enc,0,-0.1800,-10.8000,-0.1800,-0.1357,-0.5362,20.00,82.18,20.1800,0.0000,1.000000,0.179378,0.000000,0.084000,0.830861,1496
0.0134,3,enc,1,-0.1800,-7.5600,-0.1800,-0.1319,-0.492,20.00,82.18,20.1800,0.0000,1.000000,0.179378,0.000000,0.058800,0.830861,1494
0.0185,4,enc,1,-0.1800,-5.2920,-0.1800,-0.1281,-0.4478,20.00,82.18,20.1800,0.0000,1.000000,0.179378,0.000000,0.041160,0.830861,1492
0.0236,5,enc,1,-0.1800,-3.7044,-0.1800,-0.0907,-0.3973,20.00,82.18,20.1800,0.0000,1.000000,0.179378,0.000000,0.028812,0.830861,1490
0.0286,6,enc,1,-0.1800,-2.5931,-0.1800,-0.1323,-0.4437,20.00,82.18,20.1800,0.0000,1.000000,0.179378,0.000000,0.020168,0.830861,1488
0.0337,7,enc,1,-0.1800,-1.8152,-0.1800,-0.1285,-0.3997,20.00,82.18,20.1800,0.0000,1.000000,0.179378,0.000000,0.014118,0.830861,1486
0.0388,8,enc,1,-0.1800,-1.2706,-0.1800,-0.0799,-0.3686,20.00,82.18,20.1800,0.0000,1.000000,0.179378,0.000000,0.009883,0.830861,1484
0.0438,9,enc,1,-0.1800,-0.8894,-0.1800,-0.0841,-0.3646,20.00,82.18,20.1800,0.0000,1.000000,0.179378,0.000000,0.006918,0.830861,1482
0.0489,10,enc,0,-0.1800,-0.6226,-0.1800,-0.0841,-0.3646,20.00,82.18,20.1800,0.0000,1.000000,0.179378,0.000000,0.004842,0.830861,1480
