t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0673,-0.0000,0.0111,0.1119,-40.00,77.91,37.91,-39.9327,-0.7987,-0.445401,-0.443697,-0.001331,-0.000373,0.000000,1550,12.1604
0.0201,2,-0.0673,-0.0000,0.0111,0.1119,-40.00,77.91,37.91,-39.9327,-1.5973,-0.446732,-0.443697,-0.002662,-0.000373,0.000000,1600,12.1604
0.0402,3,-0.0644,-0.0000,0.0064,0.1119,-40.00,77.91,37.91,-39.9356,-2.3960,-0.448095,-0.443729,-0.003993,-0.000373,0.000000,1650,12.1575
0.0603,4,-0.0644,-0.0000,0.0064,-0.1119,-40.00,77.91,37.91,-39.9356,-3.1947,-0.448681,-0.443729,-0.005325,0.000373,0.000000,1693,12.1575
0.0804,5,-0.0644,-0.0000,0.0064,-0.1119,-40.00,77.91,37.91,-39.9356,-3.9934,-0.450012,-0.443729,-0.006656,0.000373,0.000000,1693,12.1575
0.1006,6,-0.0640,-0.0000,0.0101,-0.0000,-40.00,77.91,37.91,-39.9360,-4.7922,-0.451720,-0.443733,-0.007987,0.000000,0.000000,1694,12.1572
0.1212,7,-0.0640,-0.0000,0.0101,-0.0000,-40.00,77.91,37.91,-39.9360,-5.5909,-0.453051,-0.443733,-0.009318,0.000000,0.000000,1694,12.1572
0.1414,8,-0.0767,-0.0000,0.0105,-0.0000,-40.00,77.91,37.91,-39.9233,-6.3894,-0.454241,-0.443593,-0.010649,0.000000,0.000000,1695,12.1698
0.1615,9,-0.0767,-0.0000,0.0105,0.1119,-40.00,77.91,37.91,-39.9233,-7.1878,-0.455945,-0.443593,-0.011980,-0.000373,0.000000,1695,12.1698
0.1816,10,-0.0767,-0.0000,0.0105,0.1119,-40.00,77.91,37.91,-39.9233,-7.9863,-0.457276,-0.443593,-0.013310,-0.000373,0.000000,1696,12.1698
0.2017,11,-0.0671,-0.0000,0.0093,0.2238,-40.00,77.91,37.91,-39.9329,-8.7849,-0.459087,-0.443699,-0.014642,-0.000746,0.000000,1697,12.1602
0.2218,12,-0.0671,-0.0000,0.0093,0.2238,-40.00,77.91,37.91,-39.9329,-9.5836,-0.460418,-0.443699,-0.015973,-0.000746,0.000000,1697,12.1602
0.2419,13,-0.0734,-0.0000,0.0095,0.2238,-40.00,77.91,37.91,-39.9266,-10.3821,-0.461678,-0.443629,-0.017304,-0.000746,0.000000,1698,12.1666
0.2620,14,-0.0734,-0.0000,0.0095,-1.0072,-40.00,77.91,37.91,-39.9266,-11.1807,-0.458906,-0.443629,-0.018634,0.003357,0.000000,1697,12.1666
0.2821,15,-0.0734,-0.1800,0.0095,-1.0072,-40.00,77.91,37.91,-39.9266,-11.9792,-0.460237,-0.443629,-0.019965,0.003357,0.000000,1697,12.1666
0.3022,16,-0.1487,-0.1800,0.0112,-3.1334,-40.00,77.91,37.91,-39.8513,-12.7762,-0.453642,-0.442792,-0.021294,0.010445,0.000000,1695,12.2418
0.3223,17,-0.1487,-0.3600,0.0112,-3.1334,-40.00,77.91,37.91,-39.8513,-13.5732,-0.454970,-0.442792,-0.022622,0.010445,0.000000,1695,12.2418
0.3424,18,-0.3979,-0.5400,0.0143,-10.9668,-40.00,77.91,37.91,-39.6021,-14.3653,-0.427410,-0.440024,-0.023942,0.036556,0.000000,1685,12.491
0.3625,19,-0.3979,-0.9000,0.0143,-10.9668,-40.00,77.91,37.91,-39.6021,-15.1573,-0.428730,-0.440024,-0.025262,0.036556,0.000000,1685,12.491
0.3826,20,-0.3979,-1.4400,0.0143,-10.9668,-40.00,77.91,37.91,-39.6021,-15.9494,-0.430050,-0.440024,-0.026582,0.036556,0.000000,1686,12.491
0.4027,21,-1.2381,-2.1600,0.006,-34.2432,-40.00,77.91,37.91,-38.7619,-16.7246,-0.344419,-0.430688,-0.027874,0.114144,0.000000,1654,13.3312
0.4228,22,-1.2381,-3.0600,0.006,-34.2432,-40.00,77.91,37.91,-38.7619,-17.4999,-0.345711,-0.430688,-0.029166,0.114144,0.000000,1654,13.3312
0.4429,23,-3.2804,-4.3200,0.0477,-34.2432,-40.00,77.91,37.91,-36.7196,-18.2342,-0.324242,-0.407996,-0.030390,0.114144,0.000000,1646,15.3735
0.4630,24,-3.2804,-5.5800,0.0477,-62.8911,-40.00,77.91,37.91,-36.7196,-18.9686,-0.229973,-0.407996,-0.031614,0.209637,0.000000,1611,15.3735
0.4831,25,-3.2804,-7.0200,0.0477,-62.8911,-40.00,77.91,37.91,-36.7196,-19.7030,-0.231197,-0.407996,-0.032838,0.209637,0.000000,1611,15.3735
0.5032,26,-6.5775,-9.0000,0.123,-81.3555,-40.00,77.91,37.91,-33.4225,-20.3715,-0.134129,-0.371362,-0.033952,0.271185,0.000000,1575,18.6706
0.5233,27,-6.5775,-10.0800,0.123,-81.3555,-40.00,77.91,37.91,-33.4225,-21.0399,-0.135243,-0.371362,-0.035067,0.271185,0.000000,1575,18.6706
0.5434,28,-10.8837,-12.6000,0.1897,-96.2390,-40.00,77.91,37.91,-29.1163,-21.6223,-0.038754,-0.323514,-0.036037,0.320797,0.000000,1539,22.9769
0.5635,29,-10.8837,-13.6800,0.1897,-96.2390,-40.00,77.91,37.91,-29.1163,-22.2046,-0.039725,-0.323514,-0.037008,0.320797,0.000000,1539,22.9769
0.5836,30,-10.8837,-15.4800,0.1897,-96.2390,-40.00,77.91,37.91,-29.1163,-22.7869,-0.040696,-0.323514,-0.037978,0.320797,0.000000,1540,22.9769
0.6037,31,-15.8419,-17.8200,0.2711,-104.2962,-40.00,77.91,37.91,-24.1581,-23.2701,0.040447,-0.268424,-0.038783,0.347654,0.000000,1490,27.935
0.6238,32,-15.8419,-19.6200,0.2711,-104.2962,-40.00,77.91,37.91,-24.1581,-23.7532,0.039642,-0.268424,-0.039589,0.347654,0.000000,1460,27.935
0.6438,33,-21.0521,-21.7800,0.3461,-103.8486,-40.00,77.91,37.91,-18.9479,-24.1322,0.095410,-0.210532,-0.040220,0.346162,0.000000,1439,33.1453
0.6639,34,-21.0521,-23.7600,0.3461,-103.8486,-40.00,77.91,37.91,-18.9479,-24.5111,0.094778,-0.210532,-0.040852,0.346162,0.000000,1439,33.1453
