t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0477,-0.0000,-0.0000,45.00,44.9523,0.700485,0.049947,0.000000,0.650538,1212,88.7661
0.0201,2,0.0477,-0.0000,-0.0000,45.00,44.9523,0.700485,0.049947,0.000000,0.650538,1212,88.7661
0.0402,3,0.0477,-0.0000,-0.0000,45.00,44.9523,0.700485,0.049947,0.000000,0.650538,1212,88.7661
0.0602,4,0.0477,-0.0000,-0.0000,45.00,44.9523,0.700485,0.049947,0.000000,0.650538,1212,88.7661
0.0803,5,0.0477,-0.0000,-0.0000,45.00,44.9523,0.700485,0.049947,0.000000,0.650538,1212,88.7661
0.1004,6,0.0477,-0.0000,-0.0000,45.00,44.9523,0.700485,0.049947,0.000000,0.650538,1212,88.7661
0.1205,7,0.0477,-0.0000,-0.0000,45.00,44.9523,0.700485,0.049947,0.000000,0.650538,1212,88.7661
0.1406,8,-0.2116,-0.0000,-0.0000,45.00,45.2116,0.700773,0.050235,0.000000,0.650538,1212,89.0254
0.1607,9,-0.2116,-0.0000,-0.0000,45.00,45.2116,0.700773,0.050235,0.000000,0.650538,1212,89.0254
0.1807,10,0.0477,-0.0000,-0.0000,45.00,44.9523,0.700485,0.049947,0.000000,0.650538,1212,88.7661
0.2008,11,0.0477,-0.0000,-0.0000,45.00,44.9523,0.700485,0.049947,0.000000,0.650538,1212,88.7661
0.2209,12,0.0477,-0.0000,-0.0000,45.00,44.9523,0.700485,0.049947,0.000000,0.650538,1212,88.7661
0.2410,13,0.0524,-0.0000,0.6714,45.00,44.9476,0.699734,0.049942,-0.000746,0.650538,1212,88.7614
0.2611,14,0.0524,-0.0000,0.6714,45.00,44.9476,0.699734,0.049942,-0.000746,0.650538,1212,88.7614
0.2812,15,0.0198,-0.0000,0.6714,45.00,44.9802,0.699770,0.049978,-0.000746,0.650538,1212,88.7940
0.3012,16,0.0198,-0.0000,4.2524,45.00,44.9802,0.695791,0.049978,-0.004725,0.650538,1214,88.7940
0.3213,17,0.0198,0.1800,4.2524,45.00,44.9802,0.695791,0.049978,-0.004725,0.650538,1214,88.7940
0.3414,18,-0.4231,0.7200,16.7859,45.00,45.4231,0.682357,0.050470,-0.018651,0.650538,1219,89.2369
0.3615,19,-0.4231,1.2600,16.7859,45.00,45.4231,0.682357,0.050470,-0.018651,0.650538,1219,89.2369
0.3815,20,-0.5628,2.5200,59.4220,45.00,45.5628,0.635139,0.050625,-0.066024,0.650538,1236,89.3766
0.4016,21,-0.5628,3.9600,59.4220,45.00,45.5628,0.635139,0.050625,-0.066024,0.650538,1236,89.3766
0.4217,22,-0.5628,5.5800,59.4220,45.00,45.5628,0.635139,0.050625,-0.066024,0.650538,1236,89.3766
0.4418,23,2.9885,8.6400,112.3534,45.00,42.0115,0.572381,0.046679,-0.124837,0.650538,1260,85.8253
0.4618,24,2.9885,10.8000,112.3534,45.00,42.0115,0.572381,0.046679,-0.124837,0.650538,1260,85.8253
0.4819,25,9.4907,13.8600,168.8659,45.00,35.5093,0.502364,0.039455,-0.187629,0.650538,1286,79.3231
0.5020,26,9.4907,16.0200,168.8659,45.00,35.5093,0.502364,0.039455,-0.187629,0.650538,1286,79.3231
0.5221,27,9.4907,18.5400,168.8659,45.00,35.5093,0.502364,0.039455,-0.187629,0.650538,1286,79.3231
0.5422,28,18.5428,21.6000,208.1448,45.00,26.4572,0.448663,0.029397,-0.231272,0.650538,1306,70.2710
0.5622,29,18.5428,24.1200,208.1448,45.00,26.4572,0.448663,0.029397,-0.231272,0.650538,1306,70.2710
0.5823,30,29.1194,27.3600,225.6021,45.00,15.8806,0.417514,0.017645,-0.250669,0.650538,1318,59.6944
0.6024,31,29.1194,29.5200,225.6021,45.00,15.8806,0.417514,0.017645,-0.250669,0.650538,1318,59.6944
0.6225,32,40.2236,32.4000,225.6021,45.00,4.7764,0.405176,0.005307,-0.250669,0.650538,1323,48.5902
0.6425,33,40.2236,35.2800,216.5378,45.00,4.7764,0.415248,0.005307,-0.240598,0.650538,1319,48.5902
0.6626,34,40.2236,37.8000,216.5378,45.00,4.7764,0.415248,0.005307,-0.240598,0.650538,1319,48.5902
0.6827,35,50.7185,41.5800,189.2327,45.00,-5.7185,0.433926,-0.006354,-0.210259,0.650538,1312,38.0953
0.7028,36,50.7185,44.2800,189.2327,45.00,-5.7185,0.433926,-0.006354,-0.210259,0.650538,1312,38.0953
0.7230,37,59.8161,46.9800,189.2327,45.00,-14.8161,0.423817,-0.016462,-0.210259,0.650538,1316,28.9977
0.7431,38,59.8161,49.5000,158.2348,45.00,-14.8161,0.458259,-0.016462,-0.175816,0.650538,1303,28.9977
0.7631,39,59.8161,52.0200,158.2348,45.00,-14.8161,0.458259,-0.016462,-0.175816,0.650538,1303,28.9977
0.7832,40,67.1861,54.7200,121.4178,45.00,-22.1861,0.490978,-0.024651,-0.134909,0.650538,1290,21.6277
0.8033,41,67.1861,56.3400,121.4178,45.00,-22.1861,0.490978,-0.024651,-0.134909,0.650538,1290,21.6277
0.8234,42,72.5824,58.1400,121.4178,45.00,-27.5824,0.484982,-0.030647,-0.134909,0.650538,1293,16.2314
0.8435,43,72.5824,59.7600,82.1389,45.00,-27.5824,0.528626,-0.030647,-0.091265,0.650538,1276,16.2314
0.8635,44,72.5824,60.6600,82.1389,45.00,-27.5824,0.528626,-0.030647,-0.091265,0.650538,1276,16.2314
0.8836,45,76.0234,61.5600,36.2575,45.00,-31.0234,0.575782,-0.034470,-0.040286,0.650538,1259,12.7904
0.9037,46,76.0234,62.1000,36.2575,45.00,-31.0234,0.575782,-0.034470,-0.040286,0.650538,1259,12.7904
0.9237,47,77.8937,62.2800,36.2575,45.00,-32.8937,0.573704,-0.036549,-0.040286,0.650538,1259,10.9201
0.9438,48,77.8937,62.4600,14.4359,45.00,-32.8937,0.597950,-0.036549,-0.016040,0.650538,1250,10.9201
0.9639,49,77.8937,62.4600,14.4359,45.00,-32.8937,0.597950,-0.036549,-0.016040,0.650538,1250,10.9201
0.9840,50,78.1399,62.1000,-9.5120,45.00,-33.1399,0.624285,-0.036822,0.010569,0.650538,1240,10.6739
1.0041,51,78.1399,61.9200,-9.5120,45.00,-33.1399,0.624285,-0.036822,0.010569,0.650538,1240,10.6739
1.0241,52,77.4234,61.3800,-9.5120,45.00,-32.4234,0.625081,-0.036026,0.010569,0.650538,1240,11.3904
1.0442,53,77.4234,60.8400,-25.0669,45.00,-32.4234,0.642364,-0.036026,0.027852,0.650538,1234,11.3904
1.0643,54,77.4234,60.3000,-25.0669,45.00,-32.4234,0.642364,-0.036026,0.027852,0.650538,1234,11.3904
1.0844,55,76.0380,59.5800,-32.0051,45.00,-31.0380,0.651613,-0.034487,0.035561,0.650538,1230,12.7758
1.1044,56,76.0380,58.8600,-32.0051,45.00,-31.0380,0.651613,-0.034487,0.035561,0.650538,1230,12.7758
1.1245,57,74.3406,58.1400,-32.0051,45.00,-29.3406,0.653499,-0.032601,0.035561,0.650538,1229,14.4732
1.1446,58,74.3406,57.4200,-34.1313,45.00,-29.3406,0.655861,-0.032601,0.037924,0.650538,1229,14.4732
1.1647,59,74.3406,56.8800,-34.1313,45.00,-29.3406,0.655861,-0.032601,0.037924,0.650538,1229,14.4732
1.1847,60,72.6538,56.1600,-30.2146,45.00,-27.6538,0.653383,-0.030726,0.033572,0.650538,1229,16.1600
1.2048,61,72.6538,55.6200,-30.2146,45.00,-27.6538,0.653383,-0.030726,0.033572,0.650538,1229,16.1600
1.2249,62,71.1760,55.0800,-30.2146,45.00,-26.1760,0.655026,-0.029084,0.033572,0.650538,1229,17.6378
1.2450,63,71.1760,54.7200,-25.0669,45.00,-26.1760,0.649306,-0.029084,0.027852,0.650538,1231,17.6378
1.2650,64,71.1760,54.3600,-25.0669,45.00,-26.1760,0.649306,-0.029084,0.027852,0.650538,1231,17.6378
1.2851,65,70.0637,54.0000,-17.6811,45.00,-25.0637,0.642335,-0.027849,0.019646,0.650538,1234,18.7501
1.3052,66,70.0637,53.8200,-17.6811,45.00,-25.0637,0.642335,-0.027849,0.019646,0.650538,1234,18.7501
1.3253,67,69.3329,53.4600,-17.6811,45.00,-24.3329,0.643147,-0.027037,0.019646,0.650538,1233,19.4809
1.3453,68,69.3329,53.4600,-8.2810,45.00,-24.3329,0.632703,-0.027037,0.009201,0.650538,1237,19.4809
1.3654,69,69.3329,53.2800,-8.2810,45.00,-24.3329,0.632703,-0.027037,0.009201,0.650538,1237,19.4809
1.3855,70,69.0067,53.2800,-1.9024,45.00,-24.0067,0.625978,-0.026674,0.002114,0.650538,1240,19.8071
1.4056,71,69.0067,53.2800,-1.9024,45.00,-24.0067,0.625978,-0.026674,0.002114,0.650538,1240,19.8071
1.4256,72,68.9655,53.2800,-1.9024,45.00,-23.9655,0.626024,-0.026628,0.002114,0.650538,1240,19.8483
1.4457,73,68.9655,53.4600,2.2381,45.00,-23.9655,0.621423,-0.026628,-0.002487,0.650538,1241,19.8483
1.4658,74,68.9655,53.4600,2.2381,45.00,-23.9655,0.621423,-0.026628,-0.002487,0.650538,1241,19.8483
1.4858,75,69.0924,53.6400,4.1405,45.00,-24.0924,0.619168,-0.026769,-0.004601,0.650538,1242,19.7214
1.5059,76,69.0924,53.6400,4.1405,45.00,-24.0924,0.619168,-0.026769,-0.004601,0.650538,1242,19.7214
1.5260,77,69.3277,53.6400,4.1405,45.00,-24.3277,0.618907,-0.027031,-0.004601,0.650538,1242,19.4861
1.5461,78,69.3277,53.8200,4.3643,45.00,-24.3277,0.618658,-0.027031,-0.004849,0.650538,1243,19.4861
1.5661,79,69.3277,53.8200,4.3643,45.00,-24.3277,0.618658,-0.027031,-0.004849,0.650538,1243,19.4861
1.5862,80,69.5543,54.0000,5.3715,45.00,-24.5543,0.617287,-0.027283,-0.005968,0.650538,1243,19.2595
1.6063,81,69.5543,54.0000,5.3715,45.00,-24.5543,0.617287,-0.027283,-0.005968,0.650538,1243,19.2595
1.6264,82,69.7600,54.1800,5.3715,45.00,-24.7600,0.617059,-0.027511,-0.005968,0.650538,1243,19.0538
1.6464,83,69.7600,54.1800,3.5810,45.00,-24.7600,0.619048,-0.027511,-0.003979,0.650538,1242,19.0538
1.6665,84,69.7600,54.1800,3.5810,45.00,-24.7600,0.619048,-0.027511,-0.003979,0.650538,1242,19.0538
1.6866,85,69.9097,54.3600,1.7905,45.00,-24.9097,0.620871,-0.027677,-0.001989,0.650538,1242,18.9041
1.7067,86,69.9097,54.3600,1.7905,45.00,-24.9097,0.620871,-0.027677,-0.001989,0.650538,1242,18.9041
1.7268,87,70.0094,54.3600,1.7905,45.00,-25.0094,0.620761,-0.027788,-0.001989,0.650538,1242,18.8044
1.7468,88,70.0094,54.3600,0.3357,45.00,-25.0094,0.622377,-0.027788,-0.000373,0.650538,1241,18.8044
1.7669,89,70.0094,54.3600,0.3357,45.00,-25.0094,0.622377,-0.027788,-0.000373,0.650538,1241,18.8044
1.7870,90,70.0228,54.3600,-1.4548,45.00,-25.0228,0.624352,-0.027803,0.001616,0.650538,1240,18.7910
1.8071,91,70.0228,54.3600,-1.4548,45.00,-25.0228,0.624352,-0.027803,0.001616,0.650538,1240,18.7910
1.8272,92,69.9801,54.3600,-1.4548,45.00,-24.9801,0.624399,-0.027756,0.001616,0.650538,1240,18.8337
1.8472,93,69.9801,54.1800,-2.0143,45.00,-24.9801,0.625021,-0.027756,0.002238,0.650538,1240,18.8337
1.8673,94,69.9801,54.1800,-2.0143,45.00,-24.9801,0.625021,-0.027756,0.002238,0.650538,1240,18.8337
1.8874,95,70.1443,54.1800,-2.5738,45.00,-25.1443,0.625460,-0.027938,0.002860,0.650538,1240,18.6694
1.9075,96,70.1443,54.0000,-2.5738,45.00,-25.1443,0.625460,-0.027938,0.002860,0.650538,1240,18.6694
1.9276,97,70.0801,54.0000,-2.5738,45.00,-25.0801,0.625531,-0.027867,0.002860,0.650538,1240,18.7337
1.9476,98,70.0801,53.8200,-3.9167,45.00,-25.0801,0.627023,-0.027867,0.004352,0.650538,1239,18.7337
1.9677,99,70.0801,53.8200,-3.9167,45.00,-25.0801,0.627023,-0.027867,0.004352,0.650538,1239,18.7337
1.9878,100,69.9392,53.6400,-3.9167,45.00,-24.9392,0.627180,-0.027710,0.004352,0.650538,1239,18.8746
2.0079,101,69.9392,53.6400,-3.9167,45.00,-24.9392,0.627180,-0.027710,0.004352,0.650538,1239,18.8746
2.0280,102,69.8178,53.4600,-3.9167,45.00,-24.8178,0.627315,-0.027575,0.004352,0.650538,1239,18.9960
2.0481,103,69.8178,53.4600,-2.6857,45.00,-24.8178,0.625947,-0.027575,0.002984,0.650538,1240,18.9960
2.0682,104,69.8178,53.4600,-2.6857,45.00,-24.8178,0.625947,-0.027575,0.002984,0.650538,1240,18.9960
2.0883,105,69.7976,53.4600,-1.4548,45.00,-24.7976,0.624602,-0.027553,0.001616,0.650538,1240,19.0162
2.1083,106,69.7976,53.2800,-1.4548,45.00,-24.7976,0.624602,-0.027553,0.001616,0.650538,1240,19.0162
2.1284,107,69.7771,53.2800,-1.4548,45.00,-24.7771,0.624625,-0.027530,0.001616,0.650538,1240,19.0367
2.1485,108,69.7771,53.2800,-1.0072,45.00,-24.7771,0.624127,-0.027530,0.001119,0.650538,1240,19.0367
2.1686,109,69.7771,53.2800,-1.0072,45.00,-24.7771,0.624127,-0.027530,0.001119,0.650538,1240,19.0367
2.1886,110,69.7701,53.2800,-1.4548,45.00,-24.7701,0.624632,-0.027522,0.001616,0.650538,1240,19.0437
2.2087,111,69.7701,53.2800,-1.4548,45.00,-24.7701,0.624632,-0.027522,0.001616,0.650538,1240,19.0437
2.2288,112,69.7704,53.1000,-1.4548,45.00,-24.7704,0.624632,-0.027523,0.001616,0.650538,1240,19.0434
