t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-0.1002,-0.409700,-0.490080,-0.000167,0.000000,0.080547,1520,16.2956
0.0051,2,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-0.2005,-0.409867,-0.490080,-0.000334,0.000000,0.080547,1540,16.2956
0.0102,3,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-0.3007,-0.410034,-0.490080,-0.000501,0.000000,0.080547,1560,16.2956
0.0152,4,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-0.4010,-0.410201,-0.490080,-0.000668,0.000000,0.080547,1580,16.2956
0.0203,5,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-0.5012,-0.410368,-0.490080,-0.000835,0.000000,0.080547,1600,16.2956
0.0264,6,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-0.6015,-0.410535,-0.490080,-0.001002,0.000000,0.080547,1620,16.2956
0.0315,7,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-0.7017,-0.410702,-0.490080,-0.001170,0.000000,0.080547,1640,16.2956
0.0374,8,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-0.8019,-0.410870,-0.490080,-0.001337,0.000000,0.080547,1660,16.2956
0.0425,9,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-0.9022,-0.411037,-0.490080,-0.001504,0.000000,0.080547,1679,16.2956
0.0476,10,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-1.0024,-0.411204,-0.490080,-0.001671,0.000000,0.080547,1679,16.2956
0.0526,11,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-1.1027,-0.411371,-0.490080,-0.001838,0.000000,0.080547,1679,16.2956
0.0577,12,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-1.2029,-0.411538,-0.490080,-0.002005,0.000000,0.080547,1679,16.2956
0.0628,13,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-1.3032,-0.411705,-0.490080,-0.002172,0.000000,0.080547,1679,16.2956
0.0679,14,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-1.4034,-0.411872,-0.490080,-0.002339,0.000000,0.080547,1679,16.2956
0.0729,15,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-1.5037,-0.412039,-0.490080,-0.002506,0.000000,0.080547,1679,16.2956
0.0780,16,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-1.6039,-0.412206,-0.490080,-0.002673,0.000000,0.080547,1679,16.2956
0.0831,17,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-1.7041,-0.412373,-0.490080,-0.002840,0.000000,0.080547,1679,16.2956
0.0882,18,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-1.8044,-0.412540,-0.490080,-0.003007,0.000000,0.080547,1679,16.2956
0.0932,19,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-1.9046,-0.412707,-0.490080,-0.003174,0.000000,0.080547,1679,16.2956
0.0983,20,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-2.0049,-0.412874,-0.490080,-0.003341,0.000000,0.080547,1679,16.2956
0.1034,21,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-2.1051,-0.413041,-0.490080,-0.003509,0.000000,0.080547,1679,16.2956
0.1085,22,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-2.2054,-0.413209,-0.490080,-0.003676,0.000000,0.080547,1679,16.2956
0.1136,23,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-2.3056,-0.413376,-0.490080,-0.003843,0.000000,0.080547,1680,16.2956
0.1186,24,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-2.4058,-0.413543,-0.490080,-0.004010,0.000000,0.080547,1680,16.2956
0.1237,25,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-2.5061,-0.413710,-0.490080,-0.004177,0.000000,0.080547,1680,16.2956
0.1288,26,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-2.6063,-0.413877,-0.490080,-0.004344,0.000000,0.080547,1680,16.2956
0.1338,27,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-2.7066,-0.414044,-0.490080,-0.004511,0.000000,0.080547,1680,16.2956
0.1389,28,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-2.8068,-0.414211,-0.490080,-0.004678,0.000000,0.080547,1680,16.2956
0.1440,29,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-2.9071,-0.414378,-0.490080,-0.004845,0.000000,0.080547,1680,16.2956
0.1491,30,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-3.0073,-0.414545,-0.490080,-0.005012,0.000000,0.080547,1680,16.2956
0.1542,31,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-3.1076,-0.414712,-0.490080,-0.005179,0.000000,0.080547,1680,16.2956
0.1592,32,0.0487,-0.0000,0.0046,-0.0000,-20.00,73.66,53.66,-20.0487,-3.2078,-0.414879,-0.490080,-0.005346,0.000000,0.080547,1680,16.2956
