t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,0.4000,0.712444,0.711111,0.001333,-0.000000,0.000000,1498
0.0091,2,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,0.8000,0.713778,0.711111,0.002667,-0.000000,0.000000,1496
0.0141,3,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,1.2000,0.715111,0.711111,0.004000,-0.000000,0.000000,1494
0.0192,4,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,1.6000,0.716444,0.711111,0.005333,-0.000000,0.000000,1492
0.0243,5,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,2.0000,0.717778,0.711111,0.006667,-0.000000,0.000000,1490
0.0294,6,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,2.4000,0.719111,0.711111,0.008000,-0.000000,0.000000,1488
0.0345,7,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,2.8000,0.720444,0.711111,0.009333,-0.000000,0.000000,1486
0.0396,8,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,3.2000,0.721778,0.711111,0.010667,-0.000000,0.000000,1484
0.0447,9,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,3.6000,0.723111,0.711111,0.012000,-0.000000,0.000000,1482
0.0497,10,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,4.0000,0.724444,0.711111,0.013333,-0.000000,0.000000,1480
0.0548,11,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,4.4000,0.725778,0.711111,0.014667,-0.000000,0.000000,1478
0.0599,12,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,4.8000,0.727111,0.711111,0.016000,-0.000000,0.000000,1476
0.0650,13,enc,1,0,-0.0000,0.0000,-0.0000,-0.0131,-0.0109,80.00,83.21,80.0000,5.2000,0.728444,0.711111,0.017333,-0.000000,0.000000,1474
