t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,1,-0.0000,0.0000,-0.0000,-0.0144,-0.0871,80.00,83.16,80.0000,0.4000,0.445778,0.444444,0.001333,-0.000000,0.000000,1499
0.0073,2,enc,1,0,-0.0000,0.0000,-0.0000,-0.0144,-0.0871,80.00,83.16,80.0000,0.8000,0.447111,0.444444,0.002667,-0.000000,0.000000,1498
0.0123,3,enc,1,0,-0.0000,0.0000,-0.0000,-0.0144,-0.0871,80.00,83.16,80.0000,1.2000,0.448444,0.444444,0.004000,-0.000000,0.000000,1497
0.0174,4,enc,1,1,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,1.6000,0.449778,0.444444,0.005333,-0.000000,0.000000,1496
0.0225,5,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,2.0000,0.451111,0.444444,0.006667,-0.000000,0.000000,1495
0.0275,6,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,2.4000,0.452444,0.444444,0.008000,-0.000000,0.000000,1494
0.0326,7,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,2.8000,0.453778,0.444444,0.009333,-0.000000,0.000000,1493
0.0377,8,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,3.2000,0.455111,0.444444,0.010667,-0.000000,0.000000,1492
0.0428,9,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,3.6000,0.456444,0.444444,0.012000,-0.000000,0.000000,1491
0.0478,10,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,4.0000,0.457778,0.444444,0.013333,-0.000000,0.000000,1490
0.0529,11,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,4.4000,0.459111,0.444444,0.014667,-0.000000,0.000000,1489
0.0580,12,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,4.8000,0.460444,0.444444,0.016000,-0.000000,0.000000,1488
0.0631,13,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,5.2000,0.461778,0.444444,0.017333,-0.000000,0.000000,1487
0.0681,14,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,5.6000,0.463111,0.444444,0.018667,-0.000000,0.000000,1486
0.0732,15,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,6.0000,0.464444,0.444444,0.020000,-0.000000,0.000000,1485
0.0783,16,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,6.4000,0.465778,0.444444,0.021333,-0.000000,0.000000,1484
0.0834,17,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,6.8000,0.467111,0.444444,0.022667,-0.000000,0.000000,1483
0.0884,18,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,7.2000,0.468444,0.444444,0.024000,-0.000000,0.000000,1482
0.0935,19,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,7.6000,0.469778,0.444444,0.025333,-0.000000,0.000000,1481
0.0986,20,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,8.0000,0.471111,0.444444,0.026667,-0.000000,0.000000,1480
0.1037,21,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,8.4000,0.472444,0.444444,0.028000,-0.000000,0.000000,1479
0.1087,22,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,8.8000,0.473778,0.444444,0.029333,-0.000000,0.000000,1478
0.1138,23,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,9.2000,0.475111,0.444444,0.030667,-0.000000,0.000000,1477
0.1189,24,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,9.6000,0.476444,0.444444,0.032000,-0.000000,0.000000,1476
0.1239,25,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,10.0000,0.477778,0.444444,0.033333,-0.000000,0.000000,1475
0.1290,26,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,10.4000,0.479111,0.444444,0.034667,-0.000000,0.000000,1474
0.1341,27,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,10.8000,0.480444,0.444444,0.036000,-0.000000,0.000000,1473
0.1392,28,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,11.2000,0.481778,0.444444,0.037333,-0.000000,0.000000,1472
0.1443,29,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,11.6000,0.483111,0.444444,0.038667,-0.000000,0.000000,1471
0.1493,30,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,12.0000,0.484444,0.444444,0.040000,-0.000000,0.000000,1470
0.1544,31,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,12.4000,0.485778,0.444444,0.041333,-0.000000,0.000000,1469
0.1595,32,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,12.8000,0.487111,0.444444,0.042667,-0.000000,0.000000,1468
0.1646,33,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,13.2000,0.488444,0.444444,0.044000,-0.000000,0.000000,1467
0.1696,34,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,13.6000,0.489778,0.444444,0.045333,-0.000000,0.000000,1466
0.1747,35,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,14.0000,0.491111,0.444444,0.046667,-0.000000,0.000000,1465
0.1798,36,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,14.4000,0.492444,0.444444,0.048000,-0.000000,0.000000,1464
0.1849,37,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,14.8000,0.493778,0.444444,0.049333,-0.000000,0.000000,1463
0.1899,38,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,15.2000,0.495111,0.444444,0.050667,-0.000000,0.000000,1462
0.1950,39,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,15.6000,0.496444,0.444444,0.052000,-0.000000,0.000000,1461
0.2001,40,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,16.0000,0.497778,0.444444,0.053333,-0.000000,0.000000,1460
0.2052,41,enc,1,0,-0.0000,0.0000,-0.0000,-0.0585,-0.0867,80.00,83.16,80.0000,16.4000,0.499111,0.444444,0.054667,-0.000000,0.000000,1459
0.2102,42,enc,1,1,-0.0000,0.0000,-0.0000,-0.0193,-0.0748,80.00,83.16,80.0000,16.8000,0.500444,0.444444,0.056000,-0.000000,0.000000,1458
0.2153,43,enc,1,0,-0.0000,0.0000,-0.0000,-0.0193,-0.0748,80.00,83.16,80.0000,17.2000,0.501778,0.444444,0.057333,-0.000000,0.000000,1457
0.2204,44,enc,1,0,-0.0000,0.0000,-0.0000,-0.0193,-0.0748,80.00,83.16,80.0000,17.6000,0.503111,0.444444,0.058667,-0.000000,0.000000,1456
0.2254,45,enc,1,0,-0.0000,0.0000,-0.0000,-0.0193,-0.0748,80.00,83.16,80.0000,18.0000,0.504444,0.444444,0.060000,-0.000000,0.000000,1455
0.2305,46,enc,1,0,-0.0000,0.0000,-0.0000,-0.0193,-0.0748,80.00,83.16,80.0000,18.4000,0.505778,0.444444,0.061333,-0.000000,0.000000,1454
0.2356,47,enc,1,0,-0.0000,0.0000,-0.0000,-0.0193,-0.0748,80.00,83.16,80.0000,18.8000,0.507111,0.444444,0.062667,-0.000000,0.000000,1453
0.2406,48,enc,1,1,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,19.2000,0.508444,0.444444,0.064000,-0.000000,0.000000,1452
0.2457,49,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,19.6000,0.509778,0.444444,0.065333,-0.000000,0.000000,1451
0.2508,50,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,20.0000,0.511111,0.444444,0.066667,-0.000000,0.000000,1450
0.2558,51,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,20.4000,0.512444,0.444444,0.068000,-0.000000,0.000000,1449
0.2609,52,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,20.8000,0.513778,0.444444,0.069333,-0.000000,0.000000,1448
0.2660,53,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,21.2000,0.515111,0.444444,0.070667,-0.000000,0.000000,1447
0.2711,54,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,21.6000,0.516444,0.444444,0.072000,-0.000000,0.000000,1446
0.2761,55,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,22.0000,0.517778,0.444444,0.073333,-0.000000,0.000000,1445
0.2812,56,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,22.4000,0.519111,0.444444,0.074667,-0.000000,0.000000,1444
0.2863,57,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,22.8000,0.520444,0.444444,0.076000,-0.000000,0.000000,1443
0.2913,58,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,23.2000,0.521778,0.444444,0.077333,-0.000000,0.000000,1442
0.2964,59,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,23.6000,0.523111,0.444444,0.078667,-0.000000,0.000000,1441
0.3015,60,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,24.0000,0.524444,0.444444,0.080000,-0.000000,0.000000,1440
0.3065,61,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,24.4000,0.525778,0.444444,0.081333,-0.000000,0.000000,1439
0.3116,62,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,24.8000,0.527111,0.444444,0.082667,-0.000000,0.000000,1438
0.3167,63,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,25.2000,0.528444,0.444444,0.084000,-0.000000,0.000000,1437
0.3217,64,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,25.6000,0.529778,0.444444,0.085333,-0.000000,0.000000,1436
0.3268,65,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,26.0000,0.531111,0.444444,0.086667,-0.000000,0.000000,1435
0.3319,66,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,26.4000,0.532444,0.444444,0.088000,-0.000000,0.000000,1434
0.3370,67,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,26.8000,0.533778,0.444444,0.089333,-0.000000,0.000000,1433
0.3420,68,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,27.2000,0.535111,0.444444,0.090667,-0.000000,0.000000,1432
0.3471,69,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,27.6000,0.536444,0.444444,0.092000,-0.000000,0.000000,1431
0.3522,70,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,28.0000,0.537778,0.444444,0.093333,-0.000000,0.000000,1430
0.3573,71,enc,1,0,-0.0000,0.0000,-0.0000,-0.0634,-0.0744,80.00,83.16,80.0000,28.4000,0.539111,0.444444,0.094667,-0.000000,0.000000,1429
