t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.0201,2,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.0402,3,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.0603,4,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.0804,5,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.1005,6,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.1206,7,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.1407,8,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.1608,9,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.1809,10,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.2010,11,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.2211,12,0.0721,-0.0000,-0.0000,90.00,89.9279,0.739920,0.099920,0.000000,0.640000,1197,88.7645
0.2412,13,-0.1931,0.1800,-0.0000,90.00,90.1931,0.740215,0.100215,0.000000,0.640000,1197,89.0296
0.2613,14,-0.1931,0.1800,1.5667,90.00,90.1931,0.738474,0.100215,-0.001741,0.640000,1198,89.0296
0.2814,15,-0.1931,0.1800,1.5667,90.00,90.1931,0.738474,0.100215,-0.001741,0.640000,1198,89.0296
0.3015,16,-0.2684,0.3600,7.3858,90.00,90.2684,0.732092,0.100298,-0.008206,0.640000,1200,89.1050
0.3216,17,-0.2684,0.7200,7.3858,90.00,90.2684,0.732092,0.100298,-0.008206,0.640000,1200,89.1050
0.3418,18,-0.5965,1.6200,7.3858,90.00,90.5965,0.732456,0.100663,-0.008206,0.640000,1200,89.4331
0.3619,19,-0.5965,2.7000,32.0051,90.00,90.5965,0.705102,0.100663,-0.035561,0.640000,1210,89.4331
0.3820,20,-0.5965,4.1400,32.0051,90.00,90.5965,0.705102,0.100663,-0.035561,0.640000,1210,89.4331
0.4021,21,1.2479,6.4800,95.3438,90.00,88.7521,0.632676,0.098613,-0.105938,0.640000,1237,87.5887
0.4222,22,1.2479,7.9200,95.3438,90.00,88.7521,0.632676,0.098613,-0.105938,0.640000,1237,87.5887
0.4423,23,6.9866,10.4400,95.3438,90.00,83.0134,0.626300,0.092237,-0.105938,0.640000,1240,81.8499
0.4624,24,6.9866,13.3200,163.3825,90.00,83.0134,0.550701,0.092237,-0.181536,0.640000,1268,81.8499
0.4825,25,6.9866,15.3000,163.3825,90.00,83.0134,0.550701,0.092237,-0.181536,0.640000,1268,81.8499
0.5027,26,15.8731,18.3600,213.6282,90.00,74.1269,0.484999,0.082363,-0.237365,0.640000,1293,72.9635
0.5228,27,15.8731,20.5200,213.6282,90.00,74.1269,0.484999,0.082363,-0.237365,0.640000,1293,72.9635
0.5428,28,26.9854,23.9400,213.6282,90.00,63.0146,0.472652,0.070016,-0.237365,0.640000,1297,61.8512
0.5629,29,26.9854,27.0000,240.4856,90.00,63.0146,0.442810,0.070016,-0.267206,0.640000,1308,61.8512
0.5830,30,26.9854,29.8800,240.4856,90.00,63.0146,0.442810,0.070016,-0.267206,0.640000,1308,61.8512
0.6031,31,39.2546,33.3000,247.3119,90.00,50.7454,0.421593,0.056384,-0.274791,0.640000,1316,49.5819
0.6232,32,39.2546,35.6400,247.3119,90.00,50.7454,0.421593,0.056384,-0.274791,0.640000,1316,49.5819
0.6433,33,51.2000,38.3400,247.3119,90.00,38.8000,0.408320,0.043111,-0.274791,0.640000,1321,37.6366
0.6634,34,51.2000,40.6800,221.1259,90.00,38.8000,0.437416,0.043111,-0.245695,0.640000,1310,37.6366
0.6835,35,51.2000,43.2000,221.1259,90.00,38.8000,0.437416,0.043111,-0.245695,0.640000,1310,37.6366
