t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9790
0.0201,2,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9790
0.0402,3,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9790
0.0603,4,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9790
0.0804,5,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.1005,6,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.1206,7,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.1407,8,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.1608,9,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.1809,10,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.2010,11,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.2212,12,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.2413,13,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.2614,14,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.2815,15,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.3016,16,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.3217,17,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.3418,18,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.3619,19,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-81.9753
0.3820,20,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.086060,0.055556,0.000000,0.030505,1442,-82.0064
0.4020,21,0.1800,0.1800,-0.4476,5.00,4.8200,0.085303,0.053556,0.001243,0.030505,1443,-82.0064
0.4221,22,0.1800,0.1800,-0.4476,5.00,4.8200,0.085303,0.053556,0.001243,0.030505,1443,-82.0064
0.4422,23,0.1800,0.1800,-0.4476,5.00,4.8200,0.085303,0.053556,0.001243,0.030505,1443,-81.9934
0.4623,24,0.1800,0.1800,-0.4476,5.00,4.8200,0.085303,0.053556,0.001243,0.030505,1443,-81.9934
0.4824,25,0.1800,0.1800,-0.4476,5.00,4.8200,0.085303,0.053556,0.001243,0.030505,1443,-82.0400
0.5025,26,0.1800,0.1800,-0.4476,5.00,4.8200,0.085303,0.053556,0.001243,0.030505,1443,-82.0400
0.5226,27,0.1800,0.1800,-0.4476,5.00,4.8200,0.085303,0.053556,0.001243,0.030505,1443,-82.0400
0.5428,28,0.1800,0.1800,-0.3357,5.00,4.8200,0.084993,0.053556,0.000933,0.030505,1443,-82.0592
0.5629,29,0.1800,0.1800,-0.3357,5.00,4.8200,0.084993,0.053556,0.000933,0.030505,1443,-82.0592
0.5830,30,0.1800,0.1800,-0.4476,5.00,4.8200,0.085303,0.053556,0.001243,0.030505,1443,-82.0581
0.6031,31,0.1800,0.1800,-0.4476,5.00,4.8200,0.085303,0.053556,0.001243,0.030505,1443,-82.0581
0.6232,32,0.1800,0.1800,-0.4476,5.00,4.8200,0.085303,0.053556,0.001243,0.030505,1443,-82.1098
0.6433,33,0.1800,0.1800,-0.1119,5.00,4.8200,0.084371,0.053556,0.000311,0.030505,1443,-82.1098
0.6634,34,0.1800,0.1800,-0.1119,5.00,4.8200,0.084371,0.053556,0.000311,0.030505,1443,-82.1098
0.6835,35,0.1800,0.1800,-0.0000,5.00,4.8200,0.084060,0.053556,0.000000,0.030505,1443,-82.1049
0.7035,36,0.1800,0.1800,-0.0000,5.00,4.8200,0.084060,0.053556,0.000000,0.030505,1443,-82.1049
0.7236,37,0.1800,0.1800,-0.0000,5.00,4.8200,0.084060,0.053556,0.000000,0.030505,1443,-82.1135
0.7437,38,0.1800,0.1800,0.1119,5.00,4.8200,0.083749,0.053556,-0.000311,0.030505,1443,-82.1135
0.7639,39,0.1800,0.1800,0.1119,5.00,4.8200,0.083749,0.053556,-0.000311,0.030505,1443,-82.1135
0.7840,40,0.1800,0.1800,0.3357,5.00,4.8200,0.083128,0.053556,-0.000933,0.030505,1443,-82.0773
0.8041,41,0.1800,0.1800,0.3357,5.00,4.8200,0.083128,0.053556,-0.000933,0.030505,1443,-82.0773
0.8242,42,0.1800,0.1800,0.3357,5.00,4.8200,0.083128,0.053556,-0.000933,0.030505,1443,-82.1098
0.8443,43,0.1800,0.1800,0.3357,5.00,4.8200,0.083128,0.053556,-0.000933,0.030505,1443,-82.1098
0.8644,44,0.1800,0.1800,0.3357,5.00,4.8200,0.083128,0.053556,-0.000933,0.030505,1443,-82.1098
0.8845,45,0.1800,0.1800,0.4476,5.00,4.8200,0.082817,0.053556,-0.001243,0.030505,1443,-82.0821
0.9046,46,0.1800,0.1800,0.4476,5.00,4.8200,0.082817,0.053556,-0.001243,0.030505,1443,-82.0821
0.9247,47,0.1800,0.1800,0.4476,5.00,4.8200,0.082817,0.053556,-0.001243,0.030505,1443,-82.0784
