t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1480
0.0051,2,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1460
0.0102,3,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1440
0.0153,4,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1420
0.0204,5,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1400
0.0256,6,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1380
0.0318,7,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1360
0.0370,8,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1340
0.0421,9,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1320
0.0472,10,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1300
0.0522,11,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1280
0.0573,12,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.0624,13,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.0675,14,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.0725,15,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.0776,16,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.0827,17,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.0878,18,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.0929,19,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.0980,20,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.1031,21,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.1082,22,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.1132,23,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.1183,24,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.1235,25,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.1285,26,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
0.1336,27,-0.0000,0.0000,0.0915,90.00,86.26,176.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.016322,1268
