t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0726,-0.0000,0.0029,0.1119,-20.00,86.28,66.28,-19.9274,-0.3985,-0.444213,-0.442830,-0.000886,-0.000497,0.000000,1691,3.7931
0.0201,2,-0.0660,-0.0000,0.0029,0.1119,-20.00,86.28,66.28,-19.9340,-0.7972,-0.445248,-0.442979,-0.001772,-0.000497,0.000000,1691,3.7864
0.0402,3,-0.0660,-0.0000,0.0029,0.1119,-20.00,86.28,66.28,-19.9340,-1.1959,-0.446134,-0.442979,-0.002658,-0.000497,0.000000,1692,3.7864
0.0603,4,-0.0660,-0.0000,0.0029,0.1119,-20.00,86.28,66.28,-19.9340,-1.5946,-0.447020,-0.442979,-0.003544,-0.000497,0.000000,1692,3.7864
0.0804,5,-0.0659,-0.0000,-0.0026,0.1119,-20.00,86.28,66.28,-19.9341,-1.9933,-0.447906,-0.442979,-0.004429,-0.000497,0.000000,1692,3.7864
0.1005,6,-0.0659,-0.0000,-0.0026,0.1119,-20.00,86.28,66.28,-19.9341,-2.3920,-0.448792,-0.442979,-0.005315,-0.000497,0.000000,1693,3.7864
0.1206,7,-0.0660,-0.0000,0.0029,0.1119,-20.00,86.28,66.28,-19.9340,-2.7906,-0.449678,-0.442979,-0.006201,-0.000497,0.000000,1693,3.7864
0.1407,8,-0.0660,-0.0000,0.0029,-0.0000,-20.00,86.28,66.28,-19.9340,-3.1893,-0.450066,-0.442979,-0.007087,0.000000,0.000000,1693,3.7864
0.1608,9,-0.0660,-0.0000,0.0029,-0.0000,-20.00,86.28,66.28,-19.9340,-3.5880,-0.450952,-0.442979,-0.007973,0.000000,0.000000,1694,3.7864
0.1809,10,-0.0660,-0.0000,0.0029,-0.0000,-20.00,86.28,66.28,-19.9340,-3.9867,-0.451838,-0.442979,-0.008859,0.000000,0.000000,1694,3.7864
0.2011,11,-0.0660,-0.0000,0.0029,-0.0000,-20.00,86.28,66.28,-19.9340,-4.3854,-0.452724,-0.442979,-0.009745,0.000000,0.000000,1694,3.7864
0.2212,12,-0.0638,-0.0000,0.0031,-0.0000,-20.00,86.28,66.28,-19.9362,-4.7841,-0.453657,-0.443026,-0.010631,0.000000,0.000000,1695,3.7843
0.2413,13,-0.0638,-0.0000,0.0031,-0.0000,-20.00,86.28,66.28,-19.9362,-5.1828,-0.454543,-0.443026,-0.011517,0.000000,0.000000,1695,3.7843
0.2614,14,-0.0638,-0.0000,0.0031,-0.0000,-20.00,86.28,66.28,-19.9362,-5.5815,-0.455429,-0.443026,-0.012403,0.000000,0.000000,1695,3.7843
0.2815,15,-0.0593,-0.0000,0.0029,0.2238,-20.00,86.28,66.28,-19.9407,-5.9803,-0.457412,-0.443127,-0.013290,-0.000995,0.000000,1696,3.7797
0.3016,16,-0.0593,-0.0000,0.0029,0.2238,-20.00,86.28,66.28,-19.9407,-6.3792,-0.458298,-0.443127,-0.014176,-0.000995,0.000000,1696,3.7797
0.3217,17,-0.0592,-0.0000,-0.0025,0.2238,-20.00,86.28,66.28,-19.9408,-6.7780,-0.459185,-0.443128,-0.015062,-0.000995,0.000000,1697,3.7797
0.3418,18,-0.0592,-0.0000,-0.0025,-0.0000,-20.00,86.28,66.28,-19.9408,-7.1768,-0.459076,-0.443128,-0.015948,0.000000,0.000000,1697,3.7797
0.3619,19,-0.0592,-0.0000,-0.0025,-0.0000,-20.00,86.28,66.28,-19.9408,-7.5756,-0.459962,-0.443128,-0.016835,0.000000,0.000000,1697,3.7797
0.3820,20,-0.0659,-0.0000,-0.0026,-0.4476,-20.00,86.28,66.28,-19.9341,-7.9743,-0.458711,-0.442979,-0.017721,0.001989,0.000000,1697,3.7864
0.4021,21,-0.0659,-0.0000,-0.0026,-0.4476,-20.00,86.28,66.28,-19.9341,-8.3730,-0.459597,-0.442979,-0.018607,0.001989,0.000000,1697,3.7864
0.4222,22,-0.0680,-0.0000,-0.0082,-0.4476,-20.00,86.28,66.28,-19.9320,-8.7716,-0.460436,-0.442933,-0.019492,0.001989,0.000000,1697,3.7885
0.4423,23,-0.0680,-0.0000,-0.0082,-0.3357,-20.00,86.28,66.28,-19.9320,-9.1702,-0.461819,-0.442933,-0.020378,0.001492,0.000000,1698,3.7885
0.4624,24,-0.0680,-0.0000,-0.0082,-0.3357,-20.00,86.28,66.28,-19.9320,-9.5689,-0.462705,-0.442933,-0.021264,0.001492,0.000000,1698,3.7885
0.4825,25,-0.1099,-0.0000,-0.0093,0.2238,-20.00,86.28,66.28,-19.8901,-9.9667,-0.465146,-0.442003,-0.022148,-0.000995,0.000000,1699,3.8303
0.5026,26,-0.1099,-0.0000,-0.0093,0.2238,-20.00,86.28,66.28,-19.8901,-10.3645,-0.466030,-0.442003,-0.023032,-0.000995,0.000000,1699,3.8303
0.5228,27,-0.1518,-0.0000,-0.0049,0.2238,-20.00,86.28,66.28,-19.8482,-10.7615,-0.465981,-0.441072,-0.023914,-0.000995,0.000000,1699,3.8722
0.5429,28,-0.1518,-0.0000,-0.0049,0.5595,-20.00,86.28,66.28,-19.8482,-11.1584,-0.468355,-0.441072,-0.024796,-0.002487,0.000000,1700,3.8722
0.5629,29,-0.1518,-0.0000,-0.0049,0.5595,-20.00,86.28,66.28,-19.8482,-11.5554,-0.469237,-0.441072,-0.025679,-0.002487,0.000000,1700,3.8722
0.5830,30,-0.1889,-0.0000,0.0053,-0.5595,-20.00,86.28,66.28,-19.8111,-11.9516,-0.464319,-0.440247,-0.026559,0.002487,0.000000,1699,3.9093
0.6031,31,-0.1889,-0.0000,0.0053,-0.5595,-20.00,86.28,66.28,-19.8111,-12.3478,-0.465200,-0.440247,-0.027440,0.002487,0.000000,1699,3.9093
0.6232,32,-0.1866,-0.0000,-0.0121,-0.5595,-20.00,86.28,66.28,-19.8134,-12.7441,-0.466131,-0.440297,-0.028320,0.002487,0.000000,1699,3.9071
0.6433,33,-0.1866,-0.0000,-0.0121,0.4476,-20.00,86.28,66.28,-19.8134,-13.1404,-0.471488,-0.440297,-0.029201,-0.001989,0.000000,1701,3.9071
0.6634,34,-0.1866,-0.0000,-0.0121,0.4476,-20.00,86.28,66.28,-19.8134,-13.5366,-0.472368,-0.440297,-0.030081,-0.001989,0.000000,1702,3.9071
0.6835,35,-0.1665,-0.0000,-0.0174,0.5595,-20.00,86.28,66.28,-19.8335,-13.9333,-0.474193,-0.440743,-0.030963,-0.002487,0.000000,1702,3.887
0.7036,36,-0.1665,-0.0000,-0.0174,0.5595,-20.00,86.28,66.28,-19.8335,-14.3300,-0.475075,-0.440743,-0.031844,-0.002487,0.000000,1703,3.887
0.7237,37,-0.1420,-0.0000,-0.0175,0.5595,-20.00,86.28,66.28,-19.8580,-14.7271,-0.476504,-0.441290,-0.032727,-0.002487,0.000000,1703,3.8624
0.7438,38,-0.1420,-0.0000,-0.0175,0.6714,-20.00,86.28,66.28,-19.8580,-15.1243,-0.477884,-0.441290,-0.033610,-0.002984,0.000000,1704,3.8624
0.7639,39,-0.1420,-0.0000,-0.0175,0.6714,-20.00,86.28,66.28,-19.8580,-15.5215,-0.478766,-0.441290,-0.034492,-0.002984,0.000000,1704,3.8624
