t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0965,-0.0000,0.0149,-0.0000,-20.00,76.28,56.28,-20.0965,-0.4019,-0.364080,-0.446588,-0.000670,0.000000,0.083178,1550,13.6215
0.0201,2,0.0928,-0.0000,0.014,0.1119,-20.00,76.28,56.28,-20.0928,-0.8038,-0.365041,-0.446506,-0.001340,-0.000373,0.083178,1600,13.6252
0.0402,3,0.0928,-0.0000,0.014,0.1119,-20.00,76.28,56.28,-20.0928,-1.2056,-0.365710,-0.446506,-0.002009,-0.000373,0.083178,1650,13.6252
0.0603,4,0.0924,-0.0000,0.0096,0.1119,-20.00,76.28,56.28,-20.0924,-1.6075,-0.366372,-0.446497,-0.002679,-0.000373,0.083178,1662,13.6255
0.0804,5,0.0924,-0.0000,0.0096,-0.0000,-20.00,76.28,56.28,-20.0924,-2.0093,-0.366668,-0.446497,-0.003349,0.000000,0.083178,1662,13.6255
0.1005,6,0.0924,-0.0000,0.0096,-0.0000,-20.00,76.28,56.28,-20.0924,-2.4112,-0.367338,-0.446497,-0.004019,0.000000,0.083178,1662,13.6255
0.1206,7,0.0924,-0.0000,0.0096,-0.0000,-20.00,76.28,56.28,-20.0924,-2.8130,-0.368008,-0.446497,-0.004688,0.000000,0.083178,1663,13.6255
0.1407,8,0.0924,-0.0000,0.0096,-0.0000,-20.00,76.28,56.28,-20.0924,-3.2149,-0.368678,-0.446497,-0.005358,0.000000,0.083178,1663,13.6255
0.1608,9,0.0952,-0.0000,0.0085,-0.0000,-20.00,76.28,56.28,-20.0952,-3.6168,-0.369411,-0.446561,-0.006028,0.000000,0.083178,1663,13.6227
0.1809,10,0.0952,-0.0000,0.0085,0.5595,-20.00,76.28,56.28,-20.0952,-4.0187,-0.371946,-0.446561,-0.006698,-0.001865,0.083178,1664,13.6227
0.2010,11,0.0952,-0.0000,0.0085,0.5595,-20.00,76.28,56.28,-20.0952,-4.4206,-0.372616,-0.446561,-0.007368,-0.001865,0.083178,1664,13.6227
0.2211,12,0.0924,-0.0000,0.0096,-0.6714,-20.00,76.28,56.28,-20.0924,-4.8224,-0.369119,-0.446497,-0.008037,0.002238,0.083178,1663,13.6255
0.2412,13,0.0924,-0.0000,0.0096,-0.6714,-20.00,76.28,56.28,-20.0924,-5.2243,-0.369788,-0.446497,-0.008707,0.002238,0.083178,1663,13.6255
0.2613,14,0.0563,-0.0000,0.0145,-0.6714,-20.00,76.28,56.28,-20.0563,-5.6254,-0.369656,-0.445696,-0.009376,0.002238,0.083178,1663,13.6616
0.2814,15,0.0563,-0.0000,0.0145,-1.6786,-20.00,76.28,56.28,-20.0563,-6.0265,-0.366967,-0.445696,-0.010044,0.005595,0.083178,1662,13.6616
0.3015,16,0.0563,-0.0000,0.0145,-1.6786,-20.00,76.28,56.28,-20.0563,-6.4277,-0.367636,-0.445696,-0.010713,0.005595,0.083178,1662,13.6616
0.3216,17,-0.0469,-0.1800,0.0147,-5.3715,-20.00,76.28,56.28,-19.9531,-6.8267,-0.353697,-0.443402,-0.011378,0.017905,0.083178,1657,13.7648
0.3417,18,-0.0469,-0.3600,0.0147,-5.3715,-20.00,76.28,56.28,-19.9531,-7.2258,-0.354362,-0.443402,-0.012043,0.017905,0.083178,1657,13.7648
0.3618,19,-0.4146,-0.7200,0.0393,-14.7716,-20.00,76.28,56.28,-19.5854,-7.6175,-0.315511,-0.435232,-0.012696,0.049239,0.083178,1643,14.1325
0.3819,20,-0.4146,-1.0800,0.0393,-14.7716,-20.00,76.28,56.28,-19.5854,-8.0092,-0.316164,-0.435232,-0.013349,0.049239,0.083178,1643,14.1325
