t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.0201,2,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.0402,3,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.0603,4,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.0803,5,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.1004,6,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.1205,7,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.1406,8,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.1607,9,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.1808,10,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.2009,11,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.2209,12,0.0154,-0.0000,0.0055,-0.0000,-20.00,72.47,52.47,-20.0154,-0.333590,-0.333590,0.000000,0.000000,1650,17.5192
0.2411,13,0.0098,-0.0000,0.0056,-0.2238,-20.00,72.47,52.47,-20.0098,-0.332502,-0.333497,0.000995,0.000000,1649,17.5248
0.2611,14,0.0098,-0.0000,0.0056,-0.2238,-20.00,72.47,52.47,-20.0098,-0.332502,-0.333497,0.000995,0.000000,1649,17.5248
0.2812,15,-0.0100,-0.0000,-0.0013,-0.7833,-20.00,72.47,52.47,-19.9900,-0.329685,-0.333167,0.003482,0.000000,1648,17.5446
0.3013,16,-0.0100,-0.0000,-0.0013,-0.7833,-20.00,72.47,52.47,-19.9900,-0.329685,-0.333167,0.003482,0.000000,1648,17.5446
0.3214,17,-0.0100,-0.1800,-0.0013,-0.7833,-20.00,72.47,52.47,-19.9900,-0.329685,-0.333167,0.003482,0.000000,1648,17.5446
0.3414,18,-0.0854,-0.1800,0.0022,-2.4619,-20.00,72.47,52.47,-19.9146,-0.320967,-0.331909,0.010942,0.000000,1645,17.6201
0.3615,19,-0.0854,-0.1800,0.0022,-2.4619,-20.00,72.47,52.47,-19.9146,-0.320967,-0.331909,0.010942,0.000000,1645,17.6201
0.3817,20,-0.2720,-0.3600,0.0044,-5.4834,-20.00,72.47,52.47,-19.7280,-0.304429,-0.328800,0.024371,0.000000,1639,17.8067
0.4018,21,-0.2720,-0.5400,0.0044,-5.4834,-20.00,72.47,52.47,-19.7280,-0.304429,-0.328800,0.024371,0.000000,1639,17.8067
0.4219,22,-0.2720,-0.9000,0.0044,-5.4834,-20.00,72.47,52.47,-19.7280,-0.304429,-0.328800,0.024371,0.000000,1639,18.2237
0.4419,23,-0.6891,-1.0800,-0.0011,-13.7644,-20.00,72.47,52.47,-19.3109,-0.260673,-0.321848,0.061175,0.000000,1622,18.2237
0.4620,24,-0.6891,-1.4400,-0.0011,-13.7644,-20.00,72.47,52.47,-19.3109,-0.260673,-0.321848,0.061175,0.000000,1622,18.2237
0.4821,25,-1.5168,-1.9800,0.0213,-23.8359,-20.00,72.47,52.47,-18.4832,-0.202116,-0.308054,0.105938,0.000000,1600,19.0514
0.5021,26,-1.5168,-2.5200,0.0213,-23.8359,-20.00,72.47,52.47,-18.4832,-0.202116,-0.308054,0.105938,0.000000,1600,19.0514
0.5222,27,-2.8184,-3.2400,0.0349,-23.8359,-20.00,72.47,52.47,-17.1816,-0.180422,-0.286360,0.105938,0.000000,1592,20.3531
0.5423,28,-2.8184,-3.9600,0.0349,-32.0051,-20.00,72.47,52.47,-17.1816,-0.144115,-0.286360,0.142245,0.000000,1579,20.3531
0.5624,29,-2.8184,-4.5000,0.0349,-32.0051,-20.00,72.47,52.47,-17.1816,-0.144115,-0.286360,0.142245,0.000000,1579,20.3531
0.5831,30,-4.4989,-5.5800,0.0655,-36.5932,-20.00,72.47,52.47,-15.5011,-0.095716,-0.258352,0.162636,0.000000,1560,22.0335
0.6031,31,-4.4989,-6.1200,0.0655,-36.5932,-20.00,72.47,52.47,-15.5011,-0.095716,-0.258352,0.162636,0.000000,1560,22.0335
0.6232,32,-6.3907,-6.8400,0.1058,-36.5932,-20.00,72.47,52.47,-13.6093,-0.064185,-0.226821,0.162636,0.000000,1549,23.9254
0.6433,33,-6.3907,-7.7400,0.1058,-40.7337,-20.00,72.47,52.47,-13.6093,-0.045783,-0.226821,0.181039,0.000000,1542,23.9254
0.6634,34,-6.3907,-8.4600,0.1058,-40.7337,-20.00,72.47,52.47,-13.6093,-0.045783,-0.226821,0.181039,0.000000,1542,23.9254
0.6834,35,-8.4229,-9.3600,0.1432,-41.0694,-20.00,72.47,52.47,-11.5771,-0.010421,-0.192952,0.182531,0.000000,1528,25.9575
0.7035,36,-8.4229,-10.0800,0.1432,-41.0694,-20.00,72.47,52.47,-11.5771,-0.010421,-0.192952,0.182531,0.000000,1528,25.9575
0.7236,37,-10.4521,-10.9800,0.1811,-41.0694,-20.00,72.47,52.47,-9.5479,0.023399,-0.159132,0.182531,0.000000,1466,27.9867
0.7437,38,-10.4521,-11.7000,0.1811,-38.8313,-20.00,72.47,52.47,-9.5479,0.013452,-0.159132,0.172584,0.000000,1469,27.9867
0.7637,39,-10.4521,-12.4200,0.1811,-38.8313,-20.00,72.47,52.47,-9.5479,0.013452,-0.159132,0.172584,0.000000,1469,27.9867
0.7838,40,-12.3060,-13.1400,0.2161,-33.9075,-20.00,72.47,52.47,-7.6940,0.022466,-0.128234,0.150700,0.000000,1466,29.8406
0.8039,41,-12.3060,-13.6800,0.2161,-33.9075,-20.00,72.47,52.47,-7.6940,0.022466,-0.128234,0.150700,0.000000,1466,29.8406
0.8240,42,-13.9104,-14.4000,0.2447,-33.9075,-20.00,72.47,52.47,-6.0896,0.049207,-0.101493,0.150700,0.000000,1456,31.4451
0.8440,43,-13.9104,-14.9400,0.2447,-28.0884,-20.00,72.47,52.47,-6.0896,0.023344,-0.101493,0.124837,0.000000,1466,31.4451
0.8641,44,-13.9104,-15.3000,0.2447,-28.0884,-20.00,72.47,52.47,-6.0896,0.023344,-0.101493,0.124837,0.000000,1466,31.4451
0.8842,45,-15.1975,-15.6600,0.2676,-21.3740,-20.00,72.47,52.47,-4.8025,0.014955,-0.080041,0.094996,0.000000,1469,32.7322
0.9042,46,-15.1975,-16.0200,0.2676,-21.3740,-20.00,72.47,52.47,-4.8025,0.014955,-0.080041,0.094996,0.000000,1469,32.7322
0.9243,47,-16.1493,-16.3800,0.2807,-21.3740,-20.00,72.47,52.47,-3.8507,0.030817,-0.064179,0.094996,0.000000,1463,33.6839
0.9444,48,-16.1493,-16.5600,0.2807,-13.8763,-20.00,72.47,52.47,-3.8507,-0.002506,-0.064179,0.061673,0.000000,1525,33.6839
0.9645,49,-16.1493,-16.7400,0.2807,-13.8763,-20.00,72.47,52.47,-3.8507,-0.002506,-0.064179,0.061673,0.000000,1525,33.6839
0.9845,50,-16.7158,-16.9200,0.2854,-6.1548,-20.00,72.47,52.47,-3.2842,-0.027382,-0.054736,0.027355,0.000000,1535,34.2505
1.0046,51,-16.7158,-16.9200,0.2854,-6.1548,-20.00,72.47,52.47,-3.2842,-0.027382,-0.054736,0.027355,0.000000,1535,34.2505
1.0247,52,-16.9098,-16.9200,0.2874,-6.1548,-20.00,72.47,52.47,-3.0902,-0.024149,-0.051503,0.027355,0.000000,1534,34.4444
1.0448,53,-16.9098,-16.9200,0.2874,1.2310,-20.00,72.47,52.47,-3.0902,-0.056974,-0.051503,-0.005471,0.000000,1546,34.4444
1.0648,54,-16.9098,-16.7400,0.2874,1.2310,-20.00,72.47,52.47,-3.0902,-0.056974,-0.051503,-0.005471,0.000000,1546,34.4444
1.0849,55,-16.7326,-16.5600,0.2751,7.6096,-20.00,72.47,52.47,-3.2674,-0.088276,-0.054456,-0.033820,0.000000,1558,34.2673
1.1050,56,-16.7326,-16.3800,0.2751,7.6096,-20.00,72.47,52.47,-3.2674,-0.088276,-0.054456,-0.033820,0.000000,1558,34.2673
1.1250,57,-16.2672,-16.2000,0.2653,7.6096,-20.00,72.47,52.47,-3.7328,-0.096034,-0.062214,-0.033820,0.000000,1561,33.8018
1.1452,58,-16.2672,-15.8400,0.2653,12.5335,-20.00,72.47,52.47,-3.7328,-0.117918,-0.062214,-0.055704,0.000000,1569,33.8018
1.1653,59,-16.2672,-15.6600,0.2653,12.5335,-20.00,72.47,52.47,-3.7328,-0.117918,-0.062214,-0.055704,0.000000,1569,33.8018
1.1854,60,-15.5828,-15.1200,0.237,16.1144,-20.00,72.47,52.47,-4.4172,-0.145240,-0.073620,-0.071620,0.000000,1579,33.1174
1.2055,61,-15.5828,-14.9400,0.237,16.1144,-20.00,72.47,52.47,-4.4172,-0.145240,-0.073620,-0.071620,0.000000,1579,33.1174
1.2256,62,-14.7391,-14.5800,0.2149,16.1144,-20.00,72.47,52.47,-5.2609,-0.159301,-0.087681,-0.071620,0.000000,1584,32.2738
1.2467,63,-14.7391,-14.2200,0.2149,17.9049,-20.00,72.47,52.47,-5.2609,-0.167258,-0.087681,-0.079577,0.000000,1587,32.2738
1.2668,64,-14.7391,-13.8600,0.2149,17.9049,-20.00,72.47,52.47,-5.2609,-0.167258,-0.087681,-0.079577,0.000000,1587,32.2738
1.2868,65,-13.8103,-13.3200,0.1905,18.8002,-20.00,72.47,52.47,-6.1897,-0.186718,-0.103162,-0.083556,0.000000,1595,31.345
1.3069,66,-13.8103,-12.9600,0.1905,18.8002,-20.00,72.47,52.47,-6.1897,-0.186718,-0.103162,-0.083556,0.000000,1595,31.345
1.3270,67,-12.8475,-12.6000,0.1788,18.8002,-20.00,72.47,52.47,-7.1525,-0.202765,-0.119209,-0.083556,0.000000,1601,30.3821
1.3471,68,-12.8475,-12.2400,0.1788,18.5764,-20.00,72.47,52.47,-7.1525,-0.201770,-0.119209,-0.082562,0.000000,1600,30.3821
1.3672,69,-12.8475,-11.8800,0.1788,18.5764,-20.00,72.47,52.47,-7.1525,-0.201770,-0.119209,-0.082562,0.000000,1600,30.3821
