t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0982,-0.0000,-0.0000,30.00,29.9018,0.483224,0.033224,0.000000,0.450000,1293,88.7669
0.0201,2,0.0982,-0.0000,-0.0000,30.00,29.9018,0.483224,0.033224,0.000000,0.450000,1293,88.7669
0.0402,3,0.0982,-0.0000,-0.0000,30.00,29.9018,0.483224,0.033224,0.000000,0.450000,1293,88.7669
0.0602,4,0.0982,-0.0000,-0.0000,30.00,29.9018,0.483224,0.033224,0.000000,0.450000,1293,88.7669
0.0803,5,0.0982,-0.0000,-0.0000,30.00,29.9018,0.483224,0.033224,0.000000,0.450000,1293,88.7669
0.1004,6,0.0982,-0.0000,-0.0000,30.00,29.9018,0.483224,0.033224,0.000000,0.450000,1293,88.7669
0.1205,7,0.0982,-0.0000,-0.0000,30.00,29.9018,0.483224,0.033224,0.000000,0.450000,1293,88.7669
0.1405,8,-0.1610,-0.0000,-0.0000,30.00,30.1610,0.483512,0.033512,0.000000,0.450000,1293,89.0262
0.1606,9,-0.1610,-0.0000,-0.0000,30.00,30.1610,0.483512,0.033512,0.000000,0.450000,1293,89.0262
0.1807,10,-0.1610,-0.0000,-0.0000,30.00,30.1610,0.483512,0.033512,0.000000,0.450000,1293,89.0262
0.2008,11,-0.1610,-0.0000,-0.0000,30.00,30.1610,0.483512,0.033512,0.000000,0.450000,1293,89.0262
0.2209,12,-0.1610,-0.0000,-0.0000,30.00,30.1610,0.483512,0.033512,0.000000,0.450000,1293,89.0262
0.2409,13,-0.1729,-0.0000,-0.0000,30.00,30.1729,0.483525,0.033525,0.000000,0.450000,1293,89.0380
0.2610,14,-0.1729,0.1800,0.6714,30.00,30.1729,0.482630,0.033525,-0.000895,0.450000,1294,89.0380
0.2811,15,-0.1729,0.1800,0.6714,30.00,30.1729,0.482630,0.033525,-0.000895,0.450000,1294,89.0380
0.3012,16,-0.2366,0.3600,5.1477,30.00,30.2366,0.476733,0.033596,-0.006864,0.450000,1296,89.1018
0.3212,17,-0.2366,0.5400,5.1477,30.00,30.2366,0.476733,0.033596,-0.006864,0.450000,1296,89.1018
0.3413,18,-0.4601,0.9000,5.1477,30.00,30.4601,0.476981,0.033845,-0.006864,0.450000,1296,89.3253
0.3614,19,-0.4601,1.4400,19.0240,30.00,30.4601,0.458479,0.033845,-0.025365,0.450000,1303,89.3253
0.3815,20,-0.4601,2.1600,19.0240,30.00,30.4601,0.458479,0.033845,-0.025365,0.450000,1303,89.3253
0.4016,21,-0.4121,3.2400,45.2100,30.00,30.4121,0.423511,0.033791,-0.060280,0.450000,1316,89.2773
0.4217,22,-0.4121,4.3200,45.2100,30.00,30.4121,0.423511,0.033791,-0.060280,0.450000,1316,89.2773
0.4417,23,2.2800,5.7600,45.2100,30.00,27.7200,0.420520,0.030800,-0.060280,0.450000,1317,86.5852
0.4618,24,2.2800,7.3800,72.8507,30.00,27.7200,0.383666,0.030800,-0.097134,0.450000,1331,86.5852
0.4819,25,2.2800,9.1800,72.8507,30.00,27.7200,0.383666,0.030800,-0.097134,0.450000,1331,86.5852
0.5020,26,6.2940,11.3400,97.8057,30.00,23.7060,0.345932,0.026340,-0.130408,0.450000,1345,82.5711
0.5220,27,6.2940,13.1400,97.8057,30.00,23.7060,0.345932,0.026340,-0.130408,0.450000,1345,82.5711
0.5421,28,11.4264,15.4800,97.8057,30.00,18.5736,0.340230,0.020637,-0.130408,0.450000,1347,77.4387
0.5622,29,11.4264,17.8200,111.0106,30.00,18.5736,0.322623,0.020637,-0.148014,0.450000,1354,77.4387
0.5823,30,11.4264,19.9800,111.0106,30.00,18.5736,0.322623,0.020637,-0.148014,0.450000,1354,77.4387
0.6023,31,17.0772,22.1400,114.3677,30.00,12.9228,0.311868,0.014359,-0.152490,0.450000,1358,71.7879
0.6224,32,17.0772,23.9400,114.3677,30.00,12.9228,0.311868,0.014359,-0.152490,0.450000,1358,71.7879
0.6425,33,22.6822,26.2800,114.3677,30.00,7.3178,0.305641,0.008131,-0.152490,0.450000,1360,66.1830
0.6626,34,22.6822,28.4400,105.9748,30.00,7.3178,0.316831,0.008131,-0.141300,0.450000,1356,66.1830
0.6826,35,22.6822,30.0600,105.9748,30.00,7.3178,0.316831,0.008131,-0.141300,0.450000,1356,66.1830
0.7027,36,27.7331,32.0400,89.5247,30.00,2.2669,0.333153,0.002519,-0.119366,0.450000,1350,61.1321
0.7228,37,27.7331,33.4800,89.5247,30.00,2.2669,0.333153,0.002519,-0.119366,0.450000,1350,61.1321
0.7429,38,31.9207,34.9200,89.5247,30.00,-1.9207,0.328500,-0.002134,-0.119366,0.450000,1351,56.9445
0.7629,39,31.9207,36.0000,66.0244,30.00,-1.9207,0.359833,-0.002134,-0.088033,0.450000,1340,56.9445
0.7830,40,31.9207,36.9000,66.0244,30.00,-1.9207,0.359833,-0.002134,-0.088033,0.450000,1340,56.9445
0.8031,41,34.8581,37.6200,39.9504,30.00,-4.8581,0.391335,-0.005398,-0.053267,0.450000,1328,54.0070
0.8232,42,34.8581,38.1600,39.9504,30.00,-4.8581,0.391335,-0.005398,-0.053267,0.450000,1328,54.0070
0.8432,43,36.4652,38.5200,39.9504,30.00,-6.4652,0.389549,-0.007184,-0.053267,0.450000,1328,52.4000
0.8633,44,36.4652,38.5200,14.4359,30.00,-6.4652,0.423569,-0.007184,-0.019248,0.450000,1316,52.4000
0.8834,45,36.4652,38.5200,14.4359,30.00,-6.4652,0.423569,-0.007184,-0.019248,0.450000,1316,52.4000
0.9035,46,36.8212,38.3400,-7.9453,30.00,-6.8212,0.453015,-0.007579,0.010594,0.450000,1305,52.0440
0.9235,47,36.8212,37.9800,-7.9453,30.00,-6.8212,0.453015,-0.007579,0.010594,0.450000,1305,52.0440
0.9436,48,36.1027,37.4400,-7.9453,30.00,-6.1027,0.453813,-0.006781,0.010594,0.450000,1304,52.7625
0.9637,49,36.1027,36.7200,-25.7383,30.00,-6.1027,0.477537,-0.006781,0.034318,0.450000,1295,52.7625
0.9838,50,36.1027,36.0000,-25.7383,30.00,-6.1027,0.477537,-0.006781,0.034318,0.450000,1295,52.7625
1.0039,51,34.5840,35.2800,-36.4813,30.00,-4.5840,0.493548,-0.005093,0.048642,0.450000,1289,54.2811
1.0240,52,34.5840,34.5600,-36.4813,30.00,-4.5840,0.493548,-0.005093,0.048642,0.450000,1289,54.2811
1.0440,53,32.6650,33.6600,-36.4813,30.00,-2.6650,0.495681,-0.002961,0.048642,0.450000,1289,56.2001
1.0641,54,32.6650,32.7600,-46.1052,30.00,-2.6650,0.508512,-0.002961,0.061474,0.450000,1284,56.2001
1.0842,55,32.6650,32.0400,-46.1052,30.00,-2.6650,0.508512,-0.002961,0.061474,0.450000,1284,56.2001
1.1043,56,30.5724,31.1400,-51.2529,30.00,-0.5724,0.517701,-0.000636,0.068337,0.450000,1280,58.2927
1.1244,57,30.5724,30.4200,-51.2529,30.00,-0.5724,0.517701,-0.000636,0.068337,0.450000,1280,58.2927
