t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0757,-0.0000,-0.0000,90.00,89.9243,0.859916,0.099916,0.000000,0.760000,1152,88.4147
0.0201,2,0.0757,-0.0000,-0.0000,90.00,89.9243,0.859916,0.099916,0.000000,0.760000,1152,88.4147
0.0402,3,-0.1116,-0.0000,-0.0000,90.00,90.1116,0.860124,0.100124,0.000000,0.760000,1152,88.6020
0.0603,4,-0.1116,-0.0000,-0.1119,90.00,90.1116,0.860248,0.100124,0.000124,0.760000,1152,88.6020
0.0805,5,-0.1116,-0.0000,-0.1119,90.00,90.1116,0.860248,0.100124,0.000124,0.760000,1152,88.6020
0.1006,6,0.0805,-0.0000,-0.0000,90.00,89.9195,0.859911,0.099911,0.000000,0.760000,1152,88.4099
0.1207,7,0.0805,-0.0000,-0.0000,90.00,89.9195,0.859911,0.099911,0.000000,0.760000,1152,88.4099
0.1408,8,-0.1062,-0.0000,-0.0000,90.00,90.1062,0.860118,0.100118,0.000000,0.760000,1152,88.5965
0.1609,9,-0.1062,-0.0000,0.2238,90.00,90.1062,0.859869,0.100118,-0.000249,0.760000,1152,88.5965
0.1810,10,-0.1062,-0.0000,0.2238,90.00,90.1062,0.859869,0.100118,-0.000249,0.760000,1152,88.5965
0.2011,11,0.0806,-0.0000,0.3357,90.00,89.9194,0.859537,0.099910,-0.000373,0.760000,1152,88.4097
0.2212,12,0.0806,-0.0000,0.3357,90.00,89.9194,0.859537,0.099910,-0.000373,0.760000,1152,88.4097
0.2412,13,0.0713,-0.0000,0.3357,90.00,89.9287,0.859548,0.099921,-0.000373,0.760000,1152,88.4190
0.2613,14,0.0713,0.1800,1.3429,90.00,89.9287,0.858429,0.099921,-0.001492,0.760000,1153,88.4190
0.2814,15,0.0713,0.1800,1.3429,90.00,89.9287,0.858429,0.099921,-0.001492,0.760000,1153,88.4190
0.3015,16,-0.1637,0.3600,3.6929,90.00,90.1637,0.856079,0.100182,-0.004103,0.760000,1153,88.6541
0.3216,17,-0.1637,0.3600,3.6929,90.00,90.1637,0.856079,0.100182,-0.004103,0.760000,1153,88.6541
0.3417,18,-0.3448,0.9000,3.6929,90.00,90.3448,0.856280,0.100383,-0.004103,0.760000,1153,88.8352
0.3618,19,-0.3448,1.8000,22.6050,90.00,90.3448,0.835267,0.100383,-0.025117,0.760000,1161,88.8352
0.3819,20,-0.3448,3.0600,22.6050,90.00,90.3448,0.835267,0.100383,-0.025117,0.760000,1161,88.8352
0.4020,21,-0.5893,5.4000,90.4199,90.00,90.5893,0.760188,0.100655,-0.100467,0.760000,1189,89.0796
0.4221,22,-0.5893,7.5600,90.4199,90.00,90.5893,0.760188,0.100655,-0.100467,0.760000,1189,89.0796
0.4422,23,5.1033,10.0800,90.4199,90.00,84.8967,0.753863,0.094330,-0.100467,0.760000,1192,83.3870
0.4624,24,5.1033,11.8800,162.4872,90.00,84.8967,0.673788,0.094330,-0.180541,0.760000,1222,83.3870
0.4825,25,5.1033,15.3000,162.4872,90.00,84.8967,0.673788,0.094330,-0.180541,0.760000,1222,83.3870
0.5026,26,14.3450,18.1800,233.9951,90.00,75.6550,0.584067,0.084061,-0.259995,0.760000,1255,74.1454
0.5227,27,14.3450,21.7800,233.9951,90.00,75.6550,0.584067,0.084061,-0.259995,0.760000,1255,74.1454
0.5428,28,27.0457,24.6600,233.9951,90.00,62.9543,0.569955,0.069949,-0.259995,0.760000,1261,61.4447
0.5629,29,27.0457,27.0000,284.9122,90.00,62.9543,0.513380,0.069949,-0.316569,0.760000,1282,61.4447
0.5830,30,27.0457,30.6000,284.9122,90.00,62.9543,0.513380,0.069949,-0.316569,0.760000,1282,61.4447
0.6031,31,41.6583,34.0200,306.1743,90.00,48.3417,0.473519,0.053713,-0.340194,0.760000,1297,46.8321
0.6232,32,41.6583,36.9000,306.1743,90.00,48.3417,0.473519,0.053713,-0.340194,0.760000,1297,46.8321
0.6433,33,56.9128,39.7800,306.1743,90.00,33.0872,0.456570,0.036764,-0.340194,0.760000,1303,31.5776
0.6634,34,56.9128,43.3800,298.9004,90.00,33.0872,0.464652,0.036764,-0.332112,0.760000,1300,31.5776
0.6835,35,56.9128,45.3600,298.9004,90.00,33.0872,0.464652,0.036764,-0.332112,0.760000,1300,31.5776
0.7036,36,71.3050,48.9600,271.9311,90.00,18.6950,0.478626,0.020772,-0.302146,0.760000,1295,17.1854
0.7236,37,71.3050,51.4800,271.9311,90.00,18.6950,0.478626,0.020772,-0.302146,0.760000,1295,17.1854
0.7437,38,84.3492,53.4600,236.0094,90.00,5.6508,0.504046,0.006279,-0.262233,0.760000,1285,4.1412
0.7638,39,84.3492,55.0800,236.0094,90.00,5.6508,0.504046,0.006279,-0.262233,0.760000,1285,4.1412
0.7839,40,84.3492,57.6000,236.0094,90.00,5.6508,0.504046,0.006279,-0.262233,0.760000,1285,4.1412
0.8040,41,95.6072,59.9400,198.1852,90.00,-5.6072,0.533564,-0.006230,-0.220206,0.760000,1274,-7.1169
0.8241,42,95.6072,61.9200,198.1852,90.00,-5.6072,0.533564,-0.006230,-0.220206,0.760000,1274,-7.1169
0.8442,43,104.8551,64.4400,198.1852,90.00,-14.8551,0.523289,-0.016506,-0.220206,0.760000,1278,-16.3648
0.8643,44,104.8551,65.5200,160.6968,90.00,-14.8551,0.564942,-0.016506,-0.178552,0.760000,1263,-16.3648
0.8843,45,104.8551,65.5200,160.6968,90.00,-14.8551,0.564942,-0.016506,-0.178552,0.760000,1263,-16.3648
0.9044,46,111.3431,63.9000,-83.9294,90.00,-21.3431,0.829540,-0.023715,0.093255,0.760000,1163,-22.8528
0.9245,47,111.3431,61.9200,-83.9294,90.00,-21.3431,0.829540,-0.023715,0.093255,0.760000,1163,-22.8528
0.9446,48,106.7436,59.2200,-109.4439,90.00,-16.7436,0.863000,-0.018604,0.121604,0.760000,1151,-18.2532
0.9647,49,106.7436,57.7800,-109.4439,90.00,-16.7436,0.863000,-0.018604,0.121604,0.760000,1151,-18.2532
0.9848,50,106.7436,55.9800,-109.4439,90.00,-16.7436,0.863000,-0.018604,0.121604,0.760000,1151,-18.2532
1.0049,51,101.5891,54.1800,-78.7817,90.00,-11.5891,0.834658,-0.012877,0.087535,0.760000,1162,-13.0987
1.0250,52,101.5891,53.4600,-78.7817,90.00,-11.5891,0.834658,-0.012877,0.087535,0.760000,1162,-13.0987
1.0451,53,98.3415,52.7400,-28.0884,90.00,-8.3415,0.781941,-0.009268,0.031209,0.760000,1181,-9.8511
1.0652,54,98.3415,52.7400,-28.0884,90.00,-8.3415,0.781941,-0.009268,0.031209,0.760000,1181,-9.8511
1.0853,55,98.3415,52.9200,-28.0884,90.00,-8.3415,0.781941,-0.009268,0.031209,0.760000,1181,-9.8511
1.1054,56,97.7519,53.8200,26.0741,90.00,-7.7519,0.722416,-0.008613,-0.028971,0.760000,1204,-9.2615
1.1255,57,97.7519,54.7200,26.0741,90.00,-7.7519,0.722416,-0.008613,-0.028971,0.760000,1204,-9.2615
1.1456,58,99.7105,56.3400,69.7173,90.00,-9.7105,0.671747,-0.010789,-0.077464,0.760000,1223,-11.2202
1.1656,59,99.7105,57.6000,69.7173,90.00,-9.7105,0.671747,-0.010789,-0.077464,0.760000,1223,-11.2202
1.1857,60,99.7105,59.5800,69.7173,90.00,-9.7105,0.671747,-0.010789,-0.077464,0.760000,1223,-11.2202
1.2058,61,103.6738,61.5600,101.0510,90.00,-13.6738,0.632528,-0.015193,-0.112279,0.760000,1237,-15.1835
1.2259,62,103.6738,63.0000,101.0510,90.00,-13.6738,0.632528,-0.015193,-0.112279,0.760000,1237,-15.1835
1.2460,63,109.0454,64.4400,116.0463,90.00,-19.0454,0.609898,-0.021162,-0.128940,0.760000,1246,-20.5550
1.2661,64,109.0454,64.4400,116.0463,90.00,-19.0454,0.609898,-0.021162,-0.128940,0.760000,1246,-20.5550
1.2862,65,109.0454,62.2800,116.0463,90.00,-19.0454,0.609898,-0.021162,-0.128940,0.760000,1246,-20.9180
1.3062,66,109.4084,60.3000,-96.1271,90.00,-19.4084,0.845243,-0.021565,0.106808,0.760000,1158,-20.9180
1.3263,67,109.4084,58.6800,-96.1271,90.00,-19.4084,0.845243,-0.021565,0.106808,0.760000,1158,-20.9180
1.3464,68,104.6405,56.5200,-87.0627,90.00,-14.6405,0.840469,-0.016267,0.096736,0.760000,1159,-16.1501
1.3665,69,104.6405,55.4400,-87.0627,90.00,-14.6405,0.840469,-0.016267,0.096736,0.760000,1159,-16.1501
1.3866,70,100.8764,54.3600,-87.0627,90.00,-10.8764,0.844651,-0.012085,0.096736,0.760000,1158,-12.3860
1.4067,71,100.8764,53.6400,-45.0980,90.00,-10.8764,0.798024,-0.012085,0.050109,0.760000,1175,-12.3860
1.4267,72,100.8764,53.4600,-45.0980,90.00,-10.8764,0.798024,-0.012085,0.050109,0.760000,1175,-12.3860
1.4468,73,99.3937,53.6400,8.7287,90.00,-9.3937,0.739864,-0.010437,-0.009699,0.760000,1197,-10.9033
1.4669,74,99.3937,54.1800,8.7287,90.00,-9.3937,0.739864,-0.010437,-0.009699,0.760000,1197,-10.9033
1.4870,75,100.5455,55.2600,8.7287,90.00,-10.5455,0.738584,-0.011717,-0.009699,0.760000,1198,-12.0551
1.5071,76,100.5455,56.8800,57.4077,90.00,-10.5455,0.684496,-0.011717,-0.063786,0.760000,1218,-12.0551
1.5272,77,100.5455,58.1400,57.4077,90.00,-10.5455,0.684496,-0.011717,-0.063786,0.760000,1218,-12.0551
