t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.2049,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1480
0.0053,2,-0.0000,0.0000,0.2049,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1460
0.0104,3,-0.0000,0.0000,0.2049,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1440
0.0155,4,-0.0000,0.0000,0.2049,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1420
0.0206,5,-0.0000,0.0000,0.2049,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1400
0.0256,6,-0.0000,0.0000,0.2049,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1380
0.0307,7,-0.0000,0.0000,0.2049,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1360
0.0358,8,-0.0000,0.0000,0.2049,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1340
0.0409,9,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1320
0.0460,10,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1300
0.0510,11,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1280
0.0561,12,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1268
0.0612,13,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1268
0.0662,14,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1268
0.0713,15,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1268
0.0764,16,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1268
0.0815,17,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1268
0.0866,18,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1268
0.0917,19,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1268
0.0967,20,-0.0000,0.0000,0.2215,90.00,81.37,171.37,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037499,1268
