t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,0.1000,0.577632,0.333333,0.000167,-0.000000,0.244132,1480
0.0077,2,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,0.2000,0.577798,0.333333,0.000333,-0.000000,0.244132,1460
0.0128,3,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,0.3000,0.577965,0.333333,0.000500,-0.000000,0.244132,1440
0.0179,4,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,0.4000,0.578132,0.333333,0.000667,-0.000000,0.244132,1420
0.0230,5,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,0.5000,0.578298,0.333333,0.000833,-0.000000,0.244132,1400
0.0283,6,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,0.6000,0.578465,0.333333,0.001000,-0.000000,0.244132,1380
0.0334,7,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,0.7000,0.578632,0.333333,0.001167,-0.000000,0.244132,1360
0.0385,8,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,0.8000,0.578798,0.333333,0.001333,-0.000000,0.244132,1340
0.0436,9,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,0.9000,0.578965,0.333333,0.001500,-0.000000,0.244132,1320
0.0487,10,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,1.0000,0.579132,0.333333,0.001667,-0.000000,0.244132,1300
0.0538,11,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,1.1000,0.579298,0.333333,0.001833,-0.000000,0.244132,1280
0.0589,12,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,1.2000,0.579465,0.333333,0.002000,-0.000000,0.244132,1260
0.0641,13,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,1.3000,0.579632,0.333333,0.002167,-0.000000,0.244132,1257
0.0692,14,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,1.4000,0.579798,0.333333,0.002333,-0.000000,0.244132,1257
0.0742,15,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,1.5000,0.579965,0.333333,0.002500,-0.000000,0.244132,1257
0.0794,16,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,1.6000,0.580132,0.333333,0.002667,-0.000000,0.244132,1257
0.0845,17,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,1.7000,0.580298,0.333333,0.002833,-0.000000,0.244132,1257
0.0896,18,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,1.8000,0.580465,0.333333,0.003000,-0.000000,0.244132,1257
0.0947,19,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,1.9000,0.580632,0.333333,0.003167,-0.000000,0.244132,1257
0.0998,20,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,2.0000,0.580798,0.333333,0.003333,-0.000000,0.244132,1257
0.1049,21,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,2.1000,0.580965,0.333333,0.003500,-0.000000,0.244132,1257
0.1100,22,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,2.2000,0.581132,0.333333,0.003667,-0.000000,0.244132,1257
0.1151,23,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,2.3000,0.581298,0.333333,0.003833,-0.000000,0.244132,1257
0.1202,24,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,2.4000,0.581465,0.333333,0.004000,-0.000000,0.244132,1256
0.1252,25,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,2.5000,0.581632,0.333333,0.004167,-0.000000,0.244132,1256
0.1303,26,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,2.6000,0.581798,0.333333,0.004333,-0.000000,0.244132,1256
0.1354,27,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,2.7000,0.581965,0.333333,0.004500,-0.000000,0.244132,1256
0.1405,28,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,2.8000,0.582132,0.333333,0.004667,-0.000000,0.244132,1256
0.1456,29,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,2.9000,0.582298,0.333333,0.004833,-0.000000,0.244132,1256
0.1507,30,-0.0000,0.0000,0.1514,20.00,82.44,102.44,20.0000,3.0000,0.582465,0.333333,0.005000,-0.000000,0.244132,1256
0.1557,31,-0.0000,0.0000,0.1514,20.00,82.44,102.44,20.0000,3.1000,0.582632,0.333333,0.005167,-0.000000,0.244132,1256
0.1608,32,-0.0000,0.0000,0.1514,20.00,82.44,102.44,20.0000,3.2000,0.582798,0.333333,0.005333,-0.000000,0.244132,1256
0.1659,33,-0.0000,0.0000,0.1514,20.00,82.44,102.44,20.0000,3.3000,0.582965,0.333333,0.005500,-0.000000,0.244132,1256
0.1710,34,-0.0000,0.0000,0.1514,20.00,82.44,102.44,20.0000,3.4000,0.583132,0.333333,0.005667,-0.000000,0.244132,1256
0.1761,35,-0.0000,0.0000,0.1514,20.00,82.44,102.44,20.0000,3.5000,0.583298,0.333333,0.005833,-0.000000,0.244132,1256
0.1812,36,-0.0000,0.0000,0.1514,20.00,82.44,102.44,20.0000,3.6000,0.583465,0.333333,0.006000,-0.000000,0.244132,1256
0.1864,37,-0.0000,0.0000,0.1514,20.00,82.44,102.44,20.0000,3.7000,0.583632,0.333333,0.006167,-0.000000,0.244132,1256
0.1915,38,-0.0000,0.0000,0.1514,20.00,82.44,102.44,20.0000,3.8000,0.583798,0.333333,0.006333,-0.000000,0.244132,1256
0.1966,39,-0.0000,0.0000,0.1514,20.00,82.44,102.44,20.0000,3.9000,0.583965,0.333333,0.006500,-0.000000,0.244132,1256
0.2017,40,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,4.0000,0.584132,0.333333,0.006667,-0.000000,0.244132,1255
0.2070,41,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,4.1000,0.584298,0.333333,0.006833,-0.000000,0.244132,1255
0.2123,42,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,4.2000,0.584465,0.333333,0.007000,-0.000000,0.244132,1255
0.2173,43,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,4.3000,0.584632,0.333333,0.007167,-0.000000,0.244132,1255
0.2224,44,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,4.4000,0.584798,0.333333,0.007333,-0.000000,0.244132,1255
0.2275,45,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,4.5000,0.584965,0.333333,0.007500,-0.000000,0.244132,1255
0.2327,46,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,4.6000,0.585132,0.333333,0.007667,-0.000000,0.244132,1255
0.2377,47,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,4.7000,0.585298,0.333333,0.007833,-0.000000,0.244132,1255
0.2428,48,-0.0000,0.0000,0.098,20.00,82.44,102.44,20.0000,4.8000,0.585465,0.333333,0.008000,-0.000000,0.244132,1255
0.2479,49,-0.0000,0.0000,0.0847,20.00,82.44,102.44,20.0000,4.9000,0.585632,0.333333,0.008167,-0.000000,0.244132,1255
0.2530,50,-0.0000,0.0000,0.0847,20.00,82.44,102.44,20.0000,5.0000,0.585798,0.333333,0.008333,-0.000000,0.244132,1255
0.2581,51,-0.0000,0.0000,0.0847,20.00,82.44,102.44,20.0000,5.1000,0.585965,0.333333,0.008500,-0.000000,0.244132,1255
0.2631,52,0.1800,10.8000,0.0847,20.00,82.44,102.44,19.8200,5.1991,0.523130,0.330333,0.008665,-0.060000,0.244132,1275
0.2682,53,0.1800,7.5600,0.0847,20.00,82.44,102.44,19.8200,5.2982,0.541295,0.330333,0.008830,-0.042000,0.244132,1272
0.2733,54,0.1800,5.2920,0.0847,20.00,82.44,102.44,19.8200,5.3973,0.554060,0.330333,0.008995,-0.029400,0.244132,1267
0.2784,55,0.1800,3.7044,0.0847,20.00,82.44,102.44,19.8200,5.4964,0.563046,0.330333,0.009161,-0.020580,0.244132,1263
0.2835,56,0.1800,2.5931,0.0847,20.00,82.44,102.44,19.8200,5.5955,0.569385,0.330333,0.009326,-0.014406,0.244132,1261
