t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0605,-0.0000,-0.0000,45.00,44.9395,0.544908,0.049933,0.000000,0.494975,1270,88.7707
0.0201,2,0.0605,-0.0000,-0.0000,45.00,44.9395,0.544908,0.049933,0.000000,0.494975,1270,88.7707
0.0402,3,0.0605,-0.0000,-0.0000,45.00,44.9395,0.544908,0.049933,0.000000,0.494975,1270,88.7707
0.0603,4,0.0605,-0.0000,-0.0000,45.00,44.9395,0.544908,0.049933,0.000000,0.494975,1270,88.7707
0.0804,5,0.0605,-0.0000,-0.0000,45.00,44.9395,0.544908,0.049933,0.000000,0.494975,1270,88.7707
0.1005,6,0.0605,-0.0000,-0.0000,45.00,44.9395,0.544908,0.049933,0.000000,0.494975,1270,88.7707
0.1206,7,0.0605,-0.0000,-0.0000,45.00,44.9395,0.544908,0.049933,0.000000,0.494975,1270,88.7707
0.1407,8,0.0605,-0.0000,-0.0000,45.00,44.9395,0.544908,0.049933,0.000000,0.494975,1270,88.7707
0.1608,9,0.0605,-0.0000,-0.0000,45.00,44.9395,0.544908,0.049933,0.000000,0.494975,1270,88.7707
0.1809,10,-0.1940,-0.0000,-0.0000,45.00,45.1940,0.545190,0.050216,0.000000,0.494975,1270,89.0251
0.2011,11,-0.1940,-0.0000,0.1119,45.00,45.1940,0.545066,0.050216,-0.000124,0.494975,1270,89.0251
0.2212,12,-0.1940,-0.0000,0.1119,45.00,45.1940,0.545066,0.050216,-0.000124,0.494975,1270,89.0251
0.2413,13,-0.1999,-0.0000,1.3429,45.00,45.1999,0.543705,0.050222,-0.001492,0.494975,1271,89.0311
0.2615,14,-0.1999,-0.0000,1.3429,45.00,45.1999,0.543705,0.050222,-0.001492,0.494975,1271,89.0311
0.2816,15,0.0149,0.1800,1.3429,45.00,44.9851,0.543466,0.049983,-0.001492,0.494975,1271,88.8163
0.3017,16,0.0149,0.3600,3.4691,45.00,44.9851,0.541104,0.049983,-0.003855,0.494975,1272,88.8163
0.3218,17,0.0149,0.5400,3.4691,45.00,44.9851,0.541104,0.049983,-0.003855,0.494975,1272,88.8163
0.3419,18,-0.4359,0.9000,17.0097,45.00,45.4359,0.526559,0.050484,-0.018900,0.494975,1277,89.2670
0.3620,19,-0.4359,1.4400,17.0097,45.00,45.4359,0.526559,0.050484,-0.018900,0.494975,1277,89.2670
0.3821,20,-0.5466,2.3400,17.0097,45.00,45.5466,0.526682,0.050607,-0.018900,0.494975,1277,89.3777
0.4022,21,-0.5466,3.4200,43.1956,45.00,45.5466,0.497587,0.050607,-0.047995,0.494975,1288,89.3777
0.4223,22,-0.5466,4.6800,43.1956,45.00,45.5466,0.497587,0.050607,-0.047995,0.494975,1288,89.3777
0.4424,23,2.0801,6.6600,80.4603,45.00,42.9199,0.453263,0.047689,-0.089400,0.494975,1305,86.7510
0.4625,24,2.0801,8.2800,80.4603,45.00,42.9199,0.453263,0.047689,-0.089400,0.494975,1305,86.7510
0.4826,25,6.5484,10.6200,80.4603,45.00,38.4516,0.448298,0.042724,-0.089400,0.494975,1306,82.2827
0.5027,26,6.5484,13.1400,116.9416,45.00,38.4516,0.407764,0.042724,-0.129935,0.494975,1322,82.2827
0.5228,27,6.5484,15.1200,116.9416,45.00,38.4516,0.407764,0.042724,-0.129935,0.494975,1322,82.2827
0.5429,28,12.4650,17.8200,135.7418,45.00,32.5350,0.380301,0.036150,-0.150824,0.494975,1332,76.3661
0.5630,29,12.4650,19.9800,135.7418,45.00,32.5350,0.380301,0.036150,-0.150824,0.494975,1332,76.3661
0.5831,30,19.4274,22.5000,135.7418,45.00,25.5726,0.372565,0.028414,-0.150824,0.494975,1335,69.4037
0.6032,31,19.4274,24.8400,142.5680,45.00,25.5726,0.364980,0.028414,-0.158409,0.494975,1338,69.4037
0.6233,32,19.4274,26.2800,142.5680,45.00,25.5726,0.364980,0.028414,-0.158409,0.494975,1338,69.4037
0.6434,33,26.4841,29.3400,138.8751,45.00,18.5159,0.361242,0.020573,-0.154306,0.494975,1339,62.3471
0.6635,34,26.4841,31.3200,138.8751,45.00,18.5159,0.361242,0.020573,-0.154306,0.494975,1339,62.3471
0.6836,35,33.2714,34.0200,138.8751,45.00,11.7286,0.353701,0.013032,-0.154306,0.494975,1342,55.5598
0.7038,36,33.2714,36.3600,123.2083,45.00,11.7286,0.371108,0.013032,-0.136898,0.494975,1335,55.5598
0.7238,37,33.2714,38.3400,123.2083,45.00,11.7286,0.371108,0.013032,-0.136898,0.494975,1335,55.5598
0.7439,38,39.1089,40.5000,99.0367,45.00,5.8911,0.391480,0.006546,-0.110041,0.494975,1328,49.7222
0.7641,39,39.1089,41.7600,99.0367,45.00,5.8911,0.391480,0.006546,-0.110041,0.494975,1328,49.7222
0.7842,40,43.6332,43.3800,99.0367,45.00,1.3668,0.386453,0.001519,-0.110041,0.494975,1330,45.1980
0.8042,41,43.6332,44.6400,70.5007,45.00,1.3668,0.418159,0.001519,-0.078334,0.494975,1318,45.1980
0.8243,42,43.6332,45.5400,70.5007,45.00,1.3668,0.418159,0.001519,-0.078334,0.494975,1318,45.1980
0.8444,43,46.6858,46.2600,39.5028,45.00,-1.6858,0.449210,-0.001873,-0.043892,0.494975,1306,42.1454
0.8645,44,46.6858,46.6200,39.5028,45.00,-1.6858,0.449210,-0.001873,-0.043892,0.494975,1306,42.1454
0.8846,45,48.2251,46.9800,39.5028,45.00,-3.2251,0.447499,-0.003583,-0.043892,0.494975,1307,40.6060
0.9048,46,48.2251,46.9800,9.9596,45.00,-3.2251,0.480325,-0.003583,-0.011066,0.494975,1294,40.6060
0.9249,47,48.2251,46.8000,9.9596,45.00,-3.2251,0.480325,-0.003583,-0.011066,0.494975,1294,40.6060
0.9450,48,48.3214,46.2600,-16.7859,45.00,-3.3214,0.509935,-0.003690,0.018651,0.494975,1283,40.5097
0.9651,49,48.3214,45.9000,-16.7859,45.00,-3.3214,0.509935,-0.003690,0.018651,0.494975,1283,40.5097
0.9852,50,47.1951,45.0000,-16.7859,45.00,-2.1951,0.511187,-0.002439,0.018651,0.494975,1283,41.6360
1.0053,51,47.1951,44.2800,-36.7051,45.00,-2.1951,0.533319,-0.002439,0.040783,0.494975,1275,41.6360
1.0254,52,47.1951,43.3800,-36.7051,45.00,-2.1951,0.533319,-0.002439,0.040783,0.494975,1275,41.6360
1.0455,53,45.1664,42.3000,-56.9601,45.00,-0.1664,0.558079,-0.000185,0.063289,0.494975,1265,43.6647
1.0655,54,45.1664,41.4000,-56.9601,45.00,-0.1664,0.558079,-0.000185,0.063289,0.494975,1265,43.6647
1.0857,55,42.3431,40.1400,-56.9601,45.00,2.6569,0.561216,0.002952,0.063289,0.494975,1264,46.4881
1.1058,56,42.3431,39.0600,-57.9672,45.00,2.6569,0.562335,0.002952,0.064408,0.494975,1264,46.4881
1.1259,57,42.3431,38.1600,-57.9672,45.00,2.6569,0.562335,0.002952,0.064408,0.494975,1264,46.4881
1.1459,58,39.6592,36.9000,-50.4695,45.00,5.3408,0.556986,0.005934,0.056077,0.494975,1266,49.1720
1.1660,59,39.6592,36.1800,-50.4695,45.00,5.3408,0.556986,0.005934,0.056077,0.494975,1266,49.1720
1.1861,60,37.2389,35.1000,-50.4695,45.00,7.7611,0.559675,0.008623,0.056077,0.494975,1265,51.5922
1.2062,61,37.2389,34.3800,-44.6504,45.00,7.7611,0.553210,0.008623,0.049612,0.494975,1267,51.5922
1.2263,62,37.2389,33.6600,-44.6504,45.00,7.7611,0.553210,0.008623,0.049612,0.494975,1267,51.5922
1.2464,63,35.1605,32.9400,-31.4455,45.00,9.8395,0.540847,0.010933,0.034939,0.494975,1272,53.6706
1.2665,64,35.1605,32.5800,-31.4455,45.00,9.8395,0.540847,0.010933,0.034939,0.494975,1272,53.6706
1.2866,65,33.6950,32.0400,-19.6954,45.00,11.3050,0.529420,0.012561,0.021884,0.494975,1276,55.1361
1.3067,66,33.6950,31.8600,-19.6954,45.00,11.3050,0.529420,0.012561,0.021884,0.494975,1276,55.1361
1.3268,67,33.6950,31.6800,-19.6954,45.00,11.3050,0.529420,0.012561,0.021884,0.494975,1276,55.1361
1.3469,68,32.9279,31.5000,-5.8191,45.00,12.0721,0.514854,0.013413,0.006466,0.494975,1281,55.9032
1.3670,69,32.9279,31.5000,-5.8191,45.00,12.0721,0.514854,0.013413,0.006466,0.494975,1281,55.9032
1.3871,70,32.7069,31.6800,6.8263,45.00,12.2931,0.501049,0.013659,-0.007585,0.494975,1287,56.1243
1.4072,71,32.7069,31.6800,6.8263,45.00,12.2931,0.501049,0.013659,-0.007585,0.494975,1287,56.1243
1.4273,72,32.7069,31.8600,6.8263,45.00,12.2931,0.501049,0.013659,-0.007585,0.494975,1287,56.1243
1.4474,73,32.9980,32.2200,16.7859,45.00,12.0020,0.489659,0.013336,-0.018651,0.494975,1291,55.8331
1.4675,74,32.9980,32.4000,16.7859,45.00,12.0020,0.489659,0.013336,-0.018651,0.494975,1291,55.8331
1.4876,75,33.5988,32.7600,21.8216,45.00,11.4012,0.483396,0.012668,-0.024246,0.494975,1293,55.2323
1.5077,76,33.5988,33.1200,21.8216,45.00,11.4012,0.483396,0.012668,-0.024246,0.494975,1293,55.2323
1.5278,77,33.5988,33.4800,21.8216,45.00,11.4012,0.483396,0.012668,-0.024246,0.494975,1293,54.5192
1.5480,78,34.3120,33.8400,13.7644,45.00,10.6880,0.491557,0.011876,-0.015294,0.494975,1290,54.5192
1.5681,79,34.3120,34.0200,13.7644,45.00,10.6880,0.491557,0.011876,-0.015294,0.494975,1290,54.5192
1.5882,80,35.2964,34.5600,25.0669,45.00,9.7036,0.477904,0.010782,-0.027852,0.494975,1295,53.5347
1.6083,81,35.2964,34.7400,25.0669,45.00,9.7036,0.477904,0.010782,-0.027852,0.494975,1295,53.5347
1.6284,82,35.2964,35.1000,25.0669,45.00,9.7036,0.477904,0.010782,-0.027852,0.494975,1295,52.4175
1.6485,83,36.4136,35.2800,6.4905,45.00,8.5864,0.497303,0.009540,-0.007212,0.494975,1288,52.4175
1.6686,84,36.4136,35.4600,6.4905,45.00,8.5864,0.497303,0.009540,-0.007212,0.494975,1288,52.4175
1.6886,85,36.9397,35.6400,11.4144,45.00,8.0603,0.491248,0.008956,-0.012683,0.494975,1290,51.8914
1.7087,86,36.9397,35.8200,11.4144,45.00,8.0603,0.491248,0.008956,-0.012683,0.494975,1290,51.8914
1.7288,87,37.1448,36.0000,11.4144,45.00,7.8552,0.491020,0.008728,-0.012683,0.494975,1290,51.6863
1.7489,88,37.1448,36.0000,-3.1334,45.00,7.8552,0.507184,0.008728,0.003482,0.494975,1284,51.6863
1.7691,89,37.1448,36.0000,-3.1334,45.00,7.8552,0.507184,0.008728,0.003482,0.494975,1284,51.6863
1.7892,90,37.2536,36.0000,6.3786,45.00,7.7464,0.496495,0.008607,-0.007087,0.494975,1288,51.5775
1.8093,91,37.2536,36.0000,6.3786,45.00,7.7464,0.496495,0.008607,-0.007087,0.494975,1288,51.5775
1.8294,92,37.1981,36.0000,6.3786,45.00,7.8019,0.496556,0.008669,-0.007087,0.494975,1288,51.6331
1.8495,93,37.1981,36.0000,4.4762,45.00,7.8019,0.498670,0.008669,-0.004974,0.494975,1287,51.6331
1.8696,94,37.1981,36.0000,4.4762,45.00,7.8019,0.498670,0.008669,-0.004974,0.494975,1287,51.6331
1.8897,95,37.2029,36.0000,-5.7072,45.00,7.7971,0.509979,0.008663,0.006341,0.494975,1283,51.6282
1.9098,96,37.2029,35.8200,-5.7072,45.00,7.7971,0.509979,0.008663,0.006341,0.494975,1283,51.6282
1.9299,97,37.1412,35.8200,-5.7072,45.00,7.8588,0.510048,0.008732,0.006341,0.494975,1283,51.6899
1.9500,98,37.1412,35.8200,-11.9739,45.00,7.8588,0.517011,0.008732,0.013304,0.494975,1281,51.6899
1.9701,99,37.1412,35.6400,-11.9739,45.00,7.8588,0.517011,0.008732,0.013304,0.494975,1281,51.6899
1.9902,100,36.8797,35.6400,2.1262,45.00,8.1203,0.501635,0.009023,-0.002362,0.494975,1286,51.9514
2.0103,101,36.8797,35.4600,2.1262,45.00,8.1203,0.501635,0.009023,-0.002362,0.494975,1286,51.9514
2.0304,102,36.7251,35.4600,2.1262,45.00,8.2749,0.501807,0.009194,-0.002362,0.494975,1286,52.1060
2.0505,103,36.7251,35.4600,-11.6382,45.00,8.2749,0.517100,0.009194,0.012931,0.494975,1281,52.1060
2.0706,104,36.7251,35.2800,-11.6382,45.00,8.2749,0.517100,0.009194,0.012931,0.494975,1281,52.1060
2.0907,105,36.5242,35.2800,5.8191,45.00,8.4758,0.497927,0.009418,-0.006466,0.494975,1288,52.3069
2.1108,106,36.5242,35.2800,5.8191,45.00,8.4758,0.497927,0.009418,-0.006466,0.494975,1288,52.3069
2.1309,107,36.4518,35.2800,5.8191,45.00,8.5482,0.498007,0.009498,-0.006466,0.494975,1288,52.3794
2.1510,108,36.4518,35.1000,-9.7358,45.00,8.5482,0.515290,0.009498,0.010818,0.494975,1281,52.3794
2.1711,109,36.4518,35.1000,-9.7358,45.00,8.5482,0.515290,0.009498,0.010818,0.494975,1281,52.3794
2.1918,110,36.3642,35.1000,-4.1405,45.00,8.6358,0.509171,0.009595,0.004601,0.494975,1284,52.4670
2.2119,111,36.3642,35.1000,-4.1405,45.00,8.6358,0.509171,0.009595,0.004601,0.494975,1284,52.4670
2.2319,112,36.2813,35.1000,-4.1405,45.00,8.7187,0.509263,0.009687,0.004601,0.494975,1284,52.5498
2.2520,113,36.2813,35.1000,7.8334,45.00,8.7187,0.495958,0.009687,-0.008704,0.494975,1289,52.5498
2.2721,114,36.2813,35.1000,7.8334,45.00,8.7187,0.495958,0.009687,-0.008704,0.494975,1289,52.5498
2.2922,115,36.3434,35.1000,4.8120,45.00,8.6566,0.499247,0.009618,-0.005347,0.494975,1287,52.4877
2.3122,116,36.3434,35.1000,4.8120,45.00,8.6566,0.499247,0.009618,-0.005347,0.494975,1287,52.4877
2.3323,117,36.4519,35.2800,4.8120,45.00,8.5481,0.499126,0.009498,-0.005347,0.494975,1287,52.3792
2.3524,118,36.4519,35.2800,-4.5881,45.00,8.5481,0.509571,0.009498,0.005098,0.494975,1283,52.3792
2.3725,119,36.4519,35.2800,-4.5881,45.00,8.5481,0.509571,0.009498,0.005098,0.494975,1283,52.3792
2.3926,120,36.5862,35.2800,-8.2810,45.00,8.4138,0.513525,0.009349,0.009201,0.494975,1282,52.2449
2.4127,121,36.5862,35.4600,-8.2810,45.00,8.4138,0.513525,0.009349,0.009201,0.494975,1282,52.2449
2.4328,122,36.6277,35.4600,-8.2810,45.00,8.3723,0.513478,0.009303,0.009201,0.494975,1282,52.2034
2.4528,123,36.6277,35.4600,6.4905,45.00,8.3723,0.497066,0.009303,-0.007212,0.494975,1288,52.2034
2.4729,124,36.6277,35.4600,6.4905,45.00,8.3723,0.497066,0.009303,-0.007212,0.494975,1288,52.2034
2.4930,125,36.7668,35.6400,-5.4834,45.00,8.2332,0.510215,0.009148,0.006093,0.494975,1283,52.0644
2.5131,126,36.7668,35.6400,-5.4834,45.00,8.2332,0.510215,0.009148,0.006093,0.494975,1283,52.0644
2.5331,127,36.8494,35.6400,-5.4834,45.00,8.1506,0.510124,0.009056,0.006093,0.494975,1283,51.9817
2.5532,128,36.8494,35.6400,11.7501,45.00,8.1506,0.490975,0.009056,-0.013056,0.494975,1290,51.9817
2.5733,129,36.8494,35.8200,11.7501,45.00,8.1506,0.490975,0.009056,-0.013056,0.494975,1290,51.9817
2.5934,130,37.0393,35.8200,-4.8120,45.00,7.9607,0.509167,0.008845,0.005347,0.494975,1284,51.7919
2.6134,131,37.0393,35.8200,-4.8120,45.00,7.9607,0.509167,0.008845,0.005347,0.494975,1284,51.7919
2.6335,132,37.1012,35.8200,-4.8120,45.00,7.8988,0.509098,0.008776,0.005347,0.494975,1284,51.7300
2.6536,133,37.1012,35.8200,2.3500,45.00,7.8988,0.501140,0.008776,-0.002611,0.494975,1287,51.7300
2.6737,134,37.1012,35.8200,2.3500,45.00,7.8988,0.501140,0.008776,-0.002611,0.494975,1287,51.7300
2.6938,135,37.1473,36.0000,10.0715,45.00,7.8527,0.492509,0.008725,-0.011191,0.494975,1290,51.6838
2.7139,136,37.1473,36.0000,10.0715,45.00,7.8527,0.492509,0.008725,-0.011191,0.494975,1290,51.6838
2.7339,137,37.2342,36.0000,10.0715,45.00,7.7658,0.492413,0.008629,-0.011191,0.494975,1290,51.5970
2.7540,138,37.2342,35.8200,-2.1262,45.00,7.7658,0.505966,0.008629,0.002362,0.494975,1285,51.5970
2.7741,139,37.2342,35.8200,-2.1262,45.00,7.7658,0.505966,0.008629,0.002362,0.494975,1285,51.5970
2.7942,140,37.0296,35.8200,4.7000,45.00,7.9704,0.498608,0.008856,-0.005222,0.494975,1288,51.8015
2.8142,141,37.0296,35.6400,4.7000,45.00,7.9704,0.498608,0.008856,-0.005222,0.494975,1288,51.8015
2.8344,142,37.2541,35.6400,4.7000,45.00,7.7459,0.498359,0.008607,-0.005222,0.494975,1288,51.5770
2.8544,143,37.2541,35.4600,-8.6167,45.00,7.7459,0.513155,0.008607,0.009574,0.494975,1282,51.5770
2.8745,144,37.2541,35.4600,-8.6167,45.00,7.7459,0.513155,0.008607,0.009574,0.494975,1282,51.5770
2.8946,145,36.7517,35.2800,3.1334,45.00,8.2483,0.500658,0.009165,-0.003482,0.494975,1287,52.0795
2.9147,146,36.7517,35.2800,3.1334,45.00,8.2483,0.500658,0.009165,-0.003482,0.494975,1287,52.0795
2.9347,147,36.5454,35.1000,3.1334,45.00,8.4546,0.500887,0.009394,-0.003482,0.494975,1287,52.2857
2.9548,148,36.5454,34.9200,4.5881,45.00,8.4546,0.499271,0.009394,-0.005098,0.494975,1287,52.2857
2.9749,149,36.5454,34.9200,4.5881,45.00,8.4546,0.499271,0.009394,-0.005098,0.494975,1287,52.2857
2.9950,150,36.2817,34.7400,4.5881,45.00,8.7183,0.499564,0.009687,-0.005098,0.494975,1287,52.5494
3.0151,151,36.2817,34.7400,4.5881,45.00,8.7183,0.499564,0.009687,-0.005098,0.494975,1287,52.5494
3.0352,152,36.0329,34.5600,4.5881,45.00,8.9671,0.499840,0.009963,-0.005098,0.494975,1287,52.7982
