t_s,phase,step_idx,pwm_target,pwm_actual,psi_imu_deg,psi_enc_deg,psi_dot_dps,pitch_raw_deg,rest_angle_deg
1.6550,repos,0,1500,1500,0.0313,-0.0000,-0.0000,10.2179,79.75
1.6714,repos,0,1500,1500,0.0313,-0.0000,-0.0000,10.2179,79.75
1.6950,repos,0,1500,1500,0.0313,-0.0000,-0.0000,10.2179,79.75
1.7115,repos,0,1500,1500,0.0313,-0.0000,-0.0000,10.2179,79.75
1.7329,repos,0,1500,1500,0.0313,-0.0000,-0.0000,10.2179,79.75
1.7535,repos,0,1500,1500,0.0313,-0.0000,-0.0000,10.2179,79.75
1.7718,repos,0,1500,1500,0.0313,-0.0000,-0.0000,10.2179,79.75
1.7961,repos,0,1500,1500,0.0312,-0.0000,-0.0000,10.2179,79.75
1.8120,repos,0,1500,1500,0.0312,-0.0000,-0.0000,10.2179,79.75
1.8332,repos,0,1500,1500,0.0312,-0.0000,-0.0000,10.2179,79.75
1.8555,repos,0,1500,1500,0.0312,-0.0000,0.1119,10.2179,79.75
1.8730,repos,0,1500,1500,0.0312,-0.0000,0.1119,10.2179,79.75
1.8985,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2108,79.75
1.9138,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2108,79.75
1.9343,repos,0,1500,1500,0.0384,-0.0000,-0.0000,10.2108,79.75
1.9565,repos,0,1500,1500,0.0384,-0.0000,-0.0000,10.2108,79.75
1.9740,repos,0,1500,1500,0.0384,-0.0000,-0.0000,10.2108,79.75
1.9974,repos,0,1500,1500,0.0384,-0.0000,-0.1119,10.2108,79.75
2.0145,repos,0,1500,1500,0.0384,-0.0000,-0.1119,10.2108,79.75
2.0361,repos,0,1500,1500,0.0454,-0.0000,-0.1119,10.2037,79.75
2.0574,repos,0,1500,1500,0.0454,-0.0000,-0.2238,10.2037,79.75
2.0744,repos,0,1500,1500,0.0454,-0.0000,-0.2238,10.2037,79.75
2.0978,repos,0,1500,1500,0.0384,-0.0000,0.1119,10.2108,79.75
2.1150,repos,0,1500,1500,0.0384,-0.0000,0.1119,10.2108,79.75
2.1386,repos,0,1500,1500,0.0454,-0.0000,0.1119,10.2037,79.75
2.1576,repos,0,1500,1500,0.0454,-0.0000,-0.0000,10.2037,79.75
2.1752,repos,0,1500,1500,0.0454,-0.0000,-0.0000,10.2037,79.75
2.1982,repos,0,1500,1500,0.0525,-0.0000,-0.1119,10.1966,79.75
2.2154,repos,0,1500,1500,0.0525,-0.0000,-0.1119,10.1966,79.75
2.2381,repos,0,1500,1500,0.0454,-0.0000,-0.1119,10.2037,79.75
2.2581,repos,0,1500,1500,0.0454,-0.0000,-0.0000,10.2037,79.75
2.2757,repos,0,1500,1500,0.0454,-0.0000,-0.0000,10.2037,79.75
2.2987,repos,0,1500,1500,0.0454,-0.0000,-0.1119,10.2037,79.75
2.3158,repos,0,1500,1500,0.0454,-0.0000,-0.1119,10.2037,79.75
2.3385,repos,0,1500,1500,0.0454,-0.0000,-0.1119,10.2038,79.75
2.3589,repos,0,1500,1500,0.0454,-0.0000,0.1119,10.2038,79.75
2.3761,repos,0,1500,1500,0.0454,-0.0000,0.1119,10.2038,79.75
2.3984,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2108,79.75
2.4163,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2108,79.75
2.4383,repos,0,1500,1500,0.0454,-0.0000,-0.0000,10.2038,79.75
2.4583,repos,0,1500,1500,0.0454,-0.0000,-0.1119,10.2038,79.75
2.4766,repos,0,1500,1500,0.0454,-0.0000,-0.1119,10.2038,79.75
2.4988,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
2.5168,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
2.5389,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.5587,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.5769,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.5982,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.6171,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.6386,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.6585,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.6773,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.6990,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.7175,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.7389,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.7589,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.7778,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.8000,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.8179,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.8394,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.8594,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.8782,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.9005,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.9183,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
2.9390,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
2.9597,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
2.9778,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.0007,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.0180,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.0399,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.0593,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.0783,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.1013,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.1184,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.1390,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.1597,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.1786,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.2007,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.2182,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.2398,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.2599,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.2784,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.3007,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.3186,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.3401,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.3600,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.3787,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.4011,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.4186,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.4401,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.4601,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.4789,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.5016,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.5191,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.5418,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.5592,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.5793,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.6017,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.6195,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.6418,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.6597,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.6797,repos,0,1500,1500,0.0383,-0.0000,-0.0000,10.2109,79.75
3.7019,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
3.7199,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
3.7428,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
3.7601,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
3.7801,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
3.8045,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
3.8203,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
3.8444,repos,0,1500,1500,0.0524,-0.0000,-0.0000,10.1967,79.75
3.8605,repos,0,1500,1500,0.0524,-0.0000,-0.0000,10.1967,79.75
3.8817,repos,0,1500,1500,0.0524,-0.0000,-0.0000,10.1967,79.75
3.9031,repos,0,1500,1500,0.0524,-0.0000,-0.0000,10.1967,79.75
3.9208,repos,0,1500,1500,0.0524,-0.0000,-0.0000,10.1967,79.75
3.9444,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
3.9616,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
3.9822,repos,0,1500,1500,0.0453,-0.0000,-0.0000,10.2038,79.75
4.0054,step,0,1350,1450,0.0453,-0.0000,-0.0000,10.2038,79.75
4.0234,step,0,1350,1400,0.0453,-0.0000,-0.0000,10.2038,79.75
4.0472,step,0,1350,1350,0.0453,-0.0000,-0.0000,10.2038,79.75
4.0636,step,0,1350,1350,0.0453,-0.0000,-0.0000,10.2038,79.75
4.0874,step,0,1350,1350,0.0453,-0.0000,-0.0000,10.2038,79.75
4.1063,step,0,1350,1350,0.0453,-0.0000,-0.0000,10.2038,79.75
4.1239,step,0,1350,1350,0.0453,-0.0000,-0.0000,10.2038,79.75
4.1468,step,0,1350,1350,0.0453,-0.0000,-0.0000,10.2038,79.75
4.1642,step,0,1350,1350,0.0453,-0.0000,-0.0000,10.2038,79.75
4.1869,step,0,1350,1350,0.0453,-0.0000,-0.0000,10.2038,79.75
4.2060,step,0,1350,1350,0.0453,-0.0000,-0.0000,10.2038,79.75
4.2230,step,0,1350,1350,0.0453,-0.0000,-0.0000,10.2038,79.75
4.2473,step,0,1350,1350,0.0453,-0.0000,0.5595,10.2038,79.75
4.2645,step,0,1350,1350,0.0453,-0.0000,0.5595,10.2038,79.75
4.2865,step,0,1350,1350,0.0948,-0.0000,0.5595,10.1543,79.75
4.3072,step,0,1350,1350,0.0948,-0.0000,1.2310,10.1543,79.75
4.3247,step,0,1350,1350,0.0948,-0.0000,1.2310,10.1543,79.75
4.3477,step,0,1350,1350,0.1927,0.1800,3.2453,10.0565,79.75
4.3648,step,0,1350,1350,0.1927,0.3600,3.2453,10.0565,79.75
4.3864,step,0,1350,1350,0.4879,0.5400,3.2453,9.7612,79.75
4.4076,step,0,1350,1350,0.4879,0.9000,12.4215,9.7612,79.75
4.4250,step,0,1350,1350,0.4879,1.2600,12.4215,9.7612,79.75
4.4474,step,0,1350,1350,1.2104,1.8000,23.5002,9.0388,79.75
4.4652,step,0,1350,1350,1.2104,2.3400,23.5002,9.0388,79.75
4.4873,step,0,1350,1350,2.5849,3.0600,23.5002,7.6643,79.75
4.5072,step,0,1350,1350,2.5849,3.9600,37.4884,7.6643,79.75
4.5254,step,0,1350,1350,2.5849,4.6800,37.4884,7.6643,79.75
4.5477,step,0,1350,1350,4.6936,5.9400,53.7148,5.5556,79.75
4.5656,step,0,1350,1350,4.6936,7.0200,53.7148,5.5556,79.75
4.5876,step,0,1350,1350,7.5767,8.4600,53.7148,2.6724,79.75
4.6066,step,0,1350,1350,7.5767,9.9000,67.8149,2.6724,79.75
4.6258,step,0,1350,1350,7.5767,11.5200,67.8149,2.6724,79.75
4.6474,step,0,1350,1350,11.2277,13.5000,84.3770,-0.9785,79.75
4.6660,step,0,1350,1350,11.2277,15.1200,84.3770,-0.9785,79.75
4.6876,step,0,1350,1350,15.6497,17.1000,84.3770,-5.4006,79.75
4.7077,step,0,1350,1350,15.6497,19.0800,94.8961,-5.4006,79.75
4.7263,step,0,1350,1350,15.6497,20.8800,94.8961,-5.4006,79.75
4.7479,step,0,1350,1350,20.4517,23.0400,100.3795,-10.2026,79.75
4.7657,step,0,1350,1350,20.4517,22.3200,100.3795,-10.2026,79.75
4.7877,step,0,1350,1350,21.8285,20.8800,100.3795,-11.5794,79.75
4.8077,step,0,1350,1350,21.8285,19.9800,-53.1553,-11.5794,79.75
4.8266,step,0,1350,1350,21.8285,19.4400,-53.1553,-11.5794,79.75
4.8488,step,0,1350,1350,19.4763,18.7200,-31.7813,-9.2271,79.75
4.8669,step,0,1350,1350,19.4763,18.3600,-31.7813,-9.2271,79.75
4.8875,step,0,1350,1350,18.2348,18.1800,-31.7813,-7.9856,79.75
4.9075,step,0,1350,1350,18.2348,18.1800,-7.4977,-7.9856,79.75
4.9257,step,0,1350,1350,18.2348,18.3600,-7.4977,-7.9856,79.75
4.9493,step,0,1350,1350,18.2136,18.7200,13.8763,-7.9645,79.75
4.9672,step,0,1350,1350,18.2136,19.0800,13.8763,-7.9645,79.75
4.9887,step,0,1350,1350,19.1814,19.8000,13.8763,-8.9323,79.75
5.0078,step,0,1350,1350,19.1814,20.5200,32.7884,-8.9323,79.75
5.0274,step,0,1350,1350,19.1814,21.2400,32.7884,-8.9323,79.75
5.0496,step,0,1350,1350,20.9501,22.3200,47.3362,-10.701,79.75
5.0669,step,0,1350,1350,20.9501,22.8600,47.3362,-10.701,79.75
5.0889,step,0,1350,1350,22.8058,22.3200,47.3362,-12.5567,79.75
5.1082,step,0,1350,1350,22.8058,21.9600,-31.3336,-12.5567,79.75
5.1273,step,0,1350,1350,22.8058,21.7800,-31.3336,-12.5567,79.75
5.1502,step,0,1350,1350,21.7094,21.6000,-5.7072,-11.4602,79.75
5.1680,step,0,1350,1350,21.7094,21.7800,-5.7072,-11.4602,79.75
5.1894,step,0,1350,1350,21.6952,21.9600,-5.7072,-11.4461,79.75
5.2093,step,0,1350,1350,21.6952,22.3200,13.5406,-11.4461,79.75
5.2273,step,0,1350,1350,21.6952,22.8600,13.5406,-11.4461,79.75
5.2498,step,0,1350,1350,22.6098,22.6800,3.9167,-12.3606,79.75
5.2674,step,0,1350,1350,22.6098,22.5000,3.9167,-12.3606,79.75
5.2890,step,0,1350,1350,22.4263,22.5000,3.9167,-12.1772,79.75
5.3091,step,0,1350,1350,22.4263,22.6800,1.2310,-12.1772,79.75
5.3275,step,0,1350,1350,22.4263,22.8600,1.2310,-12.1772,79.75
5.3500,step,0,1350,1350,22.7008,22.6800,-3.9167,-12.4517,79.75
5.3676,step,0,1350,1350,22.7008,22.8600,-3.9167,-12.4517,79.75
5.3890,step,0,1350,1350,22.6803,22.8600,-3.9167,-12.4311,79.75
5.4090,step,0,1350,1350,22.6803,22.8600,-1.0072,-12.4311,79.75
5.4277,step,0,1350,1350,22.6803,22.8600,-1.0072,-12.4311,79.75
5.4500,step,0,1350,1350,22.6661,22.8600,-1.3429,-12.4169,79.75
5.4678,step,0,1350,1350,22.6661,22.8600,-1.3429,-12.4169,79.75
5.4907,step,0,1350,1350,22.6519,22.8600,-1.3429,-12.4027,79.75
5.5080,step,0,1350,1350,22.6519,22.8600,-2.0143,-12.4027,79.75
5.5281,step,0,1350,1350,22.6519,22.8600,-2.0143,-12.4027,79.75
5.5507,step,0,1350,1350,22.6377,22.8600,-0.8952,-12.3885,79.75
5.5682,step,0,1350,1350,22.6377,22.8600,-0.8952,-12.3885,79.75
5.5906,step,0,1350,1350,22.6100,22.8600,-0.8952,-12.3609,79.75
5.6084,step,0,1350,1350,22.6100,22.8600,1.0072,-12.3609,79.75
5.6285,step,0,1350,1350,22.6100,22.8600,1.0072,-12.3609,79.75
5.6507,step,0,1350,1350,22.5958,22.8600,1.2310,-12.3467,79.75
5.6686,step,0,1350,1350,22.5958,22.8600,1.2310,-12.3467,79.75
5.6908,step,0,1350,1350,22.5958,22.8600,1.2310,-12.3467,79.75
5.7090,step,0,1350,1350,22.5958,22.8600,1.2310,-12.3467,79.75
5.7290,step,0,1350,1350,22.5958,22.8600,1.2310,-12.3467,79.75
5.7518,step,0,1350,1350,22.5958,22.8600,0.5595,-12.3467,79.75
5.7691,step,0,1350,1350,22.5958,22.8600,0.5595,-12.3467,79.75
5.7920,step,0,1350,1350,22.6164,22.8600,-0.8952,-12.3673,79.75
5.8093,step,0,1350,1350,22.6164,22.8600,-0.8952,-12.3673,79.75
5.8293,step,0,1350,1350,22.6164,22.8600,-0.8952,-12.3673,79.75
5.8530,step,0,1350,1350,22.6378,22.8600,-2.1262,-12.3887,79.75
5.8695,step,0,1350,1350,22.6378,22.8600,-2.1262,-12.3887,79.75
5.8931,step,0,1350,1350,22.6663,22.8600,-0.5595,-12.4172,79.75
5.9097,step,0,1350,1350,22.6663,22.8600,-0.5595,-12.4172,79.75
5.9309,step,0,1350,1350,22.6663,22.8600,-0.5595,-12.4243,79.75
5.9522,step,0,1350,1350,22.6734,22.8600,1.0072,-12.4243,79.75
5.9699,step,0,1350,1350,22.6734,22.8600,1.0072,-12.4243,79.75
5.9935,step,0,1350,1350,22.6940,22.8600,0.8952,-12.4449,79.75
6.0108,step,0,1350,1350,22.6940,22.8600,0.8952,-12.4449,79.75
6.0320,step,0,1350,1350,22.7012,22.8600,0.8952,-12.452,79.75
6.0534,step,0,1350,1350,22.7012,22.8600,0.1119,-12.452,79.75
6.0717,step,0,1350,1350,22.7012,22.8600,0.1119,-12.452,79.75
6.0953,step,0,1350,1350,22.7083,22.8600,-0.0000,-12.4591,79.75
6.1122,step,0,1350,1350,22.7083,22.8600,-0.0000,-12.4591,79.75
6.1338,step,0,1350,1350,22.7155,22.8600,-0.0000,-12.4663,79.75
6.1549,step,0,1350,1350,22.7155,22.8600,-0.1119,-12.4663,79.75
6.1728,step,0,1350,1350,22.7155,22.8600,-0.1119,-12.4663,79.75
6.1962,step,0,1350,1350,22.7226,22.8600,-1.2310,-12.4735,79.75
6.2127,step,0,1350,1350,22.7226,22.8600,-1.2310,-12.4735,79.75
6.2343,step,0,1350,1350,22.7440,22.8600,-1.2310,-12.4948,79.75
6.2553,step,0,1350,1350,22.7440,22.8600,-2.0143,-12.4948,79.75
6.2731,step,0,1350,1350,22.7440,22.8600,-2.0143,-12.4948,79.75
6.2996,step,0,1350,1350,22.7440,22.8600,-0.3357,-12.4949,79.75
6.3135,step,0,1350,1350,22.7440,22.8600,-0.3357,-12.4949,79.75
6.3367,step,0,1350,1350,22.7504,22.8600,-0.3357,-12.5013,79.75
6.3576,step,0,1350,1350,22.7504,22.8600,0.8952,-12.5013,79.75
6.3742,step,0,1350,1350,22.7504,22.8600,0.8952,-12.5013,79.75
6.3979,step,0,1350,1350,22.7576,22.8600,1.3429,-12.5084,79.75
6.4145,step,0,1350,1350,22.7576,22.8600,1.3429,-12.5084,79.75
6.4373,step,0,1350,1350,22.7718,22.8600,1.3429,-12.5227,79.75
6.4574,step,0,1350,1350,22.7718,22.8600,0.1119,-12.5227,79.75
6.4756,step,0,1350,1350,22.7718,22.8600,0.1119,-12.5227,79.75
6.4975,step,0,1350,1350,22.7718,22.8600,-0.6714,-12.5227,79.75
6.5156,step,0,1350,1350,22.7718,22.8600,-0.6714,-12.5227,79.75
6.5371,step,0,1350,1350,22.7790,22.8600,-0.6714,-12.5298,79.75
6.5574,step,0,1350,1350,22.7790,22.8600,-0.7833,-12.5298,79.75
6.5759,step,0,1350,1350,22.7790,22.8600,-0.7833,-12.5298,79.75
6.5980,step,0,1350,1350,22.8003,22.8600,0.6714,-12.5512,79.75
6.6160,step,0,1350,1350,22.8003,22.8600,0.6714,-12.5512,79.75
6.6377,step,0,1350,1350,22.8074,22.8600,0.6714,-12.5583,79.75
6.6567,step,0,1350,1350,22.8074,22.8600,0.2238,-12.5583,79.75
6.6763,step,0,1350,1350,22.8074,22.8600,0.2238,-12.5583,79.75
6.6985,step,0,1350,1350,22.8138,22.8600,0.7833,-12.5646,79.75
6.7165,step,0,1350,1350,22.8138,22.8600,0.7833,-12.5646,79.75
