t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,0.0,-0.0826,20.00,82.18,20.0000,0.1000,0.422480,0.177778,0.000333,-0.000000,0.244369,1480
0.0086,2,enc,0,-0.0000,0.0000,-0.0000,0.0,-0.0826,20.00,82.18,20.0000,0.2000,0.422813,0.177778,0.000667,-0.000000,0.244369,1460
0.0137,3,enc,0,-0.0000,0.0000,-0.0000,0.0,-0.0826,20.00,82.18,20.0000,0.3000,0.423146,0.177778,0.001000,-0.000000,0.244369,1440
0.0188,4,enc,0,-0.0000,0.0000,-0.0000,0.0,-0.0826,20.00,82.18,20.0000,0.4000,0.423480,0.177778,0.001333,-0.000000,0.244369,1420
0.0240,5,enc,0,-0.0000,0.0000,-0.0000,0.0,-0.0826,20.00,82.18,20.0000,0.5000,0.423813,0.177778,0.001667,-0.000000,0.244369,1400
0.0290,6,enc,1,-0.0000,0.0000,-0.0000,0.0114,-0.1013,20.00,82.18,20.0000,0.6000,0.424146,0.177778,0.002000,-0.000000,0.244369,1380
0.0342,7,enc,0,-0.0000,0.0000,-0.0000,0.0114,-0.1013,20.00,82.18,20.0000,0.7000,0.424480,0.177778,0.002333,-0.000000,0.244369,1360
0.0393,8,enc,0,-0.0000,0.0000,-0.0000,0.0114,-0.1013,20.00,82.18,20.0000,0.8000,0.424813,0.177778,0.002667,-0.000000,0.244369,1340
0.0443,9,enc,0,-0.0000,0.0000,-0.0000,0.0114,-0.1013,20.00,82.18,20.0000,0.9000,0.425146,0.177778,0.003000,-0.000000,0.244369,1320
0.0494,10,enc,0,-0.0000,0.0000,-0.0000,0.0114,-0.1013,20.00,82.18,20.0000,1.0000,0.425480,0.177778,0.003333,-0.000000,0.244369,1315
0.0545,11,enc,0,-0.0000,0.0000,-0.0000,0.0114,-0.1013,20.00,82.18,20.0000,1.1000,0.425813,0.177778,0.003667,-0.000000,0.244369,1315
0.0596,12,enc,0,-0.0000,0.0000,-0.0000,0.0114,-0.1013,20.00,82.18,20.0000,1.2000,0.426146,0.177778,0.004000,-0.000000,0.244369,1315
0.0647,13,enc,1,-0.0000,0.0000,-0.0000,0.0032,-0.1408,20.00,82.18,20.0000,1.3000,0.426480,0.177778,0.004333,-0.000000,0.244369,1315
0.0697,14,enc,0,-0.0000,0.0000,-0.0000,0.0032,-0.1408,20.00,82.18,20.0000,1.4000,0.426813,0.177778,0.004667,-0.000000,0.244369,1314
0.0748,15,enc,0,-0.0000,0.0000,-0.0000,0.0032,-0.1408,20.00,82.18,20.0000,1.5000,0.427146,0.177778,0.005000,-0.000000,0.244369,1314
0.0799,16,enc,0,-0.0000,0.0000,-0.0000,0.0032,-0.1408,20.00,82.18,20.0000,1.6000,0.427480,0.177778,0.005333,-0.000000,0.244369,1314
0.0850,17,enc,0,-0.0000,0.0000,-0.0000,0.0032,-0.1408,20.00,82.18,20.0000,1.7000,0.427813,0.177778,0.005667,-0.000000,0.244369,1314
0.0900,18,enc,0,-0.0000,0.0000,-0.0000,0.0032,-0.1408,20.00,82.18,20.0000,1.8000,0.428146,0.177778,0.006000,-0.000000,0.244369,1314
0.0951,19,enc,0,-0.0000,0.0000,-0.0000,0.0032,-0.1408,20.00,82.18,20.0000,1.9000,0.428480,0.177778,0.006333,-0.000000,0.244369,1314
