t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,-0.0404,0.3108,30.00,85.08,30.0000,0.1500,0.267167,0.266667,0.000500,-0.000000,0.000000,1480
0.0096,2,enc,0,-0.0000,0.0000,-0.0000,-0.0404,0.3108,30.00,85.08,30.0000,0.3000,0.267667,0.266667,0.001000,-0.000000,0.000000,1460
0.0146,3,enc,1,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,0.4500,0.268167,0.266667,0.001500,-0.000000,0.000000,1440
0.0197,4,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,0.6000,0.268667,0.266667,0.002000,-0.000000,0.000000,1420
0.0248,5,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,0.7500,0.269167,0.266667,0.002500,-0.000000,0.000000,1400
0.0299,6,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,0.9000,0.269667,0.266667,0.003000,-0.000000,0.000000,1380
0.0349,7,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,1.0500,0.270167,0.266667,0.003500,-0.000000,0.000000,1373
0.0400,8,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,1.2000,0.270667,0.266667,0.004000,-0.000000,0.000000,1373
0.0451,9,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,1.3500,0.271167,0.266667,0.004500,-0.000000,0.000000,1373
0.0502,10,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,1.5000,0.271667,0.266667,0.005000,-0.000000,0.000000,1373
0.0552,11,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,1.6500,0.272167,0.266667,0.005500,-0.000000,0.000000,1372
0.0603,12,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,1.8000,0.272667,0.266667,0.006000,-0.000000,0.000000,1372
0.0654,13,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,1.9500,0.273167,0.266667,0.006500,-0.000000,0.000000,1372
0.0705,14,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,2.1000,0.273667,0.266667,0.007000,-0.000000,0.000000,1372
0.0756,15,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,2.2500,0.274167,0.266667,0.007500,-0.000000,0.000000,1372
0.0813,16,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,2.4000,0.274667,0.266667,0.008000,-0.000000,0.000000,1372
0.0864,17,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,2.5500,0.275167,0.266667,0.008500,-0.000000,0.000000,1371
0.0916,18,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,2.7000,0.275667,0.266667,0.009000,-0.000000,0.000000,1371
0.0967,19,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,2.8500,0.276167,0.266667,0.009500,-0.000000,0.000000,1371
0.1019,20,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,3.0000,0.276667,0.266667,0.010000,-0.000000,0.000000,1371
0.1070,21,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,3.1500,0.277167,0.266667,0.010500,-0.000000,0.000000,1371
0.1121,22,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,3.3000,0.277667,0.266667,0.011000,-0.000000,0.000000,1370
0.1171,23,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,3.4500,0.278167,0.266667,0.011500,-0.000000,0.000000,1370
0.1222,24,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,3.6000,0.278667,0.266667,0.012000,-0.000000,0.000000,1370
0.1273,25,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,3.7500,0.279167,0.266667,0.012500,-0.000000,0.000000,1370
0.1324,26,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,3.9000,0.279667,0.266667,0.013000,-0.000000,0.000000,1370
0.1375,27,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,4.0500,0.280167,0.266667,0.013500,-0.000000,0.000000,1369
0.1425,28,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,4.2000,0.280667,0.266667,0.014000,-0.000000,0.000000,1369
0.1476,29,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,4.3500,0.281167,0.266667,0.014500,-0.000000,0.000000,1369
0.1527,30,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,4.5000,0.281667,0.266667,0.015000,-0.000000,0.000000,1369
0.1578,31,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,4.6500,0.282167,0.266667,0.015500,-0.000000,0.000000,1369
0.1630,32,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,4.8000,0.282667,0.266667,0.016000,-0.000000,0.000000,1369
0.1681,33,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,4.9500,0.283167,0.266667,0.016500,-0.000000,0.000000,1368
0.1732,34,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,5.1000,0.283667,0.266667,0.017000,-0.000000,0.000000,1368
0.1783,35,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,5.2500,0.284167,0.266667,0.017500,-0.000000,0.000000,1368
0.1834,36,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,5.4000,0.284667,0.266667,0.018000,-0.000000,0.000000,1368
0.1885,37,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,5.5500,0.285167,0.266667,0.018500,-0.000000,0.000000,1368
0.1936,38,enc,1,-0.0000,0.0000,-0.0000,-0.0177,0.4089,30.00,85.08,30.0000,5.7000,0.285667,0.266667,0.019000,-0.000000,0.000000,1367
0.1987,39,enc,0,-0.0000,0.0000,-0.0000,-0.0177,0.4089,30.00,85.08,30.0000,5.8500,0.286167,0.266667,0.019500,-0.000000,0.000000,1367
0.2038,40,enc,1,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,6.0000,0.286667,0.266667,0.020000,-0.000000,0.000000,1367
0.2088,41,enc,0,-0.0000,0.0000,-0.0000,-0.029,0.3599,30.00,85.08,30.0000,6.1500,0.287167,0.266667,0.020500,-0.000000,0.000000,1367
