t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.0953,10.00,85.43,95.43,10.0000,0.0500,0.337935,0.088889,0.000167,-0.000000,0.248880,1480
0.0051,2,-0.0000,0.0000,0.0953,10.00,85.43,95.43,10.0000,0.1000,0.338102,0.088889,0.000333,-0.000000,0.248880,1460
0.0108,3,-0.0000,0.0000,0.0953,10.00,85.43,95.43,10.0000,0.1500,0.338269,0.088889,0.000500,-0.000000,0.248880,1440
0.0159,4,-0.0000,0.0000,0.0953,10.00,85.43,95.43,10.0000,0.2000,0.338435,0.088889,0.000667,-0.000000,0.248880,1420
0.0210,5,-0.0000,0.0000,0.0953,10.00,85.43,95.43,10.0000,0.2500,0.338602,0.088889,0.000833,-0.000000,0.248880,1400
0.0261,6,-0.0000,0.0000,0.0953,10.00,85.43,95.43,10.0000,0.3000,0.338769,0.088889,0.001000,-0.000000,0.248880,1380
0.0312,7,-0.0000,0.0000,0.0953,10.00,85.43,95.43,10.0000,0.3500,0.338935,0.088889,0.001167,-0.000000,0.248880,1360
0.0363,8,-0.0000,0.0000,0.0953,10.00,85.43,95.43,10.0000,0.4000,0.339102,0.088889,0.001333,-0.000000,0.248880,1347
0.0414,9,-0.0000,0.0000,0.0953,10.00,85.43,95.43,10.0000,0.4500,0.339269,0.088889,0.001500,-0.000000,0.248880,1347
0.0465,10,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,0.5000,0.339435,0.088889,0.001667,-0.000000,0.248880,1347
0.0516,11,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,0.5500,0.339602,0.088889,0.001833,-0.000000,0.248880,1347
0.0567,12,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,0.6000,0.339769,0.088889,0.002000,-0.000000,0.248880,1347
0.0618,13,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,0.6500,0.339935,0.088889,0.002167,-0.000000,0.248880,1347
0.0669,14,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,0.7000,0.340102,0.088889,0.002333,-0.000000,0.248880,1347
0.0720,15,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,0.7500,0.340269,0.088889,0.002500,-0.000000,0.248880,1347
0.0771,16,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,0.8000,0.340435,0.088889,0.002667,-0.000000,0.248880,1347
0.0822,17,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,0.8500,0.340602,0.088889,0.002833,-0.000000,0.248880,1347
0.0873,18,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,0.9000,0.340769,0.088889,0.003000,-0.000000,0.248880,1347
0.0924,19,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,0.9500,0.340935,0.088889,0.003167,-0.000000,0.248880,1347
0.0975,20,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.0000,0.341102,0.088889,0.003333,-0.000000,0.248880,1347
0.1026,21,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.0500,0.341269,0.088889,0.003500,-0.000000,0.248880,1347
0.1077,22,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.1000,0.341435,0.088889,0.003667,-0.000000,0.248880,1346
0.1128,23,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.1500,0.341602,0.088889,0.003833,-0.000000,0.248880,1346
0.1179,24,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.2000,0.341769,0.088889,0.004000,-0.000000,0.248880,1346
0.1230,25,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.2500,0.341935,0.088889,0.004167,-0.000000,0.248880,1346
0.1280,26,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.3000,0.342102,0.088889,0.004333,-0.000000,0.248880,1346
0.1331,27,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.3500,0.342269,0.088889,0.004500,-0.000000,0.248880,1346
0.1382,28,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.4000,0.342435,0.088889,0.004667,-0.000000,0.248880,1346
0.1433,29,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.4500,0.342602,0.088889,0.004833,-0.000000,0.248880,1346
0.1484,30,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.5000,0.342769,0.088889,0.005000,-0.000000,0.248880,1346
0.1535,31,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.5500,0.342935,0.088889,0.005167,-0.000000,0.248880,1346
0.1586,32,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.6000,0.343102,0.088889,0.005333,-0.000000,0.248880,1346
0.1637,33,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.6500,0.343269,0.088889,0.005500,-0.000000,0.248880,1346
0.1688,34,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.7000,0.343435,0.088889,0.005667,-0.000000,0.248880,1346
0.1739,35,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.7500,0.343602,0.088889,0.005833,-0.000000,0.248880,1346
0.1790,36,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.8000,0.343769,0.088889,0.006000,-0.000000,0.248880,1346
0.1841,37,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.8500,0.343935,0.088889,0.006167,-0.000000,0.248880,1346
0.1892,38,-0.0000,0.0000,0.0526,10.00,85.43,95.43,10.0000,1.9000,0.344102,0.088889,0.006333,-0.000000,0.248880,1345
0.1943,39,-0.0000,0.0000,0.0135,10.00,85.43,95.43,10.0000,1.9500,0.344269,0.088889,0.006500,-0.000000,0.248880,1345
0.1993,40,-0.0000,0.0000,0.0135,10.00,85.43,95.43,10.0000,2.0000,0.344435,0.088889,0.006667,-0.000000,0.248880,1345
0.2044,41,-0.0000,0.0000,0.0135,10.00,85.43,95.43,10.0000,2.0500,0.344602,0.088889,0.006833,-0.000000,0.248880,1345
0.2096,42,-0.0000,0.0000,0.0135,10.00,85.43,95.43,10.0000,2.1000,0.344769,0.088889,0.007000,-0.000000,0.248880,1345
0.2147,43,-0.0000,0.0000,0.0135,10.00,85.43,95.43,10.0000,2.1500,0.344935,0.088889,0.007167,-0.000000,0.248880,1345
0.2198,44,-0.0000,0.0000,0.0135,10.00,85.43,95.43,10.0000,2.2000,0.345102,0.088889,0.007333,-0.000000,0.248880,1345
0.2252,45,-0.0000,0.0000,0.0135,10.00,85.43,95.43,10.0000,2.2500,0.345269,0.088889,0.007500,-0.000000,0.248880,1345
0.2303,46,-0.0000,0.0000,0.0135,10.00,85.43,95.43,10.0000,2.3000,0.345435,0.088889,0.007667,-0.000000,0.248880,1345
0.2354,47,-0.0000,0.0000,0.0135,10.00,85.43,95.43,10.0000,2.3500,0.345602,0.088889,0.007833,-0.000000,0.248880,1345
0.2405,48,-0.0000,0.0000,0.0135,10.00,85.43,95.43,10.0000,2.4000,0.345769,0.088889,0.008000,-0.000000,0.248880,1345
0.2455,49,-0.0000,0.0000,-0.005,10.00,85.43,95.43,10.0000,2.4500,0.345935,0.088889,0.008167,-0.000000,0.248880,1345
0.2506,50,-0.0000,0.0000,-0.005,10.00,85.43,95.43,10.0000,2.5000,0.346102,0.088889,0.008333,-0.000000,0.248880,1345
0.2557,51,-0.0000,0.0000,-0.005,10.00,85.43,95.43,10.0000,2.5500,0.346269,0.088889,0.008500,-0.000000,0.248880,1345
0.2608,52,-0.0000,0.0000,-0.005,10.00,85.43,95.43,10.0000,2.6000,0.346435,0.088889,0.008667,-0.000000,0.248880,1345
0.2659,53,-0.0000,0.0000,-0.005,10.00,85.43,95.43,10.0000,2.6500,0.346602,0.088889,0.008833,-0.000000,0.248880,1345
0.2713,54,-0.0000,0.0000,-0.005,10.00,85.43,95.43,10.0000,2.7000,0.346769,0.088889,0.009000,-0.000000,0.248880,1344
0.2764,55,0.1800,10.8000,-0.005,10.00,85.43,95.43,9.8200,2.7491,0.285332,0.087289,0.009164,-0.060000,0.248880,1364
0.2815,56,0.1800,7.5600,-0.005,10.00,85.43,95.43,9.8200,2.7982,0.303496,0.087289,0.009327,-0.042000,0.248880,1361
0.2866,57,0.1800,5.2920,-0.005,10.00,85.43,95.43,9.8200,2.8473,0.316260,0.087289,0.009491,-0.029400,0.248880,1356
0.2917,58,0.1800,3.7044,-0.005,10.00,85.43,95.43,9.8200,2.8964,0.325243,0.087289,0.009655,-0.020580,0.248880,1353
0.2968,59,0.1800,2.5931,-0.169,10.00,85.43,95.43,9.8200,2.9455,0.331581,0.087289,0.009818,-0.014406,0.248880,1350
