t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1480
0.0057,2,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1460
0.0108,3,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1440
0.0159,4,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1420
0.0210,5,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1400
0.0260,6,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1380
0.0311,7,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1360
0.0362,8,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1340
0.0412,9,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1320
0.0463,10,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1300
0.0514,11,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1280
0.0564,12,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1268
0.0615,13,-0.0000,0.0000,0.3554,90.00,85.26,175.26,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.020674,1268
