t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0235,-0.0000,0.0094,-0.0000,-20.00,87.96,67.96,-19.9765,-0.3995,-0.129937,-0.221961,-0.000666,0.000000,0.092690,1550,2.0673
0.0201,2,-0.0235,-0.0000,0.0094,-0.0000,-20.00,87.96,67.96,-19.9765,-0.7991,-0.130603,-0.221961,-0.001332,0.000000,0.092690,1573,2.0673
0.0402,3,-0.0235,-0.0000,0.0094,-0.0000,-20.00,87.96,67.96,-19.9765,-1.1986,-0.131269,-0.221961,-0.001998,0.000000,0.092690,1574,2.0673
0.0604,4,-0.0235,-0.0000,0.0094,-0.0000,-20.00,87.96,67.96,-19.9765,-1.5981,-0.131935,-0.221961,-0.002664,0.000000,0.092690,1574,2.0673
0.0805,5,-0.0235,-0.0000,0.0094,-0.0000,-20.00,87.96,67.96,-19.9765,-1.9976,-0.132600,-0.221961,-0.003329,0.000000,0.092690,1574,2.0673
0.1006,6,-0.0201,-0.0000,0.0095,-0.0000,-20.00,87.96,67.96,-19.9799,-2.3972,-0.133305,-0.221999,-0.003995,0.000000,0.092690,1574,2.0638
0.1207,7,-0.0201,-0.0000,0.0095,-0.0000,-20.00,87.96,67.96,-19.9799,-2.7968,-0.133971,-0.221999,-0.004661,0.000000,0.092690,1575,2.0638
0.1408,8,-0.0201,-0.0000,0.0095,-0.0000,-20.00,87.96,67.96,-19.9799,-3.1964,-0.134637,-0.221999,-0.005327,0.000000,0.092690,1575,2.0638
0.1609,9,-0.0201,-0.0000,0.0095,-0.0000,-20.00,87.96,67.96,-19.9799,-3.5960,-0.135303,-0.221999,-0.005993,0.000000,0.092690,1575,2.0638
0.1810,10,-0.0201,-0.0000,0.0095,-0.0000,-20.00,87.96,67.96,-19.9799,-3.9956,-0.135969,-0.221999,-0.006659,0.000000,0.092690,1575,2.0638
0.2011,11,-0.0201,-0.0000,0.0095,-0.0000,-20.00,87.96,67.96,-19.9799,-4.3952,-0.136635,-0.221999,-0.007325,0.000000,0.092690,1576,2.0638
0.2212,12,-0.0201,-0.0000,0.0095,-0.0000,-20.00,87.96,67.96,-19.9799,-4.7948,-0.137301,-0.221999,-0.007991,0.000000,0.092690,1576,2.0638
0.2413,13,-0.0201,-0.0000,0.0095,-0.0000,-20.00,87.96,67.96,-19.9799,-5.1944,-0.137967,-0.221999,-0.008657,0.000000,0.092690,1576,2.0638
0.2614,14,-0.0201,-0.0000,0.0095,-0.6714,-20.00,87.96,67.96,-19.9799,-5.5940,-0.136395,-0.221999,-0.009323,0.002238,0.092690,1576,2.0638
0.2815,15,-0.0201,-0.0000,0.0095,-0.6714,-20.00,87.96,67.96,-19.9799,-5.9936,-0.137061,-0.221999,-0.009989,0.002238,0.092690,1576,2.0638
0.3016,16,-0.0930,-0.0000,0.0086,-2.0143,-20.00,87.96,67.96,-19.9070,-6.3918,-0.132438,-0.221189,-0.010653,0.006714,0.092690,1574,2.1367
0.3217,17,-0.0930,-0.1800,0.0086,-2.0143,-20.00,87.96,67.96,-19.9070,-6.7899,-0.133102,-0.221189,-0.011317,0.006714,0.092690,1574,2.1367
0.3418,18,-0.2500,-0.1800,0.0037,-2.0143,-20.00,87.96,67.96,-19.7500,-7.1849,-0.132015,-0.219444,-0.011975,0.006714,0.092690,1574,2.2938
0.3619,19,-0.2500,-0.3600,0.0037,-4.5881,-20.00,87.96,67.96,-19.7500,-7.5799,-0.124094,-0.219444,-0.012633,0.015294,0.092690,1571,2.2938
0.3821,20,-0.2500,-0.5400,0.0037,-4.5881,-20.00,87.96,67.96,-19.7500,-7.9749,-0.124752,-0.219444,-0.013292,0.015294,0.092690,1571,2.2938
0.4022,21,-0.5129,-0.5400,0.0093,-6.6024,-20.00,87.96,67.96,-19.4871,-8.3647,-0.115766,-0.216523,-0.013941,0.022008,0.092690,1568,2.5567
0.4223,22,-0.5129,-0.7200,0.0093,-6.6024,-20.00,87.96,67.96,-19.4871,-8.7544,-0.116416,-0.216523,-0.014591,0.022008,0.092690,1568,2.5567
0.4423,23,-0.8989,-0.9000,0.0207,-6.6024,-20.00,87.96,67.96,-19.1011,-9.1364,-0.112764,-0.212234,-0.015227,0.022008,0.092690,1567,2.9427
0.4624,24,-0.8989,-1.0800,0.0207,-8.8406,-20.00,87.96,67.96,-19.1011,-9.5184,-0.105940,-0.212234,-0.015864,0.029469,0.092690,1564,2.9427
