t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1480
0.0051,2,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1460
0.0102,3,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1440
0.0153,4,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1420
0.0203,5,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1400
0.0254,6,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1380
0.0305,7,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1360
0.0356,8,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1340
0.0407,9,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1320
0.0458,10,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1300
0.0508,11,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1287
0.0559,12,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1287
0.0610,13,-0.0000,0.0000,0.1307,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1287
0.0661,14,-0.0000,0.0000,0.077,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1287
0.0712,15,-0.0000,0.0000,0.077,90.00,82.71,172.71,90.0000,0.0000,0.500000,1.000000,0.000750,-0.000000,0.031734,1287
