t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.1790,-0.0000,0.1119,90.00,90.1790,0.740075,0.100199,-0.000124,0.640000,1197,89.0237
0.0201,2,0.0751,-0.0000,0.1119,90.00,89.9249,0.739792,0.099917,-0.000124,0.640000,1197,88.7697
0.0402,3,0.0751,-0.0000,-0.0000,90.00,89.9249,0.739917,0.099917,0.000000,0.640000,1197,88.7697
0.0602,4,0.0751,-0.0000,-0.0000,90.00,89.9249,0.739917,0.099917,0.000000,0.640000,1197,88.7697
0.0803,5,0.0752,-0.0000,0.1119,90.00,89.9248,0.739792,0.099916,-0.000124,0.640000,1197,88.7695
0.1004,6,0.0752,-0.0000,0.1119,90.00,89.9248,0.739792,0.099916,-0.000124,0.640000,1197,88.7695
0.1205,7,-0.1792,-0.0000,0.1119,90.00,90.1792,0.740075,0.100199,-0.000124,0.640000,1197,89.0239
0.1406,8,-0.1792,-0.0000,0.1119,90.00,90.1792,0.740075,0.100199,-0.000124,0.640000,1197,89.0239
0.1606,9,-0.1792,-0.0000,0.1119,90.00,90.1792,0.740075,0.100199,-0.000124,0.640000,1197,89.0239
0.1807,10,-0.1790,-0.0000,-0.1119,90.00,90.1790,0.740323,0.100199,0.000124,0.640000,1197,89.0237
0.2008,11,-0.1790,-0.0000,-0.1119,90.00,90.1790,0.740323,0.100199,0.000124,0.640000,1197,89.0237
0.2209,12,0.0798,-0.0000,-0.1119,90.00,89.9202,0.740036,0.099911,0.000124,0.640000,1197,88.7649
0.2410,13,0.0798,-0.0000,-0.1119,90.00,89.9202,0.740036,0.099911,0.000124,0.640000,1197,88.7649
0.2611,14,0.0798,-0.0000,-0.1119,90.00,89.9202,0.740036,0.099911,0.000124,0.640000,1197,88.7649
0.2811,15,0.0798,-0.0000,0.1119,90.00,89.9202,0.739787,0.099911,-0.000124,0.640000,1197,88.7649
0.3012,16,0.0798,-0.0000,0.1119,90.00,89.9202,0.739787,0.099911,-0.000124,0.640000,1197,88.7649
0.3213,17,-0.1794,-0.0000,0.1119,90.00,90.1794,0.740075,0.100199,-0.000124,0.640000,1197,89.0241
0.3414,18,-0.1794,-0.0000,-0.0000,90.00,90.1794,0.740199,0.100199,0.000000,0.640000,1197,89.0241
0.3615,19,-0.1794,-0.0000,-0.0000,90.00,90.1794,0.740199,0.100199,0.000000,0.640000,1197,89.0241
0.3816,20,-0.1794,-0.0000,-0.0000,90.00,90.1794,0.740199,0.100199,0.000000,0.640000,1197,89.0241
0.4016,21,-0.1794,-0.0000,-0.0000,90.00,90.1794,0.740199,0.100199,0.000000,0.640000,1197,89.0241
0.4217,22,0.0795,-0.0000,-0.0000,90.00,89.9205,0.739912,0.099912,0.000000,0.640000,1197,88.7653
0.4418,23,0.0795,-0.0000,0.1119,90.00,89.9205,0.739787,0.099912,-0.000124,0.640000,1197,88.7653
0.4619,24,0.0795,-0.0000,0.1119,90.00,89.9205,0.739787,0.099912,-0.000124,0.640000,1197,88.7653
0.4820,25,0.0792,-0.0000,-0.0000,90.00,89.9208,0.739912,0.099912,0.000000,0.640000,1197,88.7655
0.5021,26,0.0792,-0.0000,-0.0000,90.00,89.9208,0.739912,0.099912,0.000000,0.640000,1197,88.7655
0.5222,27,0.0790,-0.0000,-0.0000,90.00,89.9210,0.739912,0.099912,0.000000,0.640000,1197,88.7657
0.5422,28,0.0790,-0.0000,-0.5595,90.00,89.9210,0.740534,0.099912,0.000622,0.640000,1197,88.7657
0.5623,29,0.0790,-0.0000,-0.5595,90.00,89.9210,0.740534,0.099912,0.000622,0.640000,1197,88.7657
0.5824,30,0.0836,-0.0000,0.1119,90.00,89.9164,0.739783,0.099907,-0.000124,0.640000,1197,88.7611
0.6025,31,0.0836,-0.0000,0.1119,90.00,89.9164,0.739783,0.099907,-0.000124,0.640000,1197,88.7611
0.6226,32,-0.1627,-0.0000,0.1119,90.00,90.1627,0.740056,0.100181,-0.000124,0.640000,1197,89.0074
0.6426,33,-0.1627,-0.0000,-0.3357,90.00,90.1627,0.740554,0.100181,0.000373,0.640000,1197,89.0074
0.6627,34,-0.1627,-0.0000,-0.3357,90.00,90.1627,0.740554,0.100181,0.000373,0.640000,1197,89.0074
0.6828,35,0.0976,-0.0000,-0.4476,90.00,89.9024,0.740389,0.099892,0.000497,0.640000,1197,88.7471
0.7029,36,0.0976,-0.0000,-0.4476,90.00,89.9024,0.740389,0.099892,0.000497,0.640000,1197,88.7471
0.7230,37,0.1072,-0.0000,-0.4476,90.00,89.8928,0.740378,0.099881,0.000497,0.640000,1197,88.7375
