t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,1,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,0.4000,0.179111,0.177778,0.001333,-0.000000,0.000000,1499
0.0082,2,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,0.8000,0.180444,0.177778,0.002667,-0.000000,0.000000,1498
0.0133,3,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,1.2000,0.181778,0.177778,0.004000,-0.000000,0.000000,1497
0.0184,4,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,1.6000,0.183111,0.177778,0.005333,-0.000000,0.000000,1496
0.0234,5,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,2.0000,0.184444,0.177778,0.006667,-0.000000,0.000000,1495
0.0285,6,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,2.4000,0.185778,0.177778,0.008000,-0.000000,0.000000,1494
0.0336,7,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,2.8000,0.187111,0.177778,0.009333,-0.000000,0.000000,1493
0.0387,8,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,3.2000,0.188444,0.177778,0.010667,-0.000000,0.000000,1492
0.0437,9,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,3.6000,0.189778,0.177778,0.012000,-0.000000,0.000000,1491
0.0488,10,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,4.0000,0.191111,0.177778,0.013333,-0.000000,0.000000,1490
0.0539,11,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,4.4000,0.192444,0.177778,0.014667,-0.000000,0.000000,1489
0.0589,12,enc,1,0,-0.0000,0.0000,-0.0000,-0.0314,-0.0027,80.00,83.16,80.0000,4.8000,0.193778,0.177778,0.016000,-0.000000,0.000000,1488
