t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,0,-0.0000,0.0000,-0.0000,-0.0087,0.1866,10.00,82.16,10.0000,0.0500,0.638666,0.088889,0.000167,-0.000000,0.549611,1498
0.0080,2,enc,0,-0.0000,0.0000,-0.0000,-0.0087,0.1866,10.00,82.16,10.0000,0.1000,0.638833,0.088889,0.000333,-0.000000,0.549611,1496
0.0131,3,enc,1,-0.0000,0.0000,-0.0000,-0.046,0.1396,10.00,82.16,10.0000,0.1500,0.639000,0.088889,0.000500,-0.000000,0.549611,1494
0.0182,4,enc,0,-0.0000,0.0000,-0.0000,-0.046,0.1396,10.00,82.16,10.0000,0.2000,0.639166,0.088889,0.000667,-0.000000,0.549611,1492
0.0232,5,enc,0,-0.0000,0.0000,-0.0000,-0.046,0.1396,10.00,82.16,10.0000,0.2500,0.639333,0.088889,0.000833,-0.000000,0.549611,1490
0.0283,6,enc,0,-0.0000,0.0000,-0.0000,-0.046,0.1396,10.00,82.16,10.0000,0.3000,0.639500,0.088889,0.001000,-0.000000,0.549611,1488
0.0334,7,enc,0,-0.0000,0.0000,-0.0000,-0.046,0.1396,10.00,82.16,10.0000,0.3500,0.639666,0.088889,0.001167,-0.000000,0.549611,1486
0.0385,8,enc,0,-0.0000,0.0000,-0.0000,-0.046,0.1396,10.00,82.16,10.0000,0.4000,0.639833,0.088889,0.001333,-0.000000,0.549611,1484
0.0435,9,enc,0,-0.0000,0.0000,-0.0000,-0.046,0.1396,10.00,82.16,10.0000,0.4500,0.640000,0.088889,0.001500,-0.000000,0.549611,1482
0.0486,10,enc,1,-0.0000,0.0000,-0.0000,-0.0126,0.1457,10.00,82.16,10.0000,0.5000,0.640166,0.088889,0.001667,-0.000000,0.549611,1480
0.0537,11,enc,0,-0.0000,0.0000,-0.0000,-0.0126,0.1457,10.00,82.16,10.0000,0.5500,0.640333,0.088889,0.001833,-0.000000,0.549611,1478
0.0588,12,enc,0,-0.0000,0.0000,-0.0000,-0.0126,0.1457,10.00,82.16,10.0000,0.6000,0.640500,0.088889,0.002000,-0.000000,0.549611,1476
0.0638,13,enc,0,-0.0000,0.0000,-0.0000,-0.0126,0.1457,10.00,82.16,10.0000,0.6500,0.640666,0.088889,0.002167,-0.000000,0.549611,1474
0.0689,14,enc,0,-0.0000,0.0000,-0.0000,-0.0126,0.1457,10.00,82.16,10.0000,0.7000,0.640833,0.088889,0.002333,-0.000000,0.549611,1472
0.0740,15,enc,1,-0.0000,0.0000,-0.0000,-0.0223,0.167,10.00,82.16,10.0000,0.7500,0.641000,0.088889,0.002500,-0.000000,0.549611,1470
0.0790,16,enc,0,-0.0000,0.0000,-0.0000,-0.0223,0.167,10.00,82.16,10.0000,0.8000,0.641166,0.088889,0.002667,-0.000000,0.549611,1468
0.0841,17,enc,0,-0.0000,0.0000,-0.0000,-0.0223,0.167,10.00,82.16,10.0000,0.8500,0.641333,0.088889,0.002833,-0.000000,0.549611,1466
