t_s,angle_deg
1.0681,59.7600
1.0732,59.5800
1.0783,59.2200
1.0833,59.0400
1.0884,58.8600
1.0935,58.5000
1.0985,58.1400
1.1036,57.9600
1.1087,57.7800
1.1137,57.4200
1.1188,57.2400
1.1239,56.8800
1.1289,56.7000
1.1340,56.5200
1.1390,56.1600
1.1441,55.8000
1.1492,55.6200
1.1542,55.2600
1.1593,55.0800
1.1643,54.9000
1.1694,54.5400
1.1745,54.3600
1.1795,54.0000
1.1846,53.8200
1.1896,53.4600
1.1947,53.1000
1.1998,52.9200
1.2048,52.5600
1.2099,52.3800
1.2150,52.0200
1.2200,51.8400
1.2251,51.4800
1.2301,51.3000
1.2352,50.9400
1.2403,50.7600
1.2453,50.4000
1.2504,50.0400
1.2554,49.8600
1.2605,49.5000
1.2656,49.3200
1.2706,48.9600
1.2757,48.6000
1.2808,48.4200
1.2858,48.0600
1.2909,47.8800
1.2959,47.5200
1.3010,47.1600
1.3061,46.8000
1.3111,46.6200
1.3162,46.2600
1.3213,46.0800
1.3263,45.7200
1.3314,45.3600
1.3364,45.1800
1.3415,44.8200
1.3466,44.4600
1.3516,44.1000
1.3567,43.9200
1.3617,43.5600
1.3668,43.2000
1.3719,43.0200
1.3769,42.6600
1.3820,42.3000
1.3871,41.9400
1.3921,41.7600
1.3972,41.4000
1.4022,41.0400
1.4073,40.6800
1.4123,40.3200
1.4174,40.1400
1.4225,39.7800
1.4275,39.4200
1.4326,39.2400
1.4377,38.8800
1.4427,38.5200
1.4478,38.1600
1.4529,37.8000
1.4579,37.4400
1.4630,37.0800
1.4680,36.9000
1.4731,36.5400
1.4781,36.1800
1.4832,35.8200
1.4883,35.4600
1.4933,35.2800
1.4984,34.9200
1.5035,34.5600
1.5085,34.2000
1.5136,33.8400
1.5187,33.4800
1.5237,33.1200
1.5288,32.7600
1.5338,32.4000
1.5389,32.2200
1.5440,31.8600
1.5490,31.5000
1.5541,31.1400
1.5591,30.7800
1.5642,30.4200
1.5693,30.0600
1.5743,29.7000
1.5794,29.3400
1.5844,28.9800
1.5895,28.6200
1.5945,28.2600
1.5996,27.9000
1.6047,27.5400
1.6097,27.1800
1.6148,26.8200
1.6198,26.4600
1.6249,26.1000
1.6300,25.7400
1.6350,25.3800
1.6401,25.0200
1.6452,24.6600
1.6502,24.3000
1.6553,23.9400
1.6604,23.5800
1.6654,23.2200
1.6705,22.8600
1.6755,22.5000
1.6806,22.1400
1.6857,21.7800
1.6907,21.4200
1.6958,21.0600
1.7009,20.7000
1.7059,20.1600
1.7110,19.8000
1.7160,19.4400
1.7211,19.0800
1.7262,18.7200
1.7312,18.3600
1.7363,18.0000
1.7413,17.4600
1.7464,17.1000
1.7515,16.7400
1.7565,16.3800
1.7616,16.0200
1.7666,15.6600
1.7717,15.3000
1.7768,14.9400
1.7818,14.4000
1.7869,14.0400
1.7919,13.6800
1.7970,13.3200
1.8021,12.7800
1.8071,12.4200
1.8122,12.0600
1.8172,11.7000
1.8223,11.3400
1.8274,10.9800
1.8325,10.4400
1.8376,10.0800
1.8427,9.7200
1.8478,9.3600
1.8529,8.8200
1.8579,8.4600
1.8630,8.1000
1.8681,7.5600
1.8732,7.2000
1.8783,6.8400
1.8834,6.3000
1.8884,5.9400
1.8935,5.5800
1.8986,5.0400
1.9036,4.6800
1.9087,4.3200
1.9138,3.9600
1.9188,3.4200
1.9239,3.0600
1.9289,2.7000
1.9340,2.3400
1.9391,1.8000
1.9441,1.4400
1.9492,0.9000
1.9542,0.5400
1.9593,0.1800
1.9644,-0.3600
1.9694,-0.7200
1.9745,-1.0800
1.9796,-1.4400
1.9846,-1.8000
1.9897,-2.1600
1.9947,-2.1600
1.9998,-2.1600
2.0049,-1.9800
2.0099,-1.8000
2.0150,-1.6200
2.0201,-1.4400
2.0251,-1.0800
2.0302,-0.9000
2.0352,-0.5400
2.0403,-0.1800
2.0453,-0.0000
2.0504,0.3600
2.0555,0.5400
2.0605,0.7200
2.0656,0.9000
2.0707,1.2600
2.0757,1.4400
2.0808,1.8000
2.0858,2.1600
2.0909,2.3400
2.0960,2.5200
2.1010,2.7000
2.1061,2.8800
2.1112,3.2400
2.1162,3.4200
2.1213,3.7800
2.1264,3.9600
2.1314,4.3200
2.1365,4.5000
2.1415,4.6800
2.1466,4.8600
2.1517,5.0400
2.1567,5.4000
2.1618,5.5800
2.1669,5.9400
2.1719,6.1200
2.1770,6.3000
2.1820,6.4800
2.1871,6.6600
2.1922,6.8400
2.1972,7.0200
2.2023,7.3800
2.2073,7.5600
2.2124,7.9200
2.2175,8.1000
2.2225,8.2800
2.2276,8.4600
2.2327,8.6400
2.2377,8.8200
2.2428,9.0000
2.2478,9.1800
2.2529,9.5400
2.2580,9.7200
2.2630,9.9000
2.2681,10.0800
2.2731,10.0800
2.2782,10.2600
2.2833,10.6200
2.2883,10.8000
2.2934,10.9800
2.2984,11.1600
2.3035,11.3400
2.3086,11.5200
2.3137,11.7000
2.3187,11.8800
2.3238,12.0600
2.3288,12.2400
2.3339,12.4200
2.3390,12.6000
2.3440,12.7800
2.3491,12.9600
2.3541,13.1400
2.3592,13.3200
2.3643,13.5000
2.3693,13.6800
2.3744,13.8600
2.3794,14.0400
2.3845,14.2200
2.3896,14.4000
2.3946,14.4000
2.3997,14.5800
2.4047,14.7600
2.4098,14.9400
2.4149,15.1200
2.4199,15.3000
2.4250,15.4800
2.4300,15.4800
2.4351,15.6600
2.4402,15.8400
2.4452,15.8400
2.4503,16.0200
2.4554,16.2000
2.4604,16.3800
2.4655,16.5600
2.4706,16.5600
2.4756,16.7400
2.4807,16.9200
2.4857,16.9200
2.4908,17.1000
2.4958,17.2800
2.5009,17.4600
2.5060,17.6400
2.5110,17.6400
2.5161,17.8200
2.5212,17.8200
2.5262,18.0000
2.5313,18.0000
2.5363,18.1800
2.5414,18.3600
2.5465,18.5400
2.5515,18.5400
2.5566,18.7200
2.5616,18.7200
2.5667,18.9000
2.5718,18.9000
2.5768,19.0800
2.5819,19.2600
2.5869,19.2600
2.5920,19.4400
2.5971,19.4400
2.6021,19.6200
2.6072,19.6200
2.6122,19.6200
2.6173,19.8000
2.6224,19.9800
2.6274,19.9800
2.6325,20.1600
2.6375,20.1600
2.6426,20.1600
2.6477,20.3400
2.6527,20.3400
2.6578,20.5200
2.6629,20.5200
2.6679,20.7000
2.6730,20.7000
2.6781,20.7000
2.6831,20.8800
2.6882,20.8800
2.6933,20.8800
2.6983,21.0600
2.7034,21.0600
2.7084,21.0600
2.7135,21.2400
2.7186,21.2400
2.7236,21.2400
2.7287,21.2400
2.7338,21.4200
2.7388,21.4200
2.7439,21.4200
2.7489,21.6000
2.7540,21.6000
2.7591,21.6000
2.7641,21.6000
2.7692,21.6000
2.7743,21.7800
2.7793,21.7800
2.7844,21.7800
2.7894,21.7800
2.7945,21.9600
2.7996,21.9600
2.8046,21.9600
2.8097,21.9600
2.8147,21.9600
2.8198,21.9600
2.8249,21.9600
2.8300,21.9600
2.8350,22.1400
2.8401,22.1400
2.8452,22.1400
2.8502,22.1400
2.8553,22.1400
2.8604,22.1400
2.8654,22.1400
2.8705,22.1400
2.8756,22.1400
2.8807,22.1400
2.8857,22.1400
2.8908,22.1400
2.8959,22.1400
2.9010,22.1400
2.9061,22.1400
2.9111,22.1400
2.9162,22.1400
2.9212,22.1400
2.9263,22.1400
2.9314,22.1400
2.9364,22.1400
2.9415,21.9600
2.9466,21.9600
2.9516,21.9600
2.9567,21.9600
2.9617,21.9600
2.9668,21.9600
2.9719,21.9600
2.9769,21.9600
2.9820,21.7800
2.9870,21.7800
2.9921,21.7800
2.9972,21.7800
3.0022,21.7800
3.0073,21.7800
3.0124,21.6000
3.0174,21.6000
3.0225,21.6000
3.0275,21.6000
3.0326,21.4200
3.0377,21.4200
3.0427,21.4200
3.0478,21.4200
3.0528,21.2400
3.0579,21.2400
3.0630,21.2400
3.0680,21.0600
3.0731,21.0600
3.0781,21.0600
3.0832,21.0600
3.0883,20.8800
3.0934,20.8800
3.0984,20.8800
3.1035,20.7000
3.1086,20.7000
3.1137,20.7000
3.1188,20.5200
3.1239,20.5200
3.1290,20.5200
3.1341,20.3400
3.1392,20.3400
3.1443,20.1600
3.1493,20.1600
3.1544,19.9800
3.1595,19.9800
3.1646,19.9800
3.1696,19.8000
3.1747,19.8000
3.1798,19.6200
3.1849,19.6200
3.1900,19.4400
3.1950,19.4400
3.2001,19.2600
3.2052,19.2600
3.2103,19.2600
3.2154,19.0800
3.2205,19.0800
3.2255,18.9000
3.2306,18.7200
3.2357,18.7200
3.2408,18.5400
3.2459,18.5400
3.2509,18.3600
3.2560,18.3600
3.2611,18.1800
3.2662,18.1800
3.2713,18.0000
3.2764,17.8200
3.2815,17.8200
3.2866,17.6400
3.2916,17.6400
3.2967,17.4600
3.3018,17.4600
3.3069,17.2800
3.3119,17.1000
3.3170,17.1000
3.3221,16.9200
3.3272,16.7400
3.3323,16.7400
3.3374,16.5600
3.3424,16.3800
3.3475,16.3800
3.3526,16.2000
3.3577,16.0200
3.3627,16.0200
3.3678,15.8400
3.3729,15.6600
3.3780,15.6600
3.3830,15.4800
3.3881,15.3000
3.3932,15.1200
3.3983,15.1200
3.4033,14.9400
3.4084,14.7600
3.4135,14.5800
3.4186,14.5800
3.4236,14.4000
3.4287,14.2200
3.4338,14.0400
3.4389,13.8600
3.4440,13.8600
3.4490,13.6800
3.4541,13.5000
3.4592,13.3200
3.4643,13.3200
3.4694,13.1400
3.4745,12.9600
3.4795,12.7800
3.4846,12.6000
3.4897,12.4200
3.4948,12.2400
3.4999,12.2400
3.5049,12.0600
3.5100,11.8800
3.5151,11.7000
3.5202,11.5200
3.5252,11.3400
3.5303,11.1600
3.5354,10.9800
3.5405,10.8000
3.5456,10.8000
3.5506,10.6200
3.5557,10.4400
3.5608,10.2600
3.5659,10.0800
3.5709,9.9000
3.5760,9.7200
3.5811,9.5400
3.5862,9.3600
3.5912,9.1800
3.5963,9.0000
3.6014,8.8200
3.6065,8.6400
3.6115,8.4600
3.6166,8.2800
3.6217,8.1000
3.6268,7.9200
3.6318,7.7400
3.6369,7.5600
3.6420,7.3800
3.6471,7.2000
3.6521,7.0200
3.6572,6.8400
3.6623,6.6600
3.6674,6.4800
3.6725,6.3000
3.6776,6.1200
3.6826,5.9400
3.6877,5.7600
3.6928,5.5800
3.6979,5.4000
3.7030,5.2200
3.7080,5.0400
3.7131,4.6800
3.7182,4.5000
3.7232,4.3200
3.7283,4.1400
3.7334,3.9600
3.7385,3.7800
3.7436,3.6000
3.7487,3.4200
3.7537,3.0600
3.7588,2.8800
3.7639,2.7000
3.7690,2.5200
3.7741,2.3400
3.7791,2.1600
3.7842,1.9800
3.7893,1.6200
3.7944,1.4400
3.7995,1.2600
3.8045,1.0800
3.8096,0.9000
3.8147,0.5400
3.8198,0.3600
3.8249,0.1800
3.8299,-0.0000
3.8350,-0.1800
3.8401,-0.3600
3.8452,-0.7200
3.8503,-0.9000
3.8554,-1.0800
3.8604,-1.2600
3.8655,-1.4400
3.8706,-1.6200
3.8757,-1.8000
3.8808,-1.8000
3.8859,-1.9800
3.8910,-1.9800
3.8961,-1.8000
3.9012,-1.8000
3.9063,-1.6200
3.9114,-1.4400
3.9165,-1.4400
3.9216,-1.2600
3.9267,-1.0800
3.9319,-0.9000
3.9370,-0.7200
3.9420,-0.5400
3.9471,-0.5400
3.9523,-0.3600
3.9574,-0.1800
3.9625,-0.0000
3.9676,-0.0000
3.9727,0.1800
3.9778,0.3600
3.9829,0.5400
3.9880,0.7200
3.9932,0.7200
3.9983,0.9000
