t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,kp_eff,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.1220,-0.0000,-0.0172,0.4476,6.00,87.69,93.69,6.1220,0.1224,3.3012,0.472747,0.224552,0.000204,-0.001492,0.249483,1475,2.4354
0.0201,2,-0.1220,-0.0000,-0.0172,-0.3357,6.00,87.69,93.69,6.1220,0.2449,3.3012,0.475562,0.224552,0.000408,0.001119,0.249483,1450,2.4354
0.0402,3,-0.1220,-0.0000,-0.0172,-0.3357,6.00,87.69,93.69,6.1220,0.3673,3.3012,0.475766,0.224552,0.000612,0.001119,0.249483,1425,2.4354
0.0603,4,-0.1357,-0.0000,-0.0178,-0.1119,6.00,87.69,93.69,6.1357,0.4900,3.3022,0.475797,0.225125,0.000817,0.000373,0.249483,1400,2.4491
0.0803,5,-0.1357,-0.0000,-0.0178,-0.1119,6.00,87.69,93.69,6.1357,0.6127,3.3022,0.476002,0.225125,0.001021,0.000373,0.249483,1375,2.4491
0.1004,6,-0.1548,-0.0000,-0.0184,-0.1119,6.00,87.69,93.69,6.1548,0.7358,3.3036,0.477000,0.225918,0.001226,0.000373,0.249483,1350,2.4682
0.1205,7,-0.1548,-0.0000,-0.0184,0.4476,6.00,87.69,93.69,6.1548,0.8589,3.3036,0.475340,0.225918,0.001432,-0.001492,0.249483,1325,2.4682
0.1406,8,-0.1548,-0.0000,-0.0184,0.4476,6.00,87.69,93.69,6.1548,0.9820,3.3036,0.475546,0.225918,0.001637,-0.001492,0.249483,1300,2.4682
0.1607,9,-0.1684,-0.0000,-0.0092,-0.1119,6.00,87.69,93.69,6.1684,1.1054,3.3046,0.478184,0.226486,0.001842,0.000373,0.249483,1295,2.4818
0.1807,10,-0.1684,-0.0000,-0.0092,-0.1119,6.00,87.69,93.69,6.1684,1.2288,3.3046,0.478390,0.226486,0.002048,0.000373,0.249483,1295,2.4818
0.2008,11,-0.1913,-0.0000,-0.0102,-0.1119,6.00,87.69,93.69,6.1913,1.3526,3.3062,0.479551,0.227441,0.002254,0.000373,0.249483,1295,2.5047
0.2209,12,-0.1913,-0.0000,-0.0102,-0.2238,6.00,87.69,93.69,6.1913,1.4764,3.3062,0.480131,0.227441,0.002461,0.000746,0.249483,1294,2.5047
0.2410,13,-0.1913,-0.0000,-0.0102,-0.2238,6.00,87.69,93.69,6.1913,1.6002,3.3062,0.480337,0.227441,0.002667,0.000746,0.249483,1294,2.5047
0.2610,14,-0.2234,-0.0000,-0.0223,0.4476,6.00,87.69,93.69,6.2234,1.7247,3.3085,0.479644,0.228779,0.002875,-0.001492,0.249483,1295,2.5368
0.2811,15,-0.2234,-0.0000,-0.0223,0.4476,6.00,87.69,93.69,6.2234,1.8492,3.3085,0.479851,0.228779,0.003082,-0.001492,0.249483,1295,2.5368
0.3012,16,-0.2562,-0.0000,-0.0236,-0.0000,6.00,87.69,93.69,6.2562,1.9743,3.3108,0.482918,0.230145,0.003291,0.000000,0.249483,1293,2.5696
0.3213,17,-0.2562,-0.0000,-0.0236,-0.0000,6.00,87.69,93.69,6.2562,2.0994,3.3108,0.483126,0.230145,0.003499,0.000000,0.249483,1293,2.5696
0.3414,18,-0.2562,-0.0000,-0.0236,-0.0000,6.00,87.69,93.69,6.2562,2.2246,3.3108,0.483335,0.230145,0.003708,0.000000,0.249483,1293,2.5696
0.3615,19,-0.2829,-0.0000,-0.0153,-0.0000,6.00,87.69,93.69,6.2829,2.3502,3.3126,0.484655,0.231256,0.003917,0.000000,0.249483,1293,2.5963
0.3815,20,-0.2829,-0.0000,-0.0153,-0.0000,6.00,87.69,93.69,6.2829,2.4759,3.3126,0.484865,0.231256,0.004126,0.000000,0.249483,1293,2.5963
0.4016,21,-0.3150,-0.0000,-0.0169,-0.1119,6.00,87.69,93.69,6.3150,2.6022,3.3149,0.486785,0.232592,0.004337,0.000373,0.249483,1292,2.6284
0.4217,22,-0.3150,-0.0000,-0.0169,-0.1119,6.00,87.69,93.69,6.3150,2.7285,3.3149,0.486995,0.232592,0.004547,0.000373,0.249483,1292,2.6284
0.4418,23,-0.3150,-0.0000,-0.0169,-0.1119,6.00,87.69,93.69,6.3150,2.8548,3.3149,0.487206,0.232592,0.004758,0.000373,0.249483,1292,2.6559
0.4619,24,-0.3425,-0.0000,-0.0183,-0.0000,6.00,87.69,93.69,6.3425,2.9816,3.3167,0.488190,0.233738,0.004969,0.000000,0.249483,1291,2.6559
0.4819,25,-0.3425,-0.0000,-0.0183,-0.0000,6.00,87.69,93.69,6.3425,3.1085,3.3167,0.488401,0.233738,0.005181,0.000000,0.249483,1291,2.6559
0.5020,26,-0.3564,-0.0000,-0.0288,0.1119,6.00,87.69,93.69,6.3564,3.2356,3.3177,0.488818,0.234315,0.005393,-0.000373,0.249483,1291,2.6698
0.5221,27,-0.3564,-0.0000,-0.0288,0.1119,6.00,87.69,93.69,6.3564,3.3627,3.3177,0.489030,0.234315,0.005605,-0.000373,0.249483,1291,2.6698
0.5422,28,-0.3564,-0.0000,-0.0288,0.1119,6.00,87.69,93.69,6.3564,3.4899,3.3177,0.489241,0.234315,0.005816,-0.000373,0.249483,1291,2.6795
0.5622,29,-0.3661,-0.0000,-0.0193,-0.0000,6.00,87.69,93.69,6.3661,3.6172,3.3183,0.490233,0.234721,0.006029,0.000000,0.249483,1291,2.6795
0.5823,30,-0.3661,-0.0000,-0.0193,-0.0000,6.00,87.69,93.69,6.3661,3.7445,3.3183,0.490445,0.234721,0.006241,0.000000,0.249483,1291,2.6795
0.6024,31,-0.3722,-0.0000,-0.0289,-0.0000,6.00,87.69,93.69,6.3722,3.8719,3.3187,0.490912,0.234976,0.006453,0.000000,0.249483,1290,2.6857
0.6225,32,-0.3722,-0.0000,-0.0289,-0.0000,6.00,87.69,93.69,6.3722,3.9994,3.3187,0.491124,0.234976,0.006666,0.000000,0.249483,1290,2.6857
0.6425,33,-0.3682,-0.0000,-0.0292,-0.0000,6.00,87.69,93.69,6.3682,4.1268,3.3185,0.491170,0.234810,0.006878,0.000000,0.249483,1290,2.6817
0.6626,34,-0.3682,-0.0000,-0.0292,-0.0000,6.00,87.69,93.69,6.3682,4.2541,3.3185,0.491383,0.234810,0.007090,0.000000,0.249483,1290,2.6817
0.6835,35,-0.3682,-0.0000,-0.0292,-0.0000,6.00,87.69,93.69,6.3682,4.3815,3.3185,0.491595,0.234810,0.007302,0.000000,0.249483,1290,2.6817
0.7036,36,-0.3553,-0.0000,-0.0275,-0.0000,6.00,87.69,93.69,6.3553,4.5086,3.3176,0.491268,0.234271,0.007514,0.000000,0.249483,1290,2.6687
0.7237,37,-0.3553,-0.0000,-0.0275,-0.0000,6.00,87.69,93.69,6.3553,4.6357,3.3176,0.491480,0.234271,0.007726,0.000000,0.249483,1290,2.6687
0.7438,38,-0.3475,-0.0000,-0.0266,-0.0000,6.00,87.69,93.69,6.3475,4.7626,3.3171,0.491369,0.233948,0.007938,0.000000,0.249483,1290,2.661
0.7639,39,-0.3475,-0.0000,-0.0266,0.1119,6.00,87.69,93.69,6.3475,4.8896,3.3171,0.491207,0.233948,0.008149,-0.000373,0.249483,1290,2.661
0.7840,40,-0.3475,-0.0000,-0.0266,0.1119,6.00,87.69,93.69,6.3475,5.0165,3.3171,0.491419,0.233948,0.008361,-0.000373,0.249483,1290,2.661
0.8041,41,-0.3398,-0.0000,-0.0257,-0.0000,6.00,87.69,93.69,6.3398,5.1433,3.3166,0.491680,0.233625,0.008572,0.000000,0.249483,1290,2.6532
0.8241,42,-0.3398,-0.0000,-0.0257,-0.0000,6.00,87.69,93.69,6.3398,5.2701,3.3166,0.491891,0.233625,0.008784,0.000000,0.249483,1290,2.6532
0.8442,43,-0.3222,-0.0000,-0.0246,-0.0000,6.00,87.69,93.69,6.3222,5.3966,3.3154,0.491368,0.232891,0.008994,0.000000,0.249483,1290,2.6356
0.8643,44,-0.3222,-0.0000,-0.0246,-0.1119,6.00,87.69,93.69,6.3222,5.5230,3.3154,0.491952,0.232891,0.009205,0.000373,0.249483,1290,2.6356
0.8844,45,-0.3222,-0.0000,-0.0246,-0.1119,6.00,87.69,93.69,6.3222,5.6495,3.3154,0.492162,0.232891,0.009416,0.000373,0.249483,1290,2.6356
0.9045,46,-0.3098,-0.0000,-0.0235,0.1119,6.00,87.69,93.69,6.3098,5.7757,3.3145,0.491113,0.232377,0.009626,-0.000373,0.249483,1290,2.6232
0.9246,47,-0.3098,-0.0000,-0.0235,0.1119,6.00,87.69,93.69,6.3098,5.9019,3.3145,0.491323,0.232377,0.009836,-0.000373,0.249483,1290,2.6232
0.9447,48,-0.2975,-0.0000,-0.0225,0.1119,6.00,87.69,93.69,6.2975,6.0278,3.3137,0.491019,0.231863,0.010046,-0.000373,0.249483,1290,2.6109
0.9648,49,-0.2975,-0.0000,-0.0225,-0.0000,6.00,87.69,93.69,6.2975,6.1538,3.3137,0.491602,0.231863,0.010256,0.000000,0.249483,1290,2.6109
0.9848,50,-0.2975,-0.0000,-0.0225,-0.0000,6.00,87.69,93.69,6.2975,6.2797,3.3137,0.491812,0.231863,0.010466,0.000000,0.249483,1290,2.6109
1.0049,51,-0.2798,-0.0000,-0.0214,0.1119,6.00,87.69,93.69,6.2798,6.4053,3.3124,0.490914,0.231128,0.010676,-0.000373,0.249483,1290,2.5933
1.0250,52,-0.2798,-0.0000,-0.0214,0.1119,6.00,87.69,93.69,6.2798,6.5309,3.3124,0.491123,0.231128,0.010885,-0.000373,0.249483,1290,2.5933
1.0451,53,-0.2675,-0.0000,-0.0204,0.1119,6.00,87.69,93.69,6.2675,6.6563,3.3116,0.490818,0.230614,0.011094,-0.000373,0.249483,1290,2.5809
1.0652,54,-0.2675,-0.0000,-0.0204,-0.1119,6.00,87.69,93.69,6.2675,6.7816,3.3116,0.491773,0.230614,0.011303,0.000373,0.249483,1290,2.5809
1.0852,55,-0.2675,-0.0000,-0.0204,-0.1119,6.00,87.69,93.69,6.2675,6.9070,3.3116,0.491982,0.230614,0.011512,0.000373,0.249483,1290,2.5809
1.1053,56,-0.2544,-0.0000,-0.0196,-0.0000,6.00,87.69,93.69,6.2544,7.0320,3.3107,0.491274,0.230071,0.011720,0.000000,0.249483,1290,2.5679
1.1271,57,-0.2544,-0.0000,-0.0196,-0.0000,6.00,87.69,93.69,6.2544,7.1571,3.3107,0.491482,0.230071,0.011929,0.000000,0.249483,1290,2.5679
1.1472,58,-0.2414,-0.0000,-0.0188,-0.0000,6.00,87.69,93.69,6.2414,7.2820,3.3098,0.491147,0.229528,0.012137,0.000000,0.249483,1290,2.5548
1.1674,59,-0.2414,-0.0000,-0.0188,0.1119,6.00,87.69,93.69,6.2414,7.4068,3.3098,0.490982,0.229528,0.012345,-0.000373,0.249483,1290,2.5548
1.1874,60,-0.2414,-0.0000,-0.0188,0.1119,6.00,87.69,93.69,6.2414,7.5316,3.3098,0.491190,0.229528,0.012553,-0.000373,0.249483,1290,2.5548
1.2075,61,-0.2237,-0.0000,-0.0073,-0.0000,6.00,87.69,93.69,6.2237,7.6561,3.3085,0.491034,0.228792,0.012760,0.000000,0.249483,1290,2.5371
1.2276,62,-0.2237,-0.0000,-0.0073,-0.0000,6.00,87.69,93.69,6.2237,7.7806,3.3085,0.491242,0.228792,0.012968,0.000000,0.249483,1290,2.5371
1.2477,63,-0.2061,-0.0000,-0.0063,-0.0000,6.00,87.69,93.69,6.2061,7.9047,3.3073,0.490714,0.228057,0.013174,0.000000,0.249483,1290,2.5195
1.2678,64,-0.2061,-0.0000,-0.0063,-0.0000,6.00,87.69,93.69,6.2061,8.0288,3.3073,0.490921,0.228057,0.013381,0.000000,0.249483,1290,2.5195
1.2879,65,-0.2061,-0.0000,-0.0063,-0.0000,6.00,87.69,93.69,6.2061,8.1529,3.3073,0.491128,0.228057,0.013588,0.000000,0.249483,1290,2.5195
1.3080,66,-0.1983,-0.0000,-0.0056,-0.1119,6.00,87.69,93.69,6.1983,8.2769,3.3067,0.491384,0.227734,0.013795,0.000373,0.249483,1290,2.5118
1.3281,67,-0.1983,-0.0000,-0.0056,-0.1119,6.00,87.69,93.69,6.1983,8.4009,3.3067,0.491591,0.227734,0.014001,0.000373,0.249483,1290,2.5118
1.3482,68,-0.1899,-0.0000,-0.005,-0.1119,6.00,87.69,93.69,6.1899,8.5247,3.3061,0.491445,0.227381,0.014208,0.000373,0.249483,1290,2.5033
1.3683,69,-0.1899,-0.0000,-0.005,-0.0000,6.00,87.69,93.69,6.1899,8.6485,3.3061,0.491278,0.227381,0.014414,0.000000,0.249483,1290,2.5033
1.3883,70,-0.1899,-0.0000,-0.005,-0.0000,6.00,87.69,93.69,6.1899,8.7723,3.3061,0.491484,0.227381,0.014620,0.000000,0.249483,1290,2.5033
1.4084,71,-0.1814,-0.0000,0.0061,-0.1119,6.00,87.69,93.69,6.1814,8.8959,3.3055,0.491709,0.227027,0.014826,0.000373,0.249483,1290,2.4948
1.4285,72,-0.1814,-0.0000,0.0061,-0.1119,6.00,87.69,93.69,6.1814,9.0195,3.3055,0.491915,0.227027,0.015033,0.000373,0.249483,1290,2.4948
1.4486,73,-0.1683,-0.0000,0.0068,-0.1119,6.00,87.69,93.69,6.1683,9.1429,3.3045,0.491577,0.226483,0.015238,0.000373,0.249483,1290,2.4817
1.4687,74,-0.1683,-0.0000,0.0068,0.1119,6.00,87.69,93.69,6.1683,9.2662,3.3045,0.491036,0.226483,0.015444,-0.000373,0.249483,1290,2.4817
1.4887,75,-0.1683,-0.0000,0.0068,0.1119,6.00,87.69,93.69,6.1683,9.3896,3.3045,0.491242,0.226483,0.015649,-0.000373,0.249483,1290,2.4817
1.5088,76,-0.1546,-0.0000,0.0073,-0.1119,6.00,87.69,93.69,6.1546,9.5127,3.3036,0.491620,0.225910,0.015854,0.000373,0.249483,1290,2.468
1.5289,77,-0.1546,-0.0000,0.0073,-0.1119,6.00,87.69,93.69,6.1546,9.6358,3.3036,0.491825,0.225910,0.016060,0.000373,0.249483,1290,2.468
1.5490,78,-0.1508,-0.0000,0.0084,-0.1119,6.00,87.69,93.69,6.1508,9.7588,3.3033,0.491872,0.225752,0.016265,0.000373,0.249483,1290,2.4642
1.5691,79,-0.1508,-0.0000,0.0084,-0.1119,6.00,87.69,93.69,6.1508,9.8818,3.3033,0.492077,0.225752,0.016470,0.000373,0.249483,1290,2.4642
1.5891,80,-0.1508,-0.0000,0.0084,-0.1119,6.00,87.69,93.69,6.1508,10.0048,3.3033,0.492282,0.225752,0.016675,0.000373,0.249483,1290,2.4642
1.6092,81,-0.1416,-0.0000,0.0088,-0.1119,6.00,87.69,93.69,6.1416,10.1277,3.3026,0.492105,0.225370,0.016879,0.000373,0.249483,1290,2.455
1.6293,82,-0.1416,-0.0000,0.0088,-0.1119,6.00,87.69,93.69,6.1416,10.2505,3.3026,0.492310,0.225370,0.017084,0.000373,0.249483,1290,2.455
1.6494,83,-0.1430,-0.0000,0.0091,-0.0000,6.00,87.69,93.69,6.1430,10.3734,3.3027,0.492200,0.225428,0.017289,0.000000,0.249483,1290,2.4564
1.6695,84,-0.1430,-0.0000,0.0091,-0.0000,6.00,87.69,93.69,6.1430,10.4962,3.3027,0.492405,0.225428,0.017494,0.000000,0.249483,1290,2.4564
1.6896,85,-0.1430,-0.0000,0.0091,-0.0000,6.00,87.69,93.69,6.1430,10.6191,3.3027,0.492609,0.225428,0.017698,0.000000,0.249483,1290,2.4564
1.7097,86,-0.1292,-0.0000,0.0096,-0.1119,6.00,87.69,93.69,6.1292,10.7417,3.3017,0.492614,0.224855,0.017903,0.000373,0.249483,1290,2.4427
1.7297,87,-0.1292,-0.0000,0.0096,-0.1119,6.00,87.69,93.69,6.1292,10.8642,3.3017,0.492818,0.224855,0.018107,0.000373,0.249483,1290,2.4427
1.7498,88,-0.1254,-0.0000,0.0099,-0.1119,6.00,87.69,93.69,6.1254,10.9868,3.3014,0.492860,0.224693,0.018311,0.000373,0.249483,1290,2.4388
1.7699,89,-0.1254,-0.0000,0.0099,-0.1119,6.00,87.69,93.69,6.1254,11.1093,3.3014,0.493065,0.224693,0.018515,0.000373,0.249483,1290,2.4388
1.7900,90,-0.1254,-0.0000,0.0099,-0.1119,6.00,87.69,93.69,6.1254,11.2318,3.3014,0.493269,0.224693,0.018720,0.000373,0.249483,1290,2.4388
1.8101,91,-0.1161,-0.0000,0.0095,-0.0000,6.00,87.69,93.69,6.1161,11.3541,3.3008,0.492715,0.224308,0.018923,0.000000,0.249483,1290,2.4295
1.8302,92,-0.1161,-0.0000,0.0095,-0.0000,6.00,87.69,93.69,6.1161,11.4764,3.3008,0.492918,0.224308,0.019127,0.000000,0.249483,1290,2.4295
1.8503,93,-0.1077,-0.0000,0.0108,-0.0000,6.00,87.69,93.69,6.1077,11.5986,3.3001,0.492772,0.223959,0.019331,0.000000,0.249483,1290,2.4211
1.8704,94,-0.1077,-0.0000,0.0108,-0.0000,6.00,87.69,93.69,6.1077,11.7207,3.3001,0.492976,0.223959,0.019535,0.000000,0.249483,1290,2.4211
1.8905,95,-0.1077,-0.0000,0.0108,-0.0000,6.00,87.69,93.69,6.1077,11.8429,3.3001,0.493180,0.223959,0.019738,0.000000,0.249483,1290,2.4211
1.9106,96,-0.1038,-0.0000,0.0111,-0.0000,6.00,87.69,93.69,6.1038,11.9650,3.2999,0.493221,0.223797,0.019942,0.000000,0.249483,1290,2.4173
1.9306,97,-0.1038,-0.0000,0.0111,-0.0000,6.00,87.69,93.69,6.1038,12.0870,3.2999,0.493425,0.223797,0.020145,0.000000,0.249483,1289,2.4173
1.9507,98,-0.0947,-0.0000,0.0114,-0.0000,6.00,87.69,93.69,6.0947,12.2089,3.2992,0.493246,0.223415,0.020348,0.000000,0.249483,1290,2.4081
1.9708,99,-0.0947,-0.0000,0.0114,-0.0000,6.00,87.69,93.69,6.0947,12.3308,3.2992,0.493449,0.223415,0.020551,0.000000,0.249483,1289,2.4081
1.9909,100,-0.0947,-0.0000,0.0114,-0.0000,6.00,87.69,93.69,6.0947,12.4527,3.2992,0.493652,0.223415,0.020755,0.000000,0.249483,1289,2.4041
2.0110,101,-0.0906,-0.0000,0.0215,-0.0000,6.00,87.69,93.69,6.0906,12.5745,3.2989,0.493688,0.223248,0.020958,0.000000,0.249483,1289,2.4041
2.0311,102,-0.0906,-0.0000,0.0215,-0.0000,6.00,87.69,93.69,6.0906,12.6963,3.2989,0.493891,0.223248,0.021161,0.000000,0.249483,1289,2.4041
2.0511,103,-0.0815,-0.0000,0.0218,-0.1119,6.00,87.69,93.69,6.0815,12.8180,3.2982,0.494085,0.222866,0.021363,0.000373,0.249483,1289,2.3949
2.0712,104,-0.0815,-0.0000,0.0218,-0.1119,6.00,87.69,93.69,6.0815,12.9396,3.2982,0.494287,0.222866,0.021566,0.000373,0.249483,1289,2.3949
2.0913,105,-0.0815,-0.0000,0.0122,-0.1119,6.00,87.69,93.69,6.0815,13.0612,3.2982,0.494490,0.222866,0.021769,0.000373,0.249483,1289,2.3957
2.1114,106,-0.0823,-0.0000,0.0122,-0.0000,6.00,87.69,93.69,6.0823,13.1829,3.2983,0.494355,0.222901,0.021971,0.000000,0.249483,1289,2.3957
2.1315,107,-0.0823,-0.0000,0.0122,-0.0000,6.00,87.69,93.69,6.0823,13.3045,3.2983,0.494557,0.222901,0.022174,0.000000,0.249483,1289,2.3957
2.1515,108,-0.0731,-0.0000,0.0125,-0.1119,6.00,87.69,93.69,6.0731,13.4260,3.2976,0.494751,0.222518,0.022377,0.000373,0.249483,1289,2.3866
2.1716,109,-0.0731,-0.0000,0.0125,-0.1119,6.00,87.69,93.69,6.0731,13.5474,3.2976,0.494953,0.222518,0.022579,0.000373,0.249483,1289,2.3866
2.1917,110,-0.0738,-0.0000,0.0126,-0.1119,6.00,87.69,93.69,6.0738,13.6689,3.2976,0.495185,0.222548,0.022782,0.000373,0.249483,1289,2.3873
2.2118,111,-0.0738,-0.0000,0.0126,-0.0000,6.00,87.69,93.69,6.0738,13.7904,3.2976,0.495014,0.222548,0.022984,0.000000,0.249483,1289,2.3873
2.2319,112,-0.0738,-0.0000,0.0126,-0.0000,6.00,87.69,93.69,6.0738,13.9119,3.2976,0.495217,0.222548,0.023186,0.000000,0.249483,1289,2.3873
2.2519,113,-0.0693,-0.0000,0.0128,-0.0000,6.00,87.69,93.69,6.0693,14.0333,3.2973,0.495228,0.222357,0.023389,0.000000,0.249483,1289,2.3827
2.2720,114,-0.0693,-0.0000,0.0128,-0.0000,6.00,87.69,93.69,6.0693,14.1546,3.2973,0.495430,0.222357,0.023591,0.000000,0.249483,1289,2.3827
2.2921,115,-0.0698,-0.0000,0.0228,-0.0000,6.00,87.69,93.69,6.0698,14.2760,3.2973,0.495657,0.222380,0.023793,0.000000,0.249483,1289,2.3832
2.3122,116,-0.0698,-0.0000,0.0228,-0.0000,6.00,87.69,93.69,6.0698,14.3974,3.2973,0.495859,0.222380,0.023996,0.000000,0.249483,1289,2.3832
2.3323,117,-0.0698,-0.0000,0.0228,-0.0000,6.00,87.69,93.69,6.0698,14.5188,3.2973,0.496061,0.222380,0.024198,0.000000,0.249483,1288,2.3832
2.3523,118,-0.0652,-0.0000,0.0229,-0.0000,6.00,87.69,93.69,6.0652,14.6401,3.2970,0.496072,0.222189,0.024400,0.000000,0.249483,1288,2.3787
2.3724,119,-0.0652,-0.0000,0.0229,-0.0000,6.00,87.69,93.69,6.0652,14.7614,3.2970,0.496275,0.222189,0.024602,0.000000,0.249483,1288,2.3787
2.3925,120,-0.0660,-0.0000,0.0238,-0.0000,6.00,87.69,93.69,6.0660,14.8828,3.2970,0.496509,0.222221,0.024805,0.000000,0.249483,1288,2.3794
2.4126,121,-0.0660,-0.0000,0.0238,-0.0000,6.00,87.69,93.69,6.0660,15.0041,3.2970,0.496711,0.222221,0.025007,0.000000,0.249483,1288,2.3794
2.4327,122,-0.0660,-0.0000,0.0238,-0.0000,6.00,87.69,93.69,6.0660,15.1254,3.2970,0.496913,0.222221,0.025209,0.000000,0.249483,1288,2.3794
2.4529,123,-0.0615,-0.0000,0.0134,-0.1119,6.00,87.69,93.69,6.0615,15.2466,3.2967,0.497300,0.222033,0.025411,0.000373,0.249483,1288,2.3749
2.4729,124,-0.0615,-0.0000,0.0134,-0.1119,6.00,87.69,93.69,6.0615,15.3679,3.2967,0.497502,0.222033,0.025613,0.000373,0.249483,1288,2.3749
2.4930,125,-0.0675,-0.0000,0.0135,-0.1119,6.00,87.69,93.69,6.0675,15.4892,3.2972,0.497954,0.222283,0.025815,0.000373,0.249483,1288,2.3809
2.5131,126,-0.0675,-0.0000,0.0135,-0.0000,6.00,87.69,93.69,6.0675,15.6106,3.2972,0.497783,0.222283,0.026018,0.000000,0.249483,1288,2.3809
2.5332,127,-0.0675,-0.0000,0.0135,-0.0000,6.00,87.69,93.69,6.0675,15.7319,3.2972,0.497985,0.222283,0.026220,0.000000,0.249483,1288,2.3809
2.5532,128,-0.0674,-0.0000,0.0233,-0.0000,6.00,87.69,93.69,6.0674,15.8533,3.2971,0.498182,0.222277,0.026422,0.000000,0.249483,1288,2.3808
2.5733,129,-0.0674,-0.0000,0.0233,-0.0000,6.00,87.69,93.69,6.0674,15.9746,3.2971,0.498384,0.222277,0.026624,0.000000,0.249483,1288,2.3808
2.5934,130,-0.0682,-0.0000,0.0136,-0.0000,6.00,87.69,93.69,6.0682,16.0960,3.2972,0.498621,0.222312,0.026827,0.000000,0.249483,1288,2.3816
2.6135,131,-0.0682,-0.0000,0.0136,-0.0000,6.00,87.69,93.69,6.0682,16.2173,3.2972,0.498824,0.222312,0.027029,0.000000,0.249483,1287,2.3816
2.6336,132,-0.0682,-0.0000,0.0136,-0.0000,6.00,87.69,93.69,6.0682,16.3387,3.2972,0.499026,0.222312,0.027231,0.000000,0.249483,1287,2.3816
2.6536,133,-0.0682,-0.0000,0.0136,0.1119,6.00,87.69,93.69,6.0682,16.4601,3.2972,0.498855,0.222312,0.027433,-0.000373,0.249483,1287,2.3816
2.6737,134,-0.0682,-0.0000,0.0136,0.1119,6.00,87.69,93.69,6.0682,16.5814,3.2972,0.499058,0.222312,0.027636,-0.000373,0.249483,1287,2.3816
2.6938,135,-0.0590,-0.0000,0.0139,0.1119,6.00,87.69,93.69,6.0590,16.7026,3.2965,0.498877,0.221930,0.027838,-0.000373,0.249483,1287,2.3724
2.7139,136,-0.0590,-0.0000,0.0139,-0.1119,6.00,87.69,93.69,6.0590,16.8238,3.2965,0.499825,0.221930,0.028040,0.000373,0.249483,1287,2.3724
2.7340,137,-0.0590,-0.0000,0.0139,-0.1119,6.00,87.69,93.69,6.0590,16.9450,3.2965,0.500027,0.221930,0.028242,0.000373,0.249483,1287,2.3724
2.7540,138,-0.0590,-0.0000,0.0132,-0.2238,6.00,87.69,93.69,6.0590,17.0661,3.2965,0.500600,0.221927,0.028444,0.000746,0.249483,1287,2.3724
2.7741,139,-0.0590,-0.0000,0.0132,-0.2238,6.00,87.69,93.69,6.0590,17.1873,3.2965,0.500802,0.221927,0.028646,0.000746,0.249483,1287,2.3724
2.7942,140,-0.0591,-0.0000,0.0034,-0.2238,6.00,87.69,93.69,6.0591,17.3085,3.2965,0.501009,0.221933,0.028848,0.000746,0.249483,1287,2.3725
2.8143,141,-0.0591,-0.0000,0.0034,-0.0000,6.00,87.69,93.69,6.0591,17.4297,3.2965,0.500465,0.221933,0.029049,0.000000,0.249483,1287,2.3725
2.8348,142,-0.0591,-0.0000,0.0034,-0.0000,6.00,87.69,93.69,6.0591,17.5509,3.2965,0.500667,0.221933,0.029251,0.000000,0.249483,1287,2.3725
2.8549,143,-0.0491,-0.0000,0.0133,0.2238,6.00,87.69,93.69,6.0491,17.6719,3.2958,0.499706,0.221516,0.029453,-0.000746,0.249483,1287,2.3625
2.8750,144,-0.0491,-0.0000,0.0133,0.2238,6.00,87.69,93.69,6.0491,17.7928,3.2958,0.499907,0.221516,0.029655,-0.000746,0.249483,1287,2.3625
2.8950,145,-0.0445,-0.0000,0.0135,0.2238,6.00,87.69,93.69,6.0445,17.9137,3.2954,0.499918,0.221325,0.029856,-0.000746,0.249483,1287,2.3579
2.9151,146,-0.0445,-0.0000,0.0135,-0.1119,6.00,87.69,93.69,6.0445,18.0346,3.2954,0.501239,0.221325,0.030058,0.000373,0.249483,1287,2.3579
2.9352,147,-0.0445,-0.0000,0.0135,-0.1119,6.00,87.69,93.69,6.0445,18.1555,3.2954,0.501440,0.221325,0.030259,0.000373,0.249483,1286,2.3579
2.9553,148,-0.0399,-0.0000,0.0136,-0.0000,6.00,87.69,93.69,6.0399,18.2763,3.2951,0.501077,0.221134,0.030460,0.000000,0.249483,1287,2.3533
2.9754,149,-0.0399,-0.0000,0.0136,-0.0000,6.00,87.69,93.69,6.0399,18.3971,3.2951,0.501279,0.221134,0.030662,0.000000,0.249483,1287,2.3533
2.9955,150,-0.0400,-0.0000,0.0144,-0.0000,6.00,87.69,93.69,6.0400,18.5179,3.2951,0.501483,0.221137,0.030863,0.000000,0.249483,1286,2.3534
3.0155,151,-0.0400,-0.0000,0.0144,-0.0000,6.00,87.69,93.69,6.0400,18.6387,3.2951,0.501684,0.221137,0.031064,0.000000,0.249483,1286,2.3534
3.0356,152,-0.0400,-0.0000,0.0144,-0.0000,6.00,87.69,93.69,6.0400,18.7595,3.2951,0.501885,0.221137,0.031266,0.000000,0.249483,1286,2.3534
3.0557,153,-0.0354,-0.0000,0.0145,-0.1119,6.00,87.69,93.69,6.0354,18.8802,3.2948,0.502268,0.220946,0.031467,0.000373,0.249483,1286,2.3488
