t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0685,-0.0000,0.0063,-0.0000,-20.00,75.01,55.01,-20.0685,-0.4014,-0.364269,-0.445967,-0.000223,0.000000,0.081920,1550,14.9265
0.0201,2,0.0685,-0.0000,0.0063,0.1119,-20.00,75.01,55.01,-20.0685,-0.8027,-0.365736,-0.445967,-0.000446,-0.001243,0.081920,1600,14.9265
0.0403,3,0.0685,-0.0000,0.0063,0.1119,-20.00,75.01,55.01,-20.0685,-1.2041,-0.365959,-0.445967,-0.000669,-0.001243,0.081920,1650,14.9265
0.0604,4,0.0720,-0.0000,0.0051,0.1119,-20.00,75.01,55.01,-20.0720,-1.6055,-0.366259,-0.446044,-0.000892,-0.001243,0.081920,1662,14.923
0.0805,5,0.0720,-0.0000,0.0051,0.1119,-20.00,75.01,55.01,-20.0720,-2.0070,-0.366482,-0.446044,-0.001115,-0.001243,0.081920,1662,14.923
0.1006,6,0.0680,-0.0000,0.003,0.1119,-20.00,75.01,55.01,-20.0680,-2.4083,-0.366617,-0.445956,-0.001338,-0.001243,0.081920,1662,14.927
0.1207,7,0.0680,-0.0000,0.003,-0.0000,-20.00,75.01,55.01,-20.0680,-2.8097,-0.365596,-0.445956,-0.001561,0.000000,0.081920,1662,14.927
0.1408,8,0.0680,-0.0000,0.003,-0.0000,-20.00,75.01,55.01,-20.0680,-3.2111,-0.365819,-0.445956,-0.001784,0.000000,0.081920,1662,14.927
0.1609,9,0.0685,-0.0000,0.0063,-0.1119,-20.00,75.01,55.01,-20.0685,-3.6124,-0.364810,-0.445967,-0.002007,0.001243,0.081920,1661,14.9265
0.1810,10,0.0685,-0.0000,0.0063,-0.1119,-20.00,75.01,55.01,-20.0685,-4.0138,-0.365033,-0.445967,-0.002230,0.001243,0.081920,1661,14.9265
0.2011,11,0.0617,-0.0000,0.0033,-0.1119,-20.00,75.01,55.01,-20.0617,-4.4150,-0.365105,-0.445816,-0.002453,0.001243,0.081920,1661,14.9333
0.2212,12,0.0617,-0.0000,0.0033,-0.1119,-20.00,75.01,55.01,-20.0617,-4.8163,-0.365328,-0.445816,-0.002676,0.001243,0.081920,1661,14.9333
0.2413,13,0.0617,-0.0000,0.0033,-0.1119,-20.00,75.01,55.01,-20.0617,-5.2175,-0.365551,-0.445816,-0.002899,0.001243,0.081920,1662,14.9333
0.2614,14,0.0465,-0.0000,-0.0037,-1.3429,-20.00,75.01,55.01,-20.0465,-5.6184,-0.351758,-0.445477,-0.003121,0.014921,0.081920,1656,14.9485
0.2815,15,0.0465,-0.0000,-0.0037,-1.3429,-20.00,75.01,55.01,-20.0465,-6.0194,-0.351980,-0.445477,-0.003344,0.014921,0.081920,1656,14.9485
0.3016,16,-0.0370,-0.0000,0.0001,-1.3429,-20.00,75.01,55.01,-19.9630,-6.4186,-0.350346,-0.443621,-0.003566,0.014921,0.081920,1656,15.032
0.3217,17,-0.0370,-0.1800,0.0001,-3.4691,-20.00,75.01,55.01,-19.9630,-6.8179,-0.326944,-0.443621,-0.003788,0.038545,0.081920,1647,15.032
0.3418,18,-0.0370,-0.3600,0.0001,-3.4691,-20.00,75.01,55.01,-19.9630,-7.2171,-0.327165,-0.443621,-0.004010,0.038545,0.081920,1647,15.032
0.3619,19,-0.3321,-0.7200,-0.0135,-12.8692,-20.00,75.01,55.01,-19.6679,-7.6105,-0.216381,-0.437064,-0.004228,0.142991,0.081920,1606,15.3271
0.3820,20,-0.3321,-1.0800,-0.0135,-12.8692,-20.00,75.01,55.01,-19.6679,-8.0039,-0.216600,-0.437064,-0.004447,0.142991,0.081920,1606,15.3271
0.4021,21,-1.1652,-1.6200,0.0011,-12.8692,-20.00,75.01,55.01,-18.8348,-8.3806,-0.198296,-0.418551,-0.004656,0.142991,0.081920,1599,16.1602
0.4222,22,-1.1652,-2.1600,0.0011,-27.0812,-20.00,75.01,55.01,-18.8348,-8.7573,-0.040594,-0.418551,-0.004865,0.300902,0.081920,1549,16.1602
0.4423,23,-1.1652,-2.8800,0.0011,-27.0812,-20.00,75.01,55.01,-18.8348,-9.1340,-0.040803,-0.418551,-0.005074,0.300902,0.081920,1540,16.1602
0.4624,24,-2.7057,-3.7800,0.0297,-38.6075,-20.00,75.01,55.01,-17.2943,-9.4798,0.121308,-0.384318,-0.005267,0.428972,0.081920,1490,17.7007
0.4825,25,-2.7057,-4.5000,0.0297,-38.6075,-20.00,75.01,55.01,-17.2943,-9.8257,0.121116,-0.384318,-0.005459,0.428972,0.081920,1440,17.7007
0.5026,26,-4.7194,-5.4000,0.0707,-38.6075,-20.00,75.01,55.01,-15.2806,-10.1313,0.165696,-0.339568,-0.005629,0.428972,0.081920,1412,19.7144
0.5227,27,-4.7194,-6.3000,0.0707,-42.1885,-20.00,75.01,55.01,-15.2806,-10.4369,0.205315,-0.339568,-0.005798,0.468761,0.081920,1398,19.7144
0.5428,28,-4.7194,-6.8400,0.0707,-42.1885,-20.00,75.01,55.01,-15.2806,-10.7426,0.205145,-0.339568,-0.005968,0.468761,0.081920,1398,19.7144
0.5630,29,-6.7727,-7.7400,0.1293,-38.4956,-20.00,75.01,55.01,-13.2273,-11.0071,0.209595,-0.293939,-0.006115,0.427729,0.081920,1396,21.7677
0.5830,30,-6.7727,-8.4600,0.1293,-38.4956,-20.00,75.01,55.01,-13.2273,-11.2716,0.209448,-0.293939,-0.006262,0.427729,0.081920,1396,21.7677
0.6031,31,-8.6622,-9.1800,0.1879,-38.4956,-20.00,75.01,55.01,-11.3378,-11.4984,0.251310,-0.251951,-0.006388,0.427729,0.081920,1380,23.6572
0.6232,32,-8.6622,-9.7200,0.1879,-33.5717,-20.00,75.01,55.01,-11.3378,-11.7252,0.196475,-0.251951,-0.006514,0.373019,0.081920,1401,23.6572
0.6433,33,-8.6622,-10.2600,0.1879,-33.5717,-20.00,75.01,55.01,-11.3378,-11.9519,0.196349,-0.251951,-0.006640,0.373019,0.081920,1401,23.6572
0.6634,34,-10.2708,-10.9800,0.2337,-28.4241,-20.00,75.01,55.01,-9.7292,-12.1465,0.174791,-0.216204,-0.006748,0.315823,0.081920,1409,25.2658
0.6835,35,-10.2708,-11.3400,0.2337,-28.4241,-20.00,75.01,55.01,-9.7292,-12.3411,0.174683,-0.216204,-0.006856,0.315823,0.081920,1409,25.2658
0.7036,36,-11.5679,-11.8800,0.257,-21.2621,-20.00,75.01,55.01,-8.4321,-12.5097,0.123836,-0.187380,-0.006950,0.236246,0.081920,1428,26.5629
0.7238,37,-11.5679,-12.2400,0.257,-21.2621,-20.00,75.01,55.01,-8.4321,-12.6784,0.123742,-0.187380,-0.007044,0.236246,0.081920,1428,26.5629
0.7439,38,-11.5679,-12.4200,0.257,-21.2621,-20.00,75.01,55.01,-8.4321,-12.8470,0.123648,-0.187380,-0.007137,0.236246,0.081920,1428,26.5629
0.7640,39,-12.4912,-12.7800,0.2793,-12.5335,-20.00,75.01,55.01,-7.5088,-12.9972,0.047099,-0.166861,-0.007221,0.139261,0.081920,1457,27.4862
0.7841,40,-12.4912,-12.7800,0.2793,-12.5335,-20.00,75.01,55.01,-7.5088,-13.1474,0.047015,-0.166861,-0.007304,0.139261,0.081920,1457,27.4862
0.8042,41,-12.9703,-12.9600,0.2837,-12.5335,-20.00,75.01,55.01,-7.0297,-13.2880,0.057582,-0.156217,-0.007382,0.139261,0.081920,1453,27.9652
0.8243,42,-12.9703,-12.9600,0.2837,-3.4691,-20.00,75.01,55.01,-7.0297,-13.4285,-0.043211,-0.156217,-0.007460,0.038545,0.081920,1503,27.9652
0.8445,43,-12.9703,-12.9600,0.2837,-3.4691,-20.00,75.01,55.01,-7.0297,-13.5691,-0.043290,-0.156217,-0.007538,0.038545,0.081920,1541,27.9652
