t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,1,-0.0000,0.0000,-0.0000,-0.0489,-0.0465,80.00,83.24,80.0000,0.4000,0.712444,0.711111,0.001333,-0.000000,0.000000,1498
0.0079,2,enc,1,0,-0.0000,0.0000,-0.0000,-0.0489,-0.0465,80.00,83.24,80.0000,0.8000,0.713778,0.711111,0.002667,-0.000000,0.000000,1496
0.0129,3,enc,1,0,-0.0000,0.0000,-0.0000,-0.0489,-0.0465,80.00,83.24,80.0000,1.2000,0.715111,0.711111,0.004000,-0.000000,0.000000,1494
0.0180,4,enc,1,0,-0.0000,0.0000,-0.0000,-0.0489,-0.0465,80.00,83.24,80.0000,1.6000,0.716444,0.711111,0.005333,-0.000000,0.000000,1492
0.0231,5,enc,1,0,-0.0000,0.0000,-0.0000,-0.0489,-0.0465,80.00,83.24,80.0000,2.0000,0.717778,0.711111,0.006667,-0.000000,0.000000,1490
0.0281,6,enc,1,0,-0.0000,0.0000,-0.0000,-0.0489,-0.0465,80.00,83.24,80.0000,2.4000,0.719111,0.711111,0.008000,-0.000000,0.000000,1488
0.0332,7,enc,1,0,-0.0000,0.0000,-0.0000,-0.0489,-0.0465,80.00,83.24,80.0000,2.8000,0.720444,0.711111,0.009333,-0.000000,0.000000,1486
0.0383,8,enc,1,0,-0.0000,0.0000,-0.0000,-0.0489,-0.0465,80.00,83.24,80.0000,3.2000,0.721778,0.711111,0.010667,-0.000000,0.000000,1484
0.0434,9,enc,1,1,-0.0000,0.0000,-0.0000,-0.0043,-0.0468,80.00,83.24,80.0000,3.6000,0.723111,0.711111,0.012000,-0.000000,0.000000,1482
0.0484,10,enc,1,0,-0.0000,0.0000,-0.0000,-0.0043,-0.0468,80.00,83.24,80.0000,4.0000,0.724444,0.711111,0.013333,-0.000000,0.000000,1480
0.0535,11,enc,1,0,-0.0000,0.0000,-0.0000,-0.0043,-0.0468,80.00,83.24,80.0000,4.4000,0.725778,0.711111,0.014667,-0.000000,0.000000,1478
0.0586,12,enc,1,0,-0.0000,0.0000,-0.0000,-0.0043,-0.0468,80.00,83.24,80.0000,4.8000,0.727111,0.711111,0.016000,-0.000000,0.000000,1476
0.0636,13,enc,1,0,-0.0000,0.0000,-0.0000,-0.0043,-0.0468,80.00,83.24,80.0000,5.2000,0.728444,0.711111,0.017333,-0.000000,0.000000,1474
0.0687,14,enc,1,0,-0.0000,0.0000,-0.0000,-0.0043,-0.0468,80.00,83.24,80.0000,5.6000,0.729778,0.711111,0.018667,-0.000000,0.000000,1472
0.0738,15,enc,1,0,-0.0000,0.0000,-0.0000,-0.0043,-0.0468,80.00,83.24,80.0000,6.0000,0.731111,0.711111,0.020000,-0.000000,0.000000,1470
0.0789,16,enc,1,1,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,6.4000,0.732444,0.711111,0.021333,-0.000000,0.000000,1468
0.0839,17,enc,1,0,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,6.8000,0.733778,0.711111,0.022667,-0.000000,0.000000,1466
0.0890,18,enc,1,0,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,7.2000,0.735111,0.711111,0.024000,-0.000000,0.000000,1464
0.0941,19,enc,1,0,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,7.6000,0.736444,0.711111,0.025333,-0.000000,0.000000,1462
0.0992,20,enc,1,0,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,8.0000,0.737778,0.711111,0.026667,-0.000000,0.000000,1460
0.1042,21,enc,1,0,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,8.4000,0.739111,0.711111,0.028000,-0.000000,0.000000,1458
0.1093,22,enc,1,0,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,8.8000,0.740444,0.711111,0.029333,-0.000000,0.000000,1456
0.1144,23,enc,1,0,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,9.2000,0.741778,0.711111,0.030667,-0.000000,0.000000,1454
0.1195,24,enc,1,0,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,9.6000,0.743111,0.711111,0.032000,-0.000000,0.000000,1452
0.1245,25,enc,1,0,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,10.0000,0.744444,0.711111,0.033333,-0.000000,0.000000,1450
0.1296,26,enc,1,0,-0.0000,0.0000,-0.0000,-0.044,-0.059,80.00,83.24,80.0000,10.4000,0.745778,0.711111,0.034667,-0.000000,0.000000,1448
0.1347,27,enc,1,1,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,10.8000,0.747111,0.711111,0.036000,-0.000000,0.000000,1446
0.1397,28,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,11.2000,0.748444,0.711111,0.037333,-0.000000,0.000000,1444
0.1448,29,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,11.6000,0.749778,0.711111,0.038667,-0.000000,0.000000,1442
0.1499,30,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,12.0000,0.751111,0.711111,0.040000,-0.000000,0.000000,1440
0.1550,31,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,12.4000,0.752444,0.711111,0.041333,-0.000000,0.000000,1438
0.1600,32,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,12.8000,0.753778,0.711111,0.042667,-0.000000,0.000000,1436
0.1651,33,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,13.2000,0.755111,0.711111,0.044000,-0.000000,0.000000,1434
0.1702,34,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,13.6000,0.756444,0.711111,0.045333,-0.000000,0.000000,1432
0.1752,35,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,14.0000,0.757778,0.711111,0.046667,-0.000000,0.000000,1430
0.1803,36,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,14.4000,0.759111,0.711111,0.048000,-0.000000,0.000000,1428
0.1854,37,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,14.8000,0.760444,0.711111,0.049333,-0.000000,0.000000,1426
0.1904,38,enc,1,0,-0.0000,0.0000,-0.0000,0.0006,-0.0594,80.00,83.24,80.0000,15.2000,0.761778,0.711111,0.050667,-0.000000,0.000000,1424
