t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0059,-0.0000,0.0108,0.1119,-20.00,72.93,52.93,-19.9941,-0.550000,-0.666469,-0.000497,0.000000,1731,17.0755
0.0201,2,-0.0059,-0.0000,0.0108,0.1119,-20.00,72.93,52.93,-19.9941,-0.550000,-0.666469,-0.000497,0.000000,1731,17.0755
0.0402,3,-0.0067,-0.0000,0.0105,0.1119,-20.00,72.93,52.93,-19.9933,-0.550000,-0.666443,-0.000497,0.000000,1731,17.0763
0.0603,4,-0.0067,-0.0000,0.0105,0.1119,-20.00,72.93,52.93,-19.9933,-0.550000,-0.666443,-0.000497,0.000000,1731,17.0763
0.0804,5,-0.0067,-0.0000,0.0105,0.1119,-20.00,72.93,52.93,-19.9933,-0.550000,-0.666443,-0.000497,0.000000,1731,17.0763
0.1005,6,-0.0007,-0.0000,0.0108,-0.0000,-20.00,72.93,52.93,-19.9993,-0.550000,-0.666644,0.000000,0.000000,1731,17.0703
0.1206,7,-0.0007,-0.0000,0.0108,-0.0000,-20.00,72.93,52.93,-19.9993,-0.550000,-0.666644,0.000000,0.000000,1731,17.0703
0.1407,8,-0.0117,-0.0000,0.0226,-0.0000,-20.00,72.93,52.93,-19.9883,-0.550000,-0.666278,0.000000,0.000000,1731,17.0813
0.1607,9,-0.0117,-0.0000,0.0226,0.1119,-20.00,72.93,52.93,-19.9883,-0.550000,-0.666278,-0.000497,0.000000,1731,17.0813
0.1808,10,-0.0117,-0.0000,0.0226,0.1119,-20.00,72.93,52.93,-19.9883,-0.550000,-0.666278,-0.000497,0.000000,1731,17.0813
0.2010,11,-0.0117,-0.0000,0.0226,-0.1119,-20.00,72.93,52.93,-19.9883,-0.550000,-0.666278,0.000497,0.000000,1731,17.0813
0.2211,12,-0.0117,-0.0000,0.0226,-0.1119,-20.00,72.93,52.93,-19.9883,-0.550000,-0.666278,0.000497,0.000000,1731,17.0813
0.2412,13,-0.0109,-0.0000,0.0124,-0.1119,-20.00,72.93,52.93,-19.9891,-0.550000,-0.666303,0.000497,0.000000,1731,17.0805
0.2613,14,-0.0109,-0.0000,0.0124,-0.2238,-20.00,72.93,52.93,-19.9891,-0.550000,-0.666303,0.000995,0.000000,1731,17.0805
