t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0047,-0.0000,-0.0000,45.00,45.0047,0.580335,0.050005,0.000000,0.530330,1257,88.7081
0.0201,2,-0.0047,-0.0000,-0.0000,45.00,45.0047,0.580335,0.050005,0.000000,0.530330,1257,88.7081
0.0402,3,-0.0047,-0.0000,-0.0000,45.00,45.0047,0.580335,0.050005,0.000000,0.530330,1257,88.7081
0.0603,4,-0.0047,-0.0000,-0.0000,45.00,45.0047,0.580335,0.050005,0.000000,0.530330,1257,88.7081
0.0805,5,-0.0047,-0.0000,-0.0000,45.00,45.0047,0.580335,0.050005,0.000000,0.530330,1257,88.7081
0.1006,6,-0.0047,-0.0000,-0.0000,45.00,45.0047,0.580335,0.050005,0.000000,0.530330,1257,88.7081
0.1207,7,-0.0047,-0.0000,-0.0000,45.00,45.0047,0.580335,0.050005,0.000000,0.530330,1257,88.7081
0.1408,8,-0.0047,-0.0000,-0.0000,45.00,45.0047,0.580335,0.050005,0.000000,0.530330,1257,88.7081
0.1609,9,-0.0047,-0.0000,-0.0000,45.00,45.0047,0.580335,0.050005,0.000000,0.530330,1257,88.7081
0.1810,10,-0.0047,-0.0000,-0.0000,45.00,45.0047,0.580335,0.050005,0.000000,0.530330,1257,88.7081
0.2012,11,-0.0047,-0.0000,0.3357,45.00,45.0047,0.579962,0.050005,-0.000373,0.530330,1257,88.7081
0.2213,12,-0.0047,-0.0000,0.3357,45.00,45.0047,0.579962,0.050005,-0.000373,0.530330,1257,88.7081
0.2413,13,-0.0145,0.1800,1.1191,45.00,45.0145,0.579103,0.050016,-0.001243,0.530330,1257,88.7180
0.2614,14,-0.0145,0.1800,1.1191,45.00,45.0145,0.579103,0.050016,-0.001243,0.530330,1257,88.7180
0.2819,15,-0.0436,0.1800,1.1191,45.00,45.0436,0.579135,0.050048,-0.001243,0.530330,1257,88.7470
0.3020,16,-0.0436,0.3600,4.0286,45.00,45.0436,0.575902,0.050048,-0.004476,0.530330,1259,88.7470
0.3221,17,-0.0436,0.5400,4.0286,45.00,45.0436,0.575902,0.050048,-0.004476,0.530330,1259,88.7470
0.3422,18,-0.1766,0.9000,14.2120,45.00,45.1766,0.564735,0.050196,-0.015791,0.530330,1263,88.8800
0.3623,19,-0.1766,1.4400,14.2120,45.00,45.1766,0.564735,0.050196,-0.015791,0.530330,1263,88.8800
0.3824,20,-0.7415,2.5200,14.2120,45.00,45.7415,0.565363,0.050824,-0.015791,0.530330,1262,89.4449
0.4025,21,-0.7415,3.6000,46.6647,45.00,45.7415,0.529304,0.050824,-0.051850,0.530330,1276,89.4449
0.4226,22,-0.7415,5.0400,46.6647,45.00,45.7415,0.529304,0.050824,-0.051850,0.530330,1276,89.4449
0.4427,23,1.8463,7.2000,76.0960,45.00,43.1537,0.493728,0.047949,-0.084551,0.530330,1289,86.8571
0.4628,24,1.8463,9.0000,76.0960,45.00,43.1537,0.493728,0.047949,-0.084551,0.530330,1289,86.8571
0.4829,25,6.6358,11.7000,76.0960,45.00,38.3642,0.488406,0.042627,-0.084551,0.530330,1291,82.0676
0.5029,26,6.6358,13.6800,130.4822,45.00,38.3642,0.427977,0.042627,-0.144980,0.530330,1314,82.0676
0.5230,27,6.6358,15.3000,130.4822,45.00,38.3642,0.427977,0.042627,-0.144980,0.530330,1314,82.0676
0.5431,28,13.0942,18.0000,140.1061,45.00,31.9058,0.410108,0.035451,-0.155673,0.530330,1321,75.6092
0.5632,29,13.0942,19.9800,140.1061,45.00,31.9058,0.410108,0.035451,-0.155673,0.530330,1321,75.6092
0.5833,30,20.7416,23.2200,140.1061,45.00,24.2584,0.401610,0.026954,-0.155673,0.530330,1324,67.9618
0.6034,31,20.7416,25.9200,161.0325,45.00,24.2584,0.378359,0.026954,-0.178925,0.530330,1333,67.9618
0.6235,32,20.7416,27.9000,161.0325,45.00,24.2584,0.378359,0.026954,-0.178925,0.530330,1333,67.9618
0.6436,33,28.8171,30.2400,157.4515,45.00,16.1829,0.373365,0.017981,-0.174946,0.530330,1334,59.8863
0.6637,34,28.8171,31.5000,157.4515,45.00,16.1829,0.373365,0.017981,-0.174946,0.530330,1334,59.8863
0.6838,35,36.4327,33.6600,157.4515,45.00,8.5673,0.364903,0.009519,-0.174946,0.530330,1338,52.2707
0.7038,36,36.4327,35.8200,141.8966,45.00,8.5673,0.382186,0.009519,-0.157663,0.530330,1331,52.2707
0.7239,37,36.4327,37.6200,141.8966,45.00,8.5673,0.382186,0.009519,-0.157663,0.530330,1331,52.2707
0.7440,38,43.1181,40.1400,115.5987,45.00,1.8819,0.403978,0.002091,-0.128443,0.530330,1323,45.5853
0.7642,39,43.1181,41.7600,115.5987,45.00,1.8819,0.403978,0.002091,-0.128443,0.530330,1323,45.5853
0.7843,40,48.4266,43.5600,115.5987,45.00,-3.4266,0.398080,-0.003807,-0.128443,0.530330,1325,40.2768
0.8044,41,48.4266,45.0000,83.0341,45.00,-3.4266,0.434263,-0.003807,-0.092260,0.530330,1312,40.2768
0.8245,42,48.4266,46.0800,83.0341,45.00,-3.4266,0.434263,-0.003807,-0.092260,0.530330,1312,40.2768
0.8446,43,52.0865,47.1600,49.7981,45.00,-7.0865,0.467125,-0.007874,-0.055331,0.530330,1299,36.6169
0.8647,44,52.0865,47.7000,49.7981,45.00,-7.0865,0.467125,-0.007874,-0.055331,0.530330,1299,36.6169
0.8848,45,54.0911,48.0600,49.7981,45.00,-9.0911,0.464898,-0.010101,-0.055331,0.530330,1300,34.6124
0.9048,46,54.0911,48.2400,16.7859,45.00,-9.0911,0.501578,-0.010101,-0.018651,0.530330,1286,34.6124
0.9249,47,54.0911,48.0600,16.7859,45.00,-9.0911,0.501578,-0.010101,-0.018651,0.530330,1286,34.6124
0.9450,48,54.4721,47.7000,-10.6311,45.00,-9.4721,0.531618,-0.010525,0.011812,0.530330,1275,34.2313
0.9651,49,54.4721,47.3400,-10.6311,45.00,-9.4721,0.531618,-0.010525,0.011812,0.530330,1275,34.2313
0.9852,50,53.5699,46.6200,-10.6311,45.00,-8.5699,0.532620,-0.009522,0.011812,0.530330,1275,35.1336
1.0053,51,53.5699,45.7200,-37.1527,45.00,-8.5699,0.562089,-0.009522,0.041281,0.530330,1264,35.1336
1.0254,52,53.5699,45.0000,-37.1527,45.00,-8.5699,0.562089,-0.009522,0.041281,0.530330,1264,35.1336
1.0455,53,51.4449,43.7400,-46.3290,45.00,-6.4449,0.574646,-0.007161,0.051477,0.530330,1259,37.2585
1.0656,54,51.4449,42.8400,-46.3290,45.00,-6.4449,0.574646,-0.007161,0.051477,0.530330,1259,37.2585
1.0857,55,48.8870,41.5800,-55.0577,45.00,-3.8870,0.587186,-0.004319,0.061175,0.530330,1254,39.8164
1.1058,56,48.8870,40.6800,-55.0577,45.00,-3.8870,0.587186,-0.004319,0.061175,0.530330,1254,39.8164
1.1259,57,48.8870,39.4200,-55.0577,45.00,-3.8870,0.587186,-0.004319,0.061175,0.530330,1254,39.8164
1.1461,58,46.1079,38.1600,-55.0577,45.00,-1.1079,0.590274,-0.001231,0.061175,0.530330,1253,42.5955
1.1662,59,46.1079,37.4400,-55.0577,45.00,-1.1079,0.590274,-0.001231,0.061175,0.530330,1253,42.5955
1.1862,60,43.4628,36.1800,-47.2243,45.00,1.5372,0.584509,0.001708,0.052471,0.530330,1255,45.2406
1.2064,61,43.4628,35.6400,-47.2243,45.00,1.5372,0.584509,0.001708,0.052471,0.530330,1255,45.2406
1.2265,62,43.4628,34.7400,-47.2243,45.00,1.5372,0.584509,0.001708,0.052471,0.530330,1255,45.2406
1.2468,63,41.2616,33.8400,-35.2503,45.00,3.7384,0.573651,0.004154,0.039167,0.530330,1259,47.4418
