t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0695,-0.0000,-0.0000,90.00,89.9305,0.739923,0.099923,0.000000,0.640000,1197,88.4228
0.0201,2,0.0695,-0.0000,-0.0000,90.00,89.9305,0.739923,0.099923,0.000000,0.640000,1197,88.4228
0.0403,3,0.0695,-0.0000,-0.0000,90.00,89.9305,0.739923,0.099923,0.000000,0.640000,1197,88.4228
0.0604,4,0.0695,-0.0000,-0.0000,90.00,89.9305,0.739923,0.099923,0.000000,0.640000,1197,88.4228
0.0805,5,0.0695,-0.0000,-0.0000,90.00,89.9305,0.739923,0.099923,0.000000,0.640000,1197,88.4228
0.1006,6,-0.1244,-0.0000,-0.0000,90.00,90.1244,0.740138,0.100138,0.000000,0.640000,1197,88.6167
0.1207,7,-0.1244,-0.0000,-0.0000,90.00,90.1244,0.740138,0.100138,0.000000,0.640000,1197,88.6167
0.1408,8,-0.1244,-0.0000,-0.0000,90.00,90.1244,0.740138,0.100138,0.000000,0.640000,1197,88.6167
0.1608,9,-0.1244,-0.0000,-0.0000,90.00,90.1244,0.740138,0.100138,0.000000,0.640000,1197,88.6167
0.1809,10,-0.1244,-0.0000,-0.0000,90.00,90.1244,0.740138,0.100138,0.000000,0.640000,1197,88.6167
0.2010,11,-0.1244,-0.0000,-0.0000,90.00,90.1244,0.740138,0.100138,0.000000,0.640000,1197,88.6167
0.2212,12,-0.1244,-0.0000,-0.0000,90.00,90.1244,0.740138,0.100138,0.000000,0.640000,1197,88.6167
0.2413,13,-0.1400,0.1800,-0.0000,90.00,90.1400,0.740156,0.100156,0.000000,0.640000,1197,88.6323
0.2614,14,-0.1400,0.1800,1.4548,90.00,90.1400,0.738539,0.100156,-0.001616,0.640000,1198,88.6323
0.2815,15,-0.1400,0.1800,1.4548,90.00,90.1400,0.738539,0.100156,-0.001616,0.640000,1198,88.6323
0.3016,16,-0.2112,0.3600,4.8120,90.00,90.2112,0.734888,0.100235,-0.005347,0.640000,1199,88.7036
0.3217,17,-0.2112,0.7200,4.8120,90.00,90.2112,0.734888,0.100235,-0.005347,0.640000,1199,88.7036
0.3417,18,-0.7555,1.2600,4.8120,90.00,90.7555,0.735493,0.100839,-0.005347,0.640000,1199,89.2478
0.3619,19,-0.7555,2.1600,27.7526,90.00,90.7555,0.710003,0.100839,-0.030836,0.640000,1208,89.2478
0.3822,20,-0.7555,3.4200,27.7526,90.00,90.7555,0.710003,0.100839,-0.030836,0.640000,1208,89.2478
0.4023,21,-0.2063,5.5800,84.7127,90.00,90.2063,0.646104,0.100229,-0.094125,0.640000,1232,88.6987
0.4224,22,-0.2063,7.0200,84.7127,90.00,90.2063,0.646104,0.100229,-0.094125,0.640000,1232,88.6987
0.4425,23,5.1651,9.7200,84.7127,90.00,84.8349,0.640136,0.094261,-0.094125,0.640000,1234,83.3273
0.4625,24,5.1651,11.3400,155.4372,90.00,84.8349,0.561553,0.094261,-0.172708,0.640000,1264,83.3273
0.4826,25,5.1651,14.4000,155.4372,90.00,84.8349,0.561553,0.094261,-0.172708,0.640000,1264,83.3273
0.5027,26,13.8220,17.2800,214.8592,90.00,76.1780,0.485910,0.084642,-0.238732,0.640000,1292,74.6703
0.5228,27,13.8220,19.2600,214.8592,90.00,76.1780,0.485910,0.084642,-0.238732,0.640000,1292,74.6703
0.5428,28,25.2950,21.7800,214.8592,90.00,64.7050,0.473162,0.071894,-0.238732,0.640000,1297,63.1973
0.5629,29,25.2950,23.5800,252.9072,90.00,64.7050,0.430886,0.071894,-0.281008,0.640000,1313,63.1973
0.5830,30,25.2950,25.5600,252.9072,90.00,64.7050,0.430886,0.071894,-0.281008,0.640000,1313,63.1973
0.6030,31,38.1211,27.5400,260.9644,90.00,51.8789,0.407683,0.057643,-0.289960,0.640000,1322,50.3712
0.6231,32,38.1211,29.7000,260.9644,90.00,51.8789,0.407683,0.057643,-0.289960,0.640000,1322,50.3712
0.6432,33,50.8479,32.0400,260.9644,90.00,39.1521,0.393542,0.043502,-0.289960,0.640000,1327,37.6445
0.6633,34,50.8479,34.5600,238.1356,90.00,39.1521,0.418907,0.043502,-0.264595,0.640000,1317,37.6445
0.6834,35,50.8479,37.0800,238.1356,90.00,39.1521,0.418907,0.043502,-0.264595,0.640000,1317,37.6445
0.7034,36,62.4116,40.3200,210.3829,90.00,27.5884,0.436895,0.030654,-0.233759,0.640000,1311,26.0808
0.7235,37,62.4116,42.4800,210.3829,90.00,27.5884,0.436895,0.030654,-0.233759,0.640000,1311,26.0808
0.7436,38,72.3887,45.7200,210.3829,90.00,17.6113,0.425809,0.019568,-0.233759,0.640000,1315,16.1037
0.7637,39,72.3887,48.0600,167.2992,90.00,17.6113,0.473680,0.019568,-0.185888,0.640000,1297,16.1037
0.7837,40,72.3887,50.2200,167.2992,90.00,17.6113,0.473680,0.019568,-0.185888,0.640000,1297,16.1037
0.8038,41,80.0922,52.3800,124.5512,90.00,9.9078,0.512618,0.011009,-0.138390,0.640000,1282,8.4001
0.8239,42,80.0922,54.1800,124.5512,90.00,9.9078,0.512618,0.011009,-0.138390,0.640000,1282,8.4001
0.8440,43,85.6527,55.9800,124.5512,90.00,4.3473,0.506440,0.004830,-0.138390,0.640000,1285,2.8396
0.8640,44,85.6527,57.2400,80.4603,90.00,4.3473,0.555430,0.004830,-0.089400,0.640000,1266,2.8396
0.8841,45,85.6527,58.3200,80.4603,90.00,4.3473,0.555430,0.004830,-0.089400,0.640000,1266,2.8396
0.9042,46,89.1361,59.2200,44.2028,90.00,0.8639,0.591846,0.000960,-0.049114,0.640000,1253,-0.6437
0.9243,47,89.1361,59.5800,44.2028,90.00,0.8639,0.591846,0.000960,-0.049114,0.640000,1253,-0.6437
0.9443,48,90.8638,59.9400,44.2028,90.00,-0.8638,0.589926,-0.000960,-0.049114,0.640000,1253,-2.3714
0.9644,49,90.8638,59.9400,13.4287,90.00,-0.8638,0.624120,-0.000960,-0.014921,0.640000,1240,-2.3714
0.9845,50,90.8638,59.9400,13.4287,90.00,-0.8638,0.624120,-0.000960,-0.014921,0.640000,1240,-2.3714
1.0046,51,91.1926,59.7600,-7.2739,90.00,-1.1926,0.646757,-0.001325,0.008082,0.640000,1232,-2.7002
1.0247,52,91.1926,59.4000,-7.2739,90.00,-1.1926,0.646757,-0.001325,0.008082,0.640000,1232,-2.7002
1.0447,53,90.5981,59.0400,-7.2739,90.00,-0.5981,0.647418,-0.000665,0.008082,0.640000,1232,-2.1057
1.0648,54,90.5981,58.5000,-20.3669,90.00,-0.5981,0.661965,-0.000665,0.022630,0.640000,1226,-2.1057
1.0849,55,90.5981,58.1400,-20.3669,90.00,-0.5981,0.661965,-0.000665,0.022630,0.640000,1226,-2.1057
1.1050,56,89.4650,57.4200,-25.4026,90.00,0.5350,0.668820,0.000594,0.028225,0.640000,1224,-0.9726
1.1250,57,89.4650,57.0600,-25.4026,90.00,0.5350,0.668820,0.000594,0.028225,0.640000,1224,-0.9726
1.1451,58,88.1291,56.3400,-25.5145,90.00,1.8709,0.670428,0.002079,0.028349,0.640000,1223,0.3632
1.1652,59,88.1291,55.9800,-25.5145,90.00,1.8709,0.670428,0.002079,0.028349,0.640000,1223,0.3632
1.1852,60,88.1291,55.6200,-25.5145,90.00,1.8709,0.670428,0.002079,0.028349,0.640000,1223,0.3632
1.2053,61,86.8632,55.0800,-20.2550,90.00,3.1368,0.665991,0.003485,0.022506,0.640000,1225,1.6291
1.2254,62,86.8632,54.9000,-20.2550,90.00,3.1368,0.665991,0.003485,0.022506,0.640000,1225,1.6291
1.2455,63,85.9329,54.5400,-13.4287,90.00,4.0671,0.659440,0.004519,0.014921,0.640000,1227,2.5594
1.2656,64,85.9329,54.3600,-13.4287,90.00,4.0671,0.659440,0.004519,0.014921,0.640000,1227,2.5594
1.2856,65,85.9329,54.1800,-13.4287,90.00,4.0671,0.659440,0.004519,0.014921,0.640000,1227,2.5594
1.3057,66,85.3873,54.1800,-5.8191,90.00,4.6127,0.651591,0.005125,0.006466,0.640000,1230,3.1050
1.3258,67,85.3873,54.0000,-5.8191,90.00,4.6127,0.651591,0.005125,0.006466,0.640000,1230,3.1050
1.3459,68,85.1774,54.0000,0.3357,90.00,4.8226,0.644985,0.005358,-0.000373,0.640000,1233,3.3149
1.3659,69,85.1774,54.1800,0.3357,90.00,4.8226,0.644985,0.005358,-0.000373,0.640000,1233,3.3149
1.3860,70,85.1774,54.1800,0.3357,90.00,4.8226,0.644985,0.005358,-0.000373,0.640000,1233,3.2310
1.4062,71,85.2613,54.3600,4.7000,90.00,4.7387,0.640043,0.005265,-0.005222,0.640000,1234,3.2310
1.4262,72,85.2613,54.5400,4.7000,90.00,4.7387,0.640043,0.005265,-0.005222,0.640000,1234,3.2310
1.4463,73,85.5412,54.7200,7.9453,90.00,4.4588,0.636126,0.004954,-0.008828,0.640000,1236,2.9511
1.4664,74,85.5412,54.7200,7.9453,90.00,4.4588,0.636126,0.004954,-0.008828,0.640000,1236,2.9511
1.4865,75,85.9749,55.0800,7.9453,90.00,4.0251,0.635644,0.004472,-0.008828,0.640000,1236,2.5174
1.5065,76,85.9749,55.2600,9.8477,90.00,4.0251,0.633530,0.004472,-0.010942,0.640000,1237,2.5174
1.5266,77,85.9749,55.4400,9.8477,90.00,4.0251,0.633530,0.004472,-0.010942,0.640000,1237,2.5174
1.5467,78,86.4649,55.6200,8.8406,90.00,3.5351,0.634105,0.003928,-0.009823,0.640000,1237,2.0275
