t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1498
0.0085,2,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1496
0.0136,3,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1494
0.0187,4,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1492
0.0238,5,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1490
0.0289,6,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1488
0.0339,7,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1486
0.0390,8,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1484
0.0441,9,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1482
0.0492,10,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1480
0.0542,11,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1478
0.0593,12,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1476
0.0645,13,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1474
0.0695,14,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1472
0.0746,15,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1470
0.0797,16,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1468
0.0848,17,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1466
0.0899,18,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1464
0.0950,19,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1462
0.1001,20,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1460
0.1052,21,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1458
0.1102,22,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1456
0.1153,23,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1454
0.1204,24,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1452
0.1255,25,enc,0,-0.0000,0.0000,-0.0000,0.0295,-0.0103,25.00,82.19,25.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.955337,1450
