t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,1,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,0.4500,0.137349,0.100000,0.001500,-0.000000,0.035849,1498
0.0075,2,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,0.9000,0.138849,0.100000,0.003000,-0.000000,0.035849,1496
0.0125,3,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,1.3500,0.140349,0.100000,0.004500,-0.000000,0.035849,1494
0.0176,4,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,1.8000,0.141849,0.100000,0.006000,-0.000000,0.035849,1492
0.0227,5,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,2.2500,0.143349,0.100000,0.007500,-0.000000,0.035849,1490
0.0278,6,enc,1,1,-0.0000,0.0000,-0.0000,0.1053,-0.5764,90.00,87.95,90.0000,2.7000,0.144849,0.100000,0.009000,-0.000000,0.035849,1488
0.0328,7,enc,1,0,-0.0000,0.0000,-0.0000,0.1053,-0.5764,90.00,87.95,90.0000,3.1500,0.146349,0.100000,0.010500,-0.000000,0.035849,1486
0.0379,8,enc,1,1,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,3.6000,0.147849,0.100000,0.012000,-0.000000,0.035849,1484
0.0430,9,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,4.0500,0.149349,0.100000,0.013500,-0.000000,0.035849,1482
0.0480,10,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,4.5000,0.150849,0.100000,0.015000,-0.000000,0.035849,1480
0.0531,11,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,4.9500,0.152349,0.100000,0.016500,-0.000000,0.035849,1478
0.0582,12,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,5.4000,0.153849,0.100000,0.018000,-0.000000,0.035849,1476
0.0632,13,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,5.8500,0.155349,0.100000,0.019500,-0.000000,0.035849,1474
0.0683,14,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,6.3000,0.156849,0.100000,0.021000,-0.000000,0.035849,1472
0.0734,15,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,6.7500,0.158349,0.100000,0.022500,-0.000000,0.035849,1470
0.0784,16,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,7.2000,0.159849,0.100000,0.024000,-0.000000,0.035849,1468
0.0835,17,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,7.6500,0.161349,0.100000,0.025500,-0.000000,0.035849,1466
0.0886,18,enc,1,0,-0.0000,0.0000,-0.0000,-0.0277,-0.5253,90.00,87.95,90.0000,8.1000,0.162849,0.100000,0.027000,-0.000000,0.035849,1464
0.0937,19,enc,1,1,-0.0000,0.0000,-0.0000,0.1053,-0.5764,90.00,87.95,90.0000,8.5500,0.164349,0.100000,0.028500,-0.000000,0.035849,1462
0.0987,20,enc,1,0,-0.0000,0.0000,-0.0000,0.1053,-0.5764,90.00,87.95,90.0000,9.0000,0.165849,0.100000,0.030000,-0.000000,0.035849,1460
0.1038,21,enc,1,0,-0.0000,0.0000,-0.0000,0.1053,-0.5764,90.00,87.95,90.0000,9.4500,0.167349,0.100000,0.031500,-0.000000,0.035849,1458
0.1089,22,enc,1,0,-0.0000,0.0000,-0.0000,0.1053,-0.5764,90.00,87.95,90.0000,9.9000,0.168849,0.100000,0.033000,-0.000000,0.035849,1456
0.1140,23,enc,1,1,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,10.3500,0.170349,0.100000,0.034500,-0.000000,0.035849,1454
0.1190,24,enc,1,0,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,10.8000,0.171849,0.100000,0.036000,-0.000000,0.035849,1452
0.1241,25,enc,1,0,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,11.2500,0.173349,0.100000,0.037500,-0.000000,0.035849,1450
0.1291,26,enc,1,0,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,11.7000,0.174849,0.100000,0.039000,-0.000000,0.035849,1448
0.1342,27,enc,1,0,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,12.1500,0.176349,0.100000,0.040500,-0.000000,0.035849,1446
0.1393,28,enc,1,0,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,12.6000,0.177849,0.100000,0.042000,-0.000000,0.035849,1444
0.1444,29,enc,1,0,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,13.0500,0.179349,0.100000,0.043500,-0.000000,0.035849,1442
0.1494,30,enc,1,0,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,13.5000,0.180849,0.100000,0.045000,-0.000000,0.035849,1440
0.1545,31,enc,1,0,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,13.9500,0.182349,0.100000,0.046500,-0.000000,0.035849,1438
0.1596,32,enc,1,0,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,14.4000,0.183849,0.100000,0.048000,-0.000000,0.035849,1436
0.1646,33,enc,1,0,-0.0000,0.0000,-0.0000,-0.0326,-0.5768,90.00,87.95,90.0000,14.8500,0.185349,0.100000,0.049500,-0.000000,0.035849,1434
