t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.0973,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1480
0.0052,2,-0.0000,0.0000,0.0973,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1460
0.0103,3,-0.0000,0.0000,0.0973,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1440
0.0154,4,-0.0000,0.0000,0.0795,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1420
0.0204,5,-0.0000,0.0000,0.0795,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1400
0.0255,6,-0.0000,0.0000,0.0795,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1380
0.0306,7,-0.0000,0.0000,0.0795,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1360
0.0357,8,-0.0000,0.0000,0.0795,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1340
0.0407,9,-0.0000,0.0000,0.0795,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1320
0.0458,10,-0.0000,0.0000,0.0795,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1300
0.0509,11,-0.0000,0.0000,0.0795,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1280
0.0560,12,-0.0000,0.0000,0.0795,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.0611,13,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.0661,14,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.0712,15,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.0763,16,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.0814,17,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.0864,18,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.0915,19,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.0966,20,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1017,21,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1067,22,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1118,23,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1169,24,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1220,25,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1271,26,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1322,27,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1373,28,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1423,29,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1474,30,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1525,31,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1575,32,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1626,33,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1677,34,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1728,35,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1779,36,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1830,37,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1881,38,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1931,39,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
0.1982,40,-0.0000,0.0000,0.1239,90.00,81.32,171.32,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.037708,1268
