t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,imu,1,1,0.0029,0.0000,-0.0000,0.0029,0.0555,20.00,84.86,19.9971,0.0008,0.999344,0.177752,0.000003,-0.000000,0.821589,1498
0.0125,2,imu,1,0,0.0029,0.0000,-0.0000,0.0029,0.0555,20.00,84.86,19.9971,0.2499,1.000000,0.177752,0.000833,-0.000000,0.821589,1496
0.0176,3,imu,1,0,0.0029,0.0000,-0.0000,0.0029,0.0555,20.00,84.86,19.9971,0.2499,1.000000,0.177752,0.000833,-0.000000,0.821589,1494
0.0227,4,imu,1,1,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1492
0.0278,5,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1490
0.0329,6,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1488
0.0407,7,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1486
0.0458,8,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1484
0.0520,9,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1482
0.0571,10,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1480
0.0624,11,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1478
0.0675,12,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1476
0.0726,13,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1474
0.0777,14,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1472
0.0828,15,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1470
0.0878,16,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1468
0.0929,17,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1466
0.0980,18,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1464
0.1054,19,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1462
0.1105,20,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1460
0.1156,21,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1458
0.1207,22,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1456
0.1262,23,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1454
0.1313,24,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1452
0.1363,25,imu,1,0,0.0027,0.0000,-0.0000,0.0027,0.108,20.00,84.86,19.9973,0.2499,1.000000,0.177753,0.000833,-0.000000,0.821589,1450
