t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0143,-0.0000,-0.0000,45.00,44.9857,0.403537,0.049984,0.000000,0.353553,1323,88.7706
0.0201,2,0.0143,-0.0000,-0.0000,45.00,44.9857,0.403537,0.049984,0.000000,0.353553,1323,88.7706
0.0402,3,0.0143,-0.0000,-0.0000,45.00,44.9857,0.403537,0.049984,0.000000,0.353553,1323,88.7706
0.0603,4,0.0143,-0.0000,-0.0000,45.00,44.9857,0.403537,0.049984,0.000000,0.353553,1323,88.7706
0.0804,5,0.0143,-0.0000,-0.0000,45.00,44.9857,0.403537,0.049984,0.000000,0.353553,1323,88.7706
0.1006,6,0.0143,-0.0000,-0.0000,45.00,44.9857,0.403537,0.049984,0.000000,0.353553,1323,88.7706
0.1207,7,0.0143,-0.0000,-0.0000,45.00,44.9857,0.403537,0.049984,0.000000,0.353553,1323,88.7706
0.1408,8,0.0143,-0.0000,-0.0000,45.00,44.9857,0.403537,0.049984,0.000000,0.353553,1323,88.7706
0.1609,9,0.0143,-0.0000,0.1119,45.00,44.9857,0.403413,0.049984,-0.000124,0.353553,1323,88.7706
0.1810,10,0.0143,-0.0000,0.1119,45.00,44.9857,0.403413,0.049984,-0.000124,0.353553,1323,88.7706
0.2011,11,0.0143,-0.0000,-0.0000,45.00,44.9857,0.403537,0.049984,0.000000,0.353553,1323,88.7706
0.2212,12,0.0143,-0.0000,-0.0000,45.00,44.9857,0.403537,0.049984,0.000000,0.353553,1323,88.7706
0.2413,13,0.0004,-0.0000,-0.0000,45.00,44.9996,0.403553,0.050000,0.000000,0.353553,1323,88.7846
0.2614,14,0.0004,0.1800,0.8952,45.00,44.9996,0.402558,0.050000,-0.000995,0.353553,1324,88.7846
0.2815,15,0.0004,0.1800,0.8952,45.00,44.9996,0.402558,0.050000,-0.000995,0.353553,1324,88.7846
0.3017,16,-0.0445,0.3600,4.3643,45.00,45.0445,0.398754,0.050049,-0.004849,0.353553,1325,88.8294
0.3218,17,-0.0445,0.5400,4.3643,45.00,45.0445,0.398754,0.050049,-0.004849,0.353553,1325,88.8294
0.3419,18,-0.5251,0.7200,4.3643,45.00,45.5251,0.399288,0.050583,-0.004849,0.353553,1325,89.3101
0.3620,19,-0.5251,1.2600,16.1144,45.00,45.5251,0.386232,0.050583,-0.017905,0.353553,1330,89.3101
0.3821,20,-0.5251,1.8000,16.1144,45.00,45.5251,0.386232,0.050583,-0.017905,0.353553,1330,89.3101
0.4022,21,-0.6348,2.5200,33.7956,45.00,45.6348,0.366708,0.050705,-0.037551,0.353553,1337,89.4198
0.4222,22,-0.6348,3.4200,33.7956,45.00,45.6348,0.366708,0.050705,-0.037551,0.353553,1337,89.4198
0.4423,23,1.1043,4.5000,33.7956,45.00,43.8957,0.364776,0.048773,-0.037551,0.353553,1338,87.6806
0.4624,24,1.1043,5.7600,53.4910,45.00,43.8957,0.342892,0.048773,-0.059434,0.353553,1346,87.6806
0.4825,25,1.1043,6.8400,53.4910,45.00,43.8957,0.342892,0.048773,-0.059434,0.353553,1346,87.6806
0.5026,26,4.1562,8.6400,70.2769,45.00,40.8438,0.320850,0.045382,-0.078085,0.353553,1354,84.6288
0.5227,27,4.1562,9.9000,70.2769,45.00,40.8438,0.320850,0.045382,-0.078085,0.353553,1354,84.6288
0.5428,28,7.8629,11.7000,70.2769,45.00,37.1371,0.316731,0.041263,-0.078085,0.353553,1356,80.9220
0.5629,29,7.8629,13.3200,81.5793,45.00,37.1371,0.304173,0.041263,-0.090644,0.353553,1360,80.9220
0.5830,30,7.8629,14.9400,81.5793,45.00,37.1371,0.304173,0.041263,-0.090644,0.353553,1360,80.9220
0.6031,31,12.0608,17.1000,85.9437,45.00,32.9392,0.294660,0.036599,-0.095493,0.353553,1364,76.7241
0.6232,32,12.0608,18.3600,85.9437,45.00,32.9392,0.294660,0.036599,-0.095493,0.353553,1364,76.7241
0.6433,33,16.3451,20.1600,85.9437,45.00,28.6549,0.289899,0.031839,-0.095493,0.353553,1366,72.4399
0.6633,34,16.3451,21.7800,82.1389,45.00,28.6549,0.294127,0.031839,-0.091265,0.353553,1364,72.4399
0.6834,35,16.3451,23.0400,82.1389,45.00,28.6549,0.294127,0.031839,-0.091265,0.353553,1364,72.4399
0.7035,36,20.3092,24.6600,70.6126,45.00,24.6908,0.302529,0.027434,-0.078458,0.353553,1361,68.4758
0.7236,37,20.3092,25.7400,70.6126,45.00,24.6908,0.302529,0.027434,-0.078458,0.353553,1361,68.4758
0.7437,38,23.6774,27.0000,70.6126,45.00,21.3226,0.298787,0.023692,-0.078458,0.353553,1362,65.1076
0.7638,39,23.6774,27.9000,56.9601,45.00,21.3226,0.313956,0.023692,-0.063289,0.353553,1357,65.1076
