t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.1034,-0.0000,0.0048,-0.0000,-20.00,75.20,55.20,-20.1034,-0.4021,-0.320621,-0.402068,-0.000670,0.000000,0.082116,1550,14.6951
0.0201,2,0.0933,-0.0000,0.0062,-0.0000,-20.00,75.20,55.20,-20.0933,-0.8039,-0.321089,-0.401865,-0.001340,0.000000,0.082116,1600,14.7053
0.0402,3,0.0933,-0.0000,0.0062,-0.0000,-20.00,75.20,55.20,-20.0933,-1.2058,-0.321758,-0.401865,-0.002010,0.000000,0.082116,1645,14.7053
0.0603,4,0.0933,-0.0000,0.0062,-0.0000,-20.00,75.20,55.20,-20.0933,-1.6077,-0.322428,-0.401865,-0.002679,0.000000,0.082116,1645,14.7053
0.0803,5,0.0933,-0.0000,0.0062,-0.0000,-20.00,75.20,55.20,-20.0933,-2.0095,-0.323098,-0.401865,-0.003349,0.000000,0.082116,1646,14.7053
0.1004,6,0.0933,-0.0000,0.0062,-0.0000,-20.00,75.20,55.20,-20.0933,-2.4114,-0.323768,-0.401865,-0.004019,0.000000,0.082116,1646,14.7053
0.1205,7,0.0933,-0.0000,0.0062,-0.0000,-20.00,75.20,55.20,-20.0933,-2.8133,-0.324437,-0.401865,-0.004689,0.000000,0.082116,1646,14.7053
0.1406,8,0.0933,-0.0000,0.0062,-0.0000,-20.00,75.20,55.20,-20.0933,-3.2151,-0.325107,-0.401865,-0.005359,0.000000,0.082116,1646,14.7053
0.1607,9,0.0933,-0.0000,0.0062,-0.0000,-20.00,75.20,55.20,-20.0933,-3.6170,-0.325777,-0.401865,-0.006028,0.000000,0.082116,1647,14.7053
0.1807,10,0.0933,-0.0000,0.0062,-0.0000,-20.00,75.20,55.20,-20.0933,-4.0189,-0.326447,-0.401865,-0.006698,0.000000,0.082116,1647,14.7053
