t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,imu,1,0,-0.0615,-0.0000,-0.0000,-0.0615,0.1545,90.00,83.15,90.0615,0.0036,0.800559,0.800547,0.000012,0.000000,0.000000,1498
0.0120,2,imu,1,0,-0.0615,-0.0000,-0.0000,-0.0615,0.1545,90.00,83.15,90.0615,1.0772,0.804138,0.800547,0.003591,0.000000,0.000000,1496
0.0171,3,imu,1,0,-0.0615,-0.0000,-0.0000,-0.0615,0.1545,90.00,83.15,90.0615,1.5363,0.805668,0.800547,0.005121,0.000000,0.000000,1494
0.0221,4,imu,1,0,-0.0615,-0.0000,-0.0000,-0.0615,0.1545,90.00,83.15,90.0615,1.9942,0.807194,0.800547,0.006647,0.000000,0.000000,1492
0.0272,5,imu,1,0,-0.0615,-0.0000,-0.0000,-0.0615,0.1545,90.00,83.15,90.0615,2.4516,0.808719,0.800547,0.008172,0.000000,0.000000,1490
0.0323,6,imu,1,1,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,2.9090,0.809895,0.800199,0.009697,0.000000,0.000000,1488
0.0374,7,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,3.3665,0.811420,0.800199,0.011222,0.000000,0.000000,1486
0.0424,8,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,3.8207,0.812934,0.800199,0.012736,0.000000,0.000000,1484
0.0475,9,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,4.2788,0.814461,0.800199,0.014263,0.000000,0.000000,1482
0.0526,10,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,4.7365,0.815987,0.800199,0.015788,0.000000,0.000000,1480
0.0577,11,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,5.1940,0.817512,0.800199,0.017313,0.000000,0.000000,1478
0.0628,12,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,5.6521,0.819039,0.800199,0.018840,0.000000,0.000000,1476
0.0679,13,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,6.1149,0.820582,0.800199,0.020383,0.000000,0.000000,1474
0.0730,14,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,6.5756,0.822117,0.800199,0.021919,0.000000,0.000000,1472
0.0818,15,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,7.3649,0.824748,0.800199,0.024550,0.000000,0.000000,1470
0.0869,16,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,7.8220,0.826272,0.800199,0.026073,0.000000,0.000000,1468
0.0920,17,imu,1,0,-0.0223,-0.0000,-0.0000,-0.0223,0.1665,90.00,83.15,90.0223,8.2795,0.827797,0.800199,0.027598,0.000000,0.000000,1466
0.0970,18,imu,1,1,-0.0228,-0.0000,-0.0000,-0.0228,0.1228,90.00,83.15,90.0228,8.7367,0.829325,0.800202,0.029122,0.000000,0.000000,1464
0.1021,19,imu,1,0,-0.0228,-0.0000,-0.0000,-0.0228,0.1228,90.00,83.15,90.0228,9.1954,0.830854,0.800202,0.030651,0.000000,0.000000,1462
0.1072,20,imu,1,0,-0.0228,-0.0000,-0.0000,-0.0228,0.1228,90.00,83.15,90.0228,9.6529,0.832379,0.800202,0.032176,0.000000,0.000000,1460
0.1124,21,imu,1,0,-0.0228,-0.0000,-0.0000,-0.0228,0.1228,90.00,83.15,90.0228,10.1238,0.833949,0.800202,0.033746,0.000000,0.000000,1458
0.1175,22,imu,1,0,-0.0228,-0.0000,-0.0000,-0.0228,0.1228,90.00,83.15,90.0228,10.5812,0.835473,0.800202,0.035271,0.000000,0.000000,1456
0.1258,23,imu,1,0,-0.0228,-0.0000,-0.0000,-0.0228,0.1228,90.00,83.15,90.0228,11.3242,0.837950,0.800202,0.037747,0.000000,0.000000,1454
0.1309,24,imu,1,1,-0.0669,-0.0000,-0.0000,-0.0669,0.1232,90.00,83.15,90.0669,11.7814,0.839866,0.800594,0.039271,0.000000,0.000000,1452
0.1359,25,imu,1,0,-0.0669,-0.0000,-0.0000,-0.0669,0.1232,90.00,83.15,90.0669,12.2383,0.841389,0.800594,0.040794,0.000000,0.000000,1450
