t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.1002,-0.0000,-0.0000,30.00,29.8998,0.493222,0.033222,0.000000,0.460000,1290,88.7662
0.0202,2,0.1002,-0.0000,-0.0000,30.00,29.8998,0.493222,0.033222,0.000000,0.460000,1290,88.7662
0.0403,3,0.1003,-0.0000,-0.0000,30.00,29.8997,0.493222,0.033222,0.000000,0.460000,1290,88.7661
0.0604,4,0.1003,-0.0000,-0.0000,30.00,29.8997,0.493222,0.033222,0.000000,0.460000,1290,88.7661
0.0805,5,0.1003,-0.0000,-0.0000,30.00,29.8997,0.493222,0.033222,0.000000,0.460000,1290,88.7661
0.1006,6,-0.1530,-0.0000,0.1119,30.00,30.1530,0.493354,0.033503,-0.000149,0.460000,1289,89.0194
0.1207,7,-0.1530,-0.0000,0.1119,30.00,30.1530,0.493354,0.033503,-0.000149,0.460000,1289,89.0194
0.1408,8,0.1003,-0.0000,0.1119,30.00,29.8997,0.493073,0.033222,-0.000149,0.460000,1290,88.7661
0.1609,9,0.1003,-0.0000,-0.0000,30.00,29.8997,0.493222,0.033222,0.000000,0.460000,1290,88.7661
0.1810,10,0.1003,-0.0000,-0.0000,30.00,29.8997,0.493222,0.033222,0.000000,0.460000,1290,88.7661
0.2011,11,0.1004,-0.0000,0.3357,30.00,29.8996,0.492774,0.033222,-0.000448,0.460000,1290,88.7660
0.2211,12,0.1004,-0.0000,0.3357,30.00,29.8996,0.492774,0.033222,-0.000448,0.460000,1290,88.7660
0.2412,13,0.0864,-0.0000,0.3357,30.00,29.9136,0.492790,0.033237,-0.000448,0.460000,1290,88.7800
0.2613,14,0.0864,0.1800,1.3429,30.00,29.9136,0.491447,0.033237,-0.001790,0.460000,1290,88.7800
0.2814,15,0.0864,0.1800,1.3429,30.00,29.9136,0.491447,0.033237,-0.001790,0.460000,1290,88.7800
