t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0293,-0.0000,0.0022,-0.0000,-20.00,72.70,52.70,-20.0293,-0.4006,-0.445985,-0.445095,-0.000890,0.000000,0.000000,1692,17.2724
0.0201,2,0.0293,-0.0000,0.0022,-0.0000,-20.00,72.70,52.70,-20.0293,-0.8012,-0.446875,-0.445095,-0.001780,0.000000,0.000000,1692,17.2724
0.0402,3,0.0293,-0.0000,0.0022,-0.0000,-20.00,72.70,52.70,-20.0293,-1.2018,-0.447766,-0.445095,-0.002671,0.000000,0.000000,1692,17.2724
0.0603,4,0.0293,-0.0000,0.0022,-0.0000,-20.00,72.70,52.70,-20.0293,-1.6023,-0.448656,-0.445095,-0.003561,0.000000,0.000000,1693,17.2724
0.0804,5,0.0293,-0.0000,0.0022,-0.0000,-20.00,72.70,52.70,-20.0293,-2.0029,-0.449546,-0.445095,-0.004451,0.000000,0.000000,1693,17.2724
0.1005,6,0.0293,-0.0000,0.0022,-0.0000,-20.00,72.70,52.70,-20.0293,-2.4035,-0.450436,-0.445095,-0.005341,0.000000,0.000000,1693,17.2724
0.1207,7,0.0293,-0.0000,0.0022,-0.0000,-20.00,72.70,52.70,-20.0293,-2.8041,-0.451326,-0.445095,-0.006231,0.000000,0.000000,1694,17.2724
0.1408,8,0.0229,-0.0000,0.0124,-0.0000,-20.00,72.70,52.70,-20.0229,-3.2046,-0.452075,-0.444954,-0.007121,0.000000,0.000000,1694,17.2788
0.1609,9,0.0229,-0.0000,0.0124,-0.0000,-20.00,72.70,52.70,-20.0229,-3.6050,-0.452965,-0.444954,-0.008011,0.000000,0.000000,1694,17.2788
0.1810,10,0.0229,-0.0000,0.0124,-0.0000,-20.00,72.70,52.70,-20.0229,-4.0055,-0.453855,-0.444954,-0.008901,0.000000,0.000000,1695,17.2788
0.2011,11,0.0182,-0.0000,0.0025,-0.1119,-20.00,72.70,52.70,-20.0182,-4.4058,-0.454142,-0.444848,-0.009791,0.000497,0.000000,1695,17.2835
0.2212,12,0.0182,-0.0000,0.0025,-0.1119,-20.00,72.70,52.70,-20.0182,-4.8062,-0.455031,-0.444848,-0.010680,0.000497,0.000000,1695,17.2835
0.2413,13,0.0182,-0.0000,0.0025,-0.1119,-20.00,72.70,52.70,-20.0182,-5.2066,-0.455921,-0.444848,-0.011570,0.000497,0.000000,1695,17.2835
0.2614,14,0.0182,-0.0000,0.0025,-0.4476,-20.00,72.70,52.70,-20.0182,-5.6069,-0.455319,-0.444848,-0.012460,0.001989,0.000000,1695,17.2835
0.2815,15,0.0182,-0.0000,0.0025,-0.4476,-20.00,72.70,52.70,-20.0182,-6.0073,-0.456208,-0.444848,-0.013350,0.001989,0.000000,1696,17.2835
0.3016,16,-0.0228,-0.0000,0.0089,-1.3429,-20.00,72.70,52.70,-19.9772,-6.4068,-0.452207,-0.443938,-0.014237,0.005968,0.000000,1694,17.3245
0.3217,17,-0.0228,-0.0000,0.0089,-1.3429,-20.00,72.70,52.70,-19.9772,-6.8064,-0.453095,-0.443938,-0.015125,0.005968,0.000000,1694,17.3245
0.3418,18,-0.1188,-0.1800,0.0152,-1.3429,-20.00,72.70,52.70,-19.8812,-7.2040,-0.451845,-0.441805,-0.016009,0.005968,0.000000,1694,17.4205
0.3619,19,-0.1188,-0.1800,0.0152,-3.1334,-20.00,72.70,52.70,-19.8812,-7.6016,-0.444771,-0.441805,-0.016893,0.013926,0.000000,1691,17.4205
0.3820,20,-0.1188,-0.3600,0.0152,-3.1334,-20.00,72.70,52.70,-19.8812,-7.9993,-0.445655,-0.441805,-0.017776,0.013926,0.000000,1692,17.4205
0.4021,21,-0.3788,-0.7200,0.012,-9.9596,-20.00,72.70,52.70,-19.6212,-8.3917,-0.410409,-0.436026,-0.018648,0.044265,0.000000,1678,17.6805
0.4222,22,-0.3788,-0.9000,0.012,-9.9596,-20.00,72.70,52.70,-19.6212,-8.7841,-0.411282,-0.436026,-0.019520,0.044265,0.000000,1679,17.6805
0.4426,23,-1.0432,-1.4400,-0.0028,-9.9596,-20.00,72.70,52.70,-18.9568,-9.1632,-0.397360,-0.421262,-0.020363,0.044265,0.000000,1674,18.3449
0.4627,24,-1.0432,-1.9800,-0.0028,-22.4931,-20.00,72.70,52.70,-18.9568,-9.5424,-0.342498,-0.421262,-0.021205,0.099969,0.000000,1653,18.3449
0.4828,25,-1.0432,-2.5200,-0.0028,-22.4931,-20.00,72.70,52.70,-18.9568,-9.9215,-0.343340,-0.421262,-0.022048,0.099969,0.000000,1653,18.3449
0.5028,26,-2.3689,-3.6000,0.0146,-38.2718,-20.00,72.70,52.70,-17.6311,-10.2741,-0.244536,-0.391801,-0.022831,0.170097,0.000000,1616,19.6707
0.5230,27,-2.3689,-4.3200,0.0146,-38.2718,-20.00,72.70,52.70,-17.6311,-10.6267,-0.245319,-0.391801,-0.023615,0.170097,0.000000,1616,19.6707
0.5431,28,-4.4703,-5.4000,0.0534,-49.1267,-20.00,72.70,52.70,-15.5297,-10.9373,-0.151068,-0.345103,-0.024305,0.218341,0.000000,1581,21.7721
0.5632,29,-4.4703,-6.3000,0.0534,-49.1267,-20.00,72.70,52.70,-15.5297,-11.2479,-0.151758,-0.345103,-0.024995,0.218341,0.000000,1581,21.7721
0.5833,30,-4.4703,-7.5600,0.0534,-49.1267,-20.00,72.70,52.70,-15.5297,-11.5585,-0.152448,-0.345103,-0.025686,0.218341,0.000000,1582,21.7721
0.6035,31,-7.0857,-8.8200,0.0872,-59.1982,-20.00,72.70,52.70,-12.9143,-11.8168,-0.050142,-0.286986,-0.026260,0.263103,0.000000,1543,24.3874
0.6235,32,-7.0857,-9.9000,0.0872,-59.1982,-20.00,72.70,52.70,-12.9143,-12.0751,-0.050716,-0.286986,-0.026834,0.263103,0.000000,1544,24.3874
0.6436,33,-10.1404,-11.3400,0.1402,-59.1982,-20.00,72.70,52.70,-9.8596,-12.2723,0.016729,-0.219102,-0.027272,0.263103,0.000000,1468,27.4421
0.6637,34,-10.1404,-12.6000,0.1402,-64.1220,-20.00,72.70,52.70,-9.8596,-12.4695,0.038175,-0.219102,-0.027710,0.284987,0.000000,1460,27.4421
0.6838,35,-10.1404,-13.6800,0.1402,-64.1220,-20.00,72.70,52.70,-9.8596,-12.6667,0.037737,-0.219102,-0.028148,0.284987,0.000000,1460,27.4421
0.7039,36,-13.3119,-15.1200,0.2105,-61.7720,-20.00,72.70,52.70,-6.6881,-12.8004,0.097473,-0.148624,-0.028445,0.274542,0.000000,1438,30.6136
0.7240,37,-13.3119,-16.2000,0.2105,-61.7720,-20.00,72.70,52.70,-6.6881,-12.9342,0.097175,-0.148624,-0.028743,0.274542,0.000000,1438,30.6136
0.7441,38,-16.3273,-17.2800,0.2724,-61.7720,-20.00,72.70,52.70,-3.6727,-13.0077,0.164020,-0.081616,-0.028906,0.274542,0.000000,1413,33.629
0.7642,39,-16.3273,-18.3600,0.2724,-55.2815,-20.00,72.70,52.70,-3.6727,-13.0811,0.135010,-0.081616,-0.029069,0.245695,0.000000,1424,33.629
0.7842,40,-16.3273,-19.2600,0.2724,-55.2815,-20.00,72.70,52.70,-3.6727,-13.1546,0.134847,-0.081616,-0.029232,0.245695,0.000000,1424,33.629
0.8043,41,-18.9943,-20.3400,0.3281,-48.4552,-20.00,72.70,52.70,-1.0057,-13.1747,0.163731,-0.022349,-0.029277,0.215357,0.000000,1413,36.296
0.8244,42,-18.9943,-21.2400,0.3281,-48.4552,-20.00,72.70,52.70,-1.0057,-13.1948,0.163686,-0.022349,-0.029322,0.215357,0.000000,1413,36.296
0.8445,43,-21.2959,-22.1400,0.3608,-48.4552,-20.00,72.70,52.70,1.2959,-13.1689,0.214891,0.028798,-0.029264,0.215357,0.000000,1394,38.5976
0.8646,44,-21.2959,-22.6800,0.3608,-40.9575,-20.00,72.70,52.70,1.2959,-13.1430,0.181625,0.028798,-0.029207,0.182033,0.000000,1406,38.5976
0.8847,45,-21.2959,-23.4000,0.3608,-40.9575,-20.00,72.70,52.70,1.2959,-13.1170,0.181683,0.028798,-0.029149,0.182033,0.000000,1406,38.5976
0.9048,46,-23.2078,-24.1200,0.4044,-32.4527,-20.00,72.70,52.70,3.2078,-13.0529,0.186512,0.071284,-0.029006,0.144234,0.000000,1405,40.5095
0.9249,47,-23.2078,-24.6600,0.4044,-32.4527,-20.00,72.70,52.70,3.2078,-12.9887,0.186655,0.071284,-0.028864,0.144234,0.000000,1405,40.5095
0.9450,48,-24.6812,-25.2000,0.4506,-22.6050,-20.00,72.70,52.70,4.6812,-12.8951,0.175838,0.104027,-0.028656,0.100467,0.000000,1409,41.9829
0.9651,49,-24.6812,-25.3800,0.4506,-22.6050,-20.00,72.70,52.70,4.6812,-12.8015,0.176046,0.104027,-0.028448,0.100467,0.000000,1408,41.9829
0.9852,50,-24.6812,-25.7400,0.4506,-22.6050,-20.00,72.70,52.70,4.6812,-12.7078,0.176254,0.104027,-0.028240,0.100467,0.000000,1408,41.9829
1.0053,51,-25.6331,-25.9200,0.4566,-12.3096,-20.00,72.70,52.70,5.6331,-12.5952,0.151900,0.125180,-0.027989,0.054710,0.000000,1418,42.9348
1.0254,52,-25.6331,-26.1000,0.4566,-12.3096,-20.00,72.70,52.70,5.6331,-12.4825,0.152150,0.125180,-0.027739,0.054710,0.000000,1417,42.9348
1.0455,53,-26.0950,-26.1000,0.46,-2.0143,-20.00,72.70,52.70,6.0950,-12.3606,0.116929,0.135445,-0.027468,0.008952,0.000000,1431,43.3967
1.0656,54,-26.0950,-26.1000,0.46,-2.0143,-20.00,72.70,52.70,6.0950,-12.2387,0.117200,0.135445,-0.027197,0.008952,0.000000,1431,43.3967
1.0857,55,-26.0950,-26.1000,0.46,-2.0143,-20.00,72.70,52.70,6.0950,-12.1168,0.117471,0.135445,-0.026926,0.008952,0.000000,1430,43.3567
1.1058,56,-26.0550,-25.9200,0.4283,7.2739,-20.00,72.70,52.70,6.0550,-11.9957,0.075571,0.134556,-0.026657,-0.032328,0.000000,1446,43.3567
1.1259,57,-26.0550,-25.5600,0.4283,7.2739,-20.00,72.70,52.70,6.0550,-11.8746,0.075840,0.134556,-0.026388,-0.032328,0.000000,1446,43.3567
1.1460,58,-25.5739,-25.2000,0.3998,15.2192,-20.00,72.70,52.70,5.5739,-11.7631,0.030084,0.123865,-0.026140,-0.067641,0.000000,1463,42.8756
1.1661,59,-25.5739,-25.0200,0.3998,15.2192,-20.00,72.70,52.70,5.5739,-11.6517,0.030331,0.123865,-0.025893,-0.067641,0.000000,1463,42.8756
1.1862,60,-25.5739,-24.6600,0.3998,15.2192,-20.00,72.70,52.70,5.5739,-11.5402,0.030579,0.123865,-0.025645,-0.067641,0.000000,1463,42.0252
1.2063,61,-24.7234,-24.1200,0.3767,21.3740,-20.00,72.70,52.70,4.7234,-11.4457,-0.015465,0.104965,-0.025435,-0.094996,0.000000,1530,42.0252
1.2264,62,-24.7234,-23.5800,0.3767,21.3740,-20.00,72.70,52.70,4.7234,-11.3513,-0.015255,0.104965,-0.025225,-0.094996,0.000000,1530,42.0252
1.2465,63,-23.5510,-22.8600,0.3414,27.4169,-20.00,72.70,52.70,3.5510,-11.2802,-0.068010,0.078910,-0.025067,-0.121853,0.000000,1550,40.8527
1.2667,64,-23.5510,-22.5000,0.3414,27.4169,-20.00,72.70,52.70,3.5510,-11.2092,-0.067852,0.078910,-0.024909,-0.121853,0.000000,1550,40.8527
1.2869,65,-22.0856,-21.7800,0.2998,27.4169,-20.00,72.70,52.70,2.0856,-11.1675,-0.100323,0.046347,-0.024817,-0.121853,0.000000,1562,39.3873
1.3070,66,-22.0856,-21.0600,0.2998,32.7884,-20.00,72.70,52.70,2.0856,-11.1258,-0.124104,0.046347,-0.024724,-0.145726,0.000000,1571,39.3873
1.3271,67,-22.0856,-20.5200,0.2998,32.7884,-20.00,72.70,52.70,2.0856,-11.0841,-0.124011,0.046347,-0.024631,-0.145726,0.000000,1571,39.3873
1.3472,68,-20.3654,-19.6200,0.2574,38.1599,-20.00,72.70,52.70,0.3654,-11.0768,-0.186095,0.008120,-0.024615,-0.169599,0.000000,1594,37.6671
1.3673,69,-20.3654,-18.9000,0.2574,38.1599,-20.00,72.70,52.70,0.3654,-11.0695,-0.186079,0.008120,-0.024599,-0.169599,0.000000,1594,37.6671
1.3873,70,-18.4139,-18.0000,0.1974,38.1599,-20.00,72.70,52.70,-1.5861,-11.1012,-0.229515,-0.035246,-0.024669,-0.169599,0.000000,1611,35.7156
1.4074,71,-18.4139,-17.1000,0.1974,42.3004,-20.00,72.70,52.70,-1.5861,-11.1329,-0.247988,-0.035246,-0.024740,-0.188002,0.000000,1617,35.7156
1.4275,72,-18.4139,-16.3800,0.1974,42.3004,-20.00,72.70,52.70,-1.5861,-11.1646,-0.248058,-0.035246,-0.024810,-0.188002,0.000000,1618,35.7156
1.4476,73,-16.2610,-15.3000,0.153,45.3219,-20.00,72.70,52.70,-3.7390,-11.2394,-0.309496,-0.083089,-0.024976,-0.201430,0.000000,1641,33.5627
1.4677,74,-16.2610,-14.5800,0.153,45.3219,-20.00,72.70,52.70,-3.7390,-11.3142,-0.309662,-0.083089,-0.025143,-0.201430,0.000000,1641,33.5627
1.4877,75,-13.9608,-13.5000,0.1058,45.3219,-20.00,72.70,52.70,-6.0392,-11.4350,-0.361047,-0.134205,-0.025411,-0.201430,0.000000,1660,31.2625
1.5078,76,-13.9608,-12.4200,0.1058,47.1123,-20.00,72.70,52.70,-6.0392,-11.5558,-0.369273,-0.134205,-0.025679,-0.209388,0.000000,1663,31.2625
1.5279,77,-13.9608,-11.7000,0.1058,47.1123,-20.00,72.70,52.70,-6.0392,-11.6765,-0.369541,-0.134205,-0.025948,-0.209388,0.000000,1663,31.2625
1.5480,78,-11.5842,-10.6200,0.0494,46.6647,-20.00,72.70,52.70,-8.4158,-11.8449,-0.420739,-0.187018,-0.026322,-0.207399,0.000000,1682,28.8859
1.5681,79,-11.5842,-9.9000,0.0494,46.6647,-20.00,72.70,52.70,-8.4158,-12.0132,-0.421113,-0.187018,-0.026696,-0.207399,0.000000,1682,28.8859
1.5884,80,-9.3544,-8.8200,0.004,46.6647,-20.00,72.70,52.70,-10.6456,-12.2261,-0.471137,-0.236569,-0.027169,-0.207399,0.000000,1701,26.6561
1.6085,81,-9.3544,-8.1000,0.004,42.1885,-20.00,72.70,52.70,-10.6456,-12.4390,-0.451715,-0.236569,-0.027642,-0.187504,0.000000,1694,26.6561
1.6286,82,-9.3544,-7.5600,0.004,42.1885,-20.00,72.70,52.70,-10.6456,-12.6519,-0.452188,-0.236569,-0.028115,-0.187504,0.000000,1694,26.6561
1.6487,83,-7.4358,-6.8400,-0.0276,29.5431,-20.00,72.70,52.70,-12.5642,-12.9032,-0.439182,-0.279205,-0.028674,-0.131303,0.000000,1689,24.7375
1.6687,84,-7.4358,-6.4800,-0.0276,29.5431,-20.00,72.70,52.70,-12.5642,-13.1545,-0.439740,-0.279205,-0.029232,-0.131303,0.000000,1689,24.7375
1.6888,85,-6.2317,-6.1200,-0.0398,29.5431,-20.00,72.70,52.70,-13.7683,-13.4298,-0.467110,-0.305963,-0.029844,-0.131303,0.000000,1700,23.5334
1.7089,86,-6.2317,-6.1200,-0.0398,12.0858,-20.00,72.70,52.70,-13.7683,-13.7052,-0.390134,-0.305963,-0.030456,-0.053715,0.000000,1671,23.5334
1.7290,87,-6.2317,-6.1200,-0.0398,12.0858,-20.00,72.70,52.70,-13.7683,-13.9806,-0.390746,-0.305963,-0.031068,-0.053715,0.000000,1671,23.5334
1.7491,88,-5.9265,-6.3000,-0.0593,-8.5048,-20.00,72.70,52.70,-14.0735,-14.2620,-0.306638,-0.312744,-0.031693,0.037799,0.000000,1639,23.2282
1.7692,89,-5.9265,-6.6600,-0.0593,-8.5048,-20.00,72.70,52.70,-14.0735,-14.5435,-0.307263,-0.312744,-0.032319,0.037799,0.000000,1640,23.2282
1.7892,90,-6.6776,-7.2000,-0.0478,-8.5048,-20.00,72.70,52.70,-13.3224,-14.8100,-0.291166,-0.296054,-0.032911,0.037799,0.000000,1634,23.9793
1.8093,91,-6.6776,-7.9200,-0.0478,-28.0884,-20.00,72.70,52.70,-13.3224,-15.0764,-0.204720,-0.296054,-0.033503,0.124837,0.000000,1601,23.9793
1.8294,92,-6.6776,-8.6400,-0.0478,-28.0884,-20.00,72.70,52.70,-13.3224,-15.3429,-0.205312,-0.296054,-0.034095,0.124837,0.000000,1601,23.9793
1.8496,93,-8.3363,-9.7200,-0.0189,-44.3147,-20.00,72.70,52.70,-11.6637,-15.5761,-0.096853,-0.259194,-0.034614,0.196954,0.000000,1561,25.638
1.8697,94,-8.3363,-10.4400,-0.0189,-44.3147,-20.00,72.70,52.70,-11.6637,-15.8094,-0.097372,-0.259194,-0.035132,0.196954,0.000000,1561,25.638
1.8897,95,-10.7517,-11.7000,0.0334,-44.3147,-20.00,72.70,52.70,-9.2483,-15.9944,-0.044107,-0.205519,-0.035543,0.196954,0.000000,1541,28.0534
1.9098,96,-10.7517,-12.7800,0.0334,-55.7291,-20.00,72.70,52.70,-9.2483,-16.1793,0.006212,-0.205519,-0.035954,0.247685,0.000000,1472,28.0534
1.9299,97,-10.7517,-13.8600,0.0334,-55.7291,-20.00,72.70,52.70,-9.2483,-16.3643,0.005801,-0.205519,-0.036365,0.247685,0.000000,1472,28.0534
1.9500,98,-13.5856,-15.1200,0.086,-58.4148,-20.00,72.70,52.70,-6.4144,-16.4926,0.080430,-0.142541,-0.036650,0.259622,0.000000,1444,30.8873
1.9701,99,-13.5856,-16.2000,0.086,-58.4148,-20.00,72.70,52.70,-6.4144,-16.6209,0.080145,-0.142541,-0.036935,0.259622,0.000000,1444,30.8873
1.9901,100,-16.4813,-17.2800,0.1317,-58.4148,-20.00,72.70,52.70,-3.5187,-16.6913,0.144337,-0.078193,-0.037092,0.259622,0.000000,1420,33.783
2.0102,101,-16.4813,-18.5400,0.1317,-55.5053,-20.00,72.70,52.70,-3.5187,-16.7616,0.131249,-0.078193,-0.037248,0.246690,0.000000,1425,33.783
2.0303,102,-16.4813,-19.2600,0.1317,-55.5053,-20.00,72.70,52.70,-3.5187,-16.8320,0.131093,-0.078193,-0.037404,0.246690,0.000000,1425,33.783
2.0504,103,-19.1418,-20.3400,0.188,-48.3433,-20.00,72.70,52.70,-0.8582,-16.8492,0.158345,-0.019071,-0.037443,0.214859,0.000000,1415,36.4435
2.0705,104,-19.1418,-21.2400,0.188,-48.3433,-20.00,72.70,52.70,-0.8582,-16.8663,0.158307,-0.019071,-0.037481,0.214859,0.000000,1415,36.4435
2.0906,105,-21.4894,-22.1400,0.2381,-48.3433,-20.00,72.70,52.70,1.4894,-16.8365,0.210543,0.033098,-0.037415,0.214859,0.000000,1396,38.7911
2.1107,106,-21.4894,-22.8600,0.2381,-40.7337,-20.00,72.70,52.70,1.4894,-16.8068,0.176789,0.033098,-0.037348,0.181039,0.000000,1408,38.7911
2.1307,107,-21.4894,-23.4000,0.2381,-40.7337,-20.00,72.70,52.70,1.4894,-16.7770,0.176855,0.033098,-0.037282,0.181039,0.000000,1408,38.7911
2.1508,108,-23.4271,-24.3000,0.2717,-33.7956,-20.00,72.70,52.70,3.4271,-16.7084,0.189231,0.076158,-0.037130,0.150202,0.000000,1404,40.7288
2.1709,109,-23.4271,-24.6600,0.2717,-33.7956,-20.00,72.70,52.70,3.4271,-16.6399,0.189383,0.076158,-0.036978,0.150202,0.000000,1403,40.7288
2.1910,110,-24.9349,-25.2000,0.3064,-33.7956,-20.00,72.70,52.70,4.9349,-16.5412,0.223109,0.109665,-0.036758,0.150202,0.000000,1391,42.2366
2.2110,111,-24.9349,-25.5600,0.3064,-22.9407,-20.00,72.70,52.70,4.9349,-16.4425,0.175085,0.109665,-0.036539,0.101959,0.000000,1409,42.2366
2.2311,112,-24.9349,-25.9200,0.3064,-22.9407,-20.00,72.70,52.70,4.9349,-16.3438,0.175304,0.109665,-0.036320,0.101959,0.000000,1409,42.2366
2.2512,113,-25.9770,-26.2800,0.3345,-14.1001,-20.00,72.70,52.70,5.9770,-16.2243,0.159435,0.132821,-0.036054,0.062667,0.000000,1415,43.2787
2.2713,114,-25.9770,-26.2800,0.3345,-14.1001,-20.00,72.70,52.70,5.9770,-16.1047,0.159700,0.132821,-0.035788,0.062667,0.000000,1415,43.2787
2.2913,115,-26.5511,-26.4600,0.3506,-14.1001,-20.00,72.70,52.70,6.5511,-15.9737,0.172749,0.145579,-0.035497,0.062667,0.000000,1410,43.8528
