t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,0.0077,-0.2681,20.00,82.17,20.0000,0.1000,0.490922,0.177778,0.000333,-0.000000,0.312811,1480
0.0083,2,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.2681,20.00,82.17,20.0000,0.2000,0.491256,0.177778,0.000667,-0.000000,0.312811,1460
0.0133,3,enc,1,-0.0000,0.0000,-0.0000,-0.0026,-0.2479,20.00,82.17,20.0000,0.3000,0.491589,0.177778,0.001000,-0.000000,0.312811,1440
0.0184,4,enc,0,-0.0000,0.0000,-0.0000,-0.0026,-0.2479,20.00,82.17,20.0000,0.4000,0.491922,0.177778,0.001333,-0.000000,0.312811,1420
0.0235,5,enc,0,-0.0000,0.0000,-0.0000,-0.0026,-0.2479,20.00,82.17,20.0000,0.5000,0.492256,0.177778,0.001667,-0.000000,0.312811,1400
0.0286,6,enc,0,-0.0000,0.0000,-0.0000,-0.0026,-0.2479,20.00,82.17,20.0000,0.6000,0.492589,0.177778,0.002000,-0.000000,0.312811,1380
0.0337,7,enc,0,-0.0000,0.0000,-0.0000,-0.0026,-0.2479,20.00,82.17,20.0000,0.7000,0.492922,0.177778,0.002333,-0.000000,0.312811,1360
0.0387,8,enc,1,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,0.8000,0.493256,0.177778,0.002667,-0.000000,0.312811,1340
0.0438,9,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,0.9000,0.493589,0.177778,0.003000,-0.000000,0.312811,1320
0.0489,10,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,1.0000,0.493922,0.177778,0.003333,-0.000000,0.312811,1300
0.0540,11,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,1.1000,0.494256,0.177778,0.003667,-0.000000,0.312811,1289
0.0590,12,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,1.2000,0.494589,0.177778,0.004000,-0.000000,0.312811,1289
0.0641,13,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,1.3000,0.494922,0.177778,0.004333,-0.000000,0.312811,1289
0.0692,14,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,1.4000,0.495256,0.177778,0.004667,-0.000000,0.312811,1289
0.0743,15,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,1.5000,0.495589,0.177778,0.005000,-0.000000,0.312811,1289
0.0793,16,enc,1,-0.0000,0.0000,-0.0000,-0.0057,-0.1888,20.00,82.17,20.0000,1.6000,0.495922,0.177778,0.005333,-0.000000,0.312811,1289
0.0844,17,enc,1,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,1.7000,0.496256,0.177778,0.005667,-0.000000,0.312811,1288
0.0897,18,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,1.8000,0.496589,0.177778,0.006000,-0.000000,0.312811,1288
0.0948,19,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,1.9000,0.496922,0.177778,0.006333,-0.000000,0.312811,1288
0.0998,20,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,2.0000,0.497256,0.177778,0.006667,-0.000000,0.312811,1288
0.1050,21,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,2.1000,0.497589,0.177778,0.007000,-0.000000,0.312811,1288
0.1101,22,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,2.2000,0.497922,0.177778,0.007333,-0.000000,0.312811,1288
0.1151,23,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,2.3000,0.498256,0.177778,0.007667,-0.000000,0.312811,1288
0.1202,24,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,2.4000,0.498589,0.177778,0.008000,-0.000000,0.312811,1288
0.1253,25,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,2.5000,0.498922,0.177778,0.008333,-0.000000,0.312811,1287
0.1304,26,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,2.6000,0.499256,0.177778,0.008667,-0.000000,0.312811,1287
0.1355,27,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,2.7000,0.499589,0.177778,0.009000,-0.000000,0.312811,1287
0.1406,28,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,2.8000,0.499922,0.177778,0.009333,-0.000000,0.312811,1287
0.1457,29,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,2.9000,0.500256,0.177778,0.009667,-0.000000,0.312811,1287
0.1507,30,enc,0,-0.0000,0.0000,-0.0000,0.0046,-0.209,20.00,82.17,20.0000,3.0000,0.500589,0.177778,0.010000,-0.000000,0.312811,1287
