t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_norm_unsat,u_p,u_d,u_g,pwm_target_us,pwm_actual_us,pitch_raw_deg
0.0000,1,-0.0000,-0.0000,-1.5667,5.00,5.0000,0.261224,0.261224,0.055556,0.013926,0.191743,1377,1497,-81.0588
0.0201,2,-0.0000,-0.0000,-1.5667,5.00,5.0000,0.261224,0.261224,0.055556,0.013926,0.191743,1377,1494,-81.0588
0.0402,3,-0.0000,-0.0000,-2.6857,5.00,5.0000,0.271171,0.271171,0.055556,0.023873,0.191743,1373,1491,-81.1620
0.0603,4,-0.0000,-0.0000,-2.6857,5.00,5.0000,0.271171,0.271171,0.055556,0.023873,0.191743,1373,1488,-81.1620
0.0804,5,0.1800,0.1800,-2.6857,5.00,4.8200,0.269171,0.269171,0.053556,0.023873,0.191743,1374,1485,-81.2789
0.1005,6,0.1800,0.1800,-3.5810,5.00,4.8200,0.277129,0.277129,0.053556,0.031831,0.191743,1371,1482,-81.2789
0.1206,7,0.3600,0.3600,-3.5810,5.00,4.6400,0.275129,0.275129,0.051556,0.031831,0.191743,1371,1479,-81.2789
0.1407,8,0.3600,0.3600,-4.4762,5.00,4.6400,0.283087,0.283087,0.051556,0.039789,0.191743,1368,1476,-81.4758
0.1608,9,0.5400,0.5400,-4.4762,5.00,4.4600,0.281087,0.281087,0.049556,0.039789,0.191743,1369,1473,-81.4758
0.1809,10,0.5400,0.5400,-4.4762,5.00,4.4600,0.281087,0.281087,0.049556,0.039789,0.191743,1369,1470,-81.6653
0.2010,11,0.7200,0.7200,-4.9239,5.00,4.2800,0.283066,0.283066,0.047556,0.043768,0.191743,1368,1467,-81.6653
0.2211,12,0.7200,0.7200,-4.9239,5.00,4.2800,0.283066,0.283066,0.047556,0.043768,0.191743,1368,1464,-81.6653
0.2412,13,0.9000,0.9000,-4.9239,5.00,4.1000,0.281066,0.281066,0.045556,0.043768,0.191743,1369,1461,-81.8997
0.2613,14,0.9000,1.0800,-4.9239,5.00,4.1000,0.281066,0.281066,0.045556,0.043768,0.191743,1369,1458,-81.8997
0.2814,15,1.0800,1.0800,-4.9239,5.00,3.9200,0.279066,0.279066,0.043556,0.043768,0.191743,1370,1455,-82.0535
0.3015,16,1.2600,1.2600,-4.8120,5.00,3.7400,0.276071,0.276071,0.041556,0.042773,0.191743,1371,1452,-82.0535
0.3216,17,1.2600,1.2600,-4.8120,5.00,3.7400,0.276071,0.276071,0.041556,0.042773,0.191743,1371,1449,-82.0535
0.3417,18,1.2600,1.4400,-4.3643,5.00,3.7400,0.272092,0.272092,0.041556,0.038794,0.191743,1372,1446,-82.2772
0.3618,19,1.4400,1.4400,-4.3643,5.00,3.5600,0.270092,0.270092,0.039556,0.038794,0.191743,1373,1443,-82.2772
0.3819,20,1.4400,1.4400,-4.3643,5.00,3.5600,0.270092,0.270092,0.039556,0.038794,0.191743,1373,1440,-82.4595
0.4020,21,1.6200,1.6200,-3.4691,5.00,3.3800,0.260134,0.260134,0.037556,0.030836,0.191743,1377,1437,-82.4595
0.4222,22,1.6200,1.6200,-3.4691,5.00,3.3800,0.260134,0.260134,0.037556,0.030836,0.191743,1377,1434,-82.4595
0.4423,23,1.6200,1.6200,-2.4619,5.00,3.3800,0.251182,0.251182,0.037556,0.021884,0.191743,1380,1431,-82.5747
0.4624,24,1.8000,1.8000,-2.4619,5.00,3.2000,0.249182,0.249182,0.035556,0.021884,0.191743,1381,1428,-82.5747
0.4825,25,1.8000,1.8000,-2.4619,5.00,3.2000,0.249182,0.249182,0.035556,0.021884,0.191743,1381,1425,-82.6649
0.5026,26,1.8000,1.8000,-1.6786,5.00,3.2000,0.242219,0.242219,0.035556,0.014921,0.191743,1384,1422,-82.6649
0.5238,27,1.8000,1.8000,-1.6786,5.00,3.2000,0.242219,0.242219,0.035556,0.014921,0.191743,1384,1419,-82.6649
0.5439,28,1.8000,1.8000,-0.6714,5.00,3.2000,0.233266,0.233266,0.035556,0.005968,0.191743,1387,1416,-82.7134
0.5640,29,1.8000,1.8000,-0.6714,5.00,3.2000,0.233266,0.233266,0.035556,0.005968,0.191743,1387,1413,-82.7134
0.5841,30,1.8000,1.8000,-0.6714,5.00,3.2000,0.233266,0.233266,0.035556,0.005968,0.191743,1387,1410,-82.7529
0.6042,31,1.8000,1.8000,0.6714,5.00,3.2000,0.221330,0.221330,0.035556,-0.005968,0.191743,1392,1407,-82.7529
0.6243,32,1.8000,1.8000,0.6714,5.00,3.2000,0.221330,0.221330,0.035556,-0.005968,0.191743,1392,1404,-82.7529
0.6444,33,1.8000,1.8000,-0.0000,5.00,3.2000,0.227298,0.227298,0.035556,0.000000,0.191743,1389,1401,-82.7298
0.6644,34,1.8000,1.8000,-0.0000,5.00,3.2000,0.227298,0.227298,0.035556,0.000000,0.191743,1389,1398,-82.7298
0.6845,35,1.8000,1.8000,-0.0000,5.00,3.2000,0.227298,0.227298,0.035556,0.000000,0.191743,1389,1395,-82.7108
0.7046,36,1.6200,1.6200,1.4548,5.00,3.3800,0.216367,0.216367,0.037556,-0.012931,0.191743,1393,1393,-82.7108
0.7247,37,1.6200,1.6200,1.4548,5.00,3.3800,0.216367,0.216367,0.037556,-0.012931,0.191743,1393,1393,-82.7108
0.7448,38,1.6200,1.6200,1.3429,5.00,3.3800,0.217362,0.217362,0.037556,-0.011937,0.191743,1393,1393,-82.6891
0.7649,39,1.6200,1.6200,1.3429,5.00,3.3800,0.217362,0.217362,0.037556,-0.011937,0.191743,1393,1393,-82.6891
0.7850,40,1.6200,1.6200,1.3429,5.00,3.3800,0.217362,0.217362,0.037556,-0.011937,0.191743,1393,1393,-82.6117
0.8051,41,1.6200,1.6200,0.6714,5.00,3.3800,0.223330,0.223330,0.037556,-0.005968,0.191743,1391,1391,-82.6117
0.8252,42,1.6200,1.6200,0.6714,5.00,3.3800,0.223330,0.223330,0.037556,-0.005968,0.191743,1391,1391,-82.6117
0.8453,43,1.6200,1.6200,1.0072,5.00,3.3800,0.220346,0.220346,0.037556,-0.008952,0.191743,1392,1392,-82.6385
0.8654,44,1.6200,1.6200,1.0072,5.00,3.3800,0.220346,0.220346,0.037556,-0.008952,0.191743,1392,1392,-82.6385
0.8855,45,1.6200,1.6200,1.0072,5.00,3.3800,0.220346,0.220346,0.037556,-0.008952,0.191743,1392,1392,-82.6813
0.9056,46,1.6200,1.6200,-1.7905,5.00,3.3800,0.245214,0.245214,0.037556,0.015915,0.191743,1383,1389,-82.6813
0.9257,47,1.6200,1.6200,-1.7905,5.00,3.3800,0.245214,0.245214,0.037556,0.015915,0.191743,1383,1386,-82.6813
0.9458,48,1.6200,1.6200,-3.0215,5.00,3.3800,0.256156,0.256156,0.037556,0.026857,0.191743,1378,1383,-82.7217
0.9659,49,1.6200,1.6200,-3.0215,5.00,3.3800,0.256156,0.256156,0.037556,0.026857,0.191743,1378,1380,-82.7217
0.9860,50,1.8000,1.8000,-5.5953,5.00,3.2000,0.277034,0.277034,0.035556,0.049736,0.191743,1371,1377,-82.7925
1.0061,51,1.8000,1.8000,-5.5953,5.00,3.2000,0.277034,0.277034,0.035556,0.049736,0.191743,1371,1374,-82.7925
1.0262,52,1.8000,1.8000,-5.5953,5.00,3.2000,0.277034,0.277034,0.035556,0.049736,0.191743,1371,1371,-82.7925
1.0463,53,1.9800,1.9800,-4.8120,5.00,3.0200,0.268071,0.268071,0.033556,0.042773,0.191743,1374,1374,-82.8986
1.0664,54,1.9800,1.9800,-4.8120,5.00,3.0200,0.268071,0.268071,0.033556,0.042773,0.191743,1374,1374,-82.8986
1.0865,55,1.9800,1.9800,-6.9382,5.00,3.0200,0.286971,0.286971,0.033556,0.061673,0.191743,1367,1371,-83.0641
1.1066,56,2.1600,2.1600,-6.9382,5.00,2.8400,0.284971,0.284971,0.031556,0.061673,0.191743,1368,1368,-83.0641
1.1267,57,2.1600,2.1600,-6.9382,5.00,2.8400,0.284971,0.284971,0.031556,0.061673,0.191743,1368,1368,-83.2832
1.1468,58,2.3400,2.3400,-5.5953,5.00,2.6600,0.271034,0.271034,0.029556,0.049736,0.191743,1373,1371,-83.2832
1.1669,59,2.5200,2.5200,-5.5953,5.00,2.4800,0.269034,0.269034,0.027556,0.049736,0.191743,1374,1374,-83.2832
1.1870,60,2.5200,2.5200,-4.5881,5.00,2.4800,0.260082,0.260082,0.027556,0.040783,0.191743,1377,1377,-83.5232
1.2071,61,2.7000,2.7000,-4.5881,5.00,2.3000,0.258082,0.258082,0.025556,0.040783,0.191743,1378,1378,-83.5232
1.2272,62,2.8800,2.8800,-4.5881,5.00,2.1200,0.256082,0.256082,0.023556,0.040783,0.191743,1378,1378,-83.8117
1.2473,63,2.8800,2.8800,-6.7143,5.00,2.1200,0.274981,0.274981,0.023556,0.059683,0.191743,1371,1375,-83.8117
1.2674,64,3.0600,3.0600,-6.7143,5.00,1.9400,0.272981,0.272981,0.021556,0.059683,0.191743,1372,1372,-83.8117
1.2875,65,3.2400,3.2400,-7.0501,5.00,1.7600,0.273965,0.273965,0.019556,0.062667,0.191743,1372,1372,-84.1157
1.3077,66,3.2400,3.2400,-7.0501,5.00,1.7600,0.273965,0.273965,0.019556,0.062667,0.191743,1372,1372,-84.1157
1.3278,67,3.4200,3.4200,-7.0501,5.00,1.5800,0.271965,0.271965,0.017556,0.062667,0.191743,1373,1373,-84.3691
1.3481,68,3.6000,3.6000,-4.9239,5.00,1.4000,0.251066,0.251066,0.015556,0.043768,0.191743,1380,1376,-84.3691
1.3682,69,3.6000,3.6000,-4.9239,5.00,1.4000,0.251066,0.251066,0.015556,0.043768,0.191743,1380,1379,-84.3691
1.3883,70,3.7800,3.7800,-6.2667,5.00,1.2200,0.261002,0.261002,0.013556,0.055704,0.191743,1377,1377,-84.6541
1.4085,71,3.7800,3.7800,-6.2667,5.00,1.2200,0.261002,0.261002,0.013556,0.055704,0.191743,1377,1377,-84.6541
1.4286,72,3.9600,3.9600,-6.2667,5.00,1.0400,0.259002,0.259002,0.011556,0.055704,0.191743,1377,1377,-84.8612
1.4487,73,3.9600,4.1400,-4.2524,5.00,1.0400,0.241097,0.241097,0.011556,0.037799,0.191743,1384,1380,-84.8612
1.4688,74,4.1400,4.1400,-4.2524,5.00,0.8600,0.239097,0.239097,0.009556,0.037799,0.191743,1385,1383,-84.8612
1.4888,75,4.1400,4.1400,-2.2381,5.00,0.8600,0.221193,0.221193,0.009556,0.019894,0.191743,1392,1386,-85.0380
1.5089,76,4.1400,4.1400,-2.2381,5.00,0.8600,0.221193,0.221193,0.009556,0.019894,0.191743,1392,1389,-85.0380
1.5290,77,4.3200,4.3200,-2.2381,5.00,0.6800,0.219193,0.219193,0.007556,0.019894,0.191743,1392,1392,-85.1715
1.5491,78,4.3200,4.3200,-2.3500,5.00,0.6800,0.220187,0.220187,0.007556,0.020889,0.191743,1392,1392,-85.1715
1.5692,79,4.3200,4.3200,-2.3500,5.00,0.6800,0.220187,0.220187,0.007556,0.020889,0.191743,1392,1392,-85.1715
1.5893,80,4.3200,4.3200,1.6786,5.00,0.6800,0.184377,0.184377,0.007556,-0.014921,0.191743,1405,1395,-85.2098
1.6094,81,4.3200,4.3200,1.6786,5.00,0.6800,0.184377,0.184377,0.007556,-0.014921,0.191743,1405,1398,-85.2098
1.6295,82,4.1400,4.1400,1.6786,5.00,0.8600,0.186377,0.186377,0.009556,-0.014921,0.191743,1405,1401,-85.1711
1.6496,83,4.1400,4.1400,2.9096,5.00,0.8600,0.175436,0.175436,0.009556,-0.025863,0.191743,1409,1404,-85.1711
1.6696,84,4.1400,4.1400,2.9096,5.00,0.8600,0.175436,0.175436,0.009556,-0.025863,0.191743,1409,1407,-85.1711
1.6897,85,3.9600,3.9600,2.5738,5.00,1.0400,0.180420,0.180420,0.011556,-0.022879,0.191743,1407,1407,-85.0539
1.7098,86,3.9600,3.7800,2.5738,5.00,1.0400,0.180420,0.180420,0.011556,-0.022879,0.191743,1407,1407,-85.0539
1.7299,87,3.7800,3.7800,2.5738,5.00,1.2200,0.182420,0.182420,0.013556,-0.022879,0.191743,1406,1406,-84.8610
1.7499,88,3.6000,3.6000,7.4977,5.00,1.4000,0.140652,0.140652,0.015556,-0.066646,0.191743,1422,1409,-84.8610
1.7700,89,3.4200,3.4200,7.4977,5.00,1.5800,0.142652,0.142652,0.017556,-0.066646,0.191743,1421,1412,-84.8610
1.7901,90,3.2400,3.2400,7.9453,5.00,1.7600,0.140673,0.140673,0.019556,-0.070625,0.191743,1422,1415,-84.6167
1.8102,91,3.0600,3.0600,7.9453,5.00,1.9400,0.142673,0.142673,0.021556,-0.070625,0.191743,1421,1418,-84.6167
1.8303,92,2.8800,2.8800,7.9453,5.00,2.1200,0.144673,0.144673,0.023556,-0.070625,0.191743,1420,1420,-84.3745
1.8504,93,2.7000,2.7000,9.0644,5.00,2.3000,0.136726,0.136726,0.025556,-0.080572,0.191743,1423,1423,-84.3745
1.8705,94,2.5200,2.5200,9.0644,5.00,2.4800,0.138726,0.138726,0.027556,-0.080572,0.191743,1422,1422,-84.3745
1.8905,95,2.3400,2.1600,10.8549,5.00,2.6600,0.124811,0.124811,0.029556,-0.096488,0.191743,1428,1425,-83.9929
1.9106,96,2.1600,1.9800,10.8549,5.00,2.8400,0.126811,0.126811,0.031556,-0.096488,0.191743,1427,1427,-83.9929
1.9307,97,1.8000,1.8000,10.8549,5.00,3.2000,0.130811,0.130811,0.035556,-0.096488,0.191743,1425,1425,-83.6086
1.9508,98,1.6200,1.6200,11.5263,5.00,3.3800,0.126842,0.126842,0.037556,-0.102456,0.191743,1427,1427,-83.6086
1.9708,99,1.4400,1.4400,11.5263,5.00,3.5600,0.128842,0.128842,0.039556,-0.102456,0.191743,1426,1426,-83.6086
1.9909,100,1.2600,1.0800,11.3025,5.00,3.7400,0.132832,0.132832,0.041556,-0.100467,0.191743,1425,1425,-83.1293
2.0110,101,0.9000,0.9000,11.3025,5.00,4.1000,0.136832,0.136832,0.045556,-0.100467,0.191743,1423,1423,-83.1293
2.0311,102,0.7200,0.7200,11.3025,5.00,4.2800,0.138832,0.138832,0.047556,-0.100467,0.191743,1422,1422,-82.7008
2.0512,103,0.5400,0.5400,10.6311,5.00,4.4600,0.146800,0.146800,0.049556,-0.094498,0.191743,1419,1419,-82.7008
2.0712,104,0.3600,0.3600,10.6311,5.00,4.6400,0.148800,0.148800,0.051556,-0.094498,0.191743,1419,1419,-82.7008
2.0913,105,0.1800,0.1800,9.6239,5.00,4.8200,0.159752,0.159752,0.053556,-0.085546,0.191743,1415,1416,-82.2564
2.1114,106,-0.0000,-0.0000,9.6239,5.00,5.0000,0.161752,0.161752,0.055556,-0.085546,0.191743,1414,1414,-82.2564
2.1315,107,-0.1800,-0.1800,9.6239,5.00,5.1800,0.163752,0.163752,0.057556,-0.085546,0.191743,1413,1413,-81.8869
2.1516,108,-0.3600,-0.3600,7.7215,5.00,5.3600,0.182663,0.182663,0.059556,-0.068636,0.191743,1406,1410,-81.8869
2.1716,109,-0.3600,-0.5400,7.7215,5.00,5.3600,0.182663,0.182663,0.059556,-0.068636,0.191743,1406,1407,-81.8869
2.1917,110,-0.5400,-0.5400,5.4834,5.00,5.5400,0.204557,0.204557,0.061556,-0.048741,0.191743,1398,1404,-81.5708
2.2118,111,-0.7200,-0.7200,5.4834,5.00,5.7200,0.206557,0.206557,0.063556,-0.048741,0.191743,1397,1401,-81.5708
2.2319,112,-0.7200,-0.7200,5.4834,5.00,5.7200,0.206557,0.206557,0.063556,-0.048741,0.191743,1397,1398,-81.3961
2.2519,113,-0.7200,-0.7200,2.2381,5.00,5.7200,0.235404,0.235404,0.063556,-0.019894,0.191743,1386,1395,-81.3961
2.2720,114,-0.7200,-0.7200,2.2381,5.00,5.7200,0.235404,0.235404,0.063556,-0.019894,0.191743,1386,1392,-81.3961
2.2921,115,-0.7200,-0.7200,-0.0000,5.00,5.7200,0.255298,0.255298,0.063556,0.000000,0.191743,1379,1389,-81.3398
2.3122,116,-0.7200,-0.7200,-0.0000,5.00,5.7200,0.255298,0.255298,0.063556,0.000000,0.191743,1379,1386,-81.3398
2.3323,117,-0.5400,-0.5400,-0.0000,5.00,5.5400,0.253298,0.253298,0.061556,0.000000,0.191743,1380,1383,-81.4465
2.3523,118,-0.5400,-0.5400,-4.1405,5.00,5.5400,0.290103,0.290103,0.061556,0.036805,0.191743,1366,1380,-81.4465
2.3724,119,-0.3600,-0.3600,-4.1405,5.00,5.3600,0.288103,0.288103,0.059556,0.036805,0.191743,1366,1377,-81.4465
2.3925,120,-0.3600,-0.1800,-7.2739,5.00,5.3600,0.315955,0.315955,0.059556,0.064657,0.191743,1356,1374,-81.7308
2.4126,121,-0.1800,-0.1800,-7.2739,5.00,5.1800,0.313955,0.313955,0.057556,0.064657,0.191743,1357,1371,-81.7308
2.4327,122,-0.0000,0.1800,-7.2739,5.00,5.0000,0.311955,0.311955,0.055556,0.064657,0.191743,1358,1368,-82.1309
2.4527,123,0.3600,0.3600,-5.3715,5.00,4.6400,0.291045,0.291045,0.051556,0.047746,0.191743,1365,1365,-82.1309
2.4728,124,0.5400,0.5400,-5.3715,5.00,4.4600,0.289045,0.289045,0.049556,0.047746,0.191743,1366,1366,-82.1309
2.4929,125,0.7200,0.9000,-15.1073,5.00,4.2800,0.373585,0.373585,0.047556,0.134287,0.191743,1334,1363,-82.4698
2.5130,126,1.0800,1.0800,-15.1073,5.00,3.9200,0.369585,0.369585,0.043556,0.134287,0.191743,1336,1360,-82.4698
2.5330,127,1.4400,1.4400,-15.1073,5.00,3.5600,0.365585,0.365585,0.039556,0.134287,0.191743,1337,1357,-83.0685
2.5531,128,1.6200,1.8000,-15.5549,5.00,3.3800,0.367564,0.367564,0.037556,0.138266,0.191743,1337,1354,-83.0685
2.5732,129,1.9800,1.9800,-15.5549,5.00,3.0200,0.363564,0.363564,0.033556,0.138266,0.191743,1338,1351,-83.0685
2.5933,130,2.3400,2.3400,-16.7859,5.00,2.6600,0.370506,0.370506,0.029556,0.149208,0.191743,1336,1348,-83.7145
2.6134,131,2.7000,2.7000,-16.7859,5.00,2.3000,0.366506,0.366506,0.025556,0.149208,0.191743,1337,1345,-83.7145
2.6334,132,3.0600,3.0600,-16.7859,5.00,1.9400,0.362506,0.362506,0.021556,0.149208,0.191743,1339,1342,-84.3939
2.6538,133,3.4200,3.4200,-17.9049,5.00,1.5800,0.368453,0.368453,0.017556,0.159155,0.191743,1336,1339,-84.3939
2.6738,134,3.7800,3.7800,-17.9049,5.00,1.2200,0.364453,0.364453,0.013556,0.159155,0.191743,1338,1338,-84.3939
2.6939,135,4.1400,4.1400,-18.4645,5.00,0.8600,0.365427,0.365427,0.009556,0.164129,0.191743,1337,1337,-85.1314
2.7140,136,4.5000,4.5000,-18.4645,5.00,0.5000,0.361427,0.361427,0.005556,0.164129,0.191743,1339,1339,-85.1314
2.7341,137,4.8600,5.0400,-18.2406,5.00,0.1400,0.355437,0.355437,0.001556,0.162139,0.191743,1341,1341,-85.7391
2.7542,138,5.2200,5.2200,-18.2406,5.00,-0.2200,0.351437,0.351437,-0.002444,0.162139,0.191743,1343,1343,-85.7391
2.7743,139,5.5800,5.5800,-18.2406,5.00,-0.5800,0.347437,0.347437,-0.006444,0.162139,0.191743,1344,1344,-86.1584
2.7943,140,5.9400,5.9400,-17.1216,5.00,-0.9400,0.333490,0.333490,-0.010444,0.152192,0.191743,1349,1347,-86.1584
2.8144,141,6.3000,6.3000,-17.1216,5.00,-1.3000,0.329490,0.329490,-0.014444,0.152192,0.191743,1351,1350,-86.1584
2.8345,142,6.6600,6.6600,-15.5549,5.00,-1.6600,0.311564,0.311564,-0.018444,0.138266,0.191743,1358,1353,-86.4835
2.8546,143,6.8400,6.8400,-15.5549,5.00,-1.8400,0.309564,0.309564,-0.020444,0.138266,0.191743,1358,1356,-86.4835
2.8747,144,7.2000,7.2000,-15.5549,5.00,-2.2000,0.305564,0.305564,-0.024444,0.138266,0.191743,1360,1359,-86.4913
2.8947,145,7.3800,7.3800,-12.7573,5.00,-2.3800,0.278696,0.278696,-0.026444,0.113398,0.191743,1370,1362,-86.4913
2.9148,146,7.5600,7.5600,-12.7573,5.00,-2.5600,0.276696,0.276696,-0.028444,0.113398,0.191743,1371,1365,-86.4913
2.9349,147,7.7400,7.9200,-8.8406,5.00,-2.7400,0.239881,0.239881,-0.030444,0.078583,0.191743,1385,1368,-86.5278
2.9550,148,7.9200,7.9200,-8.8406,5.00,-2.9200,0.237881,0.237881,-0.032444,0.078583,0.191743,1385,1371,-86.5278
2.9751,149,8.1000,8.1000,-8.8406,5.00,-3.1000,0.235881,0.235881,-0.034444,0.078583,0.191743,1386,1374,-86.3308
2.9951,150,8.1000,8.1000,-4.2524,5.00,-3.1000,0.195097,0.195097,-0.034444,0.037799,0.191743,1401,1377,-86.3308
3.0152,151,8.1000,8.1000,-4.2524,5.00,-3.1000,0.195097,0.195097,-0.034444,0.037799,0.191743,1401,1380,-86.3308
3.0353,152,8.1000,8.1000,0.4476,5.00,-3.1000,0.153319,0.153319,-0.034444,-0.003979,0.191743,1417,1383,-86.3299
3.0554,153,8.1000,8.1000,0.4476,5.00,-3.1000,0.153319,0.153319,-0.034444,-0.003979,0.191743,1417,1386,-86.3299
3.0755,154,7.9200,7.9200,0.4476,5.00,-2.9200,0.155319,0.155319,-0.032444,-0.003979,0.191743,1416,1389,-86.3276
3.0956,155,7.7400,7.7400,6.2667,5.00,-2.7400,0.105594,0.105594,-0.030444,-0.055704,0.191743,1435,1392,-86.3276
3.1157,156,7.5600,7.5600,6.2667,5.00,-2.5600,0.107594,0.107594,-0.028444,-0.055704,0.191743,1434,1395,-86.3276
3.1357,157,7.3800,7.3800,12.4215,5.00,-2.3800,0.054884,0.054884,-0.026444,-0.110414,0.191743,1454,1398,-86.4492
3.1558,158,7.0200,7.0200,12.4215,5.00,-2.0200,0.058884,0.058884,-0.022444,-0.110414,0.191743,1452,1401,-86.4492
3.1759,159,6.8400,6.6600,12.4215,5.00,-1.8400,0.060884,0.060884,-0.020444,-0.110414,0.191743,1452,1404,-86.4742
3.1960,160,6.4800,6.3000,14.5478,5.00,-1.4800,0.045985,0.045985,-0.016444,-0.129313,0.191743,1457,1407,-86.4742
3.2161,161,5.9400,5.9400,14.5478,5.00,-0.9400,0.051985,0.051985,-0.010444,-0.129313,0.191743,1455,1410,-86.4742
3.2361,162,5.5800,5.5800,21.0383,5.00,-0.5800,0.000000,-0.001709,-0.006444,-0.187007,0.191743,1500,1413,-86.4568
3.2562,163,5.2200,5.0400,21.0383,5.00,-0.2200,0.002291,0.002291,-0.002444,-0.187007,0.191743,1474,1416,-86.4568
3.2763,164,4.6800,4.5000,21.0383,5.00,0.3200,0.008291,0.008291,0.003556,-0.187007,0.191743,1471,1419,-85.9954
3.2964,165,4.1400,4.1400,25.5145,5.00,0.8600,0.000000,-0.025498,0.009556,-0.226796,0.191743,1500,1422,-85.9954
3.3164,166,3.6000,3.6000,25.5145,5.00,1.4000,0.000000,-0.019498,0.015556,-0.226796,0.191743,1500,1425,-85.9954
3.3365,167,3.0600,3.0600,26.6336,5.00,1.9400,0.000000,-0.023445,0.021556,-0.236743,0.191743,1500,1428,-85.2264
3.3566,168,2.5200,2.5200,26.6336,5.00,2.4800,0.000000,-0.017445,0.027556,-0.236743,0.191743,1500,1431,-85.2264
3.3766,169,1.9800,1.9800,26.6336,5.00,3.0200,0.000000,-0.011445,0.033556,-0.236743,0.191743,1500,1434,-84.2769
3.3967,170,1.4400,1.2600,27.8645,5.00,3.5600,0.000000,-0.016387,0.039556,-0.247685,0.191743,1500,1437,-84.2769
3.4168,171,0.9000,0.9000,27.8645,5.00,4.1000,0.000000,-0.010387,0.045556,-0.247685,0.191743,1500,1440,-84.2769
3.4369,172,0.3600,0.1800,27.4169,5.00,4.6400,0.000000,-0.000408,0.051556,-0.243706,0.191743,1500,1443,-83.0938
3.4569,173,-0.1800,-0.1800,27.4169,5.00,5.1800,0.005592,0.005592,0.057556,-0.243706,0.191743,1472,1446,-83.0938
3.4770,174,-0.7200,-0.7200,27.4169,5.00,5.7200,0.011592,0.011592,0.063556,-0.243706,0.191743,1470,1449,-81.9097
3.4971,175,-1.2600,-1.2600,25.2907,5.00,6.2600,0.036492,0.036492,0.069556,-0.224806,0.191743,1461,1452,-81.9097
3.5172,176,-1.6200,-1.6200,25.2907,5.00,6.6200,0.040492,0.040492,0.073556,-0.224806,0.191743,1459,1455,-81.9097
3.5372,177,-2.1600,-2.3400,22.7169,5.00,7.1600,0.069370,0.069370,0.079556,-0.201928,0.191743,1448,1452,-80.8147
3.5573,178,-2.5200,-2.5200,22.7169,5.00,7.5200,0.073370,0.073370,0.083556,-0.201928,0.191743,1447,1449,-80.8147
3.5774,179,-2.8800,-3.0600,22.7169,5.00,7.8800,0.077370,0.077370,0.087556,-0.201928,0.191743,1445,1446,-79.8024
3.5975,180,-3.2400,-3.4200,18.6883,5.00,8.2400,0.117180,0.117180,0.091556,-0.166118,0.191743,1431,1443,-79.8024
3.6175,181,-3.6000,-3.6000,18.6883,5.00,8.6000,0.121180,0.121180,0.095556,-0.166118,0.191743,1429,1440,-79.8024
3.6376,182,-3.7800,-3.9600,12.9811,5.00,8.7800,0.173911,0.173911,0.097556,-0.115387,0.191743,1409,1437,-79.0010
3.6577,183,-4.1400,-4.1400,12.9811,5.00,9.1400,0.177911,0.177911,0.101556,-0.115387,0.191743,1408,1434,-79.0010
3.6778,184,-4.1400,-4.3200,12.9811,5.00,9.1400,0.177911,0.177911,0.101556,-0.115387,0.191743,1408,1431,-78.4486
3.6979,185,-4.3200,-4.3200,6.9382,5.00,9.3200,0.233626,0.233626,0.103556,-0.061673,0.191743,1387,1428,-78.4486
3.7179,186,-4.3200,-4.3200,6.9382,5.00,9.3200,0.233626,0.233626,0.103556,-0.061673,0.191743,1387,1425,-78.4486
3.7380,187,-4.3200,-4.3200,0.7833,5.00,9.3200,0.288335,0.288335,0.103556,-0.006963,0.191743,1366,1422,-78.2345
3.7581,188,-4.3200,-4.3200,0.7833,5.00,9.3200,0.288335,0.288335,0.103556,-0.006963,0.191743,1366,1419,-78.2345
3.7782,189,-4.3200,-4.1400,0.7833,5.00,9.3200,0.288335,0.288335,0.103556,-0.006963,0.191743,1366,1416,-78.2907
3.7982,190,-4.1400,-4.1400,-5.8191,5.00,9.1400,0.345024,0.345024,0.101556,0.051725,0.191743,1345,1413,-78.2907
3.8183,191,-3.9600,-3.7800,-5.8191,5.00,8.9600,0.343024,0.343024,0.099556,0.051725,0.191743,1346,1410,-78.2907
3.8384,192,-3.6000,-3.6000,-11.7501,5.00,8.6000,0.391744,0.391744,0.095556,0.104445,0.191743,1328,1407,-78.6579
3.8585,193,-3.4200,-3.2400,-11.7501,5.00,8.4200,0.389744,0.389744,0.093556,0.104445,0.191743,1328,1404,-78.6579
3.8786,194,-3.0600,-2.8800,-11.7501,5.00,8.0600,0.385744,0.385744,0.089556,0.104445,0.191743,1330,1401,-79.3083
3.8986,195,-2.5200,-2.5200,-17.6811,5.00,7.5200,0.432464,0.432464,0.083556,0.157166,0.191743,1312,1398,-79.3083
3.9187,196,-2.1600,-2.1600,-17.6811,5.00,7.1600,0.428464,0.428464,0.079556,0.157166,0.191743,1314,1395,-79.3083
3.9388,197,-1.6200,-1.6200,-22.3812,5.00,6.6200,0.450000,0.464242,0.073556,0.198944,0.191743,1306,1392,-80.1944
3.9588,198,-1.2600,-1.2600,-22.3812,5.00,6.2600,0.450000,0.460242,0.069556,0.198944,0.191743,1306,1389,-80.1944
3.9789,199,-0.7200,-0.5400,-22.3812,5.00,5.7200,0.450000,0.454242,0.063556,0.198944,0.191743,1306,1386,-81.2882
