t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,0.3000,0.534333,0.533333,0.001000,-0.000000,0.000000,1499
0.0079,2,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,0.6000,0.535333,0.533333,0.002000,-0.000000,0.000000,1498
0.0129,3,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,0.9000,0.536333,0.533333,0.003000,-0.000000,0.000000,1497
0.0180,4,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,1.2000,0.537333,0.533333,0.004000,-0.000000,0.000000,1496
0.0231,5,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,1.5000,0.538333,0.533333,0.005000,-0.000000,0.000000,1495
0.0282,6,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,1.8000,0.539333,0.533333,0.006000,-0.000000,0.000000,1494
0.0333,7,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,2.1000,0.540333,0.533333,0.007000,-0.000000,0.000000,1493
0.0384,8,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,2.4000,0.541333,0.533333,0.008000,-0.000000,0.000000,1492
0.0434,9,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,2.7000,0.542333,0.533333,0.009000,-0.000000,0.000000,1491
0.0485,10,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,3.0000,0.543333,0.533333,0.010000,-0.000000,0.000000,1490
0.0536,11,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,3.3000,0.544333,0.533333,0.011000,-0.000000,0.000000,1489
0.0587,12,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,3.6000,0.545333,0.533333,0.012000,-0.000000,0.000000,1488
0.0638,13,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,3.9000,0.546333,0.533333,0.013000,-0.000000,0.000000,1487
0.0689,14,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,4.2000,0.547333,0.533333,0.014000,-0.000000,0.000000,1486
0.0740,15,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,4.5000,0.548333,0.533333,0.015000,-0.000000,0.000000,1485
0.0791,16,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,4.8000,0.549333,0.533333,0.016000,-0.000000,0.000000,1484
0.0842,17,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,5.1000,0.550333,0.533333,0.017000,-0.000000,0.000000,1483
0.0893,18,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,5.4000,0.551333,0.533333,0.018000,-0.000000,0.000000,1482
0.0943,19,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,5.7000,0.552333,0.533333,0.019000,-0.000000,0.000000,1481
0.0994,20,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,6.0000,0.553333,0.533333,0.020000,-0.000000,0.000000,1480
0.1045,21,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,6.3000,0.554333,0.533333,0.021000,-0.000000,0.000000,1479
0.1096,22,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,6.6000,0.555333,0.533333,0.022000,-0.000000,0.000000,1478
0.1147,23,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,6.9000,0.556333,0.533333,0.023000,-0.000000,0.000000,1477
0.1198,24,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,7.2000,0.557333,0.533333,0.024000,-0.000000,0.000000,1476
0.1249,25,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,7.5000,0.558333,0.533333,0.025000,-0.000000,0.000000,1475
0.1300,26,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,7.8000,0.559333,0.533333,0.026000,-0.000000,0.000000,1474
0.1351,27,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,8.1000,0.560333,0.533333,0.027000,-0.000000,0.000000,1473
0.1401,28,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,8.4000,0.561333,0.533333,0.028000,-0.000000,0.000000,1472
0.1452,29,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,8.7000,0.562333,0.533333,0.029000,-0.000000,0.000000,1471
0.1504,30,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,9.0000,0.563333,0.533333,0.030000,-0.000000,0.000000,1470
0.1555,31,enc,1,0,-0.0000,0.0000,-0.0000,0.0264,-0.07,60.00,83.18,60.0000,9.3000,0.564333,0.533333,0.031000,-0.000000,0.000000,1469
0.1606,32,enc,1,1,-0.0000,0.0000,-0.0000,-0.0176,-0.0696,60.00,83.18,60.0000,9.6000,0.565333,0.533333,0.032000,-0.000000,0.000000,1468
0.1657,33,enc,1,0,-0.0000,0.0000,-0.0000,-0.0176,-0.0696,60.00,83.18,60.0000,9.9000,0.566333,0.533333,0.033000,-0.000000,0.000000,1467
0.1708,34,enc,1,0,-0.0000,0.0000,-0.0000,-0.0176,-0.0696,60.00,83.18,60.0000,10.2000,0.567333,0.533333,0.034000,-0.000000,0.000000,1466
