t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0239,-0.0000,0.0045,-0.0000,-20.00,70.38,50.38,-19.9761,-0.3995,-0.444800,-0.443912,-0.000888,0.000000,0.000000,1691,19.6444
0.0201,2,-0.0239,-0.0000,0.0045,-0.0000,-20.00,70.38,50.38,-19.9761,-0.7990,-0.445688,-0.443912,-0.001776,0.000000,0.000000,1692,19.6444
0.0402,3,-0.0239,-0.0000,0.0045,-0.0000,-20.00,70.38,50.38,-19.9761,-1.1986,-0.446576,-0.443912,-0.002663,0.000000,0.000000,1692,19.6444
0.0604,4,-0.0247,-0.0000,0.0028,-0.0000,-20.00,70.38,50.38,-19.9753,-1.5981,-0.447446,-0.443895,-0.003551,0.000000,0.000000,1692,19.6452
0.0805,5,-0.0247,-0.0000,0.0028,-0.0000,-20.00,70.38,50.38,-19.9753,-1.9976,-0.448334,-0.443895,-0.004439,0.000000,0.000000,1693,19.6452
0.1006,6,-0.0200,-0.0000,0.0009,-0.0000,-20.00,70.38,50.38,-19.9800,-2.3972,-0.449328,-0.444001,-0.005327,0.000000,0.000000,1693,19.6404
0.1207,7,-0.0200,-0.0000,0.0009,-0.0000,-20.00,70.38,50.38,-19.9800,-2.7968,-0.450216,-0.444001,-0.006215,0.000000,0.000000,1693,19.6404
0.1408,8,-0.0200,-0.0000,0.0009,-0.0000,-20.00,70.38,50.38,-19.9800,-3.1964,-0.451104,-0.444001,-0.007103,0.000000,0.000000,1694,19.6404
0.1609,9,-0.0200,-0.0000,0.0009,0.1119,-20.00,70.38,50.38,-19.9800,-3.5960,-0.452490,-0.444001,-0.007991,-0.000497,0.000000,1694,19.6404
0.1810,10,-0.0200,-0.0000,0.0009,0.1119,-20.00,70.38,50.38,-19.9800,-3.9956,-0.453378,-0.444001,-0.008879,-0.000497,0.000000,1695,19.6404
