t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0001,1,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,0.4000,0.010222,0.008889,0.001333,-0.000000,0.000000,1499
0.0073,2,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,0.8000,0.011556,0.008889,0.002667,-0.000000,0.000000,1498
0.0124,3,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,1.2000,0.012889,0.008889,0.004000,-0.000000,0.000000,1497
0.0175,4,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,1.6000,0.014222,0.008889,0.005333,-0.000000,0.000000,1496
0.0225,5,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,2.0000,0.015556,0.008889,0.006667,-0.000000,0.000000,1495
0.0276,6,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,2.4000,0.016889,0.008889,0.008000,-0.000000,0.000000,1494
0.0327,7,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,2.8000,0.018222,0.008889,0.009333,-0.000000,0.000000,1493
0.0377,8,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,3.2000,0.019556,0.008889,0.010667,-0.000000,0.000000,1492
0.0428,9,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,3.6000,0.020889,0.008889,0.012000,-0.000000,0.000000,1491
0.0479,10,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,4.0000,0.022222,0.008889,0.013333,-0.000000,0.000000,1490
0.0530,11,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,4.4000,0.023556,0.008889,0.014667,-0.000000,0.000000,1489
0.0580,12,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,4.8000,0.024889,0.008889,0.016000,-0.000000,0.000000,1488
0.0631,13,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,5.2000,0.026222,0.008889,0.017333,-0.000000,0.000000,1487
0.0682,14,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,5.6000,0.027556,0.008889,0.018667,-0.000000,0.000000,1486
0.0732,15,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,6.0000,0.028889,0.008889,0.020000,-0.000000,0.000000,1485
0.0783,16,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,6.4000,0.030222,0.008889,0.021333,-0.000000,0.000000,1484
0.0834,17,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,6.8000,0.031556,0.008889,0.022667,-0.000000,0.000000,1483
0.0885,18,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,7.2000,0.032889,0.008889,0.024000,-0.000000,0.000000,1482
0.0935,19,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,7.6000,0.034222,0.008889,0.025333,-0.000000,0.000000,1481
0.0986,20,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,8.0000,0.035556,0.008889,0.026667,-0.000000,0.000000,1480
0.1037,21,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,8.4000,0.036889,0.008889,0.028000,-0.000000,0.000000,1479
0.1087,22,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,8.8000,0.038222,0.008889,0.029333,-0.000000,0.000000,1478
0.1138,23,enc,1,0,-0.0000,0.0000,-0.0000,0.001,0.0019,80.00,83.15,80.0000,9.2000,0.039556,0.008889,0.030667,-0.000000,0.000000,1477
