t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.1161,-0.0000,-0.1119,45.00,45.1161,0.587655,0.050129,0.000124,0.537401,1254,89.0953
0.0201,2,-0.1161,-0.0000,-0.1119,45.00,45.1161,0.587655,0.050129,0.000124,0.537401,1254,89.0953
0.0402,3,-0.1161,-0.0000,-0.1119,45.00,45.1161,0.587655,0.050129,0.000124,0.537401,1254,89.0954
0.0603,4,-0.1162,-0.0000,-0.0000,45.00,45.1162,0.587530,0.050129,0.000000,0.537401,1254,89.0954
0.0803,5,-0.1162,-0.0000,-0.0000,45.00,45.1162,0.587530,0.050129,0.000000,0.537401,1254,89.0954
0.1004,6,-0.1163,-0.0000,0.1119,45.00,45.1163,0.587406,0.050129,-0.000124,0.537401,1254,89.0955
0.1205,7,-0.1163,-0.0000,0.1119,45.00,45.1163,0.587406,0.050129,-0.000124,0.537401,1254,89.0955
0.1405,8,0.1538,-0.0000,0.1119,45.00,44.8462,0.587106,0.049829,-0.000124,0.537401,1254,88.8254
0.1606,9,0.1538,-0.0000,-0.0000,45.00,44.8462,0.587230,0.049829,0.000000,0.537401,1254,88.8254
0.1807,10,0.1538,-0.0000,-0.0000,45.00,44.8462,0.587230,0.049829,0.000000,0.537401,1254,88.8254
0.2008,11,-0.1221,-0.0000,0.4476,45.00,45.1221,0.587040,0.050136,-0.000497,0.537401,1254,89.1014
0.2209,12,-0.1221,-0.0000,0.4476,45.00,45.1221,0.587040,0.050136,-0.000497,0.537401,1254,89.1014
0.2409,13,-0.1450,-0.0000,0.4476,45.00,45.1450,0.587065,0.050161,-0.000497,0.537401,1254,89.1242
0.2610,14,-0.1450,-0.0000,1.3429,45.00,45.1450,0.586070,0.050161,-0.001492,0.537401,1255,89.1242
0.2811,15,-0.1450,0.1800,1.3429,45.00,45.1450,0.586070,0.050161,-0.001492,0.537401,1255,89.1242
0.3012,16,-0.2001,0.3600,5.4834,45.00,45.2001,0.581531,0.050222,-0.006093,0.537401,1256,89.1793
0.3214,17,-0.2001,0.5400,5.4834,45.00,45.2001,0.581531,0.050222,-0.006093,0.537401,1256,89.1793
0.3414,18,-0.4211,0.9000,5.4834,45.00,45.4211,0.581776,0.050468,-0.006093,0.537401,1256,89.4003
0.3615,19,-0.4211,1.6200,24.6193,45.00,45.4211,0.560514,0.050468,-0.027355,0.537401,1264,89.4003
0.3816,20,-0.4211,2.3400,24.6193,45.00,45.4211,0.560514,0.050468,-0.027355,0.537401,1264,89.4003
