t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.3216,17,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
0.3417,18,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
0.3619,19,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
0.3820,20,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
0.4021,21,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
0.4222,22,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
0.4423,23,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
0.4624,24,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
0.4824,25,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.5025,26,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.5226,27,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.5427,28,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.5628,29,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.5829,30,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.6030,31,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.6232,32,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.6433,33,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.6634,34,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.6835,35,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.7036,36,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.7237,37,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.7438,38,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.7639,39,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.7843,40,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.8044,41,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
0.8245,42,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
0.8446,43,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
0.8647,44,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
0.8848,45,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
0.9049,46,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
0.9250,47,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
0.9451,48,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
0.9652,49,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
0.9853,50,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.0054,51,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.0255,52,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.0456,53,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.0657,54,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.0858,55,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.1059,56,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.1261,57,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.1463,58,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.1664,59,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.1865,60,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.2066,61,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.2268,62,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.2469,63,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.2670,64,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.2871,65,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.3071,66,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
1.3272,67,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
1.3473,68,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
1.3674,69,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9456
1.3875,70,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.4076,71,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.4277,72,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.4477,73,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.4678,74,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.4879,75,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.5080,76,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.5281,77,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.5482,78,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.5683,79,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.5883,80,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.6084,81,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.6285,82,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.6486,83,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.6687,84,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.6888,85,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.7089,86,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.7289,87,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.7490,88,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.7691,89,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.7892,90,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.8093,91,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.8293,92,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.8494,93,0.0363,-0.0000,0.0065,-0.0000,45.00,44.9637,0.600000,1.748590,0.000000,1.343503,1250,16.9456
1.8695,94,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
1.8896,95,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
1.9097,96,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
1.9298,97,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
1.9499,98,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
1.9700,99,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
1.9900,100,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.0101,101,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.0302,102,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.0503,103,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.0704,104,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.0907,105,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.1108,106,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.1309,107,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.1510,108,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.1711,109,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.1911,110,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.2112,111,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.2313,112,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.2514,113,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
2.2715,114,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.2915,115,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.3116,116,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.3317,117,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.3518,118,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.3719,119,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.3919,120,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.4120,121,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.4321,122,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.4522,123,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.4723,124,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.4924,125,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.5124,126,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.5325,127,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.5526,128,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.5727,129,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.5928,130,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.6129,131,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.6329,132,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.6530,133,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.6731,134,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.6932,135,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.7133,136,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.7334,137,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.7535,138,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.7736,139,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.7936,140,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.8137,141,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.8338,142,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.8539,143,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.8740,144,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.8941,145,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.9142,146,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.9342,147,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.9543,148,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.9744,149,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
2.9945,150,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.0146,151,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.0347,152,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.0548,153,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.0748,154,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.0949,155,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.1150,156,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.1351,157,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
3.1552,158,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
3.1752,159,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
3.1953,160,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
3.2154,161,0.0423,-0.0000,0.0062,-0.0000,45.00,44.9577,0.600000,1.748356,0.000000,1.343503,1250,16.9396
3.2355,162,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.2556,163,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.2757,164,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.2958,165,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.3159,166,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.3359,167,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.3562,168,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.3762,169,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.3963,170,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.4164,171,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.4365,172,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.4566,173,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.4767,174,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.4967,175,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.5168,176,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.5369,177,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.5570,178,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.5771,179,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.5972,180,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.6173,181,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.6374,182,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.6574,183,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.6775,184,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.6976,185,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.7177,186,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.7378,187,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.7579,188,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.7780,189,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.7980,190,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.8181,191,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.8382,192,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.8583,193,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.8784,194,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.8985,195,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.9186,196,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.9386,197,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.9587,198,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.9788,199,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
3.9989,200,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
4.0190,201,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
4.0391,202,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
4.0592,203,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
4.0792,204,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
4.0993,205,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
4.1194,206,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
4.1395,207,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
4.1596,208,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
4.1797,209,0.0463,-0.0000,0.0047,-0.0000,45.00,44.9537,0.600000,1.748200,0.000000,1.343503,1250,16.9356
