t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0452,-0.0000,-0.0000,45.00,45.0452,0.800000,0.750753,0.000000,0.318198,1175,-81.9988
0.0201,2,-0.0452,-0.0000,-0.0000,45.00,45.0452,0.800000,0.750753,0.000000,0.318198,1175,-81.9988
0.0402,3,-0.0131,-0.0000,-0.0000,45.00,45.0131,0.800000,0.750218,0.000000,0.318198,1175,-82.0309
0.0604,4,-0.0131,-0.0000,-0.0000,45.00,45.0131,0.800000,0.750218,0.000000,0.318198,1175,-82.0309
0.0805,5,-0.0131,-0.0000,-0.0000,45.00,45.0131,0.800000,0.750218,0.000000,0.318198,1175,-82.0309
0.1006,6,-0.0131,-0.0000,-0.0000,45.00,45.0131,0.800000,0.750218,0.000000,0.318198,1175,-82.0309
0.1207,7,-0.0131,-0.0000,-0.0000,45.00,45.0131,0.800000,0.750218,0.000000,0.318198,1175,-82.0309
0.1408,8,-0.0131,-0.0000,-0.0000,45.00,45.0131,0.800000,0.750218,0.000000,0.318198,1175,-82.0309
0.1612,9,-0.0131,-0.0000,-0.0000,45.00,45.0131,0.800000,0.750218,0.000000,0.318198,1175,-82.0309
0.1813,10,-0.0010,-0.0000,-0.0000,45.00,45.0010,0.800000,0.750016,0.000000,0.318198,1175,-82.0431
0.2014,11,-0.0010,-0.0000,-0.2238,45.00,45.0010,0.800000,0.750016,0.000746,0.318198,1175,-82.0431
0.2215,12,-0.0010,-0.0000,-0.2238,45.00,45.0010,0.800000,0.750016,0.000746,0.318198,1175,-82.0431
0.2416,13,-0.0210,-0.0000,-0.2238,45.00,45.0210,0.800000,0.750350,0.000746,0.318198,1175,-82.0230
0.2617,14,-0.0210,-0.0000,-0.2238,45.00,45.0210,0.800000,0.750350,0.000746,0.318198,1175,-82.0230
0.2818,15,0.0149,-0.0000,-0.2238,45.00,44.9851,0.800000,0.749752,0.000746,0.318198,1175,-82.0589
0.3019,16,0.0149,-0.0000,-1.3429,45.00,44.9851,0.800000,0.749752,0.004476,0.318198,1175,-82.0589
0.3220,17,0.0149,-0.0000,-1.3429,45.00,44.9851,0.800000,0.749752,0.004476,0.318198,1175,-82.0589
0.3421,18,0.0326,-0.0000,-1.9024,45.00,44.9674,0.800000,0.749456,0.006341,0.318198,1175,-82.0766
0.3622,19,0.0326,-0.0000,-1.9024,45.00,44.9674,0.800000,0.749456,0.006341,0.318198,1175,-82.0766
0.3822,20,0.1020,0.1800,-1.9024,45.00,44.8980,0.800000,0.748299,0.006341,0.318198,1175,-82.1461
0.4030,21,0.1020,0.1800,-2.7976,45.00,44.8980,0.800000,0.748299,0.009325,0.318198,1175,-82.1461
0.4231,22,0.1020,0.1800,-2.7976,45.00,44.8980,0.800000,0.748299,0.009325,0.318198,1175,-82.1461
0.4433,23,0.1994,0.3600,-3.1334,45.00,44.8006,0.800000,0.746677,0.010445,0.318198,1175,-82.2434
0.4634,24,0.1994,0.3600,-3.1334,45.00,44.8006,0.800000,0.746677,0.010445,0.318198,1175,-82.2434
0.4835,25,0.3501,0.3600,-3.1334,45.00,44.6499,0.800000,0.744164,0.010445,0.318198,1175,-82.3942
0.5036,26,0.3501,0.5400,-3.1334,45.00,44.6499,0.800000,0.744164,0.010445,0.318198,1175,-82.3942
0.5237,27,0.3501,0.5400,-3.1334,45.00,44.6499,0.800000,0.744164,0.010445,0.318198,1175,-82.3942
0.5438,28,0.5248,0.5400,-3.1334,45.00,44.4752,0.800000,0.741254,0.010445,0.318198,1175,-82.5688
0.5639,29,0.5248,0.7200,-3.1334,45.00,44.4752,0.800000,0.741254,0.010445,0.318198,1175,-82.5688
0.5840,30,0.6235,0.7200,-3.0215,45.00,44.3765,0.800000,0.739609,0.010072,0.318198,1175,-82.6675
0.6041,31,0.6235,0.7200,-3.0215,45.00,44.3765,0.800000,0.739609,0.010072,0.318198,1175,-82.6675
0.6242,32,0.6235,0.7200,-3.0215,45.00,44.3765,0.800000,0.739609,0.010072,0.318198,1175,-82.7856
0.6443,33,0.7416,0.9000,-2.5738,45.00,44.2584,0.800000,0.737640,0.008579,0.318198,1175,-82.7856
0.6645,34,0.7416,0.9000,-2.5738,45.00,44.2584,0.800000,0.737640,0.008579,0.318198,1175,-82.7856
0.6846,35,0.7899,0.9000,-0.8952,45.00,44.2101,0.800000,0.736835,0.002984,0.318198,1175,-82.8339
0.7047,36,0.7899,0.9000,-0.8952,45.00,44.2101,0.800000,0.736835,0.002984,0.318198,1175,-82.8339
0.7248,37,0.8804,0.9000,-0.8952,45.00,44.1196,0.800000,0.735327,0.002984,0.318198,1175,-82.9244
0.7449,38,0.8804,1.0800,-1.0072,45.00,44.1196,0.800000,0.735327,0.003357,0.318198,1175,-82.9244
0.7650,39,0.8804,1.0800,-1.0072,45.00,44.1196,0.800000,0.735327,0.003357,0.318198,1175,-82.9244
0.7851,40,0.9114,1.0800,-0.4476,45.00,44.0886,0.800000,0.734811,0.001492,0.318198,1175,-82.9554
0.8052,41,0.9114,1.0800,-0.4476,45.00,44.0886,0.800000,0.734811,0.001492,0.318198,1175,-82.9554
0.8252,42,0.9250,1.0800,-0.4476,45.00,44.0750,0.800000,0.734583,0.001492,0.318198,1175,-82.9690
0.8454,43,0.9250,0.9000,0.6714,45.00,44.0750,0.800000,0.734583,-0.002238,0.318198,1175,-82.9690
0.8655,44,0.9250,0.9000,0.6714,45.00,44.0750,0.800000,0.734583,-0.002238,0.318198,1175,-82.9690
0.8859,45,0.8675,0.9000,1.4548,45.00,44.1325,0.800000,0.735542,-0.004849,0.318198,1175,-82.9115
0.9060,46,0.8675,0.9000,1.4548,45.00,44.1325,0.800000,0.735542,-0.004849,0.318198,1175,-82.9115
0.9260,47,0.7922,0.9000,1.4548,45.00,44.2078,0.800000,0.736797,-0.004849,0.318198,1175,-82.8362
0.9461,48,0.7922,0.7200,2.4619,45.00,44.2078,0.800000,0.736797,-0.008206,0.318198,1175,-82.8362
0.9662,49,0.7922,0.7200,2.4619,45.00,44.2078,0.800000,0.736797,-0.008206,0.318198,1175,-82.8362
0.9863,50,0.6647,0.7200,3.8048,45.00,44.3353,0.800000,0.738921,-0.012683,0.318198,1175,-82.7087
1.0064,51,0.6647,0.5400,3.8048,45.00,44.3353,0.800000,0.738921,-0.012683,0.318198,1175,-82.7087
1.0265,52,0.5704,0.5400,3.8048,45.00,44.4296,0.800000,0.740494,-0.012683,0.318198,1175,-82.6144
1.0466,53,0.5704,0.5400,3.0215,45.00,44.4296,0.800000,0.740494,-0.010072,0.318198,1175,-82.6144
1.0667,54,0.5704,0.3600,3.0215,45.00,44.4296,0.800000,0.740494,-0.010072,0.318198,1175,-82.6144
