t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,0.0039,0.099998,0.099985,0.000013,0.000000,0.000000,1498
0.0112,2,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,1.0057,0.103337,0.099985,0.003352,0.000000,0.000000,1496
0.0163,3,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,1.4634,0.104863,0.099985,0.004878,0.000000,0.000000,1494
0.0214,4,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,1.9215,0.106390,0.099985,0.006405,0.000000,0.000000,1492
0.0264,5,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,2.3800,0.107918,0.099985,0.007933,0.000000,0.000000,1490
0.0315,6,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,2.8368,0.109441,0.099985,0.009456,0.000000,0.000000,1488
0.0366,7,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,3.2955,0.110970,0.099985,0.010985,0.000000,0.000000,1486
0.0416,8,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,3.7468,0.112474,0.099985,0.012489,0.000000,0.000000,1484
0.0467,9,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,4.2036,0.113997,0.099985,0.014012,0.000000,0.000000,1482
0.0518,10,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,4.6604,0.115520,0.099985,0.015535,0.000000,0.000000,1480
0.0570,11,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,5.1301,0.117085,0.099985,0.017100,0.000000,0.000000,1478
0.0621,12,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,5.5869,0.118608,0.099985,0.018623,0.000000,0.000000,1476
0.0672,13,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,6.0438,0.120131,0.099985,0.020146,0.000000,0.000000,1474
0.0722,14,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,6.5011,0.121655,0.099985,0.021670,0.000000,0.000000,1472
0.0773,15,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,6.9579,0.123178,0.099985,0.023193,0.000000,0.000000,1470
0.0824,16,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,7.4150,0.124702,0.099985,0.024717,0.000000,0.000000,1468
0.0875,17,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,7.8719,0.126225,0.099985,0.026240,0.000000,0.000000,1466
0.0925,18,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,8.3235,0.127730,0.099985,0.027745,0.000000,0.000000,1464
0.0976,19,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,8.7808,0.129254,0.099985,0.029269,0.000000,0.000000,1462
0.1027,20,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,9.2375,0.130777,0.099985,0.030792,0.000000,0.000000,1460
0.1077,21,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,9.6954,0.132303,0.099985,0.032318,0.000000,0.000000,1458
0.1128,22,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,10.1522,0.133826,0.099985,0.033841,0.000000,0.000000,1456
0.1179,23,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,10.6095,0.135350,0.099985,0.035365,0.000000,0.000000,1454
0.1256,24,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,11.3044,0.137666,0.099985,0.037681,0.000000,0.000000,1452
0.1307,25,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,11.7609,0.139188,0.099985,0.039203,0.000000,0.000000,1450
0.1358,26,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,12.2176,0.140710,0.099985,0.040725,0.000000,0.000000,1448
0.1408,27,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,12.6743,0.142233,0.099985,0.042248,0.000000,0.000000,1446
0.1466,28,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,13.1916,0.143957,0.099985,0.043972,0.000000,0.000000,1444
0.1517,29,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,13.6479,0.145478,0.099985,0.045493,0.000000,0.000000,1442
0.1567,30,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,14.1046,0.147000,0.099985,0.047015,0.000000,0.000000,1440
0.1618,31,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,14.5617,0.148524,0.099985,0.048539,0.000000,0.000000,1438
0.1669,32,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,15.0180,0.150045,0.099985,0.050060,0.000000,0.000000,1436
0.1720,33,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,15.4749,0.151568,0.099985,0.051583,0.000000,0.000000,1434
0.1771,34,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,15.9373,0.153109,0.099985,0.053124,0.000000,0.000000,1432
0.1822,35,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,16.3936,0.154630,0.099985,0.054645,0.000000,0.000000,1430
0.1872,36,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,16.8499,0.156151,0.099985,0.056166,0.000000,0.000000,1428
0.1923,37,imu,1,0,0.0135,-0.0000,-0.0000,0.0135,0.0496,90.00,83.16,89.9865,17.3061,0.157672,0.099985,0.057687,0.000000,0.000000,1426
